ticker,secShortName,endDate,dailyProfit,weeklyYield,publishDate,currencyCd
"001826.OFCN","001826","国寿增金宝货币","2017-08-01",0.8627,4.152,"2017-08-02","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-31",1.0725,4.113,"2017-08-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-30",2.1719,4.216,"2017-07-31","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-28",2.1343,4.217,"2017-07-29","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-27",0.7713,3.63,"2017-07-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-26",0.7891,3.809,"2017-07-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-25",0.7912,3.967,"2017-07-26","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-24",1.2615,4.131,"2017-07-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-23",2.1746,3.963,"2017-07-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-21",1.0518,3.775,"2017-07-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-20",1.102,3.699,"2017-07-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-19",1.0802,3.834,"2017-07-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-18",1.0934,3.738,"2017-07-19","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-17",0.9526,4.064,"2017-07-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-16",1.8272,4.503,"2017-07-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-14",0.9111,4.574,"2017-07-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-13",1.3521,4.618,"2017-07-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-12",0.9019,5.583,"2017-07-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-11",1.6962,6.537,"2017-07-12","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-10",1.7597,6.291,"2017-07-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-09",1.9574,6.379,"2017-07-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-07",0.991,6.613,"2017-07-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-06",3.1141,6.721,"2017-07-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-05",2.6265,5.643,"2017-07-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-04",1.2524,4.84,"2017-07-05","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-03",1.919,4.8,"2017-07-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-07-02",2.379,4.388,"2017-07-03","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-30",1.186,4.345,"2017-07-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-29",1.1653,4.325,"2017-06-30","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-28",1.164,4.312,"2017-06-29","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-27",1.1792,4.302,"2017-06-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-26",1.1635,4.257,"2017-06-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-25",2.2988,4.222,"2017-06-26","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-23",1.1491,4.176,"2017-06-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-22",1.1422,4.153,"2017-06-23","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-21",1.1455,4.855,"2017-06-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-20",1.0968,4.836,"2017-06-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-19",1.0982,4.854,"2017-06-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-18",2.2143,4.873,"2017-06-19","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-16",1.1078,4.853,"2017-06-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-15",2.4302,4.842,"2017-06-16","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-14",1.1115,4.109,"2017-06-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-13",1.128,4.092,"2017-06-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-12",1.1335,4.066,"2017-06-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-11",2.1775,4.036,"2017-06-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-09",1.0876,3.994,"2017-06-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-08",1.0848,3.974,"2017-06-09","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-07",1.0798,3.967,"2017-06-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-06",1.08,3.967,"2017-06-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-05",1.0789,3.94,"2017-06-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-04",2.1009,3.928,"2017-06-05","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-02",1.0506,3.935,"2017-06-03","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-06-01",1.0715,3.938,"2017-06-02","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-31",1.0804,3.921,"2017-06-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-30",4.1989,3.909,"2017-06-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-26",1.0571,3.944,"2017-05-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-25",1.0398,3.949,"2017-05-26","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-24",1.0589,3.956,"2017-05-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-23",1.0586,3.945,"2017-05-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-22",1.0627,3.942,"2017-05-23","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-21",2.1424,3.948,"2017-05-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-19",1.0665,3.943,"2017-05-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-18",1.0513,3.944,"2017-05-19","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-17",1.0398,3.95,"2017-05-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-16",1.0525,3.959,"2017-05-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-15",1.0732,3.958,"2017-05-16","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-14",2.1339,3.951,"2017-05-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-12",1.0674,3.944,"2017-05-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-11",1.0625,3.937,"2017-05-12","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-10",1.0577,3.916,"2017-05-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-09",1.0503,3.882,"2017-05-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-08",1.0598,3.886,"2017-05-09","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-07",2.1212,3.875,"2017-05-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-05",1.054,3.852,"2017-05-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-04",1.0243,3.845,"2017-05-05","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-03",0.995,3.863,"2017-05-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-02",1.0569,3.905,"2017-05-03","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-05-01",3.1195,3.907,"2017-05-03","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-28",1.0399,3.902,"2017-04-29","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-27",1.0577,3.897,"2017-04-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-26",1.0729,3.885,"2017-04-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-25",1.0602,3.857,"2017-04-26","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-24",1.0445,3.835,"2017-04-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-23",2.0653,3.837,"2017-04-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-21",1.0308,3.895,"2017-04-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-20",1.0369,3.927,"2017-04-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-19",1.0201,3.953,"2017-04-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-18",1.0207,3.976,"2017-04-19","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-17",1.0477,4.021,"2017-04-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-16",2.1717,4.064,"2017-04-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-14",1.09,4.11,"2017-04-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-13",1.0845,4.131,"2017-04-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-12",1.0624,4.179,"2017-04-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-11",1.1048,4.218,"2017-04-12","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-10",1.1273,4.229,"2017-04-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-09",2.2553,4.229,"2017-04-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-07",1.1299,4.227,"2017-04-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-06",1.1724,4.221,"2017-04-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-05",1.1336,4.187,"2017-04-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-04-04",4.5043,4.201,"2017-04-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-31",1.1197,4.14,"2017-04-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-30",1.1096,4.12,"2017-03-31","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-29",1.1595,4.075,"2017-03-30","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-28",1.1084,4.009,"2017-03-29","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-27",1.1172,3.969,"2017-03-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-26",2.165,3.923,"2017-03-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-24",1.084,3.835,"2017-03-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-23",1.0267,3.803,"2017-03-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-22",1.0369,3.835,"2017-03-23","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-21",1.0356,4.452,"2017-03-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-20",1.0323,4.447,"2017-03-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-19",2.0018,4.438,"2017-03-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-17",1.0253,4.367,"2017-03-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-16",1.0853,4.327,"2017-03-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-15",2.1731,4.264,"2017-03-16","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-14",1.0279,3.652,"2017-03-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-13",1.0144,4.095,"2017-03-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-12",1.8724,4.103,"2017-03-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-10",0.9514,4.154,"2017-03-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-09",0.9702,4.178,"2017-03-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-08",1.043,5.196,"2017-03-09","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-07",1.8464,5.155,"2017-03-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-06",1.0288,4.669,"2017-03-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-05",1.967,4.613,"2017-03-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-03",0.9952,4.585,"2017-03-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-02",2.8352,4.569,"2017-03-03","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-03-01",0.9675,5.117,"2017-03-02","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-28",0.9592,5.098,"2017-03-01","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-27",0.9247,5.07,"2017-02-28","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-26",1.9167,6.366,"2017-02-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-24",0.9658,6.15,"2017-02-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-23",3.8374,6.006,"2017-02-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-22",0.9332,4.299,"2017-02-23","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-21",0.9075,4.212,"2017-02-22","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-20",3.2761,4.156,"2017-02-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-19",1.5274,2.822,"2017-02-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-17",0.7058,2.887,"2017-02-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-16",0.7223,2.948,"2017-02-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-15",0.7734,2.992,"2017-02-16","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-14",0.8044,3.007,"2017-02-15","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-13",0.8034,2.914,"2017-02-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-12",1.6491,2.814,"2017-02-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-10",0.8192,2.89,"2017-02-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-09",0.8054,2.932,"2017-02-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-08",0.8014,2.845,"2017-02-09","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-07",0.6299,2.761,"2017-02-08","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-06",0.6178,2.768,"2017-02-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-05",1.7903,2.781,"2017-02-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-03",0.8981,2.512,"2017-02-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-02-02",4.5033,2.376,"2017-02-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-26",0.6869,3.383,"2017-01-27","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-25",0.9044,3.588,"2017-01-26","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-24",0.9444,3.664,"2017-01-25","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-23",0.9839,3.725,"2017-01-24","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-22",1.9044,3.77,"2017-01-23","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-20",0.9567,3.895,"2017-01-21","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-19",1.0675,3.958,"2017-01-20","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-18",1.0437,3.964,"2017-01-19","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-17",1.0588,3.964,"2017-01-18","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-16",1.0671,3.951,"2017-01-17","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-15",2.1338,3.945,"2017-01-16","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-13",1.0734,3.938,"2017-01-14","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-12",1.0795,3.932,"2017-01-13","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-11",1.0431,3.939,"2017-01-12","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-10",1.0344,3.966,"2017-01-11","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-09",1.0573,3.998,"2017-01-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-08",2.1199,3.994,"2017-01-10","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-06",1.0623,3.995,"2017-01-07","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-05",1.0931,4.001,"2017-01-06","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-04",1.0929,4.041,"2017-01-05","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-03",1.0932,4.102,"2017-01-04","CNY"
"001826.OFCN","001826","国寿增金宝货币","2017-01-02",2.0998,4.07,"2017-01-04","CNY"
