userid,date,ticker,name,percent
35,2017-07-01,110022,110022,0
35,2017-07-01,110030,110030,4.43022E-16
35,2017-07-01,160121,160121,0.066473248
35,2017-07-01,270023,270023,0
35,2017-07-01,202302,202302,0.35
35,2017-08-09,020023,020023,0
35,2017-08-09,040020,040020,6.35416E-17
35,2017-08-09,050024,050024,0.65
35,2017-08-09,110022,110022,0
35,2017-08-09,110025,110025,0
35,2017-08-09,460002,460002,6.69305E-17
35,2017-08-09,202302,202302,0.35
36,2017-07-01,040018,040018,0
36,2017-07-01,070012,070012,0.36807072
36,2017-07-01,110022,110022,0
36,2017-07-01,110030,110030,2.79445E-16
36,2017-07-01,160121,160121,0.04192928
36,2017-07-01,270023,270023,0
36,2017-07-01,202302,202302,0.59
36,2017-08-09,020023,020023,0
36,2017-08-09,040020,040020,4.00801E-17
36,2017-08-09,050024,050024,0.41
36,2017-08-09,110022,110022,0
36,2017-08-09,110025,110025,0
36,2017-08-09,460002,460002,4.22177E-17
36,2017-08-09,202302,202302,0.59
37,2017-07-01,040018,040018,0
37,2017-07-01,070012,070012,0.493753405
37,2017-07-01,110022,110022,0
37,2017-07-01,110030,110030,3.74865E-16
37,2017-07-01,160121,160121,0.056246595
37,2017-07-01,270023,270023,0
37,2017-07-01,202302,202302,0.45
37,2017-08-09,020023,020023,0
37,2017-08-09,040020,040020,5.3766E-17
37,2017-08-09,050024,050024,0.55
37,2017-08-09,110022,110022,0
37,2017-08-09,110025,110025,0
37,2017-08-09,460002,460002,5.66335E-17
37,2017-08-09,202302,202302,0.45
38,2017-07-01,040018,040018,0
38,2017-07-01,070012,070012,0.745118775
38,2017-07-01,110022,110022,0
38,2017-07-01,110030,110030,5.65705E-16
38,2017-07-01,160121,160121,0.084881225
38,2017-07-01,270023,270023,0
38,2017-07-01,202302,202302,0.17
38,2017-08-09,020023,020023,0
38,2017-08-09,040020,040020,8.11377E-17
38,2017-08-09,050024,050024,0.83
38,2017-08-09,110022,110022,0
38,2017-08-09,110025,110025,0
38,2017-08-09,460002,460002,8.54651E-17
38,2017-08-09,202302,202302,0.17
39,2017-07-01,040018,040018,0
39,2017-07-01,070012,070012,0.727164106
39,2017-07-01,110022,110022,0
39,2017-07-01,110030,110030,5.52073E-16
39,2017-07-01,160121,160121,0.082835894
39,2017-07-01,270023,270023,0
39,2017-07-01,202302,202302,0.19
39,2017-08-09,020023,020023,0
39,2017-08-09,040020,040020,7.91826E-17
39,2017-08-09,050024,050024,0.81
39,2017-08-09,110022,110022,0
39,2017-08-09,110025,110025,0
39,2017-08-09,460002,460002,8.34057E-17
39,2017-08-09,202302,202302,0.19
40,2017-07-01,040018,040018,0
40,2017-07-01,070012,070012,0.403980059
40,2017-07-01,110022,110022,0
