symbol,publishdate(min),nav_cur4
000580,20170921,1.1093
000580,20170922,1.115
000580,20170924,2.1844
000580,20170925,1.1183
000580,20170926,1.1194
000580,20170927,1.1192
000580,20170929,1.0468
000580,20171008,9.3166
000580,20171009,1.1429
000580,20171010,1.1566
000580,20171011,1.1406
000580,20171012,1.1518
000580,20171013,1.1268
000580,20171015,2.2534
000580,20171016,1.103
000580,20171017,1.1
000580,20171018,1.0866
000580,20171019,1.083
000580,20171020,1.053
000580,20171022,2.0886
000580,20171023,1.0506
000580,20171024,1.0437
000580,20171025,1.0621
000580,20171026,1.0875
000580,20171027,1.096
000580,20171029,2.2007
000580,20171030,1.1091
000580,20171031,1.1277
000580,20171101,1.1205
000580,20171102,1.1043
000580,20171103,1.0581
000580,20171105,2.1046
000580,20171106,1.0736
000580,20171107,1.072
000580,20171108,1.0778
000580,20171109,1.077
000580,20171110,1.0795
000580,20171112,2.1506
000580,20171113,1.0752
000580,20171114,1.0829
000580,20171115,1.0904
000580,20171116,1.1016
000580,20171117,1.1099
000580,20171119,2.2301
000580,20171120,1.1073
000581,20170701,1.1711
000581,20170702,1.171
000581,20170702,2.3422
000581,20170703,1.1759
000581,20170704,1.1687
000581,20170705,1.164
000581,20170706,1.1648
000581,20170707,1.1458
000581,20170708,1.1449
000581,20170709,1.1432
000581,20170709,2.2881
000581,20170710,1.1468
000581,20170711,1.1638
000581,20170712,1.1602
000581,20170713,1.1646
000581,20170714,1.1776
000581,20170715,1.177
000581,20170716,1.118
000581,20170716,2.295
000581,20170717,1.1462
000581,20170718,1.1491
000581,20170719,1.1258
000581,20170720,1.1184
000581,20170721,1.1106
000581,20170722,1.0719
000581,20170723,1.0718
000581,20170723,2.1436
000581,20170724,1.0811
000581,20170725,1.0885
000581,20170726,1.0853
000581,20170727,1.0869
000581,20170728,1.0852
000581,20170729,1.0851
000581,20170730,1.085
000581,20170730,2.1701
000581,20170731,1.0943
000581,20170801,1.0934
000581,20170802,1.1101
000581,20170803,1.0907
000581,20170804,1.0959
000581,20170805,1.0753
000581,20170806,1.0752
000581,20170806,2.1504
000581,20170807,1.0865
000581,20170808,1.0873
000581,20170809,1.2982
000581,20170810,1.1049
000581,20170811,1.1116
000581,20170812,1.1107
000581,20170813,1.1106
000581,20170813,2.2212
000581,20170814,1.0947
000581,20170815,1.08
000581,20170816,1.084
000581,20170817,1.0745
000581,20170818,1.0898
000581,20170819,1.0892
000581,20170820,1.0891
000581,20170820,2.1782
000581,20170821,1.0969
000581,20170822,1.0999
000581,20170823,1.0967
000581,20170824,1.0981
000581,20170825,1.0942
000581,20170826,1.0944
000581,20170827,1.0943
000581,20170827,2.1887
000581,20170828,1.1015
000581,20170829,1.0976
000581,20170830,1.0968
000581,20170831,1.1071
000581,20170901,1.0988
000581,20170902,1.1105
000581,20170903,1.105
000581,20170903,2.2155
000581,20170904,1.2157
000581,20170905,1.0964
000581,20170906,1.0927
000581,20170907,1.0807
000581,20170908,1.0833
000581,20170909,1.0806
000581,20170910,1.0806
000581,20170910,2.1612
000581,20170911,1.0771
000581,20170912,1.0762
000581,20170913,1.0721
000581,20170914,1.0771
000581,20170915,1.0763
000581,20170916,1.0825
000581,20170917,1.0824
000581,20170917,2.1539
000581,20170918,1.0632
000581,20170919,1.0736
000581,20170920,1.0944
000581,20170921,1.3035
000581,20170922,1.0664
000581,20170923,0.9994
000581,20170924,0.9939
000581,20170924,1.9933
000581,20170925,1.1662
000581,20170926,1.0469
000581,20170927,1.0588
000581,20170929,1.016
000581,20170930,1.0276
000581,20171001,1.0276
000581,20171002,1.0275
000581,20171003,1.0274
000581,20171004,1.0273
000581,20171005,1.0272
000581,20171006,1.0271
000581,20171007,1.0271
000581,20171008,1.027
000581,20171008,9.2457
000581,20171009,1.0449
000581,20171010,1.0531
000581,20171011,1.0622
000581,20171012,1.5255
000581,20171013,1.1424
000581,20171014,1.0648
000581,20171015,1.0647
000581,20171015,2.1296
000581,20171016,1.0588
000581,20171017,1.0519
000581,20171018,1.0415
000581,20171019,1.2286
000581,20171020,1.0435
000581,20171021,1.0421
000581,20171022,1.042
000581,20171022,2.084
000581,20171023,1.0254
000581,20171024,1.0436
000581,20171025,1.0496
000581,20171026,1.0426
000581,20171027,1.0438
000581,20171028,1.0446
000581,20171029,1.0445
000581,20171029,2.089
000581,20171030,1.0487
000581,20171031,1.0675
000581,20171101,1.0599
000581,20171102,1.0783
000581,20171103,1.0819
000581,20171104,1.0824
000581,20171105,1.0823
000581,20171105,2.1648
000581,20171106,1.0834
000581,20171107,1.0803
000581,20171108,1.0773
000581,20171109,1.0656
000581,20171110,1.6713
000581,20171111,1.0607
000581,20171112,1.0474
000581,20171112,2.1081
000581,20171113,1.6004
000581,20171114,1.078
000581,20171115,1.0924
000581,20171116,1.0968
000581,20171117,1.1009
000581,20171118,1.0936
000581,20171119,1.0732
000581,20171119,2.1667
000581,20171120,1.121
000588,20170701,1.1639
000588,20170702,1.1638
000588,20170702,2.3278
000588,20170703,1.1641
000588,20170704,1.162
000588,20170705,1.1533
000588,20170706,1.1286
000588,20170707,1.1112
000588,20170708,1.111
000588,20170709,1.1109
000588,20170709,2.222
000588,20170710,1.1079
000588,20170711,1.108
000588,20170712,1.1026
000588,20170713,1.1072
000588,20170714,1.1081
000588,20170715,1.1084
000588,20170716,1.1072
000588,20170716,2.2156
000588,20170717,1.1066
000588,20170718,1.1132
000588,20170719,1.1228
000588,20170720,1.1314
000588,20170721,1.1294
000588,20170722,1.1287
000588,20170723,1.1285
000588,20170723,2.2572
000588,20170724,1.1306
000588,20170725,1.1304
000588,20170726,1.127
000588,20170727,1.129
000588,20170728,1.127
000588,20170729,1.1285
000588,20170730,1.1284
000588,20170730,2.2569
000588,20170731,1.1288
000588,20170801,1.1261
000588,20170802,1.1315
000588,20170803,1.1946
000588,20170804,1.1235
000588,20170805,1.1222
000588,20170806,1.1221
000588,20170806,2.2444
000588,20170807,1.1133
000588,20170808,1.1107
000588,20170809,1.1348
000588,20170810,1.1101
000588,20170811,1.1081
000588,20170812,1.1052
000588,20170813,1.1051
000588,20170813,2.2103
000588,20170814,1.1061
000588,20170815,1.1095
000588,20170816,1.1147
000588,20170817,1.1226
000588,20170818,1.1243
000588,20170819,1.124
000588,20170820,1.1236
000588,20170820,2.2476
000588,20170821,1.1247
000588,20170822,1.1313
000588,20170823,1.1092
000588,20170824,1.1089
000588,20170825,1.1076
000588,20170826,1.1082
000588,20170827,1.1081
000588,20170827,2.2163
000588,20170828,1.2151
000588,20170829,1.1241
000588,20170830,1.1314
000588,20170831,1.1388
000588,20170901,1.1366
000588,20170902,1.1358
000588,20170903,1.1357
000588,20170903,2.2716
000588,20170904,1.1345
000588,20170905,1.1974
000588,20170906,1.1253
000588,20170907,1.1342
000588,20170908,1.1365
000588,20170909,1.1327
000588,20170910,1.1326
000588,20170910,2.2654
000588,20170911,1.1424
000588,20170912,1.1436
000588,20170913,1.1307
000588,20170914,1.1368
000588,20170915,1.1217
000588,20170916,1.1251
000588,20170917,1.1203
000588,20170917,2.2455
000588,20170918,1.1252
000588,20170919,1.1218
000588,20170920,1.1364
000588,20170921,1.1216
000588,20170922,1.1303
000588,20170923,1.1307
000588,20170924,1.1239
000588,20170924,2.2546
000588,20170925,1.1221
000588,20170926,1.1305
000588,20170927,1.1315
000588,20170929,1.1586
000588,20170930,1.1592
000588,20171001,1.1591
000588,20171002,1.159
000588,20171003,1.1588
000588,20171004,1.1587
000588,20171005,1.1586
000588,20171006,1.1584
000588,20171007,1.1583
000588,20171008,1.1582
000588,20171008,10.4287
000588,20171009,1.1642
000588,20171010,1.1744
000588,20171011,1.1625
000588,20171012,1.1328
000588,20171013,1.1147
000588,20171014,1.1141
000588,20171015,1.114
000588,20171015,2.2281
000588,20171016,1.1119
000588,20171017,1.1055
000588,20171018,1.0954
000588,20171019,1.0884
000588,20171020,1.0906
000588,20171021,1.0881
000588,20171022,1.088
000588,20171022,2.1762
000588,20171023,1.1008
000588,20171024,1.1061
000588,20171025,1.1068
000588,20171026,1.1002
000588,20171027,1.109
000588,20171028,1.1057
000588,20171029,1.1056
000588,20171029,2.2113
000588,20171030,1.1053
000588,20171031,1.1078
000588,20171101,1.1093
000588,20171102,1.1129
000588,20171103,1.1048
000588,20171104,1.1053
000588,20171105,1.1051
000588,20171105,2.2104
000588,20171106,1.1116
000588,20171107,1.1184
000588,20171108,1.1212
000588,20171109,1.111
000588,20171110,1.1191
000588,20171111,1.1194
000588,20171112,1.1193
000588,20171112,2.2387
000588,20171113,1.1165
000588,20171114,1.113
000588,20171115,1.1177
000588,20171116,1.1256
000588,20171117,1.1247
000588,20171118,1.122
000588,20171119,1.1219
000588,20171119,2.244
000588,20171120,1.123
000599,20170701,1.0688
000599,20170702,1.0687
000599,20170702,2.1375
000599,20170703,1.0712
000599,20170704,1.099
000599,20170705,1.0685
000599,20170706,1.1127
000599,20170707,1.0648
000599,20170708,1.058
000599,20170709,1.0579
000599,20170709,2.116
000599,20170710,1.0569
000599,20170711,1.0546
000599,20170712,1.0515
000599,20170713,1.0539
000599,20170714,1.1161
000599,20170715,1.0505
000599,20170716,1.0504
000599,20170716,2.1009
000599,20170717,1.0464
000599,20170718,1.0474
000599,20170719,1.051
000599,20170720,1.4763
000599,20170721,1.0521
000599,20170722,1.0523
000599,20170723,1.0522
000599,20170723,2.1045
000599,20170724,1.0564
000599,20170725,1.0526
000599,20170726,1.0537
000599,20170727,1.062
000599,20170728,1.0664
000599,20170729,1.0615
000599,20170730,1.0614
000599,20170730,2.1228
000599,20170731,1.0592
000599,20170801,1.0624
000599,20170802,1.0648
000599,20170803,1.0682
000599,20170804,1.0554
000599,20170805,1.0494
000599,20170806,1.0493
000599,20170806,2.0988
000599,20170807,1.0482
000599,20170808,1.0457
000599,20170809,1.0464
000599,20170810,1.0469
000599,20170811,1.0594
000599,20170812,1.0594
000599,20170813,1.0593
000599,20170813,2.1188
000599,20170814,1.0504
000599,20170815,1.0461
000599,20170816,1.0501
000599,20170817,1.0494
000599,20170818,1.0493
000599,20170819,1.0497
000599,20170820,1.0496
000599,20170820,2.0992
000599,20170821,1.0521
000599,20170822,1.0454
000599,20170823,1.0458
000599,20170824,1.2735
000599,20170825,1.0406
000599,20170826,1.0405
000599,20170827,1.0405
000599,20170827,2.081
000599,20170828,1.0412
000599,20170829,1.0466
000599,20170830,1.0823
000599,20170831,1.1187
000599,20170901,1.0536
000599,20170902,1.0539
000599,20170903,1.0538
000599,20170903,2.1077
000599,20170904,1.0538
000599,20170905,1.1068
000599,20170906,1.0621
000599,20170907,1.0532
000599,20170908,1.1795
000599,20170909,1.0533
000599,20170910,1.0532
000599,20170910,2.1064
000599,20170911,1.0771
000599,20170912,1.07
000599,20170913,1.1456
000599,20170914,1.1326
000599,20170915,1.0645
000599,20170916,1.0544
000599,20170917,1.0543
000599,20170917,2.1088
000599,20170918,1.0534
000599,20170919,1.0653
000599,20170920,1.0555
000599,20170921,1.0712
000599,20170922,1.0753
000599,20170923,1.0689
000599,20170924,1.0688
000599,20170924,2.1377
000599,20170925,1.0584
000599,20170926,1.1528
000599,20170927,1.0712
000599,20170929,1.2421
000599,20170930,1.0739
000599,20171001,1.0739
000599,20171002,1.0738
000599,20171003,1.0737
000599,20171004,1.0687
000599,20171005,1.0686
000599,20171006,1.0685
000599,20171007,1.0684
000599,20171008,1.0683
000599,20171008,9.6379
000599,20171009,1.3193
000599,20171010,1.0698
000599,20171011,1.0823
000599,20171012,1.0753
000599,20171013,1.0809
000599,20171014,1.0795
000599,20171015,1.0794
000599,20171015,2.1589
000599,20171016,1.07
000599,20171017,1.0689
000599,20171018,1.0628
000599,20171019,1.065
000599,20171020,1.183
000599,20171021,1.0519
000599,20171022,1.0518
000599,20171022,2.1037
000599,20171023,1.056
000599,20171024,1.2062
000599,20171025,1.062
000599,20171026,1.0618
000599,20171027,1.0619
000599,20171028,1.0606
000599,20171029,1.0605
000599,20171029,2.1211
000599,20171030,1.0668
000599,20171031,1.0605
000599,20171101,1.0688
000599,20171102,1.075
000599,20171103,1.071
000599,20171104,1.0695
000599,20171105,1.0694
000599,20171105,2.1389
000599,20171106,1.0755
000599,20171107,1.2113
000599,20171108,1.0685
000599,20171109,1.0696
000599,20171110,1.0708
000599,20171111,1.0671
000599,20171112,1.067
000599,20171112,2.134
000599,20171113,1.2029
000599,20171114,1.0594
000599,20171115,1.0584
000599,20171116,1.0656
000599,20171117,1.0735
000599,20171118,1.0719
000599,20171119,1.0718
000599,20171119,2.1436
000599,20171120,1.1312
000600,20170702,2.2634
000600,20170703,1.1636
000600,20170704,1.1639
000600,20170705,1.1795
000600,20170706,1.1825
000600,20170707,1.1894
000600,20170709,2.3851
000600,20170710,1.184
000600,20170711,1.1789
000600,20170712,1.1764
000600,20170713,1.1758
000600,20170714,1.1545
000600,20170716,2.3085
000600,20170717,1.1526
000600,20170718,1.1439
000600,20170719,1.1503
000600,20170720,1.1513
000600,20170721,1.1581
000600,20170723,2.3202
000600,20170724,1.1602
000600,20170725,1.9419
000600,20170726,1.1162
000600,20170727,1.0853
000600,20170728,1.0875
000600,20170730,2.158
000600,20170731,1.085
000600,20170801,1.0909
000600,20170802,1.1182
000600,20170803,1.1295
000600,20170804,1.1416
000600,20170806,2.2802
000600,20170807,1.1446
000600,20170808,1.1457
000600,20170809,1.1527
000600,20170810,1.1498
000600,20170811,1.1588
000600,20170813,2.3211
000600,20170814,1.1501
000600,20170815,1.1513
000600,20170816,1.1476
000600,20170817,1.146
000600,20170818,1.1465
000600,20170820,2.2929
000600,20170821,1.1358
000600,20170822,1.1463
000600,20170823,1.042
000600,20170824,1.0527
000600,20170825,1.155
000600,20170827,2.3137
000600,20170828,1.1582
000600,20170829,1.1438
000600,20170830,1.0517
000600,20170831,1.1901
000600,20170901,1.1548
000600,20170903,2.3125
000600,20170904,1.1679
000600,20170905,1.0662
000600,20170906,1.117
000600,20170907,1.1104
000600,20170908,1.1166
000600,20170910,2.226
000600,20170911,1.1224
000600,20170912,1.1362
000600,20170913,1.1055
000600,20170914,1.1079
000600,20170915,1.1287
000600,20170917,2.2645
000600,20170918,1.1439
000600,20170919,1.1308
000600,20170920,1.1445
000600,20170921,1.1532
000600,20170922,1.1644
000600,20170924,2.3292
000600,20170925,1.163
000600,20170926,1.1561
000600,20170927,1.145
000600,20170929,1.095
000600,20171008,9.862
000600,20171009,1.2689
000600,20171010,1.1241
000600,20171011,1.1203
000600,20171012,1.1192
000600,20171013,1.1242
000600,20171015,2.2876
000600,20171016,1.1447
000600,20171017,1.0445
000600,20171018,1.1394
000600,20171019,1.0456
000600,20171020,1.1448
000600,20171022,2.2805
000600,20171023,1.1574
000600,20171024,1.0348
000600,20171025,1.1146
000600,20171026,1.1226
000600,20171027,1.121
000600,20171029,2.2448
000600,20171030,1.1602
000600,20171031,1.1148
000600,20171101,1.1375
000600,20171102,1.1047
000600,20171103,1.1298
000600,20171105,2.2489
000600,20171106,1.1359
000600,20171107,1.1341
000600,20171108,1.1481
000600,20171109,1.139
000600,20171110,1.0316
000600,20171112,2.273
000600,20171113,1.1355
000600,20171114,1.0697
000600,20171115,1.1262
000600,20171116,1.1178
000600,20171117,1.0921
000600,20171119,2.262
000600,20171120,1.1268
000602,20170702,2.357
000602,20170703,1.1784
000602,20170704,1.1783
000602,20170705,1.1783
000602,20170706,1.1783
000602,20170707,1.1782
000602,20170709,2.3564
000602,20170710,1.1458
000602,20170711,1.1459
000602,20170712,1.1319
000602,20170713,1.1321
000602,20170714,1.1321
000602,20170716,2.2642
000602,20170717,1.1369
000602,20170718,1.1371
000602,20170719,1.1368
000602,20170720,1.1371
000602,20170721,1.1371
000602,20170723,2.2741
000602,20170724,1.1371
000602,20170725,1.1371
000602,20170726,1.1371
000602,20170727,1.1371
000602,20170728,1.1324
000602,20170730,2.2656
000602,20170731,1.1328
000602,20170801,1.1328
000602,20170802,1.1329
000602,20170803,1.1331
000602,20170804,1.1331
000602,20170806,2.2663
000602,20170807,1.1337
000602,20170808,1.1339
000602,20170809,1.1339
000602,20170810,1.1339
000602,20170811,1.1339
000602,20170813,2.2679
000602,20170814,1.1339
000602,20170815,1.1339
000602,20170816,1.1338
000602,20170817,1.134
000602,20170818,1.134
000602,20170820,2.2679
000602,20170821,1.1337
000602,20170822,1.1339
000602,20170823,1.1339
000602,20170824,1.1259
000602,20170825,1.0873
000602,20170827,2.1754
000602,20170828,1.1116
000602,20170829,1.115
000602,20170830,1.1141
000602,20170831,1.1114
000602,20170901,1.1118
000602,20170903,2.2235
000602,20170904,1.1117
000602,20170905,1.1117
000602,20170906,1.1117
000602,20170907,1.1117
000602,20170908,1.1117
000602,20170910,2.2235
000602,20170911,1.1117
000602,20170912,1.1117
000602,20170913,1.1117
000602,20170914,1.1117
000602,20170915,1.1117
000602,20170917,2.2235
000602,20170918,1.1117
000602,20170919,1.1117
000602,20170920,1.1117
000602,20170921,1.1117
000602,20170922,1.1117
000602,20170924,2.2234
000602,20170925,1.1117
000602,20170926,1.1047
000602,20170927,1.1049
000602,20170929,1.1042
000602,20171008,9.9399
000602,20171009,1.1044
000602,20171010,1.103
000602,20171011,1.1033
000602,20171012,1.1033
000602,20171013,1.1042
000602,20171015,2.2087
000602,20171016,1.1044
000602,20171017,1.1048
000602,20171018,1.105
000602,20171019,1.105
000602,20171020,1.105
000602,20171022,2.1976
000602,20171023,1.106
000602,20171024,1.1017
000602,20171025,1.1066
000602,20171026,1.1068
000602,20171027,1.1068
000602,20171029,2.1685
000602,20171030,1.1034
000602,20171031,1.1086
000602,20171101,1.1088
000602,20171102,1.1073
000602,20171103,1.1082
000602,20171105,2.2167
000602,20171106,1.1084
000602,20171107,1.1083
000602,20171108,1.1091
000602,20171109,1.1098
000602,20171110,1.11
000602,20171112,2.22
000602,20171113,1.11
000602,20171114,1.1256
000602,20171115,1.1349
000602,20171116,1.1351
000602,20171117,1.1351
000602,20171119,2.2701
000602,20171120,1.1383
000604,20170702,2.3999
000604,20170703,1.1985
000604,20170704,1.1962
000604,20170705,1.1896
000604,20170706,1.1876
000604,20170707,1.1909
000604,20170709,2.3555
000604,20170710,1.1763
000604,20170711,1.1719
000604,20170712,1.1662
000604,20170713,1.1711
000604,20170714,1.174
000604,20170716,2.3426
000604,20170717,1.1773
000604,20170718,1.176
000604,20170719,1.1662
000604,20170720,1.1583
000604,20170721,1.1696
000604,20170723,2.3375
000604,20170724,1.1727
000604,20170725,1.1855
000604,20170726,1.1775
000604,20170727,1.1797
000604,20170728,1.1838
000604,20170730,2.3664
000604,20170731,1.1842
000604,20170801,1.1638
000604,20170802,1.1775
000604,20170803,1.1747
000604,20170804,1.172
000604,20170806,2.3394
000604,20170807,1.1794
000604,20170808,1.1545
000604,20170809,1.1301
000604,20170810,1.1493
000604,20170811,1.144
000604,20170813,2.2744
000604,20170814,1.1364
000604,20170815,1.1286
000604,20170816,1.1288
000604,20170817,1.1408
000604,20170818,1.1574
000604,20170820,2.2841
000604,20170821,1.1326
000604,20170822,1.1364
000604,20170823,1.1406
000604,20170824,1.1357
000604,20170825,1.1241
000604,20170827,2.2741
000604,20170828,1.1295
000604,20170829,1.1337
000604,20170830,1.1441
000604,20170831,1.1407
000604,20170901,1.1365
000604,20170903,2.299
000604,20170904,1.1542
000604,20170905,1.1346
000604,20170906,1.1244
000604,20170907,1.1194
000604,20170908,1.1156
000604,20170910,2.253
000604,20170911,1.1405
000604,20170912,1.1515
000604,20170913,1.1557
000604,20170914,1.1331
000604,20170915,1.1762
000604,20170917,2.2745
000604,20170918,1.132
000604,20170919,1.1221
000604,20170920,1.1523
000604,20170921,1.1113
000604,20170922,1.1393
000604,20170924,2.2668
000604,20170925,1.1533
000604,20170926,1.1231
000604,20170927,1.142
000604,20170929,1.121
000604,20171008,10.0845
000604,20171009,1.1376
000604,20171010,1.1649
000604,20171011,1.1252
000604,20171012,1.1198
000604,20171013,1.1256
000604,20171015,2.2505
000604,20171016,1.1348
000604,20171017,1.1372
000604,20171018,1.1322
000604,20171019,1.1097
000604,20171020,1.0958
000604,20171022,2.1914
000604,20171023,1.101
000604,20171024,1.0954
000604,20171025,1.107
000604,20171026,1.1154
000604,20171027,1.0857
000604,20171029,2.1712
000604,20171030,1.0889
000604,20171031,1.0525
000604,20171101,1.1117
000604,20171102,1.1126
000604,20171103,1.1121
000604,20171105,2.2241
000604,20171106,1.2051
000604,20171107,1.1178
000604,20171108,1.1109
000604,20171109,1.0385
000604,20171110,1.1094
000604,20171112,2.2175
000604,20171113,1.0986
000604,20171114,1.1004
000604,20171115,1.114
000604,20171116,1.1352
000604,20171117,1.1534
000604,20171119,2.3071
000604,20171120,1.1418
000605,20170702,2.5314
000605,20170703,1.264
000605,20170704,1.2625
000605,20170705,1.2557
000605,20170706,1.2532
000605,20170707,1.2563
000605,20170709,2.487
000605,20170710,1.242
000605,20170711,1.2378
000605,20170712,1.2315
000605,20170713,1.2364
000605,20170714,1.2392
000605,20170716,2.474
000605,20170717,1.2428
000605,20170718,1.2417
000605,20170719,1.2312
000605,20170720,1.2234
000605,20170721,1.2346
000605,20170723,2.4689
000605,20170724,1.238
000605,20170725,1.2512
000605,20170726,1.2441
000605,20170727,1.2448
000605,20170728,1.249
000605,20170730,2.4979
000605,20170731,1.2497
000605,20170801,1.2292
000605,20170802,1.2424
000605,20170803,1.2387
000605,20170804,1.2354
000605,20170806,2.4709
000605,20170807,1.2439
000605,20170808,1.2174
000605,20170809,1.1937
000605,20170810,1.2127
000605,20170811,1.208
000605,20170813,2.4059
000605,20170814,1.2002
000605,20170815,1.1923
000605,20170816,1.1931
000605,20170817,1.2056
000605,20170818,1.222
000605,20170820,2.4156
000605,20170821,1.1983
000605,20170822,1.2036
000605,20170823,1.2064
000605,20170824,1.2014
000605,20170825,1.1892
000605,20170827,2.4056
000605,20170828,1.1944
000605,20170829,1.1994
000605,20170830,1.2104
000605,20170831,1.2067
000605,20170901,1.2019
000605,20170903,2.4305
000605,20170904,1.2194
000605,20170905,1.2006
000605,20170906,1.19
000605,20170907,1.1855
000605,20170908,1.1813
000605,20170910,2.3845
000605,20170911,1.2058
000605,20170912,1.2178
000605,20170913,1.2214
000605,20170914,1.199
000605,20170915,1.2415
000605,20170917,2.406
000605,20170918,1.1981
000605,20170919,1.1881
000605,20170920,1.2181
000605,20170921,1.1765
000605,20170922,1.2047
000605,20170924,2.3983
000605,20170925,1.2192
000605,20170926,1.19
000605,20170927,1.2084
000605,20170929,1.1865
000605,20171008,10.6762
000605,20171009,1.2034
000605,20171010,1.2317
000605,20171011,1.1908
000605,20171012,1.186
000605,20171013,1.1911
000605,20171015,2.382
000605,20171016,1.2006
000605,20171017,1.2032
000605,20171018,1.1981
000605,20171019,1.1751
000605,20171020,1.1615
000605,20171022,2.3229
000605,20171023,1.1665
000605,20171024,1.1617
000605,20171025,1.1728
000605,20171026,1.1817
000605,20171027,1.1517
000605,20171029,2.3027
000605,20171030,1.1548
000605,20171031,1.1193
000605,20171101,1.1779
000605,20171102,1.1785
000605,20171103,1.1778
000605,20171105,2.3556
000605,20171106,1.271
000605,20171107,1.1844
000605,20171108,1.1769
000605,20171109,1.1044
000605,20171110,1.1752
000605,20171112,2.349
000605,20171113,1.1643
000605,20171114,1.1666
000605,20171115,1.1799
000605,20171116,1.201
000605,20171117,1.2193
000605,20171119,2.4386
000605,20171120,1.2079
000607,20170702,2.3278
000607,20170703,1.1649
000607,20170704,1.1627
000607,20170705,1.1537
000607,20170706,1.1285
000607,20170707,1.1117
000607,20170709,2.222
000607,20170710,1.1082
000607,20170711,1.108
000607,20170712,1.1035
000607,20170713,1.1061
000607,20170714,1.1085
000607,20170716,2.2156
000607,20170717,1.1073
000607,20170718,1.1143
000607,20170719,1.1237
000607,20170720,1.1326
000607,20170721,1.1293
000607,20170723,2.2572
000607,20170724,1.1311
000607,20170725,1.1311
000607,20170726,1.1276
000607,20170727,1.13
000607,20170728,1.1286
000607,20170730,2.2569
000607,20170731,1.129
000607,20170801,1.1233
000607,20170802,1.1296
000607,20170803,1.1925
000607,20170804,1.1227
000607,20170806,2.2444
000607,20170807,1.112
000607,20170808,1.1104
000607,20170809,1.1337
000607,20170810,1.1091
000607,20170811,1.1074
000607,20170813,2.2103
000607,20170814,1.1058
000607,20170815,1.1107
000607,20170816,1.1097
000607,20170817,1.1222
000607,20170818,1.1252
000607,20170820,2.2476
000607,20170821,1.1336
000607,20170822,1.1324
000607,20170823,1.1098
000607,20170824,1.1095
000607,20170825,1.1083
000607,20170827,2.2163
000607,20170828,1.2158
000607,20170829,1.1254
000607,20170830,1.1321
000607,20170831,1.1391
000607,20170901,1.1369
000607,20170903,2.2716
000607,20170904,1.1349
000607,20170905,1.1978
000607,20170906,1.1255
000607,20170907,1.1344
000607,20170908,1.1337
000607,20170910,2.2654
000607,20170911,1.1426
000607,20170912,1.1438
000607,20170913,1.1312
000607,20170914,1.1373
000607,20170915,1.1247
000607,20170917,2.2455
000607,20170918,1.1262
000607,20170919,1.123
000607,20170920,1.1365
000607,20170921,1.1222
000607,20170922,1.1309
000607,20170924,2.2546
000607,20170925,1.1226
000607,20170926,1.1309
000607,20170927,1.1324
000607,20170929,1.1583
000607,20171008,10.4287
000607,20171009,1.1645
000607,20171010,1.1744
000607,20171011,1.1637
000607,20171012,1.1333
000607,20171013,1.1145
000607,20171015,2.2281
000607,20171016,1.1123
000607,20171017,1.106
000607,20171018,1.0959
000607,20171019,1.0888
000607,20171020,1.0913
000607,20171022,2.1762
000607,20171023,1.1015
000607,20171024,1.107
000607,20171025,1.107
000607,20171026,1.1008
000607,20171027,1.1095
000607,20171029,2.2113
000607,20171030,1.1057
000607,20171031,1.1085
000607,20171101,1.1098
000607,20171102,1.1134
000607,20171103,1.1051
000607,20171105,2.2104
000607,20171106,1.1118
000607,20171107,1.119
000607,20171108,1.1213
000607,20171109,1.1109
000607,20171110,1.1197
000607,20171112,2.2387
000607,20171113,1.1169
000607,20171114,1.1138
000607,20171115,1.1187
000607,20171116,1.1257
000607,20171117,1.1252
000607,20171119,2.244
000607,20171120,1.1236
000615,20170702,2.4546
000615,20170703,1.2206
000615,20170704,1.2265
000615,20170705,1.2188
000615,20170706,1.2628
000615,20170707,1.4062
000615,20170709,2.3739
000615,20170710,1.1586
000615,20170711,1.1657
000615,20170712,1.1639
000615,20170713,1.149
000615,20170714,1.4195
000615,20170716,2.2234
000615,20170717,1.1087
000615,20170718,1.143
000615,20170719,1.1472
000615,20170720,1.1495
000615,20170721,1.4263
000615,20170723,2.2983
000615,20170724,1.1513
000615,20170725,1.3896
000615,20170726,1.1699
000615,20170727,1.1693
000615,20170728,1.1452
000615,20170730,2.2619
000615,20170731,1.1546
000615,20170801,1.1242
000615,20170802,1.4883
000615,20170803,1.1523
000615,20170804,1.1353
000615,20170806,2.2313
000615,20170807,1.1536
000615,20170808,1.2047
000615,20170809,1.2158
000615,20170810,1.1262
000615,20170811,1.1339
000615,20170813,2.2712
000615,20170814,1.1243
000615,20170815,1.1204
000615,20170816,1.1059
000615,20170817,1.1172
000615,20170818,1.1371
000615,20170820,2.2291
000615,20170821,1.1221
000615,20170822,1.1283
000615,20170823,1.1147
000615,20170824,1.1226
000615,20170825,1.1228
000615,20170827,2.2453
000615,20170828,1.1342
000615,20170829,1.0956
000615,20170830,1.1137
000615,20170831,1.117
000615,20170901,1.1043
000615,20170903,2.238
000615,20170904,1.1244
000615,20170905,1.1275
000615,20170906,1.0779
000615,20170907,1.0846
000615,20170908,1.0825
000615,20170910,2.0578
000615,20170911,1.0551
000615,20170912,1.0808
000615,20170913,1.0846
000615,20170914,1.0779
000615,20170915,1.0793
000615,20170917,2.1575
000615,20170918,1.0731
000615,20170919,1.0968
000615,20170920,1.099
