symbol,publishdate(min),nav_cur4
003753,20170709,2.5586
003753,20170710,1.2533
003753,20170711,1.2525
003753,20170712,1.2491
003753,20170713,1.2669
003753,20170714,1.2836
003753,20170716,2.5643
003753,20170717,1.2965
003753,20170718,1.2416
003753,20170719,1.2401
003753,20170720,1.2316
003753,20170721,1.2425
003753,20170723,2.4845
003753,20170724,1.2409
003753,20170725,1.3341
003753,20170726,1.2392
003753,20170727,1.2306
003753,20170728,1.2259
003753,20170730,2.4505
003753,20170731,1.2176
003753,20170801,1.2577
003753,20170802,1.2121
003753,20170803,1.2182
003753,20170804,1.2546
003753,20170806,2.435
003753,20170807,1.387
003753,20170808,1.2694
003753,20170809,1.42
003753,20170810,1.2164
003753,20170811,1.1775
003753,20170813,2.3523
003753,20170814,1.1739
003753,20170815,1.1818
003753,20170816,1.3432
003753,20170817,1.1969
003753,20170818,1.2635
003753,20170820,2.3964
003753,20170821,1.2771
003753,20170822,1.1925
003753,20170823,1.2532
003753,20170824,1.2532
003753,20170825,1.1878
003753,20170827,2.3759
003753,20170828,1.2141
003753,20170829,1.1792
003753,20170830,1.2617
003753,20170831,1.2085
003753,20170901,1.1926
003753,20170903,2.3859
003753,20170904,1.1537
003753,20170905,1.1627
003753,20170906,1.1679
003753,20170907,1.1617
003753,20170908,1.1542
003753,20170910,2.3088
003753,20170911,1.1878
003753,20170912,1.2115
003753,20170913,1.177
003753,20170914,1.2023
003753,20170915,1.192
003753,20170917,2.3851
003753,20170918,1.1787
003753,20170919,1.1817
003753,20170920,1.191
003753,20170921,1.2347
003753,20170922,1.1818
003753,20170924,2.398
003753,20170925,1.2062
003753,20170926,1.2099
003753,20170927,1.207
003753,20170928,1.2078
003753,20170929,1.1905
003753,20171008,10.6937
003753,20171009,1.1784
003753,20171010,1.2024
003753,20171011,1.2048
003753,20171012,1.2089
003753,20171013,1.2062
003753,20171015,2.413
003753,20171016,1.3255
003753,20171017,1.3265
003753,20171018,1.2504
003753,20171019,1.1884
003753,20171020,1.2323
003753,20171022,2.3939
003753,20171023,1.2118
003753,20171024,1.2291
003753,20171025,1.2055
003753,20171026,1.2211
003753,20171027,1.2083
003753,20171029,2.4165
003753,20171030,1.2432
003753,20171031,1.1812
003753,20171101,1.2009
003753,20171102,1.219
003753,20171103,1.2128
003753,20171105,2.4241
003753,20171106,1.215
003753,20171107,1.2173
003753,20171108,1.2082
003753,20171109,1.1751
003753,20171110,1.1749
003753,20171112,2.3395
003753,20171113,1.1781
003753,20171114,1.1816
003753,20171115,1.1714
003753,20171116,1.2834
003753,20171117,1.1981
003792,20170702,2.2898
003792,20170703,1.1805
003792,20170704,1.1085
003792,20170705,1.1012
003792,20170706,1.0898
003792,20170707,1.0993
003792,20170709,2.1954
003792,20170710,1.095
003792,20170711,1.1687
003792,20170712,1.107
003792,20170713,1.1326
003792,20170714,1.1586
003792,20170716,2.3052
003792,20170717,1.254
003792,20170718,1.2057
003792,20170719,1.1158
003792,20170720,1.128
003792,20170721,1.4473
003792,20170723,2.2145
003792,20170724,2.2873
003792,20170725,1.4923
003792,20170726,1.1808
003792,20170727,1.1482
003792,20170728,1.4445
003792,20170730,2.2086
003792,20170731,1.0954
003792,20170801,1.0858
003792,20170802,1.1079
003792,20170803,1.0795
003792,20170804,1.0847
003792,20170806,2.1891
003792,20170807,1.1083
003792,20170808,1.0915
003792,20170809,1.0885
003792,20170810,1.0978
003792,20170811,1.107
003792,20170813,2.1897
003792,20170814,1.4482
003792,20170815,1.0919
003792,20170816,1.0638
003792,20170817,1.0693
003792,20170818,1.086
003792,20170820,2.1709
003792,20170821,1.0861
003792,20170822,1.1424
003792,20170823,1.0835
003792,20170824,1.0912
003792,20170825,1.0991
003792,20170827,2.198
003792,20170828,1.091
003792,20170829,1.0706
003792,20170830,1.0825
003792,20170831,1.0826
003792,20170901,1.0966
003792,20170903,2.1956
003792,20170904,1.0997
003792,20170905,1.0963
003792,20170906,1.1067
003792,20170907,1.1026
003792,20170908,1.1126
003792,20170910,2.2224
003792,20170911,1.3237
003792,20170912,1.1156
003792,20170913,1.1113
003792,20170914,1.1057
003792,20170915,1.1035
003792,20170917,2.1876
003792,20170918,1.107
003792,20170919,1.0935
003792,20170920,1.1027
003792,20170921,1.1022
003792,20170922,1.1074
003792,20170924,2.2157
003792,20170925,1.0998
003792,20170926,1.1017
003792,20170927,1.096
003792,20170929,1.0652
003792,20171008,9.6483
003792,20171009,1.0998
003792,20171010,1.114
003792,20171011,1.102
003792,20171012,1.09
003792,20171013,1.1123
003792,20171015,2.2265
003792,20171016,1.1337
003792,20171017,1.1513
003792,20171018,1.1177
003792,20171019,1.1117
003792,20171020,1.1556
003792,20171022,2.2008
003792,20171023,1.0993
003792,20171024,1.1786
003792,20171025,1.0982
003792,20171026,1.0951
003792,20171027,1.095
003792,20171029,2.1896
003792,20171030,1.0801
003792,20171031,1.0532
003792,20171101,1.0892
003792,20171102,1.2637
003792,20171103,1.1061
003792,20171105,2.2117
003792,20171106,1.1098
003792,20171107,1.1225
003792,20171108,1.1196
003792,20171109,1.1948
003792,20171110,1.1173
003792,20171112,2.22
003792,20171113,1.1128
003792,20171114,1.1107
003792,20171115,1.3352
003792,20171116,1.108
003792,20171117,1.1412
003792,20171119,2.199
003792,20171120,1.1931
003816,20170630,\N
003816,20170703,\N
003816,20170704,\N
003816,20170705,\N
003816,20170706,\N
003816,20170707,\N
003816,20170710,\N
003816,20170711,\N
003816,20170712,\N
003816,20170713,\N
003816,20170714,\N
003816,20170717,\N
003816,20170718,\N
003816,20170719,\N
003816,20170720,\N
003816,20170721,\N
003816,20170724,\N
003816,20170725,\N
003816,20170726,\N
003816,20170727,\N
003816,20170728,\N
003816,20170731,\N
003816,20170801,\N
003816,20170802,\N
003816,20170803,\N
003816,20170804,\N
003816,20170807,\N
003816,20170808,\N
003816,20170809,\N
003816,20170810,\N
003816,20170811,\N
003816,20170814,\N
003816,20170815,\N
003816,20170816,\N
003816,20170817,\N
003816,20170818,\N
003816,20170821,\N
003816,20170822,\N
003816,20170823,\N
003816,20170824,\N
003816,20170825,\N
003816,20170828,\N
003816,20170829,\N
003816,20170830,\N
003816,20170831,\N
003816,20170901,\N
003816,20170904,\N
003816,20170905,\N
003816,20170906,\N
003816,20170907,\N
003816,20170908,\N
003816,20170911,\N
003816,20170912,\N
003816,20170913,\N
003816,20170914,\N
003816,20170915,\N
003816,20170918,\N
003816,20170919,\N
003816,20170920,\N
003816,20170921,\N
003816,20170922,\N
003816,20170925,\N
003816,20170926,\N
003816,20170927,\N
003816,20170928,\N
003816,20171009,\N
003816,20171010,\N
003816,20171011,\N
003816,20171012,\N
003816,20171013,\N
003816,20171016,\N
003816,20171017,\N
003816,20171018,\N
003816,20171019,\N
003816,20171020,\N
003816,20171023,\N
003816,20171024,\N
003816,20171025,\N
003816,20171026,\N
003816,20171027,\N
003816,20171030,\N
003816,20171031,\N
003816,20171101,\N
003816,20171102,\N
003816,20171103,\N
003816,20171106,\N
003816,20171107,\N
003816,20171108,\N
003816,20171109,\N
003816,20171110,\N
003816,20171113,\N
003816,20171114,\N
003816,20171115,\N
003816,20171116,\N
003816,20171117,\N
003871,20170702,2.5827
003871,20170703,1.2423
003871,20170704,1.2483
003871,20170705,1.2809
003871,20170706,1.3173
003871,20170707,1.2871
003871,20170709,2.5743
003871,20170710,1.2589
003871,20170711,1.2071
003871,20170712,1.2053
003871,20170713,3.231
003871,20170714,1.1649
003871,20170716,2.4829
003871,20170717,1.1382
003871,20170718,1.1583
003871,20170719,1.1961
003871,20170720,1.1525
003871,20170721,1.1406
003871,20170723,2.4291
003871,20170724,1.1371
003871,20170725,1.2122
003871,20170726,1.2094
003871,20170727,1.1542
003871,20170728,1.1484
003871,20170730,2.4197
003871,20170731,1.1589
003871,20170801,1.1587
003871,20170802,1.16
003871,20170803,1.1823
003871,20170804,1.1824
003871,20170806,2.4635
003871,20170807,1.1672
003871,20170808,1.1631
003871,20170809,1.1539
003871,20170810,1.1564
003871,20170811,1.1503
003871,20170813,2.4088
003871,20170814,1.1457
003871,20170815,1.1724
003871,20170816,1.2088
003871,20170817,1.2223
003871,20170818,1.2829
003871,20170820,2.4613
003871,20170821,1.2185
003871,20170822,1.3343
003871,20170823,1.2741
003871,20170824,1.1706
003871,20170825,1.1893
003871,20170827,2.4769
003871,20170828,1.1715
003871,20170829,1.1955
003871,20170830,1.2
003871,20170831,1.2315
003871,20170901,1.1642
003871,20170903,2.4273
003871,20170904,1.4055
003871,20170905,1.1285
003871,20170906,1.4398
003871,20170907,1.198
003871,20170908,1.2624
003871,20170910,2.4867
003871,20170911,1.2199
003871,20170912,1.2031
003871,20170913,1.1966
003871,20170914,1.217
003871,20170915,1.2409
003871,20170917,2.4813
003871,20170918,1.1616
003871,20170919,1.2063
003871,20170920,1.22
003871,20170921,1.1942
003871,20170922,1.2007
003871,20170924,2.4889
003871,20170925,1.2041
003871,20170926,1.5127
003871,20170927,1.1702
003871,20170929,1.1968
003871,20171008,10.7713
003871,20171009,1.1661
003871,20171010,1.4148
003871,20171011,1.2384
003871,20171012,1.2402
003871,20171013,1.239
003871,20171015,2.4777
003871,20171016,1.19
003871,20171017,1.1887
003871,20171018,1.1113
003871,20171019,1.0971
003871,20171020,1.1592
003871,20171022,2.4627
003871,20171023,1.1831
003871,20171024,1.2252
003871,20171025,1.2042
003871,20171026,1.1494
003871,20171027,1.2388
003871,20171029,2.4777
003871,20171030,1.1815
003871,20171031,1.2382
003871,20171101,1.2098
003871,20171102,1.1945
003871,20171103,1.16
003871,20171105,2.5285
003871,20171106,1.205
003871,20171107,1.1645
003871,20171108,1.1044
003871,20171109,1.1082
003871,20171110,1.1289
003871,20171112,2.4231
003871,20171113,1.1417
003871,20171114,1.1452
003871,20171115,1.1599
003871,20171116,1.1618
003871,20171117,1.1634
003871,20171119,2.4499
003871,20171120,1.1683
003874,20170702,2.4519
003874,20170703,1.2069
003874,20170704,1.2063
003874,20170705,1.1802
003874,20170706,1.1824
003874,20170707,1.1639
003874,20170709,2.3277
003874,20170710,1.1414
003874,20170711,1.1228
003874,20170712,1.1232
003874,20170713,1.101
003874,20170714,1.0902
003874,20170716,2.1877
003874,20170717,1.0676
003874,20170718,1.0566
003874,20170719,1.0454
003874,20170720,1.0341
003874,20170721,1.0154
003874,20170723,2.0308
003874,20170724,1.0151
003874,20170725,1.015
003874,20170726,1.0149
003874,20170727,1.011
003874,20170728,1.0111
003874,20170730,2.0222
003874,20170731,1.0109
003874,20170801,1.0148
003874,20170802,1.0149
003874,20170803,1.011
003874,20170804,1.0109
003874,20170806,2.0142
003874,20170807,1.0106
003874,20170808,1.0067
003874,20170809,1.0103
003874,20170810,1.0065
003874,20170811,1.0064
003874,20170813,1.9939
003874,20170814,1.0061
003874,20170815,1.0061
003874,20170816,1.006
003874,20170817,1.0096
003874,20170818,1.0058
003874,20170820,2.0115
003874,20170821,1.0018
003874,20170822,1.0018
003874,20170823,0.9903
003874,20170824,0.9902
003874,20170825,0.9863
003874,20170827,1.9725
003874,20170828,0.9898
003874,20170829,0.9904
003874,20170830,0.9941
003874,20170831,0.9978
003874,20170901,0.9977
003874,20170903,1.9954
003874,20170904,0.9975
003874,20170905,1.0013
003874,20170906,0.9973
003874,20170907,1.0011
003874,20170908,1.0044
003874,20170910,1.9782
003874,20170911,1.0097
003874,20170912,1.0193
003874,20170913,1.0276
003874,20170914,1.0405
003874,20170915,1.0488
003874,20170917,2.0892
003874,20170918,1.0525
003874,20170919,1.0776
003874,20170920,1.0906
003874,20170921,1.0947
003874,20170922,1.1078
003874,20170924,2.1902
003874,20170925,1.1117
003874,20170926,1.1122
003874,20170927,1.1419
003874,20170929,1.1587
003874,20171008,10.411
003874,20171009,1.1361
003874,20171010,1.1314
003874,20171011,1.1355
003874,20171012,1.1276
003874,20171013,1.1233
003874,20171015,2.2337
003874,20171016,1.1144
003874,20171017,1.0978
003874,20171018,1.0642
003874,20171019,1.0427
003874,20171020,1.0343
003874,20171022,2.0685
003874,20171023,1.0296
003874,20171024,1.0209
003874,20171025,1.0208
003874,20171026,1.0336
003874,20171027,1.0252
003874,20171029,2.0503
003874,20171030,1.0465
003874,20171031,1.0853
003874,20171101,1.0857
003874,20171102,1.0813
003874,20171103,1.0812
003874,20171105,2.1623
003874,20171106,1.0765
003874,20171107,1.0413
003874,20171108,1.0332
003874,20171109,1.0333
003874,20171110,1.0289
003874,20171112,2.0142
003874,20171113,1.0286
003874,20171114,1.0288
003874,20171115,1.0291
003874,20171116,1.0339
003874,20171117,1.0431
003874,20171119,2.0861
003874,20171120,1.0383
003875,20170702,2.5812
003875,20170703,1.2717
003875,20170704,1.2714
003875,20170705,1.2452
003875,20170706,1.2445
003875,20170707,1.2295
003875,20170709,2.4595
003875,20170710,1.2081
003875,20170711,1.1889
003875,20170712,1.1889
003875,20170713,1.1692
003875,20170714,1.1596
003875,20170716,2.3148
003875,20170717,1.1331
003875,20170718,1.1199
003875,20170719,1.1078
003875,20170720,1.0975
003875,20170721,1.0808
003875,20170723,2.162
003875,20170724,1.078
003875,20170725,1.0784
003875,20170726,1.0783
003875,20170727,1.0764
003875,20170728,1.0764
003875,20170730,2.1486
003875,20170731,1.0761
003875,20170801,1.0796
003875,20170802,1.0793
003875,20170803,1.0762
003875,20170804,1.0764
003875,20170806,2.147
003875,20170807,1.0755
003875,20170808,1.0717
003875,20170809,1.0734
003875,20170810,1.0714
003875,20170811,1.0714
003875,20170813,2.1228
003875,20170814,1.0702
003875,20170815,1.0696
003875,20170816,1.0703
003875,20170817,1.0756
003875,20170818,1.0721
003875,20170820,2.1434
003875,20170821,1.0656
003875,20170822,1.0655
003875,20170823,1.0573
003875,20170824,1.0557
003875,20170825,1.0533
003875,20170827,2.1067
003875,20170828,1.0569
003875,20170829,1.0557
003875,20170830,1.0585
003875,20170831,1.064
003875,20170901,1.064
003875,20170903,2.1291
003875,20170904,1.0637
003875,20170905,1.0683
003875,20170906,1.0635
003875,20170907,1.0656
003875,20170908,1.07
003875,20170910,2.1117
003875,20170911,1.0814
003875,20170912,1.0871
003875,20170913,1.0907
003875,20170914,1.105
003875,20170915,1.1116
003875,20170917,2.2195
003875,20170918,1.1186
003875,20170919,1.1417
003875,20170920,1.1557
003875,20170921,1.1606
003875,20170922,1.1722
003875,20170924,2.3221
003875,20170925,1.179
003875,20170926,1.1787
003875,20170927,1.2079
003875,20170929,1.2247
003875,20171008,11.007
003875,20171009,1.202
003875,20171010,1.1978
003875,20171011,1.1998
003875,20171012,1.1915
003875,20171013,1.1864
003875,20171015,2.3665
003875,20171016,1.1803
003875,20171017,1.1616
003875,20171018,1.1313
003875,20171019,1.108
003875,20171020,1.0994
003875,20171022,2.1992
003875,20171023,1.0961
003875,20171024,1.0869
003875,20171025,1.0866
003875,20171026,1.0992
003875,20171027,1.0934
003875,20171029,2.1868
003875,20171030,1.1124
003875,20171031,1.1509
003875,20171101,1.152
003875,20171102,1.1495
003875,20171103,1.1467
003875,20171105,2.2937
003875,20171106,1.1419
003875,20171107,1.1088
003875,20171108,1.1006
003875,20171109,1.1017
003875,20171110,1.0955
003875,20171112,2.1478
003875,20171113,1.0949
003875,20171114,1.0952
003875,20171115,1.095
003875,20171116,1.101
003875,20171117,1.1065
003875,20171119,2.2136
003875,20171120,1.1021
003879,20170702,2.3209
003879,20170703,1.1604
003879,20170704,1.1604
003879,20170705,1.1603
003879,20170706,1.1604
003879,20170707,1.1604
003879,20170709,2.3208
003879,20170710,1.1604
003879,20170711,1.1604
003879,20170712,1.1604
003879,20170713,1.1604
003879,20170714,1.1604
003879,20170716,2.3208
003879,20170717,1.1604
003879,20170718,1.1604
003879,20170719,1.1604
003879,20170720,1.1604
003879,20170721,1.1604
003879,20170723,2.3208
003879,20170724,1.1604
003879,20170725,1.1578
003879,20170726,1.1604
003879,20170727,1.1604
003879,20170728,1.1604
003879,20170730,2.3208
003879,20170731,1.1604
003879,20170801,1.1604
003879,20170802,1.1604
003879,20170803,1.1602
003879,20170804,1.1603
003879,20170806,2.3207
003879,20170807,1.1603
003879,20170808,1.1603
003879,20170809,1.1603
003879,20170810,1.1603
003879,20170811,1.1603
003879,20170813,2.3207
003879,20170814,1.1603
003879,20170815,1.1603
003879,20170816,1.1603
003879,20170817,1.1603
003879,20170818,1.1603
003879,20170820,2.3207
003879,20170821,1.1603
003879,20170822,1.1603
003879,20170823,1.1603
003879,20170824,1.1603
003879,20170825,1.1603
003879,20170827,2.3207
003879,20170828,1.1603
003879,20170829,1.1603
003879,20170830,1.1603
003879,20170831,1.1603
003879,20170901,1.1603
003879,20170903,2.3207
003879,20170904,1.1603
003879,20170905,1.1601
003879,20170906,1.1603
003879,20170907,1.1603
003879,20170908,1.1603
003879,20170910,2.3205
003879,20170911,1.1603
003879,20170912,1.1603
003879,20170913,1.1603
003879,20170914,1.1603
003879,20170915,1.1603
003879,20170917,2.3205
003879,20170918,1.1603
003879,20170919,1.1603
003879,20170920,1.1603
003879,20170921,1.1603
003879,20170922,1.1603
003879,20170924,2.3205
003879,20170925,1.1603
003879,20170926,1.1603
003879,20170927,1.1603
003879,20170928,1.1603
003879,20170929,1.1603
003879,20171008,10.4424
003879,20171009,1.1603
003879,20171010,1.1603
003879,20171011,1.1601
003879,20171012,1.1602
003879,20171013,1.1602
003879,20171015,2.3204
003879,20171016,1.1602
003879,20171017,1.1602
003879,20171018,1.1602
003879,20171019,1.1602
003879,20171020,1.1602
003879,20171022,2.3204
003879,20171023,1.1602
003879,20171024,1.1602
003879,20171025,1.1409
003879,20171026,1.1598
003879,20171027,1.1598
003879,20171029,2.3195
003879,20171030,1.1598
003879,20171031,1.1598
003879,20171101,1.1598
003879,20171102,1.1598
003879,20171103,1.1596
003879,20171105,2.3194
003879,20171106,1.1597
003879,20171107,1.1597
003879,20171108,1.1597
003879,20171109,1.1597
003879,20171110,1.1597
003879,20171112,2.3194
003879,20171113,1.1597
003879,20171114,1.1597
003879,20171115,1.1597
003879,20171116,1.1597
003879,20171117,1.1597
003879,20171119,2.3194
003879,20171120,1.1597
003880,20170702,2.1367
003880,20170703,1.0683
003880,20170704,1.0683
003880,20170705,1.0681
003880,20170706,1.0682
003880,20170707,1.0682
003880,20170709,2.1365
003880,20170710,1.0682
003880,20170711,1.0682
003880,20170712,1.0682
003880,20170713,1.0682
003880,20170714,1.0682
003880,20170716,2.1365
003880,20170717,1.0682
003880,20170718,1.0682
003880,20170719,1.0682
003880,20170720,1.0683
003880,20170721,1.0683
003880,20170723,2.1365
003880,20170724,1.0683
003880,20170725,1.0531
003880,20170726,1.0683
003880,20170727,1.0683
003880,20170728,1.0683
003880,20170730,2.1365
003880,20170731,1.0683
003880,20170801,1.0683
003880,20170802,1.0683
003880,20170803,1.0681
003880,20170804,1.0682
003880,20170806,2.1363
003880,20170807,1.0682
003880,20170808,1.0682
003880,20170809,1.0682
003880,20170810,1.0682
003880,20170811,1.0682
003880,20170813,2.1363
003880,20170814,1.0682
003880,20170815,1.0682
003880,20170816,1.0682
003880,20170817,1.0682
003880,20170818,1.0682
003880,20170820,2.1364
003880,20170821,1.0639
003880,20170822,1.0649
003880,20170823,1.0649
003880,20170824,1.0649
003880,20170825,1.0649
003880,20170827,2.1299
003880,20170828,1.0649
003880,20170829,1.0649
003880,20170830,1.0649
003880,20170831,1.0649
003880,20170901,1.0649
003880,20170903,2.1299
003880,20170904,1.0649
003880,20170905,1.0647
003880,20170906,1.0648
003880,20170907,1.0648
003880,20170908,1.0679
003880,20170910,2.1358
003880,20170911,1.0679
003880,20170912,1.0678
003880,20170913,1.0677
003880,20170914,1.0659
003880,20170915,1.0655
003880,20170917,2.1316
003880,20170918,1.0657
003880,20170919,1.0697
003880,20170920,1.0697
003880,20170921,1.0697
003880,20170922,1.0697
003880,20170924,2.1393
003880,20170925,0.0637
003880,20170926,1.3762
003880,20170927,0.9419
003880,20170928,0.9412
003880,20170929,0.9411
003880,20171008,8.4709
003880,20171009,0.9412
003880,20171010,0.941
003880,20171011,0.9378
003880,20171012,0.9374
003880,20171013,0.9376
003880,20171015,1.8756
003880,20171016,0.9373
003880,20171017,0.9371
003880,20171018,0.9369
003880,20171019,0.9349
003880,20171020,0.9348
003880,20171022,1.8697
003880,20171023,1.8565
003880,20171024,1.4106
003880,20171025,0.8589
003880,20171026,1.0449
003880,20171027,1.045
003880,20171029,2.0901
003880,20171030,1.0451
003880,20171031,1.0451
003880,20171101,1.0694
003880,20171102,1.0804
003880,20171103,1.0848
003880,20171105,2.1875
003880,20171106,1.0832
003880,20171107,1.091
003880,20171108,1.091
003880,20171109,1.0908
003880,20171110,1.091
003880,20171112,2.1822
003880,20171113,1.069
003880,20171114,1.0317
003880,20171115,1.0395
003880,20171116,1.0395
003880,20171117,1.0396
003881,20170702,2.2408
003881,20170703,1.1204
003881,20170704,1.1204
003881,20170705,1.1202
003881,20170706,1.1203
003881,20170707,1.1203
003881,20170709,2.2406
003881,20170710,1.1203
003881,20170711,1.1203
003881,20170712,1.1203
003881,20170713,1.1203
003881,20170714,1.1203
003881,20170716,2.2406
003881,20170717,1.1203
003881,20170718,1.1203
003881,20170719,1.1203
003881,20170720,1.1203
003881,20170721,1.1203
003881,20170723,2.2406
003881,20170724,1.1203
003881,20170725,1.1052
003881,20170726,1.1203
003881,20170727,1.1203
003881,20170728,1.1203
003881,20170730,2.2406
003881,20170731,1.1203
003881,20170801,1.1203
003881,20170802,1.1203
003881,20170803,1.1201
003881,20170804,1.1202
003881,20170806,2.2404
003881,20170807,1.1202
003881,20170808,1.1202
003881,20170809,1.1202
003881,20170810,1.1202
003881,20170811,1.1202
003881,20170813,2.2405
003881,20170814,1.1202
003881,20170815,1.1202
003881,20170816,1.1202
003881,20170817,1.1202
003881,20170818,1.1202
003881,20170820,2.2405
003881,20170821,1.116
003881,20170822,1.117
003881,20170823,1.117
003881,20170824,1.117
003881,20170825,1.117
003881,20170827,2.234
003881,20170828,1.117
003881,20170829,1.117
003881,20170830,1.117
003881,20170831,1.117
003881,20170901,1.117
003881,20170903,2.234
003881,20170904,1.117
003881,20170905,1.1168
003881,20170906,1.1169
003881,20170907,1.1169
003881,20170908,1.1199
003881,20170910,2.2399
003881,20170911,1.1199
003881,20170912,1.1199
003881,20170913,1.1197
003881,20170914,1.1179
003881,20170915,1.1175
003881,20170917,2.2357
003881,20170918,1.1177
003881,20170919,1.1217
003881,20170920,1.1217
003881,20170921,1.1217
003881,20170922,1.1217
003881,20170924,2.2435
003881,20170925,0.1158
003881,20170926,1.466
003881,20170927,0.9939
003881,20170928,0.9933
003881,20170929,0.9931
003881,20171008,8.9394
003881,20171009,0.9933
003881,20171010,0.9931
003881,20171011,0.9897
003881,20171012,0.9894
003881,20171013,0.9896
003881,20171015,1.9797
003881,20171016,0.9893
003881,20171017,0.9891
003881,20171018,0.989
003881,20171019,0.987
003881,20171020,0.9869
003881,20171022,1.9738
003881,20171023,1.9086
003881,20171024,1.4626
003881,20171025,0.9109
003881,20171026,1.097
003881,20171027,1.097
003881,20171029,2.1942
003881,20171030,1.0972
003881,20171031,1.0972
003881,20171101,1.1214
003881,20171102,1.1325
003881,20171103,1.1369
003881,20171105,2.2916
003881,20171106,1.1352
003881,20171107,1.143
003881,20171108,1.1431
003881,20171109,1.1428
003881,20171110,1.1431
003881,20171112,2.2863
003881,20171113,1.121
003881,20171114,1.0837
003881,20171115,1.0915
003881,20171116,1.0916
003881,20171117,1.0916
003968,20170702,2.274
003968,20170703,1.1229
003968,20170704,1.1307
003968,20170705,1.1226
003968,20170706,1.1226
003968,20170707,1.1223
003968,20170709,2.2449
003968,20170710,1.1232
003968,20170711,1.113
003968,20170712,1.1162
003968,20170713,1.1147
003968,20170714,1.1104
003968,20170716,2.2286
003968,20170717,1.1142
003968,20170718,1.115
003968,20170719,1.1141
003968,20170720,1.1136
003968,20170721,1.114
003968,20170723,2.2278
003968,20170724,1.1183
003968,20170725,1.1144
003968,20170726,1.1022
003968,20170727,1.1125
003968,20170728,1.1204
003968,20170730,2.2406
003968,20170731,1.1369
003968,20170801,1.1201
003968,20170802,1.1189
003968,20170803,1.1189
003968,20170804,1.1132
003968,20170806,2.2266
003968,20170807,1.1132
003968,20170808,1.1118
003968,20170809,1.0988
003968,20170810,1.0975
003968,20170811,1.0986
003968,20170813,2.2016
003968,20170814,1.1008
003968,20170815,1.104
003968,20170816,1.1013
003968,20170817,1.1
003968,20170818,1.1006
003968,20170820,2.2012
003968,20170821,1.1006
003968,20170822,1.1006
003968,20170823,1.101
003968,20170824,1.1005
003968,20170825,1.1044
003968,20170827,2.2008
003968,20170828,1.1004
003968,20170829,1.0999
003968,20170830,1.1009
003968,20170831,1.1003
003968,20170901,1.1004
003968,20170903,2.0701
003968,20170904,1.0816
003968,20170905,1.0827
003968,20170906,1.3502
003968,20170907,1.1277
003968,20170908,1.1289
003968,20170910,2.2582
003968,20170911,1.129
003968,20170912,1.1297
003968,20170913,1.1305
003968,20170914,1.1304
003968,20170915,1.1337
003968,20170917,2.2677
003968,20170918,1.1347
003968,20170919,1.1311
003968,20170920,1.1218
003968,20170921,1.1222
003968,20170922,1.0546
003968,20170924,1.9921
003968,20170925,1.0866
003968,20170926,1.0853
003968,20170927,1.0858
003968,20170929,1.0864
003968,20171008,9.7767
003968,20171009,1.0862
003968,20171010,1.0917
003968,20171011,1.0945
003968,20171012,1.0946
003968,20171013,1.095
003968,20171015,2.1903
003968,20171016,1.0951
003968,20171017,1.0838
003968,20171018,1.084
003968,20171019,1.0843
003968,20171020,1.0815
003968,20171022,2.1633
003968,20171023,1.0796
003968,20171024,1.0451
003968,20171025,1.0777
003968,20171026,1.0831
003968,20171027,1.0875
003968,20171029,2.1748
003968,20171030,1.0874
003968,20171031,1.0899
003968,20171101,1.0934
003968,20171102,1.0941
003968,20171103,1.0709
003968,20171105,2.1355
003968,20171106,1.0816
003968,20171107,1.0609
003968,20171108,1.0389
003968,20171109,0.9929
003968,20171110,1.0698
003968,20171112,2.1632
003968,20171113,1.0812
003968,20171114,1.0742
003968,20171115,1.0816
003968,20171116,1.0814
003968,20171117,1.0526
003968,20171119,1.8081
003968,20171120,1.002
003969,20170702,2.4055
003969,20170703,1.1886
003969,20170704,1.1885
003969,20170705,1.1883
003969,20170706,1.1883
003969,20170707,1.1883
003969,20170709,2.3764
003969,20170710,1.1881
003969,20170711,1.1801
003969,20170712,1.1803
003969,20170713,1.1802
003969,20170714,1.1757
003969,20170716,2.3601
003969,20170717,1.18
003969,20170718,1.1799
003969,20170719,1.1798
003969,20170720,1.1798
003969,20170721,1.1797
003969,20170723,2.3593
003969,20170724,1.184
003969,20170725,1.1795
003969,20170726,1.1679
003969,20170727,1.1782
003969,20170728,1.1859
003969,20170730,2.3721
003969,20170731,1.2027
003969,20170801,1.1857
003969,20170802,1.1843
003969,20170803,1.1843
003969,20170804,1.1789
003969,20170806,2.3581
003969,20170807,1.1789
003969,20170808,1.1775
003969,20170809,1.1671
003969,20170810,1.1632
003969,20170811,1.1662
003969,20170813,2.3331
003969,20170814,1.1665
003969,20170815,1.1665
003969,20170816,1.1664
003969,20170817,1.1664
003969,20170818,1.1664
003969,20170820,2.3327
003969,20170821,1.1663
003969,20170822,1.1663
003969,20170823,1.1663
003969,20170824,1.1663
003969,20170825,1.1662
003969,20170827,2.3323
003969,20170828,1.1661
003969,20170829,1.1661
003969,20170830,1.1661
003969,20170831,1.166
003969,20170901,1.166
003969,20170903,2.2016
003969,20170904,1.1508
003969,20170905,1.1497
003969,20170906,1.4151
003969,20170907,1.1934
003969,20170908,1.1947
003969,20170910,2.3897
003969,20170911,1.1947
003969,20170912,1.195
003969,20170913,1.1961
003969,20170914,1.1953
003969,20170915,1.1994
003969,20170917,2.3992
