客户ID,日期,基金代码,基金名称,配置比例
96,2017-11-24,050003,博时现金收益A,1
97,2017-11-24,050003,博时现金收益A,0.1411
97,2017-11-24,001661,博时信用债纯债C,0.4209
97,2017-11-24,050111,博时信用债券C,0.1101
97,2017-11-24,002385,博时裕富沪深300C,0.1085
97,2017-11-24,050015,博时大中华人民币,0.06
97,2017-11-24,050025,博时标普500ETF联接,0.1594
98,2017-11-24,050003,博时现金收益A,0.0962
98,2017-11-24,001661,博时信用债纯债C,0.177
98,2017-11-24,050111,博时信用债券C,0.2147
98,2017-11-24,002385,博时裕富沪深300C,0.1147
98,2017-11-24,050015,博时大中华人民币,0.1275
98,2017-11-24,050025,博时标普500ETF联接,0.1199
98,2017-11-24,160505,博时主题行业,0.15
99,2017-11-24,050003,博时现金收益A,0.0962
99,2017-11-24,001661,博时信用债纯债C,0.177
99,2017-11-24,050111,博时信用债券C,0.2147
99,2017-11-24,002385,博时裕富沪深300C,0.1147
99,2017-11-24,050015,博时大中华人民币,0.1275
99,2017-11-24,050025,博时标普500ETF联接,0.1199
99,2017-11-24,160505,博时主题行业,0.15
100,2017-11-24,050003,博时现金收益A,0.1411
100,2017-11-24,001661,博时信用债纯债C,0.4209
100,2017-11-24,050111,博时信用债券C,0.1101
100,2017-11-24,002385,博时裕富沪深300C,0.1085
100,2017-11-24,050015,博时大中华人民币,0.06
100,2017-11-24,050025,博时标普500ETF联接,0.1594
101,2017-11-24,050003,博时现金收益A,1
102,2017-11-24,050003,博时现金收益A,1
103,2017-11-24,050003,博时现金收益A,0.1371
103,2017-11-24,001661,博时信用债纯债C,0.3873
103,2017-11-24,050111,博时信用债券C,0.1318
103,2017-11-24,002385,博时裕富沪深300C,0.1006
103,2017-11-24,050015,博时大中华人民币,0.06
103,2017-11-24,050025,博时标普500ETF联接,0.1832
104,2017-11-24,050003,博时现金收益A,0.0885
104,2017-11-24,001661,博时信用债纯债C,0.1687
104,2017-11-24,050111,博时信用债券C,0.2352
104,2017-11-24,002385,博时裕富沪深300C,0.1135
104,2017-11-24,050015,博时大中华人民币,0.1275
104,2017-11-24,050025,博时标普500ETF联接,0.1204
104,2017-11-24,160505,博时主题行业,0.1463
105,2017-11-24,050003,博时现金收益A,0.1371
105,2017-11-24,001661,博时信用债纯债C,0.3995
105,2017-11-24,050111,博时信用债券C,0.1276
105,2017-11-24,002385,博时裕富沪深300C,0.1046
105,2017-11-24,050015,博时大中华人民币,0.06
105,2017-11-24,050025,博时标普500ETF联接,0.1713
106,2017-11-24,050003,博时现金收益A,0.1371
106,2017-11-24,001661,博时信用债纯债C,0.3995
106,2017-11-24,050111,博时信用债券C,0.1276
106,2017-11-24,002385,博时裕富沪深300C,0.1046
106,2017-11-24,050015,博时大中华人民币,0.06
106,2017-11-24,050025,博时标普500ETF联接,0.1713
107,2017-11-24,050003,博时现金收益A,0.1371
107,2017-11-24,001661,博时信用债纯债C,0.4116
107,2017-11-24,050111,博时信用债券C,0.1234
107,2017-11-24,002385,博时裕富沪深300C,0.1085
107,2017-11-24,050015,博时大中华人民币,0.06
107,2017-11-24,050025,博时标普500ETF联接,0.1594
108,2017-11-24,050003,博时现金收益A,1
109,2017-11-24,050003,博时现金收益A,0.1371
109,2017-11-24,001661,博时信用债纯债C,0.4116
109,2017-11-24,050111,博时信用债券C,0.1234
109,2017-11-24,002385,博时裕富沪深300C,0.1085
109,2017-11-24,050015,博时大中华人民币,0.06
109,2017-11-24,050025,博时标普500ETF联接,0.1594
110,2017-11-24,050003,博时现金收益A,0.1371
110,2017-11-24,001661,博时信用债纯债C,0.4116
110,2017-11-24,050111,博时信用债券C,0.1234
110,2017-11-24,002385,博时裕富沪深300C,0.1085
110,2017-11-24,050015,博时大中华人民币,0.06
110,2017-11-24,050025,博时标普500ETF联接,0.1594
111,2017-11-24,050003,博时现金收益A,0.0962
111,2017-11-24,001661,博时信用债纯债C,0.1858
111,2017-11-24,050111,博时信用债券C,0.2149
111,2017-11-24,002385,博时裕富沪深300C,0.1122
111,2017-11-24,050015,博时大中华人民币,0.1275
111,2017-11-24,050025,博时标普500ETF联接,0.1209
111,2017-11-24,160505,博时主题行业,0.1425
112,2017-11-24,050003,博时现金收益A,0.0786
112,2017-11-24,001661,博时信用债纯债C,0.1855
112,2017-11-24,050111,博时信用债券C,0.1542
112,2017-11-24,002385,博时裕富沪深300C,0.1296
112,2017-11-24,050015,博时大中华人民币,0.168
112,2017-11-24,050025,博时标普500ETF联接,0.0842
112,2017-11-24,160505,博时主题行业,0.2
113,2017-11-24,050003,博时现金收益A,0.1371
113,2017-11-24,001661,博时信用债纯债C,0.3873
113,2017-11-24,050111,博时信用债券C,0.1318
113,2017-11-24,002385,博时裕富沪深300C,0.1006
113,2017-11-24,050015,博时大中华人民币,0.06
113,2017-11-24,050025,博时标普500ETF联接,0.1832
114,2017-11-24,050003,博时现金收益A,0.0885
114,2017-11-24,001661,博时信用债纯债C,0.1687
114,2017-11-24,050111,博时信用债券C,0.2352
114,2017-11-24,002385,博时裕富沪深300C,0.1135
114,2017-11-24,050015,博时大中华人民币,0.1275
114,2017-11-24,050025,博时标普500ETF联接,0.1204
114,2017-11-24,160505,博时主题行业,0.1463
115,2017-11-24,050003,博时现金收益A,0.1371
115,2017-11-24,001661,博时信用债纯债C,0.3995
115,2017-11-24,050111,博时信用债券C,0.1276
115,2017-11-24,002385,博时裕富沪深300C,0.1046
115,2017-11-24,050015,博时大中华人民币,0.06
115,2017-11-24,050025,博时标普500ETF联接,0.1713
116,2017-11-24,050003,博时现金收益A,0.0885
116,2017-11-24,001661,博时信用债纯债C,0.1687
116,2017-11-24,050111,博时信用债券C,0.2352
116,2017-11-24,002385,博时裕富沪深300C,0.1135
116,2017-11-24,050015,博时大中华人民币,0.1275
116,2017-11-24,050025,博时标普500ETF联接,0.1204
116,2017-11-24,160505,博时主题行业,0.1463
117,2017-11-24,050003,博时现金收益A,0.0809
117,2017-11-24,001661,博时信用债纯债C,0.1515
117,2017-11-24,050111,博时信用债券C,0.2555
117,2017-11-24,002385,博时裕富沪深300C,0.1148
117,2017-11-24,050015,博时大中华人民币,0.1275
117,2017-11-24,050025,博时标普500ETF联接,0.1199
117,2017-11-24,160505,博时主题行业,0.15
118,2017-11-24,050003,博时现金收益A,0.1371
118,2017-11-24,001661,博时信用债纯债C,0.4116
118,2017-11-24,050111,博时信用债券C,0.1234
118,2017-11-24,002385,博时裕富沪深300C,0.1085
118,2017-11-24,050015,博时大中华人民币,0.06
118,2017-11-24,050025,博时标普500ETF联接,0.1594
119,2017-11-24,050003,博时现金收益A,0.0641
119,2017-11-24,001661,博时信用债纯债C,0.1602
119,2017-11-24,050111,博时信用债券C,0.1925
119,2017-11-24,002385,博时裕富沪深300C,0.132
119,2017-11-24,050015,博时大中华人民币,0.168
119,2017-11-24,050025,博时标普500ETF联接,0.0832
119,2017-11-24,160505,博时主题行业,0.2
120,2017-11-24,050003,博时现金收益A,0.1371
120,2017-11-24,001661,博时信用债纯债C,0.4116
120,2017-11-24,050111,博时信用债券C,0.1234
120,2017-11-24,002385,博时裕富沪深300C,0.1085
120,2017-11-24,050015,博时大中华人民币,0.06
120,2017-11-24,050025,博时标普500ETF联接,0.1594
121,2017-11-24,050003,博时现金收益A,0.0786
121,2017-11-24,001661,博时信用债纯债C,0.1855
121,2017-11-24,050111,博时信用债券C,0.1542
121,2017-11-24,002385,博时裕富沪深300C,0.1296
121,2017-11-24,050015,博时大中华人民币,0.168
121,2017-11-24,050025,博时标普500ETF联接,0.0842
121,2017-11-24,160505,博时主题行业,0.2
122,2017-11-24,050003,博时现金收益A,0.0786
122,2017-11-24,001661,博时信用债纯债C,0.1855
122,2017-11-24,050111,博时信用债券C,0.1542
122,2017-11-24,002385,博时裕富沪深300C,0.1296
122,2017-11-24,050015,博时大中华人民币,0.168
122,2017-11-24,050025,博时标普500ETF联接,0.0842
122,2017-11-24,160505,博时主题行业,0.2
123,2017-11-24,050003,博时现金收益A,0.0962
123,2017-11-24,001661,博时信用债纯债C,0.1858
123,2017-11-24,050111,博时信用债券C,0.2149
123,2017-11-24,002385,博时裕富沪深300C,0.1122
123,2017-11-24,050015,博时大中华人民币,0.1275
123,2017-11-24,050025,博时标普500ETF联接,0.1209
123,2017-11-24,160505,博时主题行业,0.1425
124,2017-11-24,050003,博时现金收益A,0.0713
124,2017-11-24,001661,博时信用债纯债C,0.1728
124,2017-11-24,050111,博时信用债券C,0.1733
124,2017-11-24,002385,博时裕富沪深300C,0.1308
124,2017-11-24,050015,博时大中华人民币,0.168
124,2017-11-24,050025,博时标普500ETF联接,0.0837
124,2017-11-24,160505,博时主题行业,0.2
125,2017-11-24,050003,博时现金收益A,0.1371
125,2017-11-24,001661,博时信用债纯债C,0.3995
125,2017-11-24,050111,博时信用债券C,0.1276
125,2017-11-24,002385,博时裕富沪深300C,0.1046
125,2017-11-24,050015,博时大中华人民币,0.06
125,2017-11-24,050025,博时标普500ETF联接,0.1713
126,2017-11-24,050003,博时现金收益A,0.1371
126,2017-11-24,001661,博时信用债纯债C,0.3995
126,2017-11-24,050111,博时信用债券C,0.1276
126,2017-11-24,002385,博时裕富沪深300C,0.1046
126,2017-11-24,050015,博时大中华人民币,0.06
126,2017-11-24,050025,博时标普500ETF联接,0.1713
127,2017-11-24,050003,博时现金收益A,0.0665
127,2017-11-24,001661,博时信用债纯债C,0.1642
127,2017-11-24,050111,博时信用债券C,0.1861
127,2017-11-24,002385,博时裕富沪深300C,0.132
127,2017-11-24,050015,博时大中华人民币,0.168
127,2017-11-24,050025,博时标普500ETF联接,0.0832
127,2017-11-24,160505,博时主题行业,0.2
128,2017-11-24,050003,博时现金收益A,0.1391
128,2017-11-24,001661,博时信用债纯债C,0.4163
128,2017-11-24,050111,博时信用债券C,0.1167
128,2017-11-24,002385,博时裕富沪深300C,0.1085
128,2017-11-24,050015,博时大中华人民币,0.06
128,2017-11-24,050025,博时标普500ETF联接,0.1594
129,2017-11-24,050003,博时现金收益A,0.0665
129,2017-11-24,001661,博时信用债纯债C,0.1642
129,2017-11-24,050111,博时信用债券C,0.1861
129,2017-11-24,002385,博时裕富沪深300C,0.132
129,2017-11-24,050015,博时大中华人民币,0.168
129,2017-11-24,050025,博时标普500ETF联接,0.0832
129,2017-11-24,160505,博时主题行业,0.2
130,2017-11-24,050003,博时现金收益A,0.2993
130,2017-11-24,001661,博时信用债纯债C,0.5687
130,2017-11-24,050111,博时信用债券C,0.082
130,2017-11-24,050025,博时标普500ETF联接,0.05
131,2017-11-24,050003,博时现金收益A,0.081
131,2017-11-24,001661,博时信用债纯债C,0.1895
131,2017-11-24,050111,博时信用债券C,0.1478
131,2017-11-24,002385,博时裕富沪深300C,0.1296
131,2017-11-24,050015,博时大中华人民币,0.168
131,2017-11-24,050025,博时标普500ETF联接,0.0842
131,2017-11-24,160505,博时主题行业,0.2
132,2017-11-24,050003,博时现金收益A,0.081
132,2017-11-24,001661,博时信用债纯债C,0.1895
132,2017-11-24,050111,博时信用债券C,0.1478
132,2017-11-24,002385,博时裕富沪深300C,0.1296
132,2017-11-24,050015,博时大中华人民币,0.168
132,2017-11-24,050025,博时标普500ETF联接,0.0842
132,2017-11-24,160505,博时主题行业,0.2
133,2017-11-24,050003,博时现金收益A,0.1391
133,2017-11-24,001661,博时信用债纯债C,0.392
133,2017-11-24,050111,博时信用债券C,0.1251
133,2017-11-24,002385,博时裕富沪深300C,0.1006
133,2017-11-24,050015,博时大中华人民币,0.06
133,2017-11-24,050025,博时标普500ETF联接,0.1832
134,2017-11-24,050003,博时现金收益A,0.0737
134,2017-11-24,001661,博时信用债纯债C,0.1768
134,2017-11-24,050111,博时信用债券C,0.1669
134,2017-11-24,002385,博时裕富沪深300C,0.1308
134,2017-11-24,050015,博时大中华人民币,0.168
134,2017-11-24,050025,博时标普500ETF联接,0.0837
134,2017-11-24,160505,博时主题行业,0.2
135,2017-11-24,050003,博时现金收益A,0.1391
135,2017-11-24,001661,博时信用债纯债C,0.4041
135,2017-11-24,050111,博时信用债券C,0.1209
135,2017-11-24,002385,博时裕富沪深300C,0.1046
135,2017-11-24,050015,博时大中华人民币,0.06
135,2017-11-24,050025,博时标普500ETF联接,0.1713
136,2017-11-24,050003,博时现金收益A,0.2964
136,2017-11-24,001661,博时信用债纯债C,0.5717
136,2017-11-24,050111,博时信用债券C,0.0819
136,2017-11-24,050025,博时标普500ETF联接,0.05
137,2017-11-24,050003,博时现金收益A,0.1391
137,2017-11-24,001661,博时信用债纯债C,0.4163
137,2017-11-24,050111,博时信用债券C,0.1167
137,2017-11-24,002385,博时裕富沪深300C,0.1085
137,2017-11-24,050015,博时大中华人民币,0.06
137,2017-11-24,050025,博时标普500ETF联接,0.1594
138,2017-11-24,050003,博时现金收益A,1
139,2017-11-24,050003,博时现金收益A,0.0885
139,2017-11-24,001661,博时信用债纯债C,0.1643
139,2017-11-24,050111,博时信用债券C,0.2351
139,2017-11-24,002385,博时裕富沪深300C,0.1148
139,2017-11-24,050015,博时大中华人民币,0.1275
139,2017-11-24,050025,博时标普500ETF联接,0.1199
139,2017-11-24,160505,博时主题行业,0.15
140,2017-11-24,050003,博时现金收益A,0.2993
140,2017-11-24,001661,博时信用债纯债C,0.5687
140,2017-11-24,050111,博时信用债券C,0.082
140,2017-11-24,050025,博时标普500ETF联接,0.05
141,2017-11-24,050003,博时现金收益A,0.1039
141,2017-11-24,001661,博时信用债纯债C,0.1986
141,2017-11-24,050111,博时信用债券C,0.1945
141,2017-11-24,002385,博时裕富沪深300C,0.1122
141,2017-11-24,050015,博时大中华人民币,0.1275
141,2017-11-24,050025,博时标普500ETF联接,0.1209
141,2017-11-24,160505,博时主题行业,0.1425
142,2017-11-24,050003,博时现金收益A,0.1039
142,2017-11-24,001661,博时信用债纯债C,0.1986
142,2017-11-24,050111,博时信用债券C,0.1945
142,2017-11-24,002385,博时裕富沪深300C,0.1122
142,2017-11-24,050015,博时大中华人民币,0.1275
142,2017-11-24,050025,博时标普500ETF联接,0.1209
142,2017-11-24,160505,博时主题行业,0.1425
143,2017-11-24,050003,博时现金收益A,0.1391
143,2017-11-24,001661,博时信用债纯债C,0.392
143,2017-11-24,050111,博时信用债券C,0.1251
143,2017-11-24,002385,博时裕富沪深300C,0.1006
143,2017-11-24,050015,博时大中华人民币,0.06
143,2017-11-24,050025,博时标普500ETF联接,0.1832
144,2017-11-24,050003,博时现金收益A,0.0962
144,2017-11-24,001661,博时信用债纯债C,0.1814
144,2017-11-24,050111,博时信用债券C,0.2148
144,2017-11-24,002385,博时裕富沪深300C,0.1135
144,2017-11-24,050015,博时大中华人民币,0.1275
144,2017-11-24,050025,博时标普500ETF联接,0.1204
144,2017-11-24,160505,博时主题行业,0.1463
145,2017-11-24,050003,博时现金收益A,0.1411
145,2017-11-24,001661,博时信用债纯债C,0.4088
145,2017-11-24,050111,博时信用债券C,0.1143
145,2017-11-24,002385,博时裕富沪深300C,0.1046
145,2017-11-24,050015,博时大中华人民币,0.06
145,2017-11-24,050025,博时标普500ETF联接,0.1713
146,2017-11-24,050003,博时现金收益A,0.1411
146,2017-11-24,001661,博时信用债纯债C,0.4088
146,2017-11-24,050111,博时信用债券C,0.1143
146,2017-11-24,002385,博时裕富沪深300C,0.1046
146,2017-11-24,050015,博时大中华人民币,0.06
146,2017-11-24,050025,博时标普500ETF联接,0.1713
147,2017-11-24,050003,博时现金收益A,0.0962
147,2017-11-24,001661,博时信用债纯债C,0.177
147,2017-11-24,050111,博时信用债券C,0.2147
147,2017-11-24,002385,博时裕富沪深300C,0.1147
147,2017-11-24,050015,博时大中华人民币,0.1275
147,2017-11-24,050025,博时标普500ETF联接,0.1199
147,2017-11-24,160505,博时主题行业,0.15
148,2017-11-24,050003,博时现金收益A,1
149,2017-11-24,050003,博时现金收益A,0.0962
149,2017-11-24,001661,博时信用债纯债C,0.177
149,2017-11-24,050111,博时信用债券C,0.2147
149,2017-11-24,002385,博时裕富沪深300C,0.1147
149,2017-11-24,050015,博时大中华人民币,0.1275
149,2017-11-24,050025,博时标普500ETF联接,0.1199
149,2017-11-24,160505,博时主题行业,0.15
150,2017-11-24,050003,博时现金收益A,0.1411
150,2017-11-24,001661,博时信用债纯债C,0.4209
150,2017-11-24,050111,博时信用债券C,0.1101
150,2017-11-24,002385,博时裕富沪深300C,0.1085
150,2017-11-24,050015,博时大中华人民币,0.06
150,2017-11-24,050025,博时标普500ETF联接,0.1594
