用户序号,日期,基金代码,基金名称,配置比例
42,2017-07-07,000929,博时黄金ETF D,0.386 
42,2017-07-19,050002,博时裕富沪深300A,0.252 
42,2017-07-19,050011,博时信用债券A,0.445 
42,2017-07-19,000929,博时黄金ETF D,0.303 
42,2017-08-11,050002,博时裕富沪深300A,0.204 
42,2017-08-11,050011,博时信用债券A,0.520 
42,2017-08-11,000929,博时黄金ETF D,0.276 
42,2017-09-05,050002,博时裕富沪深300A,0.166 
42,2017-09-05,050011,博时信用债券A,0.617 
42,2017-09-05,000929,博时黄金ETF D,0.217 
42,2017-09-28,050002,博时裕富沪深300A,0.289 
42,2017-09-28,050011,博时信用债券A,0.564 
42,2017-09-28,000929,博时黄金ETF D,0.147 
42,2017-11-07,050002,博时裕富沪深300A,0.265 
42,2017-11-07,050011,博时信用债券A,0.426 
42,2017-11-07,000929,博时黄金ETF D,0.309 
42,2017-11-24,050002,博时裕富沪深300A,0.202 
42,2017-11-24,050011,博时信用债券A,0.398 
42,2017-11-24,000929,博时黄金ETF D,0.401 
42,2017-11-29,001826,国寿安保增金宝,1
43,2017-07-01,050002,博时裕富沪深300A,0.236 
43,2017-07-01,050011,博时信用债券A,0.618 
43,2017-07-01,000929,博时黄金ETF D,0.146 
43,2017-11-08,050002,博时裕富沪深300A,0.236 
43,2017-11-08,050011,博时信用债券A,0.618 
43,2017-11-08,000929,博时黄金ETF D,0.146 
44,2017-07-01,050002,博时裕富沪深300A,0.618 
44,2017-07-01,050011,博时信用债券A,0.236 
44,2017-07-01,000929,博时黄金ETF D,0.146 
44,2017-10-26,050002,博时裕富沪深300A,0.618 
44,2017-10-26,050011,博时信用债券A,0.236 
44,2017-10-26,000929,博时黄金ETF D,0.146 
45,2017-07-01,050002,博时裕富沪深300A,0.618 
45,2017-07-01,050011,博时信用债券A,0.236 
45,2017-07-01,000929,博时黄金ETF D,0.146 
45,2017-10-26,050002,博时裕富沪深300A,0.618 
45,2017-10-26,050011,博时信用债券A,0.236 
45,2017-10-26,000929,博时黄金ETF D,0.146 
45,2017-11-27,050002,博时裕富沪深300A,0.618 
45,2017-11-27,050011,博时信用债券A,0.236 
45,2017-11-27,000929,博时黄金ETF D,0.146 
46,2017-07-01,001826,国寿安保增金宝,1
46,2017-11-25,001826,国寿安保增金宝,1
47,2017-07-01,050002,博时裕富沪深300A,0.236 
47,2017-07-01,050011,博时信用债券A,0.618 
47,2017-07-01,000929,博时黄金ETF D,0.146 
47,2017-11-08,050002,博时裕富沪深300A,0.236 
47,2017-11-08,050011,博时信用债券A,0.618 
47,2017-11-08,000929,博时黄金ETF D,0.146 
48,2017-07-01,050002,博时裕富沪深300A,0.236 
48,2017-07-01,050011,博时信用债券A,0.618 
48,2017-07-01,000929,博时黄金ETF D,0.146 
48,2017-11-08,050002,博时裕富沪深300A,0.236 
48,2017-11-08,050011,博时信用债券A,0.618 
48,2017-11-08,000929,博时黄金ETF D,0.146 
49,2017-07-01,001826,国寿安保增金宝,1
49,2017-11-25,001826,国寿安保增金宝,1
50,2017-07-01,050002,博时裕富沪深300A,0.236 
50,2017-07-01,050011,博时信用债券A,0.618 
50,2017-07-01,000929,博时黄金ETF D,0.146 
50,2017-11-08,050002,博时裕富沪深300A,0.236 
50,2017-11-08,050011,博时信用债券A,0.618 
50,2017-11-08,000929,博时黄金ETF D,0.146 
50,2017-11-27,050002,博时裕富沪深300A,0.236 
50,2017-11-27,050011,博时信用债券A,0.618 
50,2017-11-27,000929,博时黄金ETF D,0.146 
51,2017-07-01,050002,博时裕富沪深300A,0.236 
51,2017-07-01,050011,博时信用债券A,0.618 
51,2017-07-01,000929,博时黄金ETF D,0.146 
51,2017-11-08,050002,博时裕富沪深300A,0.236 
51,2017-11-08,050011,博时信用债券A,0.618 
51,2017-11-08,000929,博时黄金ETF D,0.146 
52,2017-07-01,050002,博时裕富沪深300A,0.146 
52,2017-07-01,050011,博时信用债券A,0.618 
52,2017-07-01,000929,博时黄金ETF D,0.236 
52,2017-11-23,050002,博时裕富沪深300A,0.146 
52,2017-11-23,050011,博时信用债券A,0.618 
52,2017-11-23,000929,博时黄金ETF D,0.236 
53,2017-07-01,050002,博时裕富沪深300A,0.236 
53,2017-07-01,050011,博时信用债券A,0.618 
53,2017-07-01,000929,博时黄金ETF D,0.146 
53,2017-11-08,050002,博时裕富沪深300A,0.236 
53,2017-11-08,050011,博时信用债券A,0.618 
53,2017-11-08,000929,博时黄金ETF D,0.146 
53,2017-11-27,050002,博时裕富沪深300A,0.236 
53,2017-11-27,050011,博时信用债券A,0.618 
53,2017-11-27,000929,博时黄金ETF D,0.146 
54,2017-07-01,050002,博时裕富沪深300A,0.618 
54,2017-07-01,050011,博时信用债券A,0.236 
54,2017-07-01,000929,博时黄金ETF D,0.146 
54,2017-10-26,050002,博时裕富沪深300A,0.618 
54,2017-10-26,050011,博时信用债券A,0.236 
54,2017-10-26,000929,博时黄金ETF D,0.146 
54,2017-11-27,050002,博时裕富沪深300A,0.618 
54,2017-11-27,050011,博时信用债券A,0.236 
54,2017-11-27,000929,博时黄金ETF D,0.146 
55,2017-07-01,050002,博时裕富沪深300A,0.236 
55,2017-07-01,050011,博时信用债券A,0.618 
55,2017-07-01,000929,博时黄金ETF D,0.146 
55,2017-11-08,050002,博时裕富沪深300A,0.236 
55,2017-11-08,050011,博时信用债券A,0.618 
55,2017-11-08,000929,博时黄金ETF D,0.146 
56,2017-07-01,050002,博时裕富沪深300A,0.236 
56,2017-07-01,050011,博时信用债券A,0.618 
56,2017-07-01,000929,博时黄金ETF D,0.146 
56,2017-11-08,050002,博时裕富沪深300A,0.236 
56,2017-11-08,050011,博时信用债券A,0.618 
56,2017-11-08,000929,博时黄金ETF D,0.146 
57,2017-07-01,050002,博时裕富沪深300A,0.146 
57,2017-07-01,050011,博时信用债券A,0.618 
57,2017-07-01,000929,博时黄金ETF D,0.236 
57,2017-11-23,050002,博时裕富沪深300A,0.146 
57,2017-11-23,050011,博时信用债券A,0.618 
57,2017-11-23,000929,博时黄金ETF D,0.236 
57,2017-11-27,050002,博时裕富沪深300A,0.146 
57,2017-11-27,050011,博时信用债券A,0.618 
57,2017-11-27,000929,博时黄金ETF D,0.236 
58,2017-07-01,050002,博时裕富沪深300A,0.618 
58,2017-07-01,050011,博时信用债券A,0.236 
58,2017-07-01,000929,博时黄金ETF D,0.146 
58,2017-10-26,050002,博时裕富沪深300A,0.618 
58,2017-10-26,050011,博时信用债券A,0.236 
58,2017-10-26,000929,博时黄金ETF D,0.146 
58,2017-11-27,050002,博时裕富沪深300A,0.618 
58,2017-11-27,050011,博时信用债券A,0.236 
58,2017-11-27,000929,博时黄金ETF D,0.146 
59,2017-07-01,050002,博时裕富沪深300A,0.618 
59,2017-07-01,050011,博时信用债券A,0.236 
59,2017-07-01,000929,博时黄金ETF D,0.146 
59,2017-10-26,050002,博时裕富沪深300A,0.618 
59,2017-10-26,050011,博时信用债券A,0.236 
59,2017-10-26,000929,博时黄金ETF D,0.146 
60,2017-07-01,001826,国寿安保增金宝,1
61,2017-07-01,001826,国寿安保增金宝,1
61,2017-11-25,001826,国寿安保增金宝,1
62,2017-07-01,050002,博时裕富沪深300A,0.223 
62,2017-07-01,050011,博时信用债券A,0.470 
62,2017-07-01,000929,博时黄金ETF D,0.307 
62,2017-07-07,050002,博时裕富沪深300A,0.208 
62,2017-07-07,050011,博时信用债券A,0.406 
62,2017-07-07,000929,博时黄金ETF D,0.386 
62,2017-07-19,050002,博时裕富沪深300A,0.252 
62,2017-07-19,050011,博时信用债券A,0.445 
62,2017-07-19,000929,博时黄金ETF D,0.303 
62,2017-08-11,050002,博时裕富沪深300A,0.204 
62,2017-08-11,050011,博时信用债券A,0.520 
62,2017-08-11,000929,博时黄金ETF D,0.276 
62,2017-09-05,050002,博时裕富沪深300A,0.166 
62,2017-09-05,050011,博时信用债券A,0.617 
62,2017-09-05,000929,博时黄金ETF D,0.217 
62,2017-09-28,050002,博时裕富沪深300A,0.289 
62,2017-09-28,050011,博时信用债券A,0.564 
62,2017-09-28,000929,博时黄金ETF D,0.147 
62,2017-11-07,050002,博时裕富沪深300A,0.265 
62,2017-11-07,050011,博时信用债券A,0.426 
62,2017-11-07,000929,博时黄金ETF D,0.309 
62,2017-11-24,050002,博时裕富沪深300A,0.202 
62,2017-11-24,050011,博时信用债券A,0.398 
62,2017-11-24,000929,博时黄金ETF D,0.401 
62,2017-11-29,001826,国寿安保增金宝,1
63,2017-07-01,050002,博时裕富沪深300A,0.618 
63,2017-07-01,050011,博时信用债券A,0.236 
63,2017-07-01,000929,博时黄金ETF D,0.146 
63,2017-10-26,050002,博时裕富沪深300A,0.618 
63,2017-10-26,050011,博时信用债券A,0.236 
63,2017-10-26,000929,博时黄金ETF D,0.146 
64,2017-07-01,050002,博时裕富沪深300A,0.236 
64,2017-07-01,050011,博时信用债券A,0.618 
64,2017-07-01,000929,博时黄金ETF D,0.146 
64,2017-11-08,050002,博时裕富沪深300A,0.236 
64,2017-11-08,050011,博时信用债券A,0.618 
64,2017-11-08,000929,博时黄金ETF D,0.146 
65,2017-07-01,001826,国寿安保增金宝,1
65,2017-11-25,001826,国寿安保增金宝,1
66,2017-07-01,001826,国寿安保增金宝,1
66,2017-11-25,001826,国寿安保增金宝,1
67,2017-07-01,050002,博时裕富沪深300A,0.146 
67,2017-07-01,050011,博时信用债券A,0.618 
67,2017-07-01,000929,博时黄金ETF D,0.236 
67,2017-11-23,050002,博时裕富沪深300A,0.146 
67,2017-11-23,050011,博时信用债券A,0.618 
67,2017-11-23,000929,博时黄金ETF D,0.236 
68,2017-07-01,050002,博时裕富沪深300A,0.618 
68,2017-07-01,050011,博时信用债券A,0.236 
68,2017-07-01,000929,博时黄金ETF D,0.146 
68,2017-10-26,050002,博时裕富沪深300A,0.618 
68,2017-10-26,050011,博时信用债券A,0.236 
68,2017-10-26,000929,博时黄金ETF D,0.146 
69,2017-07-01,050002,博时裕富沪深300A,0.236 
69,2017-07-01,050011,博时信用债券A,0.618 
69,2017-07-01,000929,博时黄金ETF D,0.146 
69,2017-11-08,050002,博时裕富沪深300A,0.236 
69,2017-11-08,050011,博时信用债券A,0.618 
69,2017-11-08,000929,博时黄金ETF D,0.146 
69,2017-11-27,050002,博时裕富沪深300A,0.236 
69,2017-11-27,050011,博时信用债券A,0.618 
69,2017-11-27,000929,博时黄金ETF D,0.146 
70,2017-07-01,050002,博时裕富沪深300A,0.618 
70,2017-07-01,050011,博时信用债券A,0.236 
70,2017-07-01,000929,博时黄金ETF D,0.146 
70,2017-10-26,050002,博时裕富沪深300A,0.618 
70,2017-10-26,050011,博时信用债券A,0.236 
70,2017-10-26,000929,博时黄金ETF D,0.146 
70,2017-11-27,050002,博时裕富沪深300A,0.618 
70,2017-11-27,050011,博时信用债券A,0.236 
70,2017-11-27,000929,博时黄金ETF D,0.146 
71,2017-07-01,050002,博时裕富沪深300A,0.146 
71,2017-07-01,050011,博时信用债券A,0.618 
71,2017-07-01,000929,博时黄金ETF D,0.236 
71,2017-11-23,050002,博时裕富沪深300A,0.146 
71,2017-11-23,050011,博时信用债券A,0.618 
71,2017-11-23,000929,博时黄金ETF D,0.236 
72,2017-07-01,050002,博时裕富沪深300A,0.146 
72,2017-07-01,050011,博时信用债券A,0.618 
72,2017-07-01,000929,博时黄金ETF D,0.236 
72,2017-11-23,050002,博时裕富沪深300A,0.146 
72,2017-11-23,050011,博时信用债券A,0.618 
72,2017-11-23,000929,博时黄金ETF D,0.236 
73,2017-07-01,050002,博时裕富沪深300A,0.146 
73,2017-07-01,050011,博时信用债券A,0.618 
73,2017-07-01,000929,博时黄金ETF D,0.236 
73,2017-11-23,050002,博时裕富沪深300A,0.146 
73,2017-11-23,050011,博时信用债券A,0.618 
73,2017-11-23,000929,博时黄金ETF D,0.236 
73,2017-11-27,050002,博时裕富沪深300A,0.146 
73,2017-11-27,050011,博时信用债券A,0.618 
73,2017-11-27,000929,博时黄金ETF D,0.236 
74,2017-07-01,050002,博时裕富沪深300A,0.618 
74,2017-07-01,050011,博时信用债券A,0.236 
74,2017-07-01,000929,博时黄金ETF D,0.146 
74,2017-10-26,050002,博时裕富沪深300A,0.618 
74,2017-10-26,050011,博时信用债券A,0.236 
74,2017-10-26,000929,博时黄金ETF D,0.146 
74,2017-11-27,050002,博时裕富沪深300A,0.618 
74,2017-11-27,050011,博时信用债券A,0.236 
74,2017-11-27,000929,博时黄金ETF D,0.146 
75,2017-07-01,050002,博时裕富沪深300A,0.146 
75,2017-07-01,050011,博时信用债券A,0.618 
75,2017-07-01,000929,博时黄金ETF D,0.236 
75,2017-11-23,050002,博时裕富沪深300A,0.146 
75,2017-11-23,050011,博时信用债券A,0.618 
75,2017-11-23,000929,博时黄金ETF D,0.236 
76,2017-07-01,001826,国寿安保增金宝,1
77,2017-07-01,050002,博时裕富沪深300A,0.146 
77,2017-07-01,050011,博时信用债券A,0.618 
77,2017-07-01,000929,博时黄金ETF D,0.236 
77,2017-11-23,050002,博时裕富沪深300A,0.146 
77,2017-11-23,050011,博时信用债券A,0.618 
77,2017-11-23,000929,博时黄金ETF D,0.236 
77,2017-11-27,050002,博时裕富沪深300A,0.146 
77,2017-11-27,050011,博时信用债券A,0.618 
77,2017-11-27,000929,博时黄金ETF D,0.236 
78,2017-07-01,050002,博时裕富沪深300A,0.236 
78,2017-07-01,050011,博时信用债券A,0.618 
78,2017-07-01,000929,博时黄金ETF D,0.146 
78,2017-11-08,050002,博时裕富沪深300A,0.236 
78,2017-11-08,050011,博时信用债券A,0.618 
78,2017-11-08,000929,博时黄金ETF D,0.146 
78,2017-11-27,050002,博时裕富沪深300A,0.236 
78,2017-11-27,050011,博时信用债券A,0.618 
78,2017-11-27,000929,博时黄金ETF D,0.146 
79,2017-07-01,050002,博时裕富沪深300A,0.618 
79,2017-07-01,050011,博时信用债券A,0.236 
79,2017-07-01,000929,博时黄金ETF D,0.146 
79,2017-10-26,050002,博时裕富沪深300A,0.618 
79,2017-10-26,050011,博时信用债券A,0.236 
79,2017-10-26,000929,博时黄金ETF D,0.146 
80,2017-07-01,001826,国寿安保增金宝,1
81,2017-07-01,001826,国寿安保增金宝,1
81,2017-11-25,001826,国寿安保增金宝,1
82,2017-07-01,001826,国寿安保增金宝,1
82,2017-11-25,001826,国寿安保增金宝,1
83,2017-07-01,050002,博时裕富沪深300A,0.236 
83,2017-07-01,050011,博时信用债券A,0.618 
83,2017-07-01,000929,博时黄金ETF D,0.146 
83,2017-11-08,050002,博时裕富沪深300A,0.236 
83,2017-11-08,050011,博时信用债券A,0.618 
83,2017-11-08,000929,博时黄金ETF D,0.146 
84,2017-07-01,050002,博时裕富沪深300A,0.236 
84,2017-07-01,050011,博时信用债券A,0.618 
84,2017-07-01,000929,博时黄金ETF D,0.146 
84,2017-11-08,050002,博时裕富沪深300A,0.236 
84,2017-11-08,050011,博时信用债券A,0.618 
84,2017-11-08,000929,博时黄金ETF D,0.146 
85,2017-07-01,050002,博时裕富沪深300A,0.146 
85,2017-07-01,050011,博时信用债券A,0.618 
85,2017-07-01,000929,博时黄金ETF D,0.236 
85,2017-11-23,050002,博时裕富沪深300A,0.146 
85,2017-11-23,050011,博时信用债券A,0.618 
85,2017-11-23,000929,博时黄金ETF D,0.236 
85,2017-11-27,050002,博时裕富沪深300A,0.146 
85,2017-11-27,050011,博时信用债券A,0.618 
85,2017-11-27,000929,博时黄金ETF D,0.236 
86,2017-07-01,050002,博时裕富沪深300A,0.146 
86,2017-07-01,050011,博时信用债券A,0.618 
86,2017-07-01,000929,博时黄金ETF D,0.236 
86,2017-11-23,050002,博时裕富沪深300A,0.146 
86,2017-11-23,050011,博时信用债券A,0.618 
86,2017-11-23,000929,博时黄金ETF D,0.236 
86,2017-11-27,050002,博时裕富沪深300A,0.146 
86,2017-11-27,050011,博时信用债券A,0.618 
86,2017-11-27,000929,博时黄金ETF D,0.236 
87,2017-07-01,001826,国寿安保增金宝,1
88,2017-07-01,050002,博时裕富沪深300A,0.146 
88,2017-07-01,050011,博时信用债券A,0.618 
88,2017-07-01,000929,博时黄金ETF D,0.236 
88,2017-11-23,050002,博时裕富沪深300A,0.146 
88,2017-11-23,050011,博时信用债券A,0.618 
88,2017-11-23,000929,博时黄金ETF D,0.236 
89,2017-07-01,001826,国寿安保增金宝,1
89,2017-11-25,001826,国寿安保增金宝,1
90,2017-07-01,050002,博时裕富沪深300A,0.146 
90,2017-07-01,050011,博时信用债券A,0.618 
90,2017-07-01,000929,博时黄金ETF D,0.236 
90,2017-11-23,050002,博时裕富沪深300A,0.146 
90,2017-11-23,050011,博时信用债券A,0.618 
90,2017-11-23,000929,博时黄金ETF D,0.236 
90,2017-11-27,050002,博时裕富沪深300A,0.146 
90,2017-11-27,050011,博时信用债券A,0.618 
90,2017-11-27,000929,博时黄金ETF D,0.236 
91,2017-07-01,050002,博时裕富沪深300A,0.146 
91,2017-07-01,050011,博时信用债券A,0.618 
91,2017-07-01,000929,博时黄金ETF D,0.236 
91,2017-11-23,050002,博时裕富沪深300A,0.146 
91,2017-11-23,050011,博时信用债券A,0.618 
91,2017-11-23,000929,博时黄金ETF D,0.236 
92,2017-07-01,050002,博时裕富沪深300A,0.146 
92,2017-07-01,050011,博时信用债券A,0.618 
92,2017-07-01,000929,博时黄金ETF D,0.236 
92,2017-11-23,050002,博时裕富沪深300A,0.146 
92,2017-11-23,050011,博时信用债券A,0.618 
92,2017-11-23,000929,博时黄金ETF D,0.236 
93,2017-07-01,050002,博时裕富沪深300A,0.236 
93,2017-07-01,050011,博时信用债券A,0.618 
93,2017-07-01,000929,博时黄金ETF D,0.146 
93,2017-11-08,050002,博时裕富沪深300A,0.236 
93,2017-11-08,050011,博时信用债券A,0.618 
93,2017-11-08,000929,博时黄金ETF D,0.146 
93,2017-11-27,050002,博时裕富沪深300A,0.236 
93,2017-11-27,050011,博时信用债券A,0.618 
93,2017-11-27,000929,博时黄金ETF D,0.146 
94,2017-07-01,050002,博时裕富沪深300A,0.146 
94,2017-07-01,050011,博时信用债券A,0.618 
94,2017-07-01,000929,博时黄金ETF D,0.236 
94,2017-11-23,050002,博时裕富沪深300A,0.146 
94,2017-11-23,050011,博时信用债券A,0.618 
94,2017-11-23,000929,博时黄金ETF D,0.236 
94,2017-11-27,050002,博时裕富沪深300A,0.146 
94,2017-11-27,050011,博时信用债券A,0.618 
94,2017-11-27,000929,博时黄金ETF D,0.236 
95,2017-07-01,050002,博时裕富沪深300A,0.236 
95,2017-07-01,050011,博时信用债券A,0.618 
95,2017-07-01,000929,博时黄金ETF D,0.146 
95,2017-11-08,050002,博时裕富沪深300A,0.236 
95,2017-11-08,050011,博时信用债券A,0.618 
95,2017-11-08,000929,博时黄金ETF D,0.146 
96,2017-07-01,001826,国寿安保增金宝,1
97,2017-07-01,050002,博时裕富沪深300A,0.146 
97,2017-07-01,050011,博时信用债券A,0.618 
97,2017-07-01,000929,博时黄金ETF D,0.236 
97,2017-11-23,050002,博时裕富沪深300A,0.146 
97,2017-11-23,050011,博时信用债券A,0.618 
97,2017-11-23,000929,博时黄金ETF D,0.236 
97,2017-11-27,050002,博时裕富沪深300A,0.146 
97,2017-11-27,050011,博时信用债券A,0.618 
97,2017-11-27,000929,博时黄金ETF D,0.236 
98,2017-07-01,050002,博时裕富沪深300A,0.236 
98,2017-07-01,050011,博时信用债券A,0.618 
98,2017-07-01,000929,博时黄金ETF D,0.146 
98,2017-11-08,050002,博时裕富沪深300A,0.236 
98,2017-11-08,050011,博时信用债券A,0.618 
98,2017-11-08,000929,博时黄金ETF D,0.146 
98,2017-11-27,050002,博时裕富沪深300A,0.236 
98,2017-11-27,050011,博时信用债券A,0.618 
98,2017-11-27,000929,博时黄金ETF D,0.146 
99,2017-07-01,050002,博时裕富沪深300A,0.236 
99,2017-07-01,050011,博时信用债券A,0.618 
99,2017-07-01,000929,博时黄金ETF D,0.146 
99,2017-11-08,050002,博时裕富沪深300A,0.236 
99,2017-11-08,050011,博时信用债券A,0.618 
99,2017-11-08,000929,博时黄金ETF D,0.146 
100,2017-07-01,001826,国寿安保增金宝,1
101,2017-11-25,001826,国寿安保增金宝,1
102,2017-11-25,001826,国寿安保增金宝,1
103,2017-11-27,050002,博时裕富沪深300A,0.146 
103,2017-11-27,050011,博时信用债券A,0.385 
103,2017-11-27,000929,博时黄金ETF D,0.469 
103,2017-12-21,050002,博时裕富沪深300A,0.145 
103,2017-12-21,050011,博时信用债券A,0.459 
103,2017-12-21,000929,博时黄金ETF D,0.396 
103,2018-01-02,050002,博时裕富沪深300A,0.145 
103,2018-01-02,050011,博时信用债券A,0.543 
103,2018-01-02,000929,博时黄金ETF D,0.312 
103,2018-01-15,050002,博时裕富沪深300A,0.154 
103,2018-01-15,050011,博时信用债券A,0.468 
103,2018-01-15,000929,博时黄金ETF D,0.377 
104,2017-11-27,050002,博时裕富沪深300A,0.146 
104,2017-11-27,050011,博时信用债券A,0.618 
104,2017-11-27,000929,博时黄金ETF D,0.236 
105,2017-11-27,050002,博时裕富沪深300A,0.146 
105,2017-11-27,050011,博时信用债券A,0.385 
105,2017-11-27,000929,博时黄金ETF D,0.469 
105,2017-12-21,050002,博时裕富沪深300A,0.145 
105,2017-12-21,050011,博时信用债券A,0.459 
105,2017-12-21,000929,博时黄金ETF D,0.396 
105,2018-01-02,050002,博时裕富沪深300A,0.145 
105,2018-01-02,050011,博时信用债券A,0.543 
105,2018-01-02,000929,博时黄金ETF D,0.312 
105,2018-01-15,050002,博时裕富沪深300A,0.154 
105,2018-01-15,050011,博时信用债券A,0.468 
105,2018-01-15,000929,博时黄金ETF D,0.377 
106,2017-11-27,050002,博时裕富沪深300A,0.146 
106,2017-11-27,050011,博时信用债券A,0.385 
106,2017-11-27,000929,博时黄金ETF D,0.469 
106,2017-12-21,050002,博时裕富沪深300A,0.145 
106,2017-12-21,050011,博时信用债券A,0.459 
106,2017-12-21,000929,博时黄金ETF D,0.396 
106,2018-01-02,050002,博时裕富沪深300A,0.145 
106,2018-01-02,050011,博时信用债券A,0.543 
106,2018-01-02,000929,博时黄金ETF D,0.312 
106,2018-01-15,050002,博时裕富沪深300A,0.154 
106,2018-01-15,050011,博时信用债券A,0.468 
