用户,日期,基金代码,基金名称,配置比例
48,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
48,2017-08-18,000307,易方达黄金ETF联接A,0.1005
48,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
48,2017-08-18,202021,南方小康ETF联接A,0.1094
49,2017-07-01,050025,博时标普500ETF联接QDII,0.258
49,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
49,2017-07-01,050027,博时信用债纯债债券A,0.3321
49,2017-08-18,050027,博时信用债纯债债券A,0.3294
49,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
49,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
49,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
49,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
49,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
49,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
49,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
49,2017-08-18,000307,易方达黄金ETF联接A,0.0577
49,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
50,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
50,2017-08-18,050025,博时标普500ETF联接QDII,0.2417
50,2017-07-01,050027,博时信用债纯债债券A,0.3323
50,2017-08-18,050027,博时信用债纯债债券A,0.3296
50,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
50,2017-08-18,160127,南方新兴消费增长分级股票,0.063
50,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2359
50,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0503
50,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
50,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
50,2017-07-01,260116,景顺长城核心竞争力混合A,0.0518
50,2017-08-18,000307,易方达黄金ETF联接A,0.0576
50,2017-08-18,110031,易方达恒生国企联接QDII,0.1913
50,2017-08-18,202021,南方小康ETF联接A,0.0642
51,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
51,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
51,2017-07-01,050027,博时信用债纯债债券A,0.5525
51,2017-08-18,050027,博时信用债纯债债券A,0.5506
51,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
51,2017-08-18,160127,南方新兴消费增长分级股票,0.08
51,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1641
51,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0501
51,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
51,2017-08-18,162607,景顺长城资源垄断混合LOF,0.036
51,2017-08-18,000307,易方达黄金ETF联接A,0.0451
51,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
52,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
52,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
52,2017-07-01,050027,博时信用债纯债债券A,0.5525
52,2017-08-18,050027,博时信用债纯债债券A,0.5507
52,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
52,2017-08-18,160127,南方新兴消费增长分级股票,0.08
52,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
52,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
52,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
52,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0358
52,2017-08-18,000307,易方达黄金ETF联接A,0.0451
52,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
53,2017-07-01,050025,博时标普500ETF联接QDII,0.258
53,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
53,2017-07-01,050027,博时信用债纯债债券A,0.3321
53,2017-08-18,050027,博时信用债纯债债券A,0.3294
53,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
53,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
53,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
53,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
53,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
53,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
53,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
53,2017-08-18,000307,易方达黄金ETF联接A,0.0577
53,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
54,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
54,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
54,2017-07-01,160127,南方新兴消费增长分级股票,0.08
54,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
54,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
54,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
54,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
54,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0863
54,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
54,2017-08-18,000307,易方达黄金ETF联接A,0.1003
54,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
54,2017-08-18,202021,南方小康ETF联接A,0.1094
55,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
55,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
55,2017-07-01,160127,南方新兴消费增长分级股票,0.08
55,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
55,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
55,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
55,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
55,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0861
55,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
55,2017-08-18,000307,易方达黄金ETF联接A,0.1002
55,2017-08-18,110031,易方达恒生国企联接QDII,0.2665
55,2017-08-18,202021,南方小康ETF联接A,0.1095
56,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
56,2017-08-18,050025,博时标普500ETF联接QDII,0.1565
56,2017-07-01,050027,博时信用债纯债债券A,0.5525
56,2017-08-18,050027,博时信用债纯债债券A,0.5507
56,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
56,2017-08-18,160127,南方新兴消费增长分级股票,0.08
56,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
56,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
56,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
56,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
56,2017-08-18,000307,易方达黄金ETF联接A,0.0451
56,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
57,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
57,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
57,2017-07-01,050027,博时信用债纯债债券A,0.5525
57,2017-08-18,050027,博时信用债纯债债券A,0.5507
57,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
57,2017-08-18,160127,南方新兴消费增长分级股票,0.0799
57,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
57,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
57,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
57,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
57,2017-08-18,000307,易方达黄金ETF联接A,0.0452
57,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
58,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
58,2017-08-18,050025,博时标普500ETF联接QDII,0.3446
58,2017-07-01,160127,南方新兴消费增长分级股票,0.1602
58,2017-08-18,160127,南方新兴消费增长分级股票,0.2031
58,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2851
58,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
58,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
58,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0861
58,2017-08-18,000307,易方达黄金ETF联接A,0.1002
58,2017-08-18,110031,易方达恒生国企联接QDII,0.2661
59,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
59,2017-08-18,050025,博时标普500ETF联接QDII,0.3446
59,2017-07-01,160127,南方新兴消费增长分级股票,0.1603
59,2017-08-18,160127,南方新兴消费增长分级股票,0.2029
59,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2852
59,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1436
59,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0296
59,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0859
59,2017-08-18,000307,易方达黄金ETF联接A,0.1004
59,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
60,2017-07-01,050027,博时信用债纯债债券A,0.7923
60,2017-07-01,160127,南方新兴消费增长分级股票,0.0542
60,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1276
60,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0259
61,2017-07-01,050027,博时信用债纯债债券A,0.7923
61,2017-07-01,160127,南方新兴消费增长分级股票,0.0542
61,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1276
61,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0259
62,2017-07-01,050025,博时标普500ETF联接QDII,0.0597
62,2017-07-01,050027,博时信用债纯债债券A,0.777
62,2017-07-01,160127,南方新兴消费增长分级股票,0.0388
62,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1131
62,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0114
63,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
63,2017-08-18,050025,博时标普500ETF联接QDII,0.3446
63,2017-07-01,160127,南方新兴消费增长分级股票,0.1602
63,2017-08-18,160127,南方新兴消费增长分级股票,0.2031
63,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2851
63,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
63,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
63,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0861
63,2017-08-18,000307,易方达黄金ETF联接A,0.1002
63,2017-08-18,110031,易方达恒生国企联接QDII,0.2661
64,2017-07-01,050025,博时标普500ETF联接QDII,0.3812
64,2017-08-18,050025,博时标普500ETF联接QDII,0.3446
64,2017-07-01,160127,南方新兴消费增长分级股票,0.1601
64,2017-08-18,160127,南方新兴消费增长分级股票,0.2031
64,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
64,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
64,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
64,2017-08-18,162607,景顺长城资源垄断混合LOF,0.086
64,2017-08-18,000307,易方达黄金ETF联接A,0.1002
64,2017-08-18,110031,易方达恒生国企联接QDII,0.2662
65,2017-07-01,050025,博时标普500ETF联接QDII,0.0546
65,2017-07-01,050027,博时信用债纯债债券A,0.7719
65,2017-07-01,160127,南方新兴消费增长分级股票,0.034
65,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1086
65,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0246
65,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0063
66,2017-07-01,070008,嘉实货币A,1
67,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
67,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
67,2017-07-01,050027,博时信用债纯债债券A,0.5525
67,2017-08-18,050027,博时信用债纯债债券A,0.5507
67,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
67,2017-08-18,160127,南方新兴消费增长分级股票,0.08
67,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
67,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
67,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
67,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
67,2017-08-18,000307,易方达黄金ETF联接A,0.0452
67,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
68,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
68,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
68,2017-07-01,160127,南方新兴消费增长分级股票,0.08
68,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
68,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
68,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
68,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
68,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0863
68,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
68,2017-08-18,000307,易方达黄金ETF联接A,0.1005
68,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
68,2017-08-18,202021,南方小康ETF联接A,0.1094
69,2017-07-01,050025,博时标普500ETF联接QDII,0.258
69,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
69,2017-07-01,050027,博时信用债纯债债券A,0.3321
69,2017-08-18,050027,博时信用债纯债债券A,0.3294
69,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
69,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
69,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
69,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
69,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
69,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
69,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
69,2017-08-18,000307,易方达黄金ETF联接A,0.0577
69,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
70,2017-07-01,050025,博时标普500ETF联接QDII,0.3817
70,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
70,2017-07-01,160127,南方新兴消费增长分级股票,0.0801
70,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
70,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.378
70,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0504
70,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
70,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0863
70,2017-07-01,260116,景顺长城核心竞争力混合A,0.08
70,2017-08-18,000307,易方达黄金ETF联接A,0.1003
70,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
70,2017-08-18,202021,南方小康ETF联接A,0.1095
71,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
71,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
71,2017-07-01,050027,博时信用债纯债债券A,0.5525
71,2017-08-18,050027,博时信用债纯债债券A,0.5506
71,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
71,2017-08-18,160127,南方新兴消费增长分级股票,0.08
71,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1641
71,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0501
71,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
71,2017-08-18,162607,景顺长城资源垄断混合LOF,0.036
71,2017-08-18,000307,易方达黄金ETF联接A,0.0451
71,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
72,2017-07-01,050025,博时标普500ETF联接QDII,0.0546
72,2017-07-01,050027,博时信用债纯债债券A,0.7719
72,2017-07-01,160127,南方新兴消费增长分级股票,0.034
72,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1087
72,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0245
72,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0063
73,2017-07-01,050025,博时标普500ETF联接QDII,0.258
73,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
73,2017-07-01,050027,博时信用债纯债债券A,0.3321
73,2017-08-18,050027,博时信用债纯债债券A,0.3294
73,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
73,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
73,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
73,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
73,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
73,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
73,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
73,2017-08-18,000307,易方达黄金ETF联接A,0.0577
73,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
74,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
74,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
74,2017-07-01,160127,南方新兴消费增长分级股票,0.08
74,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
74,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
74,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
74,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
74,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0863
74,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
74,2017-08-18,000307,易方达黄金ETF联接A,0.1003
74,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
74,2017-08-18,202021,南方小康ETF联接A,0.1094
75,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
75,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
75,2017-07-01,050027,博时信用债纯债债券A,0.5525
75,2017-08-18,050027,博时信用债纯债债券A,0.5507
75,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
75,2017-08-18,160127,南方新兴消费增长分级股票,0.0799
75,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
75,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
75,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
75,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
75,2017-08-18,000307,易方达黄金ETF联接A,0.0451
75,2017-08-18,110031,易方达恒生国企联接QDII,0.1319
76,2017-07-01,070008,嘉实货币A,1
77,2017-07-01,050025,博时标普500ETF联接QDII,0.0546
77,2017-07-01,050027,博时信用债纯债债券A,0.7719
77,2017-07-01,160127,南方新兴消费增长分级股票,0.034
77,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1087
77,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0245
77,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0063
78,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
78,2017-08-18,050025,博时标普500ETF联接QDII,0.3446
78,2017-07-01,160127,南方新兴消费增长分级股票,0.1602
78,2017-08-18,160127,南方新兴消费增长分级股票,0.2031
78,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2851
78,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
78,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
78,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0861
78,2017-08-18,000307,易方达黄金ETF联接A,0.1002
78,2017-08-18,110031,易方达恒生国企联接QDII,0.2661
79,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
79,2017-08-18,050025,博时标普500ETF联接QDII,0.2413
79,2017-07-01,050027,博时信用债纯债债券A,0.3321
79,2017-08-18,050027,博时信用债纯债债券A,0.329
79,2017-07-01,160127,南方新兴消费增长分级股票,0.1034
79,2017-08-18,160127,南方新兴消费增长分级股票,0.1283
79,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2
79,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0864
79,2017-07-01,162607,景顺长城资源垄断混合LOF,0.02
79,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0558
79,2017-08-18,000307,易方达黄金ETF联接A,0.056
79,2017-08-18,110031,易方达恒生国企联接QDII,0.1895
80,2017-07-01,050027,博时信用债纯债债券A,0.7923
80,2017-07-01,160127,南方新兴消费增长分级股票,0.0542
80,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1276
80,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0259
81,2017-07-01,050027,博时信用债纯债债券A,0.7923
81,2017-07-01,160127,南方新兴消费增长分级股票,0.0542
81,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1276
81,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0259
82,2017-07-01,050025,博时标普500ETF联接QDII,0.0597
82,2017-07-01,050027,博时信用债纯债债券A,0.777
82,2017-07-01,160127,南方新兴消费增长分级股票,0.0388
82,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1131
82,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0114
83,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
83,2017-08-18,050025,博时标普500ETF联接QDII,0.2417
83,2017-07-01,050027,博时信用债纯债债券A,0.3321
83,2017-08-18,050027,博时信用债纯债债券A,0.3295
83,2017-07-01,160127,南方新兴消费增长分级股票,0.1037
83,2017-08-18,160127,南方新兴消费增长分级股票,0.1276
83,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1997
83,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
83,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
83,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0524
83,2017-08-18,000307,易方达黄金ETF联接A,0.0578
83,2017-08-18,110031,易方达恒生国企联接QDII,0.191
84,2017-07-01,050025,博时标普500ETF联接QDII,0.258
84,2017-08-18,050025,博时标普500ETF联接QDII,0.2417
84,2017-07-01,050027,博时信用债纯债债券A,0.3321
84,2017-08-18,050027,博时信用债纯债债券A,0.3294
84,2017-07-01,160127,南方新兴消费增长分级股票,0.1036
84,2017-08-18,160127,南方新兴消费增长分级股票,0.1276
84,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
84,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
84,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
84,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0524
84,2017-08-18,000307,易方达黄金ETF联接A,0.0578
84,2017-08-18,110031,易方达恒生国企联接QDII,0.1911
85,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
85,2017-08-18,050025,博时标普500ETF联接QDII,0.1565
85,2017-07-01,050027,博时信用债纯债债券A,0.5525
85,2017-08-18,050027,博时信用债纯债债券A,0.5507
85,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
85,2017-08-18,160127,南方新兴消费增长分级股票,0.08
85,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
85,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
85,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
85,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
85,2017-08-18,000307,易方达黄金ETF联接A,0.0451
85,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
86,2017-07-01,050025,博时标普500ETF联接QDII,0.258
86,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
86,2017-07-01,050027,博时信用债纯债债券A,0.3321
86,2017-08-18,050027,博时信用债纯债债券A,0.3294
86,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
86,2017-08-18,160127,南方新兴消费增长分级股票,0.1276
86,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
86,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
86,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
86,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
86,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
86,2017-08-18,000307,易方达黄金ETF联接A,0.0577
86,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
87,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
87,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
87,2017-07-01,050027,博时信用债纯债债券A,0.5525
87,2017-08-18,050027,博时信用债纯债债券A,0.5507
87,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
87,2017-08-18,160127,南方新兴消费增长分级股票,0.08
87,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
87,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
87,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
87,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
87,2017-08-18,000307,易方达黄金ETF联接A,0.0452
87,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
88,2017-07-01,050025,博时标普500ETF联接QDII,0.258
88,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
88,2017-07-01,050027,博时信用债纯债债券A,0.3321
88,2017-08-18,050027,博时信用债纯债债券A,0.3294
88,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
88,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
88,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
88,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
88,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
88,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
88,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
88,2017-08-18,000307,易方达黄金ETF联接A,0.0577
88,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
89,2017-07-01,050025,博时标普500ETF联接QDII,0.258
89,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
89,2017-07-01,050027,博时信用债纯债债券A,0.3321
89,2017-08-18,050027,博时信用债纯债债券A,0.3294
89,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
89,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
89,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
89,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
89,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
89,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
89,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
89,2017-08-18,000307,易方达黄金ETF联接A,0.0577
89,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
90,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
90,2017-08-18,050025,博时标普500ETF联接QDII,0.2417
90,2017-07-01,050027,博时信用债纯债债券A,0.3323
90,2017-08-18,050027,博时信用债纯债债券A,0.3296
90,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
90,2017-08-18,160127,南方新兴消费增长分级股票,0.063
90,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2359
90,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0503
90,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
90,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
90,2017-07-01,260116,景顺长城核心竞争力混合A,0.0518
90,2017-08-18,000307,易方达黄金ETF联接A,0.0576
90,2017-08-18,110031,易方达恒生国企联接QDII,0.1913
90,2017-08-18,202021,南方小康ETF联接A,0.0642
91,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
91,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
91,2017-07-01,050027,博时信用债纯债债券A,0.5525
91,2017-08-18,050027,博时信用债纯债债券A,0.5506
91,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
91,2017-08-18,160127,南方新兴消费增长分级股票,0.08
91,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1641
91,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0501
91,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
91,2017-08-18,162607,景顺长城资源垄断混合LOF,0.036
91,2017-08-18,000307,易方达黄金ETF联接A,0.0451
91,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
92,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
92,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
92,2017-07-01,050027,博时信用债纯债债券A,0.5525
92,2017-08-18,050027,博时信用债纯债债券A,0.5507
92,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
92,2017-08-18,160127,南方新兴消费增长分级股票,0.08
