客户ID,日期,基金代码,基金名称,配置比例
74,2017-07-01,519153,新华纯债添利C,0.0331
74,2017-07-01,050111,博时信用债券C,0.1926
74,2017-07-01,050002,博时沪深300指数,0.25
74,2017-07-01,040018,华安香港精选,0.1106
74,2017-07-01,050025,博时标普500ETF联接,0.0736
74,2017-07-01,160121,南方金砖四国,0.054
74,2017-07-01,160416,华安标普全球石油,0.198
74,2017-11-24,070008,嘉实货币,0.0881
74,2017-11-24,519153,新华纯债添利C,0.156561538
74,2017-11-24,050111,博时信用债券C,0.1926
74,2017-11-24,050002,博时沪深300指数,0.122230769
74,2017-11-24,040018,华安香港精选,0.210138462
74,2017-11-24,050025,博时标普500ETF联接,0.055446154
74,2017-11-24,160121,南方金砖四国,0.071538462
74,2017-11-24,160416,华安标普全球石油,0.103384615
75,2017-07-01,070008,嘉实货币,0.1391
75,2017-07-01,519153,新华纯债添利C,0.1611
75,2017-07-01,050111,博时信用债券C,0.1648
75,2017-07-01,050002,博时沪深300指数,0.2838
75,2017-07-01,050025,博时标普500ETF联接,0.093
75,2017-07-01,160121,南方金砖四国,0.1582
76,2017-07-01,070008,嘉实货币,1
77,2017-07-01,070008,嘉实货币,0.2881
77,2017-07-01,519153,新华纯债添利C,0.4402
77,2017-07-01,050111,博时信用债券C,0.0932
77,2017-07-01,050002,博时沪深300指数,0.1236
77,2017-07-01,050025,博时标普500ETF联接,0.0549
77,2017-11-24,070008,嘉实货币,0.298766667
77,2017-11-24,519153,新华纯债添利C,0.562580952
77,2017-11-24,050111,博时信用债券C,0.082533333
77,2017-11-24,050002,博时沪深300指数,0.005885714
77,2017-11-24,050025,博时标普500ETF联接,0.050233333
78,2017-07-01,070008,嘉实货币,0.0881
78,2017-07-01,519153,新华纯债添利C,0.0331
78,2017-07-01,050111,博时信用债券C,0.1926
78,2017-07-01,050002,博时沪深300指数,0.25
78,2017-07-01,040018,华安香港精选,0.1106
78,2017-07-01,050025,博时标普500ETF联接,0.0736
78,2017-07-01,160121,南方金砖四国,0.054
78,2017-07-01,160416,华安标普全球石油,0.198
78,2017-11-24,070008,嘉实货币,0.0881
78,2017-11-24,519153,新华纯债添利C,0.179009091
78,2017-11-24,050111,博时信用债券C,0.1926
78,2017-11-24,050002,博时沪深300指数,0.099
78,2017-11-24,040018,华安香港精选,0.228236364
78,2017-11-24,050025,博时标普500ETF联接,0.052145455
78,2017-11-24,160121,南方金砖四国,0.074727273
78,2017-11-24,160416,华安标普全球石油,0.086181818
79,2017-07-01,070008,嘉实货币,0.0971
79,2017-07-01,519153,新华纯债添利C,0.0847
79,2017-07-01,050111,博时信用债券C,0.1882
79,2017-07-01,050002,博时沪深300指数,0.2259
79,2017-07-01,040018,华安香港精选,0.144
79,2017-07-01,050025,博时标普500ETF联接,0.0649
79,2017-07-01,160121,南方金砖四国,0.0833
79,2017-07-01,160416,华安标普全球石油,0.1119
80,2017-07-01,070008,嘉实货币,0.2881
80,2017-07-01,519153,新华纯债添利C,0.4402
80,2017-07-01,050111,博时信用债券C,0.0932
80,2017-07-01,050002,博时沪深300指数,0.1236
80,2017-07-01,050025,博时标普500ETF联接,0.0549
81,2017-07-01,070008,嘉实货币,0.2814
81,2017-07-01,519153,新华纯债添利C,0.4462
81,2017-07-01,050111,博时信用债券C,0.0938
81,2017-07-01,050002,博时沪深300指数,0.1236
81,2017-07-01,050025,博时标普500ETF联接,0.055
82,2017-07-01,070008,嘉实货币,0.2814
82,2017-07-01,519153,新华纯债添利C,0.4462
82,2017-07-01,050111,博时信用债券C,0.0938
82,2017-07-01,050002,博时沪深300指数,0.1236
82,2017-07-01,050025,博时标普500ETF联接,0.055
83,2017-07-01,070008,嘉实货币,0.0971
83,2017-07-01,519153,新华纯债添利C,0.0847
83,2017-07-01,050111,博时信用债券C,0.1882
83,2017-07-01,050002,博时沪深300指数,0.2259
83,2017-07-01,040018,华安香港精选,0.144
83,2017-07-01,050025,博时标普500ETF联接,0.0649
83,2017-07-01,160121,南方金砖四国,0.0833
83,2017-07-01,160416,华安标普全球石油,0.1119
84,2017-07-01,070008,嘉实货币,0.0971
84,2017-07-01,519153,新华纯债添利C,0.0847
84,2017-07-01,050111,博时信用债券C,0.1882
84,2017-07-01,050002,博时沪深300指数,0.2259
84,2017-07-01,040018,华安香港精选,0.144
84,2017-07-01,050025,博时标普500ETF联接,0.0649
84,2017-07-01,160121,南方金砖四国,0.0833
84,2017-07-01,160416,华安标普全球石油,0.1119
85,2017-07-01,070008,嘉实货币,0.1391
85,2017-07-01,519153,新华纯债添利C,0.1596
85,2017-07-01,050111,博时信用债券C,0.1672
85,2017-07-01,050002,博时沪深300指数,0.267
85,2017-07-01,050025,博时标普500ETF联接,0.093
85,2017-07-01,160121,南方金砖四国,0.1741
86,2017-07-01,070008,嘉实货币,0.0971
86,2017-07-01,519153,新华纯债添利C,0.0847
86,2017-07-01,050111,博时信用债券C,0.1882
86,2017-07-01,050002,博时沪深300指数,0.2259
86,2017-07-01,040018,华安香港精选,0.144
86,2017-07-01,050025,博时标普500ETF联接,0.0649
86,2017-07-01,160121,南方金砖四国,0.0833
86,2017-07-01,160416,华安标普全球石油,0.1119
87,2017-07-01,070008,嘉实货币,0.1391
87,2017-07-01,519153,新华纯债添利C,0.1596
87,2017-07-01,050111,博时信用债券C,0.1672
87,2017-07-01,050002,博时沪深300指数,0.267
87,2017-07-01,050025,博时标普500ETF联接,0.093
87,2017-07-01,160121,南方金砖四国,0.1741
88,2017-07-01,070008,嘉实货币,0.0971
88,2017-07-01,519153,新华纯债添利C,0.0847
88,2017-07-01,050111,博时信用债券C,0.1882
88,2017-07-01,050002,博时沪深300指数,0.2259
88,2017-07-01,040018,华安香港精选,0.144
88,2017-07-01,050025,博时标普500ETF联接,0.0649
88,2017-07-01,160121,南方金砖四国,0.0833
88,2017-07-01,160416,华安标普全球石油,0.1119
89,2017-07-01,070008,嘉实货币,0.0971
89,2017-07-01,519153,新华纯债添利C,0.0847
89,2017-07-01,050111,博时信用债券C,0.1882
89,2017-07-01,050002,博时沪深300指数,0.2259
89,2017-07-01,040018,华安香港精选,0.144
89,2017-07-01,050025,博时标普500ETF联接,0.0649
89,2017-07-01,160121,南方金砖四国,0.0833
89,2017-07-01,160416,华安标普全球石油,0.1119
90,2017-07-01,070008,嘉实货币,0.0971
90,2017-07-01,519153,新华纯债添利C,0.0847
90,2017-07-01,050111,博时信用债券C,0.1882
90,2017-07-01,050002,博时沪深300指数,0.2259
90,2017-07-01,040018,华安香港精选,0.144
90,2017-07-01,050025,博时标普500ETF联接,0.0649
90,2017-07-01,160121,南方金砖四国,0.0833
90,2017-07-01,160416,华安标普全球石油,0.1119
91,2017-07-01,070008,嘉实货币,0.1412
91,2017-07-01,519153,新华纯债添利C,0.1629
91,2017-07-01,050111,博时信用债券C,0.1602
91,2017-07-01,050002,博时沪深300指数,0.2754
91,2017-07-01,050025,博时标普500ETF联接,0.093
91,2017-07-01,160121,南方金砖四国,0.1673
92,2017-07-01,070008,嘉实货币,0.1412
92,2017-07-01,519153,新华纯债添利C,0.1629
92,2017-07-01,050111,博时信用债券C,0.1602
92,2017-07-01,050002,博时沪深300指数,0.2754
92,2017-07-01,050025,博时标普500ETF联接,0.093
92,2017-07-01,160121,南方金砖四国,0.1673
93,2017-07-01,070008,嘉实货币,0.0971
93,2017-07-01,519153,新华纯债添利C,0.0847
93,2017-07-01,050111,博时信用债券C,0.1882
93,2017-07-01,050002,博时沪深300指数,0.2259
93,2017-07-01,040018,华安香港精选,0.144
93,2017-07-01,050025,博时标普500ETF联接,0.0649
93,2017-07-01,160121,南方金砖四国,0.0833
93,2017-07-01,160416,华安标普全球石油,0.1119
93,2017-11-24,070008,嘉实货币,0.0971
93,2017-11-24,519153,新华纯债添利C,0.186242857
93,2017-11-24,050111,博时信用债券C,0.134428571
93,2017-11-24,050002,博时沪深300指数,0.184357143
93,2017-11-24,040018,华安香港精选,0.139057143
93,2017-11-24,050025,博时标普500ETF联接,0.062357143
93,2017-11-24,160121,南方金砖四国,0.0951
93,2017-11-24,160416,华安标普全球石油,0.101357143
94,2017-07-01,070008,嘉实货币,0.1041
94,2017-07-01,519153,新华纯债添利C,0.0331
94,2017-07-01,050111,博时信用债券C,0.1766
94,2017-07-01,050002,博时沪深300指数,0.25
94,2017-07-01,040018,华安香港精选,0.1106
94,2017-07-01,050025,博时标普500ETF联接,0.0736
94,2017-07-01,160121,南方金砖四国,0.054
94,2017-07-01,160416,华安标普全球石油,0.198
94,2017-11-24,070008,嘉实货币,0.1041
94,2017-11-24,519153,新华纯债添利C,0.156561538
94,2017-11-24,050111,博时信用债券C,0.1766
94,2017-11-24,050002,博时沪深300指数,0.122230769
94,2017-11-24,040018,华安香港精选,0.210138462
94,2017-11-24,050025,博时标普500ETF联接,0.055446154
94,2017-11-24,160121,南方金砖四国,0.071538462
94,2017-11-24,160416,华安标普全球石油,0.103384615
95,2017-07-01,070008,嘉实货币,0.0971
95,2017-07-01,519153,新华纯债添利C,0.0847
95,2017-07-01,050111,博时信用债券C,0.1882
95,2017-07-01,050002,博时沪深300指数,0.2259
95,2017-07-01,040018,华安香港精选,0.144
95,2017-07-01,050025,博时标普500ETF联接,0.0649
95,2017-07-01,160121,南方金砖四国,0.0833
95,2017-07-01,160416,华安标普全球石油,0.1119
96,2017-07-01,070008,嘉实货币,1
97,2017-07-01,070008,嘉实货币,0.141
97,2017-07-01,519153,新华纯债添利C,0.1659
97,2017-07-01,050111,博时信用债券C,0.1581
97,2017-07-01,050002,博时沪深300指数,0.2838
97,2017-07-01,050025,博时标普500ETF联接,0.093
97,2017-07-01,160121,南方金砖四国,0.1582
97,2017-11-24,070008,嘉实货币,0.141090909
97,2017-11-24,519153,新华纯债添利C,0.405990909
97,2017-11-24,050111,博时信用债券C,0.092009091
97,2017-11-24,050002,博时沪深300指数,0.117345455
97,2017-11-24,040018,华安香港精选,0.054545455
97,2017-11-24,050025,博时标普500ETF联接,0.058727273
97,2017-11-24,160121,南方金砖四国,0.130290909
98,2017-07-01,070008,嘉实货币,0.0971
98,2017-07-01,519153,新华纯债添利C,0.0847
98,2017-07-01,050111,博时信用债券C,0.1882
98,2017-07-01,050002,博时沪深300指数,0.2259
98,2017-07-01,040018,华安香港精选,0.144
98,2017-07-01,050025,博时标普500ETF联接,0.0649
98,2017-07-01,160121,南方金砖四国,0.0833
98,2017-07-01,160416,华安标普全球石油,0.1119
98,2017-11-24,070008,嘉实货币,0.0971
98,2017-11-24,519153,新华纯债添利C,0.407790909
98,2017-11-24,050111,博时信用债券C,0.017109091
98,2017-11-24,050002,博时沪深300指数,0.093718182
98,2017-11-24,040018,华安香港精选,0.128272727
98,2017-11-24,050025,博时标普500ETF联接,0.056809091
98,2017-11-24,160121,南方金砖四国,0.120845455
98,2017-11-24,160416,华安标普全球石油,0.078354545
99,2017-07-01,070008,嘉实货币,0.0971
99,2017-07-01,519153,新华纯债添利C,0.0847
99,2017-07-01,050111,博时信用债券C,0.1882
99,2017-07-01,050002,博时沪深300指数,0.2259
99,2017-07-01,040018,华安香港精选,0.144
99,2017-07-01,050025,博时标普500ETF联接,0.0649
99,2017-07-01,160121,南方金砖四国,0.0833
99,2017-07-01,160416,华安标普全球石油,0.1119
100,2017-07-01,070008,嘉实货币,0.141
100,2017-07-01,519153,新华纯债添利C,0.1659
100,2017-07-01,050111,博时信用债券C,0.1581
100,2017-07-01,050002,博时沪深300指数,0.2838
100,2017-07-01,050025,博时标普500ETF联接,0.093
100,2017-07-01,160121,南方金砖四国,0.1582
101,2017-11-24,070008,嘉实货币,1
102,2017-11-24,070008,嘉实货币,1
103,2017-11-24,070008,嘉实货币,0.1371
103,2017-11-24,519153,新华纯债添利C,0.404
103,2017-11-24,050111,博时信用债券C,0.1042
103,2017-11-24,050002,博时沪深300指数,0.0951
103,2017-11-24,040018,华安香港精选,0.06
103,2017-11-24,050025,博时标普500ETF联接,0.0553
103,2017-11-24,160121,南方金砖四国,0.1443
104,2017-11-24,070008,嘉实货币,0.0971
104,2017-11-24,519153,新华纯债添利C,0.4401
104,2017-11-24,050002,博时沪深300指数,0.0805
104,2017-11-24,040018,华安香港精选,0.1267
104,2017-11-24,050025,博时标普500ETF联接,0.056
104,2017-11-24,160121,南方金砖四国,0.1246
104,2017-11-24,160416,华安标普全球石油,0.075
105,2017-11-24,070008,嘉实货币,0.1371
105,2017-11-24,519153,新华纯债添利C,0.4122
105,2017-11-24,050111,博时信用债券C,0.1016
105,2017-11-24,050002,博时沪深300指数,0.0979
105,2017-11-24,040018,华安香港精选,0.06
105,2017-11-24,050025,博时标普500ETF联接,0.0553
105,2017-11-24,160121,南方金砖四国,0.1359
106,2017-11-24,070008,嘉实货币,0.1371
106,2017-11-24,519153,新华纯债添利C,0.4122
106,2017-11-24,050111,博时信用债券C,0.1016
106,2017-11-24,050002,博时沪深300指数,0.0979
106,2017-11-24,040018,华安香港精选,0.06
106,2017-11-24,050025,博时标普500ETF联接,0.0553
106,2017-11-24,160121,南方金砖四国,0.1359
107,2017-11-24,070008,嘉实货币,0.137
107,2017-11-24,519153,新华纯债添利C,0.4205
107,2017-11-24,050111,博时信用债券C,0.099
107,2017-11-24,050002,博时沪深300指数,0.1007
107,2017-11-24,040018,华安香港精选,0.06
107,2017-11-24,050025,博时标普500ETF联接,0.0553
107,2017-11-24,160121,南方金砖四国,0.1275
108,2017-11-24,070008,嘉实货币,1
109,2017-11-24,070008,嘉实货币,0.137
109,2017-11-24,519153,新华纯债添利C,0.4205
109,2017-11-24,050111,博时信用债券C,0.099
109,2017-11-24,050002,博时沪深300指数,0.1007
109,2017-11-24,040018,华安香港精选,0.06
109,2017-11-24,050025,博时标普500ETF联接,0.0553
109,2017-11-24,160121,南方金砖四国,0.1275
110,2017-11-24,070008,嘉实货币,0.137
110,2017-11-24,519153,新华纯债添利C,0.4205
110,2017-11-24,050111,博时信用债券C,0.099
110,2017-11-24,050002,博时沪深300指数,0.1007
110,2017-11-24,040018,华安香港精选,0.06
110,2017-11-24,050025,博时标普500ETF联接,0.0553
110,2017-11-24,160121,南方金砖四国,0.1275
111,2017-11-24,070008,嘉实货币,0.0971
111,2017-11-24,519153,新华纯债添利C,0.4401
111,2017-11-24,050002,博时沪深300指数,0.0805
111,2017-11-24,040018,华安香港精选,0.1267
111,2017-11-24,050025,博时标普500ETF联接,0.056
111,2017-11-24,160121,南方金砖四国,0.1246
111,2017-11-24,160416,华安标普全球石油,0.075
112,2017-11-24,070008,嘉实货币,0.1041
112,2017-11-24,519153,新华纯债添利C,0.1936
112,2017-11-24,050111,博时信用债券C,0.1766
112,2017-11-24,050002,博时沪深300指数,0.0839
112,2017-11-24,040018,华安香港精选,0.24
112,2017-11-24,050025,博时标普500ETF联接,0.05
112,2017-11-24,160121,南方金砖四国,0.0768
112,2017-11-24,160416,华安标普全球石油,0.075
113,2017-11-24,070008,嘉实货币,0.1371
113,2017-11-24,519153,新华纯债添利C,0.404
113,2017-11-24,050111,博时信用债券C,0.1042
113,2017-11-24,050002,博时沪深300指数,0.0951
113,2017-11-24,040018,华安香港精选,0.06
113,2017-11-24,050025,博时标普500ETF联接,0.0553
113,2017-11-24,160121,南方金砖四国,0.1443
114,2017-11-24,070008,嘉实货币,0.0971
114,2017-11-24,519153,新华纯债添利C,0.4401
114,2017-11-24,050002,博时沪深300指数,0.0805
114,2017-11-24,040018,华安香港精选,0.1267
114,2017-11-24,050025,博时标普500ETF联接,0.056
114,2017-11-24,160121,南方金砖四国,0.1246
114,2017-11-24,160416,华安标普全球石油,0.075
115,2017-11-24,070008,嘉实货币,0.1371
115,2017-11-24,519153,新华纯债添利C,0.4122
115,2017-11-24,050111,博时信用债券C,0.1016
115,2017-11-24,050002,博时沪深300指数,0.0979
115,2017-11-24,040018,华安香港精选,0.06
115,2017-11-24,050025,博时标普500ETF联接,0.0553
115,2017-11-24,160121,南方金砖四国,0.1359
116,2017-11-24,070008,嘉实货币,0.0971
116,2017-11-24,519153,新华纯债添利C,0.4401
116,2017-11-24,050002,博时沪深300指数,0.0805
116,2017-11-24,040018,华安香港精选,0.1267
116,2017-11-24,050025,博时标普500ETF联接,0.056
116,2017-11-24,160121,南方金砖四国,0.1246
116,2017-11-24,160416,华安标普全球石油,0.075
117,2017-11-24,070008,嘉实货币,0.0971
117,2017-11-24,519153,新华纯债添利C,0.4401
117,2017-11-24,050002,博时沪深300指数,0.0805
117,2017-11-24,040018,华安香港精选,0.1267
117,2017-11-24,050025,博时标普500ETF联接,0.056
117,2017-11-24,160121,南方金砖四国,0.1246
117,2017-11-24,160416,华安标普全球石油,0.075
118,2017-11-24,070008,嘉实货币,0.137
118,2017-11-24,519153,新华纯债添利C,0.4205
118,2017-11-24,050111,博时信用债券C,0.099
118,2017-11-24,050002,博时沪深300指数,0.1007
118,2017-11-24,040018,华安香港精选,0.06
118,2017-11-24,050025,博时标普500ETF联接,0.0553
118,2017-11-24,160121,南方金砖四国,0.1275
119,2017-11-24,070008,嘉实货币,0.0721
119,2017-11-24,519153,新华纯债添利C,0.1936
119,2017-11-24,050111,博时信用债券C,0.2086
119,2017-11-24,050002,博时沪深300指数,0.0839
119,2017-11-24,040018,华安香港精选,0.24
119,2017-11-24,050025,博时标普500ETF联接,0.05
119,2017-11-24,160121,南方金砖四国,0.0768
119,2017-11-24,160416,华安标普全球石油,0.075
120,2017-11-24,070008,嘉实货币,0.137
120,2017-11-24,519153,新华纯债添利C,0.4205
120,2017-11-24,050111,博时信用债券C,0.099
120,2017-11-24,050002,博时沪深300指数,0.1007
120,2017-11-24,040018,华安香港精选,0.06
120,2017-11-24,050025,博时标普500ETF联接,0.0553
120,2017-11-24,160121,南方金砖四国,0.1275
121,2017-11-24,070008,嘉实货币,0.1041
121,2017-11-24,519153,新华纯债添利C,0.1936
121,2017-11-24,050111,博时信用债券C,0.1766
121,2017-11-24,050002,博时沪深300指数,0.0839
121,2017-11-24,040018,华安香港精选,0.24
121,2017-11-24,050025,博时标普500ETF联接,0.05
121,2017-11-24,160121,南方金砖四国,0.0768
121,2017-11-24,160416,华安标普全球石油,0.075
122,2017-11-24,070008,嘉实货币,0.1041
122,2017-11-24,519153,新华纯债添利C,0.1936
122,2017-11-24,050111,博时信用债券C,0.1766
122,2017-11-24,050002,博时沪深300指数,0.0839
122,2017-11-24,040018,华安香港精选,0.24
122,2017-11-24,050025,博时标普500ETF联接,0.05
122,2017-11-24,160121,南方金砖四国,0.0768
122,2017-11-24,160416,华安标普全球石油,0.075
123,2017-11-24,070008,嘉实货币,0.0971
123,2017-11-24,519153,新华纯债添利C,0.4401
123,2017-11-24,050002,博时沪深300指数,0.0805
123,2017-11-24,040018,华安香港精选,0.1267
123,2017-11-24,050025,博时标普500ETF联接,0.056
123,2017-11-24,160121,南方金砖四国,0.1246
123,2017-11-24,160416,华安标普全球石油,0.075
124,2017-11-24,070008,嘉实货币,0.0881
124,2017-11-24,519153,新华纯债添利C,0.1936
124,2017-11-24,050111,博时信用债券C,0.1926
124,2017-11-24,050002,博时沪深300指数,0.0839
124,2017-11-24,040018,华安香港精选,0.24
124,2017-11-24,050025,博时标普500ETF联接,0.05
124,2017-11-24,160121,南方金砖四国,0.0768
124,2017-11-24,160416,华安标普全球石油,0.075
125,2017-11-24,070008,嘉实货币,0.1371
125,2017-11-24,519153,新华纯债添利C,0.4122
125,2017-11-24,050111,博时信用债券C,0.1016
125,2017-11-24,050002,博时沪深300指数,0.0979
125,2017-11-24,040018,华安香港精选,0.06
125,2017-11-24,050025,博时标普500ETF联接,0.0553
125,2017-11-24,160121,南方金砖四国,0.1359
126,2017-11-24,070008,嘉实货币,0.1371
126,2017-11-24,519153,新华纯债添利C,0.4122
126,2017-11-24,050111,博时信用债券C,0.1016
126,2017-11-24,050002,博时沪深300指数,0.0979
126,2017-11-24,040018,华安香港精选,0.06
126,2017-11-24,050025,博时标普500ETF联接,0.0553
126,2017-11-24,160121,南方金砖四国,0.1359
127,2017-11-24,070008,嘉实货币,0.0881
127,2017-11-24,519153,新华纯债添利C,0.1936
127,2017-11-24,050111,博时信用债券C,0.1926
127,2017-11-24,050002,博时沪深300指数,0.0839
127,2017-11-24,040018,华安香港精选,0.24
127,2017-11-24,050025,博时标普500ETF联接,0.05
127,2017-11-24,160121,南方金砖四国,0.0768
127,2017-11-24,160416,华安标普全球石油,0.075
128,2017-11-24,070008,嘉实货币,0.1391
128,2017-11-24,519153,新华纯债添利C,0.4253
128,2017-11-24,050111,博时信用债券C,0.0921
128,2017-11-24,050002,博时沪深300指数,0.1007
128,2017-11-24,040018,华安香港精选,0.06
128,2017-11-24,050025,博时标普500ETF联接,0.0553
128,2017-11-24,160121,南方金砖四国,0.1275
129,2017-11-24,070008,嘉实货币,0.0881
129,2017-11-24,519153,新华纯债添利C,0.1936
129,2017-11-24,050111,博时信用债券C,0.1926
129,2017-11-24,050002,博时沪深300指数,0.0839
129,2017-11-24,040018,华安香港精选,0.24
129,2017-11-24,050025,博时标普500ETF联接,0.05
129,2017-11-24,160121,南方金砖四国,0.0768
129,2017-11-24,160416,华安标普全球石油,0.075
130,2017-11-24,070008,嘉实货币,0.2993
130,2017-11-24,519153,新华纯债添利C,0.5687
130,2017-11-24,050111,博时信用债券C,0.082
130,2017-11-24,050025,博时标普500ETF联接,0.05
131,2017-11-24,070008,嘉实货币,0.1201
131,2017-11-24,519153,新华纯债添利C,0.1936
131,2017-11-24,050111,博时信用债券C,0.1606
131,2017-11-24,050002,博时沪深300指数,0.0839
131,2017-11-24,040018,华安香港精选,0.24
131,2017-11-24,050025,博时标普500ETF联接,0.05
131,2017-11-24,160121,南方金砖四国,0.0768
131,2017-11-24,160416,华安标普全球石油,0.075
132,2017-11-24,070008,嘉实货币,0.1201
132,2017-11-24,519153,新华纯债添利C,0.1936
132,2017-11-24,050111,博时信用债券C,0.1606
132,2017-11-24,050002,博时沪深300指数,0.0839
132,2017-11-24,040018,华安香港精选,0.24
132,2017-11-24,050025,博时标普500ETF联接,0.05
132,2017-11-24,160121,南方金砖四国,0.0768
132,2017-11-24,160416,华安标普全球石油,0.075
133,2017-11-24,070008,嘉实货币,0.1391
133,2017-11-24,519153,新华纯债添利C,0.4087
133,2017-11-24,050111,博时信用债券C,0.0975
133,2017-11-24,050002,博时沪深300指数,0.0951
133,2017-11-24,040018,华安香港精选,0.06
133,2017-11-24,050025,博时标普500ETF联接,0.0553
133,2017-11-24,160121,南方金砖四国,0.1443
134,2017-11-24,070008,嘉实货币,0.1041
134,2017-11-24,519153,新华纯债添利C,0.1936
134,2017-11-24,050111,博时信用债券C,0.1766
134,2017-11-24,050002,博时沪深300指数,0.0839
134,2017-11-24,040018,华安香港精选,0.24
134,2017-11-24,050025,博时标普500ETF联接,0.05
134,2017-11-24,160121,南方金砖四国,0.0768
134,2017-11-24,160416,华安标普全球石油,0.075
135,2017-11-24,070008,嘉实货币,0.1391
135,2017-11-24,519153,新华纯债添利C,0.4169
135,2017-11-24,050111,博时信用债券C,0.0949
135,2017-11-24,050002,博时沪深300指数,0.0979
135,2017-11-24,040018,华安香港精选,0.06
135,2017-11-24,050025,博时标普500ETF联接,0.0553
135,2017-11-24,160121,南方金砖四国,0.1359
136,2017-11-24,070008,嘉实货币,0.2965
136,2017-11-24,519153,新华纯债添利C,0.5717
136,2017-11-24,050111,博时信用债券C,0.0818
136,2017-11-24,050025,博时标普500ETF联接,0.05
137,2017-11-24,070008,嘉实货币,0.1391
137,2017-11-24,519153,新华纯债添利C,0.4253
137,2017-11-24,050111,博时信用债券C,0.0921
137,2017-11-24,050002,博时沪深300指数,0.1007
137,2017-11-24,040018,华安香港精选,0.06
137,2017-11-24,050025,博时标普500ETF联接,0.0553
137,2017-11-24,160121,南方金砖四国,0.1275
138,2017-11-24,070008,嘉实货币,1
139,2017-11-24,070008,嘉实货币,0.0971
139,2017-11-24,519153,新华纯债添利C,0.4401
139,2017-11-24,050002,博时沪深300指数,0.0805
139,2017-11-24,040018,华安香港精选,0.1267
139,2017-11-24,050025,博时标普500ETF联接,0.056
139,2017-11-24,160121,南方金砖四国,0.1246
139,2017-11-24,160416,华安标普全球石油,0.075
140,2017-11-24,070008,嘉实货币,0.2993
140,2017-11-24,519153,新华纯债添利C,0.5687
140,2017-11-24,050111,博时信用债券C,0.082
140,2017-11-24,050025,博时标普500ETF联接,0.05
141,2017-11-24,070008,嘉实货币,0.0971
141,2017-11-24,519153,新华纯债添利C,0.4401
141,2017-11-24,050002,博时沪深300指数,0.0805
141,2017-11-24,040018,华安香港精选,0.1267
141,2017-11-24,050025,博时标普500ETF联接,0.056
141,2017-11-24,160121,南方金砖四国,0.1246
141,2017-11-24,160416,华安标普全球石油,0.075
142,2017-11-24,070008,嘉实货币,0.0971
142,2017-11-24,519153,新华纯债添利C,0.4401
142,2017-11-24,050002,博时沪深300指数,0.0805
142,2017-11-24,040018,华安香港精选,0.1267
142,2017-11-24,050025,博时标普500ETF联接,0.056
142,2017-11-24,160121,南方金砖四国,0.1246
142,2017-11-24,160416,华安标普全球石油,0.075
143,2017-11-24,070008,嘉实货币,0.1391
143,2017-11-24,519153,新华纯债添利C,0.4087
143,2017-11-24,050111,博时信用债券C,0.0975
143,2017-11-24,050002,博时沪深300指数,0.0951
143,2017-11-24,040018,华安香港精选,0.06
143,2017-11-24,050025,博时标普500ETF联接,0.0553
143,2017-11-24,160121,南方金砖四国,0.1443
144,2017-11-24,070008,嘉实货币,0.0971
144,2017-11-24,519153,新华纯债添利C,0.4401
144,2017-11-24,050002,博时沪深300指数,0.0805
144,2017-11-24,040018,华安香港精选,0.1267
144,2017-11-24,050025,博时标普500ETF联接,0.056
144,2017-11-24,160121,南方金砖四国,0.1246
144,2017-11-24,160416,华安标普全球石油,0.075
145,2017-11-24,070008,嘉实货币,0.141
145,2017-11-24,519153,新华纯债添利C,0.4216
145,2017-11-24,050111,博时信用债券C,0.0883
145,2017-11-24,050002,博时沪深300指数,0.0979
145,2017-11-24,040018,华安香港精选,0.06
145,2017-11-24,050025,博时标普500ETF联接,0.0553
145,2017-11-24,160121,南方金砖四国,0.1359
146,2017-11-24,070008,嘉实货币,0.141
146,2017-11-24,519153,新华纯债添利C,0.4216
146,2017-11-24,050111,博时信用债券C,0.0883
146,2017-11-24,050002,博时沪深300指数,0.0979
146,2017-11-24,040018,华安香港精选,0.06
146,2017-11-24,050025,博时标普500ETF联接,0.0553
146,2017-11-24,160121,南方金砖四国,0.1359
147,2017-11-24,070008,嘉实货币,0.0971
147,2017-11-24,519153,新华纯债添利C,0.4401
147,2017-11-24,050002,博时沪深300指数,0.0805
147,2017-11-24,040018,华安香港精选,0.1267
147,2017-11-24,050025,博时标普500ETF联接,0.056
147,2017-11-24,160121,南方金砖四国,0.1246
147,2017-11-24,160416,华安标普全球石油,0.075
148,2017-11-24,070008,嘉实货币,1
149,2017-11-24,070008,嘉实货币,0.0971
149,2017-11-24,519153,新华纯债添利C,0.4401
149,2017-11-24,050002,博时沪深300指数,0.0805
149,2017-11-24,040018,华安香港精选,0.1267
149,2017-11-24,050025,博时标普500ETF联接,0.056
149,2017-11-24,160121,南方金砖四国,0.1246
149,2017-11-24,160416,华安标普全球石油,0.075
150,2017-11-24,070008,嘉实货币,0.1411
150,2017-11-24,519153,新华纯债添利C,0.43
150,2017-11-24,050111,博时信用债券C,0.0854
150,2017-11-24,050002,博时沪深300指数,0.1007
150,2017-11-24,040018,华安香港精选,0.06
150,2017-11-24,050025,博时标普500ETF联接,0.0553
150,2017-11-24,160121,南方金砖四国,0.1275
