data_dt,entrydate(min),entrytime,icode,indexcap_id,mcap,tcap,tdate
20050711,20050711 00:00,21:00:15,399004,11078,15974103.14,42839299.89,20050711
20050718,20050718 00:00,21:00:31,399004,11118,16060156.69,43060535.79,20050718
20050708,20050708 00:00,21:00:26,399004,11070,16072299.34,43159100.74,20050708
20050719,20050719 00:00,21:00:28,399004,11126,16125641.01,43166002.51,20050719
20050715,20050715 00:00,21:00:30,399004,11110,16251695.73,43542500.63,20050715
20050603,20050603 00:00,21:00:19,399004,10862,16251744.18,43455041.45,20050603
20050602,20050602 00:00,21:00:34,399004,10854,16287673.8,43670622.71,20050602
20050720,20050720 00:00,21:00:15,399004,11134,16288004.59,43628783.27,20050720
20050721,20050721 00:00,21:00:15,399004,11142,16288444.81,43662192.56,20050721
20050706,20050706 00:00,21:00:36,399004,11054,16349358.81,43827038.8,20050706
20050713,20050713 00:00,21:00:38,399004,11094,16397540.82,43933269.06,20050713
20050707,20050707 00:00,21:00:25,399004,11062,16400813.01,44009030.57,20050707
20050714,20050714 00:00,21:00:31,399004,11102,16442750.18,44069318.37,20050714
20050705,20050705 00:00,21:00:32,399004,11046,16477104.96,44161382.4,20050705
20050712,20050712 00:00,21:00:29,399004,11086,16487017.17,44127870.34,20050712
20050725,20050725 00:00,21:00:44,399004,11158,16516850.24,44201244.59,20050725
20050722,20050722 00:00,21:00:25,399004,11150,16592239.99,44458836.68,20050722
20050704,20050704 00:00,21:00:30,399004,11038,16619099.38,44592405.27,20050704
20050701,20050701 00:00,21:00:22,399004,11030,16639304.31,44658777.42,20050701
20050601,20050601 00:00,21:00:23,399004,10846,16700887.14,44623519.17,20050601
20050607,20050607 00:00,21:00:17,399004,10878,16733358.16,44636205.68,20050607
20050606,20050606 00:00,21:00:23,399004,10870,16769526.95,44792483.17,20050606
20050726,20050726 00:00,21:00:27,399004,11166,16922955.16,45268649.25,20050726
20051205,20051205 00:00,21:00:13,399004,11882,17009122.32,42930370,20051205
20051115,20051115 00:00,21:00:11,399004,11770,17020911.28,45086409.8,20051115
20050630,20050630 00:00,21:00:14,399004,11022,17030176.78,45695723.86,20050630
20050527,20050527 00:00,21:00:28,399004,10822,17080667.16,45510121.19,20050527
20050615,20050615 00:00,21:00:16,399004,10934,17093330.24,45668027.3,20050615
20051206,20051206 00:00,21:00:14,399004,11890,17115087.43,43241675.36,20051206
20041015,20041015 00:00,15:52:51,399004,6903,17116211.11,45173634.06,20030102
20041015,20041015 00:00,15:52:59,399004,6909,17122809.68,45175992.91,20030103
20050530,20050530 00:00,21:00:26,399004,10830,17144314.87,45755219.21,20050530
20051116,20051116 00:00,21:00:15,399004,11778,17146737.76,45352137.84,20051116
20051114,20051114 00:00,21:00:08,399004,11762,17153501.94,45331667.4,20051114
20051129,20051129 00:00,21:00:13,399004,11850,17155154.95,43577962.12,20051129
20050531,20050531 00:00,21:00:23,399004,10838,17158853.35,45808838.89,20050531
20051117,20051117 00:00,21:00:13,399004,11786,17164181.59,45431682.81,20051117
20051110,20051110 00:00,21:00:20,399004,11746,17176424.85,45323996.98,20051110
20051122,20051122 00:00,21:00:13,399004,11810,17187799.56,43795611.94,20051122
20051130,20051130 00:00,21:00:14,399004,11858,17189430.24,43665984.14,20051130
20051111,20051111 00:00,21:00:16,399004,11754,17211388.57,45492295.53,20051111
20051202,20051202 00:00,21:00:16,399004,11874,17215419.39,43512145.52,20051202
20050729,20050729 00:00,21:00:44,399004,11190,17227965.69,46073196.7,20050729
20050617,20050617 00:00,21:00:23,399004,10950,17228706.66,46095804.89,20050617
20051028,20051028 00:00,21:00:13,399004,11674,17249953.52,45808396.7,20051028
20051201,20051201 00:00,21:00:15,399004,11866,17258769.76,43766172.59,20051201
20051207,20051207 00:00,21:00:20,399004,11898,17266991.5,43653295.43,20051207
20050801,20050801 00:00,21:02:37,399004,11198,17268462.05,46231187.32,20050801
20050728,20050728 00:00,21:00:17,399004,11182,17282282.13,46243790.77,20050728
20050616,20050616 00:00,21:00:21,399004,10942,17285041.7,46153188.55,20050616
20050526,20050526 00:00,21:00:52,399004,10814,17288207.27,45993307.85,20050526
20051123,20051123 00:00,21:00:22,399004,11818,17297023.37,44037647.91,20051123
20051128,20051128 00:00,21:00:15,399004,11842,17304995.38,43930051.62,20051128
20050516,20050516 00:00,21:00:47,399004,10750,17320267.37,44775568.67,20050516
20050727,20050727 00:00,21:00:27,399004,11174,17326670.86,46376117.78,20050727
20041015,20041015 00:00,15:53:19,399004,6921,17338001.58,45734689.83,20030107
20051124,20051124 00:00,21:00:15,399004,11826,17348737.15,44165688.43,20051124
20051208,20051208 00:00,21:00:14,399004,11906,17349731.1,43883015.84,20051208
20041015,20041015 00:00,15:53:07,399004,6915,17367835.09,45795185.85,20030106
20050523,20050523 00:00,21:00:41,399004,10790,17368292.38,46143414.39,20050523
20050520,20050520 00:00,21:00:26,399004,10782,17373126.17,44710777.26,20050520
20051101,20051101 00:00,21:00:17,399004,11690,17394579.21,46194180.56,20051101
20051125,20051125 00:00,21:00:12,399004,11834,17396172.61,44251427.79,20051125
20050519,20050519 00:00,21:00:43,399004,10774,17412775.55,44800909.85,20050519
20050517,20050517 00:00,21:00:29,399004,10758,17436485.33,44998259.16,20050517
20051121,20051121 00:00,21:00:09,399004,11802,17445077.52,44448440.07,20051121
20051031,20051031 00:00,21:00:14,399004,11682,17445080.86,46218873.22,20051031
20051103,20051103 00:00,21:00:10,399004,11706,17450409.25,46323764.24,20051103
20050518,20050518 00:00,21:00:50,399004,10766,17451290.15,44959241.82,20050518
20051027,20051027 00:00,21:00:12,399004,11666,17479782.46,46695275.16,20051027
20050525,20050525 00:00,21:00:39,399004,10806,17502989.49,46590987,20050525
20051107,20051107 00:00,21:00:13,399004,11722,17512051.06,46234335.58,20051107
20050524,20050524 00:00,21:00:57,399004,10798,17515544.73,46550214.35,20050524
20051104,20051104 00:00,21:00:20,399004,11714,17529401.08,46489599.65,20051104
20050614,20050614 00:00,21:00:35,399004,10926,17532391.71,46829588.66,20050614
20051026,20051026 00:00,21:00:12,399004,11658,17539761.85,46733808.63,20051026
20051109,20051109 00:00,21:00:09,399004,11738,17540917.11,46285140.32,20051109
20050513,20050513 00:00,21:00:24,399004,10742,17546239.09,45378083.28,20050513
20050623,20050623 00:00,21:00:22,399004,10982,17547439.37,47077229.92,20050623
20050629,20050629 00:00,21:00:17,399004,11014,17548479.78,47099885.29,20050629
20051108,20051108 00:00,21:00:14,399004,11730,17555368.63,46361218.07,20051108
20051118,20051118 00:00,21:00:11,399004,11794,17557958.16,46207513.85,20051118
20050802,20050802 00:00,21:00:20,399004,11206,17570914.63,47031188.78,20050802
20041015,20041015 00:00,16:12:38,399004,8157,17571858.04,47630534.17,20031118
20051102,20051102 00:00,21:00:29,399004,11698,17577785.92,46707725,20051102
20050512,20050512 00:00,21:00:17,399004,10734,17582014.28,45377928.67,20050512
20050804,20050804 00:00,21:00:25,399004,11222,17606699.76,47110575.11,20050804
20050621,20050621 00:00,21:00:36,399004,10966,17611409.67,47217179.19,20050621
20050624,20050624 00:00,21:00:21,399004,10990,17620185.17,47321364.13,20050624
20051209,20051209 00:00,21:00:14,399004,11914,17631159.84,44510281.39,20051209
20050622,20050622 00:00,21:00:29,399004,10974,17711122.17,47487013.67,20050622
20050628,20050628 00:00,21:01:07,399004,11006,17714074.32,47540985.87,20050628
20051212,20051212 00:00,21:00:11,399004,11922,17735109.24,44638647.54,20051212
20041015,20041015 00:00,16:12:06,399004,8133,17749424.31,48112235.21,20031112
20050803,20050803 00:00,21:00:38,399004,11214,17753568.49,47473538.83,20050803
20050613,20050613 00:00,21:00:23,399004,10918,17758541.04,47429007.92,20050613
20050610,20050610 00:00,21:00:25,399004,10910,17795607.72,47446758.32,20050610
20050928,20050928 00:00,21:00:13,399004,11534,17797145.38,47609998.63,20050928
20051213,20051213 00:00,21:00:14,399004,11930,17798258.1,44845177,20051213
20041015,20041015 00:00,16:12:10,399004,8139,17798646.38,48268890.94,20031113
20041015,20041015 00:00,16:12:29,399004,8151,17806088.38,48313483.22,20031117
20050927,20050927 00:00,21:00:12,399004,11526,17806866.59,47634729.31,20050927
20041015,20041015 00:00,15:53:28,399004,6927,17832145.71,47002210.36,20030108
20050620,20050620 00:00,21:00:24,399004,10958,17832273.67,47793944.9,20050620
20041015,20041015 00:00,16:12:43,399004,8163,17847198.24,48291164.25,20031119
20051017,20051017 00:00,21:00:17,399004,11602,17887773.85,47582785.26,20051017
20050511,20050511 00:00,21:00:36,399004,10726,17889181.27,46255162.85,20050511
20051019,20051019 00:00,21:00:21,399004,11618,17899360.75,47632071.33,20051019
20050830,20050830 00:00,21:00:25,399004,11366,17912679.55,47876724.77,20050830
20051010,20051010 00:00,21:00:13,399004,11562,17916049.85,47959375.15,20051010
20051020,20051020 00:00,21:00:15,399004,11626,17925397.4,47677038.21,20051020
20041015,20041015 00:00,16:12:20,399004,8145,17927669.98,48621948.77,20031114
20051025,20051025 00:00,21:00:12,399004,11650,17929107.23,47779701.45,20051025
20041015,20041015 00:00,15:53:44,399004,6939,17943417.43,47275327.98,20030110
20051018,20051018 00:00,21:00:20,399004,11610,17954699.69,47813183.41,20051018
20041015,20041015 00:00,16:11:55,399004,8115,17955349.28,48706085.24,20031107
20050829,20050829 00:00,21:00:23,399004,11358,17960581.51,47977698.53,20050829
20051215,20051215 00:00,21:00:15,399004,11946,17960957.33,45198141.37,20051215
20050923,20050923 00:00,21:00:12,399004,11510,17996084.25,48127930.42,20050923
20051014,20051014 00:00,21:00:24,399004,11594,18013514.13,47952818.57,20051014
20050627,20050627 00:00,21:00:23,399004,10998,18013680.82,48324928.06,20050627
20041015,20041015 00:00,16:11:28,399004,8079,18019651.45,48510970.18,20031030
20050805,20050805 00:00,21:00:55,399004,11230,18024553.54,48263455.92,20050805
20051214,20051214 00:00,21:00:10,399004,11938,18030761.18,45283637.84,20051214
20041015,20041015 00:00,16:09:54,399004,7971,18031765.16,48111748.05,20030929
20050929,20050929 00:00,21:00:14,399004,11542,18038298.66,48281978.6,20050929
20041015,20041015 00:00,15:53:52,399004,6945,18040102.74,47546930.97,20030113
20041015,20041015 00:00,16:11:59,399004,8121,18047611.8,49011135.14,20031110
20041015,20041015 00:00,16:11:36,399004,8085,18057930.32,48623872.59,20031031
20050818,20050818 00:00,21:00:27,399004,11302,18063380.29,48208784.21,20050818
20041015,20041015 00:00,16:12:03,399004,8127,18068345.62,49037448.45,20031111
20050819,20050819 00:00,21:00:18,399004,11310,18073827.6,48290665.69,20050819
20050823,20050823 00:00,21:00:26,399004,11326,18097440.78,48351153.9,20050823
20051009,20051009 00:00,15:11:37,399004,11554,18097492.76,48463302.94,20050930
20050926,20050926 00:00,21:00:11,399004,11518,18097918.94,48374209.26,20050926
20051021,20051021 00:00,21:00:13,399004,11634,18102938.32,48104937.95,20051021
20051221,20051221 00:00,21:00:10,399004,11978,18112552.75,45257939.97,20051221
20050808,20050808 00:00,21:00:19,399004,11238,18118394.57,48595046.54,20050808
20051219,20051219 00:00,21:00:15,399004,11962,18129071.72,45464888.81,20051219
20051216,20051216 00:00,21:00:14,399004,11954,18134630.73,45495898.87,20051216
20050509,20050509 00:00,21:00:14,399004,10710,18140680.67,46855914.44,20050509
20050826,20050826 00:00,21:00:24,399004,11350,18147044.48,48514604.46,20050826
20050608,20050608 00:00,21:00:42,399004,10894,18151033.67,48407687.11,20050608
20041015,20041015 00:00,15:53:36,399004,6933,18157242.22,47819381.21,20030109
20050831,20050831 00:00,21:00:24,399004,11374,18167925.34,48514104.1,20050831
20050922,20050922 00:00,21:00:12,399004,11502,18173579.64,48580341.46,20050922
20050825,20050825 00:00,21:00:40,399004,11342,18181469.84,48593376.72,20050825
20050824,20050824 00:00,21:00:24,399004,11334,18183840.97,48568238.55,20050824
20051220,20051220 00:00,21:00:25,399004,11970,18185326.19,45577141.94,20051220
20051024,20051024 00:00,21:00:14,399004,11642,18208007.34,48390180.26,20051024
20041015,20041015 00:00,16:12:50,399004,8175,18208791.32,49042328.67,20031121
20050510,20050510 00:00,21:00:46,399004,10718,18216703.78,47016646.09,20050510
20051013,20051013 00:00,21:00:14,399004,11586,18220098.87,48577558.43,20051013
20041015,20041015 00:00,16:11:51,399004,8109,18223547.46,49550653.01,20031106
20050809,20050809 00:00,21:00:27,399004,11246,18226958.15,48940743.32,20050809
20051011,20051011 00:00,21:00:13,399004,11570,18229494.53,48686206.47,20051011
20041015,20041015 00:00,16:10:02,399004,7977,18231554.2,48645898.15,20030930
20041015,20041015 00:00,16:10:47,399004,8031,18233937.18,48627620.49,20031020
20041015,20041015 00:00,16:11:19,399004,8073,18238895.62,49026070.66,20031029
20050609,20050609 00:00,21:00:33,399004,10902,18249655.66,48673287.5,20050609
20050812,20050812 00:00,21:00:42,399004,11270,18256877.09,49007790.58,20050812
20051222,20051222 00:00,21:00:14,399004,11986,18265023.48,45603261.64,20051222
20050822,20050822 00:00,21:00:52,399004,11318,18282526.57,48822816.76,20050822
20050810,20050810 00:00,21:00:21,399004,11254,18285937.78,49075689.33,20050810
20041015,20041015 00:00,16:10:35,399004,8019,18303319.09,48798029.23,20031016
20041015,20041015 00:00,16:11:40,399004,8091,18303790.11,49394392.89,20031103
20041015,20041015 00:00,16:09:50,399004,7965,18304214.31,48879007.36,20030926
20041015,20041015 00:00,16:10:13,399004,7989,18305065.18,48885387.36,20031009
20041015,20041015 00:00,16:10:05,399004,7983,18324141.19,48925895.53,20031008
20041015,20041015 00:00,16:10:51,399004,8037,18324994.4,48877638.21,20031021
20051012,20051012 00:00,21:00:20,399004,11578,18334927.36,48904964.37,20051012
20041015,20041015 00:00,16:10:39,399004,8025,18337599.77,48925040.48,20031017
20041015,20041015 00:00,16:09:43,399004,7959,18380699.31,49088619.44,20030925
20051223,20051223 00:00,21:00:20,399004,11994,18398938.15,45932124.46,20051223
20041015,20041015 00:00,16:12:46,399004,8169,18402712.55,49673344.1,20031120
20041015,20041015 00:00,16:11:06,399004,8061,18414543.96,49319585.97,20031027
20041015,20041015 00:00,16:11:14,399004,8067,18418253.29,49396655.87,20031028
20050906,20050906 00:00,21:00:44,399004,11406,18465823.56,49289838.89,20050906
20041015,20041015 00:00,16:09:32,399004,7941,18469138.12,49314888.6,20030922
20050816,20050816 00:00,21:00:24,399004,11286,18503963.15,49628802.04,20050816
20050901,20050901 00:00,21:00:20,399004,11382,18525509.18,49424238.94,20050901
20041015,20041015 00:00,16:11:48,399004,8103,18534880.11,50189846.09,20031105
20041015,20041015 00:00,16:09:35,399004,7947,18565739.58,49570752.39,20030923
20041015,20041015 00:00,16:10:31,399004,8013,18573247.24,49494960.59,20031015
20041015,20041015 00:00,16:09:25,399004,7929,18585267.67,49633759.8,20030918
20051227,20051227 00:00,21:00:21,399004,12010,18587831.31,46192330.33,20051227
20041015,20041015 00:00,16:09:28,399004,7935,18593132.43,49605702.09,20030919
20041015,20041015 00:00,16:09:21,399004,7923,18600895.72,49703568.82,20030917
20041015,20041015 00:00,16:10:27,399004,8007,18604004.55,49610017.76,20031014
20041015,20041015 00:00,16:11:02,399004,8055,18604653.66,49724505.19,20031024
20050902,20050902 00:00,21:00:43,399004,11390,18610099.35,49664805.67,20050902
20050921,20050921 00:00,21:00:12,399004,11494,18610491.45,49747466.42,20050921
20041015,20041015 00:00,16:09:39,399004,7953,18616743.3,49671256.37,20030924
20051228,20051228 00:00,21:00:28,399004,12018,18624612.58,46325695.34,20051228
20050912,20050912 00:00,21:00:11,399004,11438,18650473.03,49941257.84,20050912
20051226,20051226 00:00,21:00:14,399004,12002,18660758.17,46380542.18,20051226
20050817,20050817 00:00,21:00:26,399004,11294,18660944.91,49952616.18,20050817
20050815,20050815 00:00,21:00:35,399004,11278,18661743.76,50069750.49,20050815
20050811,20050811 00:00,21:00:29,399004,11262,18665011.6,49981298.06,20050811
20041015,20041015 00:00,16:10:58,399004,8049,18674948.94,49835885.4,20031023
20050427,20050427 00:00,21:00:16,399004,10666,18680476.13,48205671.71,20050427
20041015,20041015 00:00,16:09:10,399004,7911,18693142.08,49875963.43,20030915
20041015,20041015 00:00,16:11:44,399004,8097,18693776.98,50541276.83,20031104
20050425,20050425 00:00,21:00:22,399004,10650,18703439.89,48302352.69,20050425
20041015,20041015 00:00,15:57:41,399004,7215,18705833.93,49731417.73,20030326
20050330,20050330 00:00,21:00:16,399004,10512,18719711.16,48661878.45,20050330
20050909,20050909 00:00,21:00:25,399004,11430,18724614.89,50001262.83,20050909
20050429,20050429 00:00,21:00:22,399004,10682,18725374.9,48325169.93,20050429
20050905,20050905 00:00,21:00:32,399004,11398,18732253.99,49912453.41,20050905
20041015,20041015 00:00,15:54:59,399004,6993,18752330.75,49440506.81,20030123
20041015,20041015 00:00,16:28:52,399004,9525,18752877.51,49065958.62,20040913
20041015,20041015 00:00,16:13:05,399004,8199,18757833.93,50226451.07,20031127
20041015,20041015 00:00,15:57:25,399004,7191,18758567.06,49880723.37,20030320
20041015,20041015 00:00,15:57:17,399004,7179,18779481.64,49912613.69,20030318
20041015,20041015 00:00,16:10:16,399004,7995,18791115.91,50180732.72,20031010
20041015,20041015 00:00,16:10:24,399004,8001,18793770.21,50107039.47,20031013
20041015,20041015 00:00,15:57:38,399004,7209,18816901.09,50062360.29,20030325
20041015,20041015 00:00,16:10:55,399004,8043,18820245.49,50232253.46,20031022
20041015,20041015 00:00,15:54:46,399004,6981,18821800.05,49578580.01,20030121
20041015,20041015 00:00,16:12:54,399004,8181,18822876.18,50624565.12,20031124
20050131,20050131 00:00,21:00:30,399004,10205,18835971.75,49094532.83,20050131
20050907,20050907 00:00,21:00:25,399004,11414,18839032.89,50240233.79,20050907
20041015,20041015 00:00,15:57:00,399004,7161,18851009.94,50025456.39,20030313
20050120,20050120 00:00,21:00:24,399004,10156,18852446.98,48976288.87,20050120
20041015,20041015 00:00,16:09:18,399004,7917,18854352.9,50332860.44,20030916
20050201,20050201 00:00,21:00:42,399004,10212,18859080.44,49159232.63,20050201
20050331,20050331 00:00,21:00:18,399004,10519,18863906.72,49045095.99,20050331
20041015,20041015 00:00,15:54:55,399004,6987,18876195.16,49766285.95,20030122
20050426,20050426 00:00,21:00:22,399004,10658,18878507.63,48670998.44,20050426
20050422,20050422 00:00,21:00:24,399004,10642,18878828.96,48852198.36,20050422
20041015,20041015 00:00,15:57:21,399004,7185,18881656.63,50222620.65,20030319
20041015,20041015 00:00,15:56:47,399004,7149,18883867.14,50051457.7,20030311
20041015,20041015 00:00,15:57:13,399004,7173,18899385.05,50281274.02,20030317
20051230,20051230 00:00,21:00:23,399004,12034,18900091.74,46339957.37,20051230
20041015,20041015 00:00,15:57:05,399004,7167,18900871.87,50155500.05,20030314
20041015,20041015 00:00,15:56:43,399004,7143,18906946.61,50140399.13,20030310
20050908,20050908 00:00,21:00:28,399004,11422,18908752.81,50462278.72,20050908
20041015,20041015 00:00,16:13:15,399004,8205,18909210.16,50668165.87,20031128
20041015,20041015 00:00,15:54:09,399004,6957,18925402.41,49761337.17,20030115
20050920,20050920 00:00,21:00:10,399004,11486,18931157.76,50661223.65,20050920
20041015,20041015 00:00,16:09:06,399004,7905,18937912.58,50431350.68,20030912
20041015,20041015 00:00,15:57:29,399004,7197,18948213.95,50330176.68,20030321
20041015,20041015 00:00,15:57:34,399004,7203,18992037.01,50420308.04,20030324
20041015,20041015 00:00,15:56:52,399004,7155,18994559.36,50335255.08,20030312
20050428,20050428 00:00,21:00:17,399004,10674,19018277.76,49121518.4,20050428
20041015,20041015 00:00,16:12:58,399004,8187,19023219.95,50835644.21,20031125
20041015,20041015 00:00,16:08:51,399004,7887,19024908.11,50631396.12,20030909
20041015,20041015 00:00,16:08:12,399004,7839,19050806.15,50633019.11,20030828
20050329,20050329 00:00,21:00:27,399004,10505,19065211.08,49595476.77,20050329
20050119,20050119 00:00,21:00:23,399004,10149,19073482.62,49577621.72,20050119
20050117,20050117 00:00,21:00:20,399004,10135,19076124.11,49560284.15,20050117
20041015,20041015 00:00,15:55:08,399004,6999,19079090.16,50326644.58,20030124
20041015,20041015 00:00,15:54:01,399004,6951,19079681.92,50226994.7,20030114
20050913,20050913 00:00,21:00:14,399004,11446,19079913.42,50956180.95,20050913
20050421,20050421 00:00,21:00:14,399004,10634,19081066.45,49287880.48,20050421
20041015,20041015 00:00,16:08:56,399004,7893,19092193.17,50792800.9,20030910
20051229,20051229 00:00,21:00:15,399004,12026,19097727.53,47072986.78,20051229
20041015,20041015 00:00,16:09:03,399004,7899,19122516.23,50881446.53,20030911
20041015,20041015 00:00,16:13:01,399004,8193,19127825.39,51166271.35,20031126
20041015,20041015 00:00,15:56:01,399004,7083,19138882.83,50571108.62,20030224
20041015,20041015 00:00,15:54:28,399004,6969,19139189.31,50336486.77,20030117
20041015,20041015 00:00,16:07:59,399004,7821,19140832.37,50852618.12,20030825
20050128,20050128 00:00,21:00:30,399004,10198,19141283.42,49828200.63,20050128
20041015,20041015 00:00,16:08:47,399004,7881,19142867.49,50904485.62,20030908
20041015,20041015 00:00,16:28:41,399004,9511,19144981.93,50130358.91,20040909
20041015,20041015 00:00,16:14:22,399004,8295,19151238.44,51737442.39,20031219
20041015,20041015 00:00,15:55:25,399004,7023,19153285.64,50598982.29,20030210
20041015,20041015 00:00,15:55:58,399004,7077,19158653.8,50583106.54,20030221
20050916,20050916 00:00,21:00:13,399004,11470,19169970.73,51193960.37,20050916
20041015,20041015 00:00,15:57:48,399004,7227,19182958.13,50947019.17,20030328
20050915,20050915 00:00,21:00:15,399004,11462,19184738.03,51320912.81,20050915
20050323,20050323 00:00,21:00:55,399004,10477,19188984.06,49761371.77,20050323
20041015,20041015 00:00,16:08:08,399004,7833,19191966.43,50985609.45,20030827
20050919,20050919 00:00,21:00:13,399004,11478,19199073.06,51301818.35,20050919
20041015,20041015 00:00,15:57:45,399004,7221,19199897.71,50918202.12,20030327
20041015,20041015 00:00,16:08:04,399004,7827,19204853.72,51016323.3,20030826
20041015,20041015 00:00,16:28:49,399004,9518,19205918.49,50261639.4,20040910
20050328,20050328 00:00,21:00:53,399004,10498,19212175.79,49895814.99,20050328
20041015,20041015 00:00,16:13:39,399004,8241,19213043.44,51454536.89,20031208
20050914,20050914 00:00,21:00:18,399004,11454,19224589.96,51348355.8,20050914
20050118,20050118 00:00,21:00:23,399004,10142,19228563.24,49959598.47,20050118
20041015,20041015 00:00,16:14:11,399004,8283,19229149.17,51572658.44,20031217
20050420,20050420 00:00,21:00:23,399004,10626,19246049.16,49747833.06,20050420
20041015,20041015 00:00,16:08:16,399004,7845,19254604.61,51209024.07,20030829
20041015,20041015 00:00,15:54:18,399004,6963,19254704.13,50625476.09,20030116
20041015,20041015 00:00,15:54:37,399004,6975,19256101.96,50670161.56,20030120
20041015,20041015 00:00,16:08:44,399004,7875,19261725.36,51219837.3,20030905
20050324,20050324 00:00,21:00:35,399004,10484,19264478.11,49995723.96,20050324
20050325,20050325 00:00,21:01:08,399004,10491,19273401.37,50038184.09,20050325
20041015,20041015 00:00,15:56:36,399004,7137,19278003.34,51025557.55,20030307
20050127,20050127 00:00,21:00:22,399004,10191,19282259.08,50171694.96,20050127
20050322,20050322 00:00,21:00:33,399004,10470,19301081.99,49949134.99,20050322
20041015,20041015 00:00,16:14:19,399004,8289,19305828.55,51949227.95,20031218
20041015,20041015 00:00,16:13:23,399004,8217,19308672.02,51714788,20031202
20050105,20050105 00:00,12:05:58,399004,10072,19309936.92,50371677.75,20050104
20041015,20041015 00:00,16:13:19,399004,8211,19314143.12,51734487.78,20031201
20041015,20041015 00:00,16:29:00,399004,9532,19317012.09,50521816.09,20040914
20041015,20041015 00:00,15:56:30,399004,7131,19319071.69,51119496.2,20030306
20041015,20041015 00:00,16:13:45,399004,8247,19332790.82,51785339.07,20031209
20050405,20050405 00:00,21:00:30,399004,10540,19333882.73,50198326.6,20050405
20050121,20050121 00:00,21:00:52,399004,10163,19334318.18,50224444.89,20050121
20041015,20041015 00:00,15:55:29,399004,7029,19343444.52,51092671.15,20030211
20060104,20060104 00:00,21:00:15,399004,12050,19348549.03,47256851.91,20060104
20041015,20041015 00:00,15:55:48,399004,7059,19377551.65,51109804.05,20030218
20041015,20041015 00:00,15:55:12,399004,7005,19377856.69,51078827.03,20030127
20050106,20050106 00:00,21:00:34,399004,10086,19382237.82,50388549.28,20050106
20041015,20041015 00:00,16:27:59,399004,9448,19384024.92,51125006.52,20040827
20050107,20050107 00:00,21:00:25,399004,10093,19384529.49,50390016.32,20050107
20041015,20041015 00:00,15:55:44,399004,7053,19387387.97,51114793.19,20030217
20041015,20041015 00:00,16:13:26,399004,8223,19388561.49,52036038.11,20031203
20041015,20041015 00:00,16:07:55,399004,7815,19391342.41,51434034.82,20030822
20041015,20041015 00:00,16:14:07,399004,8277,19392513.96,51937079.38,20031216
20041015,20041015 00:00,15:59:04,399004,7347,19393174.52,51818805.72,20030425
20041015,20041015 00:00,16:07:52,399004,7809,19396246.33,51504958.45,20030821
20050404,20050404 00:00,21:00:41,399004,10533,19411288.56,50381807.18,20050404
20041015,20041015 00:00,16:28:04,399004,9455,19413762.48,51180481.57,20040830
20041015,20041015 00:00,16:07:47,399004,7803,19414717.49,51578083.48,20030820
20041015,20041015 00:00,16:13:34,399004,8235,19418865.73,52029169.89,20031205
20041015,20041015 00:00,15:55:16,399004,7011,19424739.67,51200638.18,20030128
20041015,20041015 00:00,15:55:20,399004,7017,19437578.47,51242209.59,20030129
20041015,20041015 00:00,16:07:40,399004,7791,19444800.14,51733717.21,20030818
20050114,20050114 00:00,21:00:16,399004,10128,19462072.36,50609329.7,20050114
20041015,20041015 00:00,15:55:36,399004,7041,19465242.66,51385236.83,20030213
20041015,20041015 00:00,16:13:30,399004,8229,19467775.74,52182817.22,20031204
20041015,20041015 00:00,15:56:09,399004,7095,19482514.26,51463993.53,20030226
20041015,20041015 00:00,15:59:21,399004,7377,19488655.93,52626698.33,20030513
20041015,20041015 00:00,16:07:37,399004,7785,19494773.85,51898600.79,20030815
20041015,20041015 00:00,16:07:33,399004,7779,19495271.16,51911663.04,20030814
20041015,20041015 00:00,15:56:05,399004,7089,19500047.99,51469328.28,20030225
20041015,20041015 00:00,16:14:00,399004,8265,19504941.24,52066234.44,20031212
20041015,20041015 00:00,15:57:52,399004,7233,19506363,51790029.16,20030331
20041015,20041015 00:00,16:08:38,399004,7869,19507707.15,51851565.95,20030904
20041015,20041015 00:00,16:28:11,399004,9469,19509521.61,51433386.49,20040901
20041015,20041015 00:00,15:56:12,399004,7101,19524212.97,51576956.1,20030227
20041015,20041015 00:00,15:56:15,399004,7107,19524456.56,51576030,20030228
20041015,20041015 00:00,16:07:44,399004,7797,19532602.01,51904018.56,20030819
20041015,20041015 00:00,16:28:37,399004,9504,19535559.15,51179886.25,20040908
20041015,20041015 00:00,16:14:03,399004,8271,19545471.91,52232752.6,20031215
20041015,20041015 00:00,16:13:56,399004,8259,19546161.21,52296870.11,20031211
20041015,20041015 00:00,16:13:52,399004,8253,19547189.43,52351745.6,20031210
20041015,20041015 00:00,15:55:40,399004,7047,19551348.24,51600533.44,20030214
20041015,20041015 00:00,15:55:54,399004,7071,19553247.45,51541776.15,20030220
20041015,20041015 00:00,16:06:42,399004,7701,19553362.16,52250938.39,20030728
20050105,20050105 00:00,21:00:18,399004,10079,19558017.63,50941425.85,20050105
20050418,20050418 00:00,21:00:24,399004,10610,19559402.07,50644010.13,20050418
20050419,20050419 00:00,21:00:28,399004,10618,19562391.94,50636491.52,20050419
20050318,20050318 00:00,21:00:25,399004,10456,19568163.52,50670671.19,20050318
20041015,20041015 00:00,16:28:22,399004,9483,19570261.87,51517765.02,20040903
20041015,20041015 00:00,16:08:23,399004,7857,19571298.52,52055914.27,20030902
