用户序号,日期,基金代码,基金名称,配置比例
35,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
35,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
35,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
35,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
36,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
36,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
36,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
36,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
36,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
36,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
36,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
36,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
36,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
36,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
36,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
36,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
36,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
37,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
37,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
37,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
37,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
37,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
37,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
37,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
37,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
37,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
37,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
37,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
37,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
37,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
38,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
38,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
38,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
38,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
38,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
38,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
38,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
38,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
38,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
38,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
38,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
38,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
38,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
38,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
39,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
39,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
39,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
39,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
39,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
39,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
39,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
39,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
39,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
39,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
39,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
39,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
39,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
39,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
40,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
40,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
40,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
40,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
40,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
40,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
40,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
40,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
40,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
40,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
40,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
40,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
40,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
41,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
41,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
41,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
41,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
41,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
41,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
41,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
41,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
41,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
41,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
41,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
41,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
41,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
42,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
42,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
42,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
42,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
42,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
42,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
42,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
42,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
42,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
42,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
42,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
42,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
42,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
43,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
43,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
43,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
43,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
43,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
43,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
43,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
43,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
43,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
43,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
43,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
43,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
43,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
43,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
44,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
44,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
44,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
44,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
44,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
44,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
44,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
44,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
44,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
44,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
44,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
44,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
44,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
44,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
45,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
45,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
45,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
45,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
45,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
45,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
45,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
45,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
45,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
45,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
45,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
45,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
45,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
45,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
46,2017-07-03,50003,博时现金收益证券投资基金A级,0.4
46,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.4
46,2017-07-03,160505,博时主题行业混合型证券投资基金,0.2
46,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
46,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
47,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
47,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
47,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
47,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
47,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
47,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
47,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
47,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
47,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
47,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
47,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
47,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
47,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
47,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
47,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
48,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
48,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
48,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
48,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
48,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
48,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
48,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
48,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
48,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
48,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
48,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
48,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
48,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
48,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
49,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
49,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
49,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
49,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
49,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
49,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
49,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
49,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
49,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
49,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
49,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
49,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
49,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
49,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
49,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
50,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
50,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
50,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
50,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
50,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
50,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
50,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
50,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
50,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
50,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
50,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
50,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
50,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
50,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
50,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
51,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
51,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
51,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
51,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
51,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
51,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
51,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
51,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
51,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
51,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
51,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
51,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
51,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
52,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
52,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
52,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
52,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
52,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
52,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
52,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
52,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
52,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
52,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
52,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
52,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
52,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
53,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
53,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
53,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
53,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
53,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
53,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
53,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
53,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
53,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
53,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
53,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
53,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
53,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
53,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
53,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
54,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
54,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
54,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
54,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
54,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
54,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
54,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
54,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
54,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
54,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
54,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
54,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
54,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
54,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
55,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
55,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
55,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
55,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
55,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
55,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
55,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
55,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
55,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
55,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
55,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
55,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
55,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
55,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
56,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
56,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
56,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
56,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
56,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
56,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
56,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
56,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
56,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
56,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
56,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
56,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
56,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
57,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
57,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
57,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
57,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
57,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
57,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
57,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
57,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
57,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
57,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
57,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
57,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
57,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
58,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
58,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
58,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
58,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
58,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
58,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
58,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
58,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
58,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
58,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
58,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
58,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
58,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
58,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
59,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
59,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
59,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
59,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
59,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
59,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
59,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
59,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
59,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
59,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
59,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
59,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
59,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
59,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
60,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
60,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
60,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
60,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
60,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
60,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
60,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
60,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
60,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
60,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
60,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
61,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
61,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
61,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
61,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
61,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
61,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
61,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
61,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
61,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
61,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
61,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
62,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
62,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
62,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
62,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
62,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
62,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
62,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
62,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
62,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
62,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
62,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
63,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
63,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
63,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
63,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
63,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
63,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
63,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
63,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
63,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
63,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
63,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
63,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
63,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
63,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
64,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
64,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
64,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
64,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
64,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
64,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
64,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
64,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
64,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
64,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
64,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
64,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
64,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
64,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
65,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
65,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
65,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
65,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
65,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
65,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
65,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
65,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
65,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
65,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
65,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
66,2017-07-03,50003,博时现金收益证券投资基金A级,0.4
66,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.4
66,2017-07-03,160505,博时主题行业混合型证券投资基金,0.2
