用户序号,日期,基金代码,基金名称,配置比例
66,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
66,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
67,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
67,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
67,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
67,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
67,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
67,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
67,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
67,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
67,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
67,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
67,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
67,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
67,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
68,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
68,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
68,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
68,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
68,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
68,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
68,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
68,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
68,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
68,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
68,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
68,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
68,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
68,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
69,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
69,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
69,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
69,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
69,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
69,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
69,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
69,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
69,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
69,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
69,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
69,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
69,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
69,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
69,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
70,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
70,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
70,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
70,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
70,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
70,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
70,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
70,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
70,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
70,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
70,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
70,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
70,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
70,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
71,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
71,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
71,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
71,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
71,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
71,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
71,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
71,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
71,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
71,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
71,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
71,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
71,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
72,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
72,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
72,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
72,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
72,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
72,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
72,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
72,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
72,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
72,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
72,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
73,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
73,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
73,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
73,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
73,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
73,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
73,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
73,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
73,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
73,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
73,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
73,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
73,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
73,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
73,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
74,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
74,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
74,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
74,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
74,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
74,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
74,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
74,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
74,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
74,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
74,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
74,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
74,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
74,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
75,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
75,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
75,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
75,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
75,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
75,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
75,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
75,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
75,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
75,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
75,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
75,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
75,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
76,2017-07-03,50003,博时现金收益证券投资基金A级,0.4
76,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.4
76,2017-07-03,160505,博时主题行业混合型证券投资基金,0.2
76,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
76,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
77,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
77,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
77,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
77,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
77,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
77,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
77,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
77,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
77,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
77,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
77,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
78,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
78,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
78,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
78,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
78,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
78,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
78,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
78,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
78,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
78,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
78,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
78,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
78,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
78,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
79,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
79,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
79,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
79,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
79,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
79,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
79,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
79,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
79,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
79,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
79,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
79,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
79,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
79,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
79,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
80,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
80,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
80,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
80,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
80,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
80,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
80,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
80,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
80,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
80,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
80,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
81,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
81,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
81,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
81,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
81,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
81,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
81,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
81,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
81,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
81,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
81,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
82,2017-07-03,50003,博时现金收益证券投资基金A级,0.3
82,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.35
82,2017-07-03,160505,博时主题行业混合型证券投资基金,0.15
82,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
82,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
82,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
82,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.05
82,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
82,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
82,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
82,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
83,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
83,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
83,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
83,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
83,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
83,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
83,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
83,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
83,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
83,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
83,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
83,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
83,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
83,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
83,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
84,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
84,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
84,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
84,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
84,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
84,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
84,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
84,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
84,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
84,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
84,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
84,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
84,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
84,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
84,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
85,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
85,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
85,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
85,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
85,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
85,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
85,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
85,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
85,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
85,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
85,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
85,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
85,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
86,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
86,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
86,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
86,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
86,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
86,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
86,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
86,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
86,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
86,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
86,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
86,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
86,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
86,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
86,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
87,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
87,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
87,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
87,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
87,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
87,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
87,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
87,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
87,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
87,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
87,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
87,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
87,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
88,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
88,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
88,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
88,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
88,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
88,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
88,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
88,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
88,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
88,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
88,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
88,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
88,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
88,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
88,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
89,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
89,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
89,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
89,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
89,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
89,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
89,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
89,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
89,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
89,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
89,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
89,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
89,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
89,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
89,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
90,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
90,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
90,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
90,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
90,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
90,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
90,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
90,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
90,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
90,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
90,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
90,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
90,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
90,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
90,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
91,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
91,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
91,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
91,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
91,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
91,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
91,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
91,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
91,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
91,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
91,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
91,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
91,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
92,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
92,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
92,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
92,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
92,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
92,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
92,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
92,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
92,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
92,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
92,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
92,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
92,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
93,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
93,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
93,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
93,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
93,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
93,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
93,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
93,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
93,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
93,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
93,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
93,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
93,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
93,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
93,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
94,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
94,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.15
94,2017-07-03,160505,博时主题行业混合型证券投资基金,0.05
94,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.05
94,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.08
94,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.32
94,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
94,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
94,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
94,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
94,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
94,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
94,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
94,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
95,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
95,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
95,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
95,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
95,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
95,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
95,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
95,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
95,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
95,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
95,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
95,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
95,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
95,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
95,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
96,2017-07-03,50003,博时现金收益证券投资基金A级,0.4
96,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.4
96,2017-07-03,160505,博时主题行业混合型证券投资基金,0.2
96,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
96,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
97,2017-07-03,50003,博时现金收益证券投资基金A级,0.15
97,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.1
97,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
97,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
97,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
97,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.05
97,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
97,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
