,std_total-2017-07-01-2017-10-31,year_rate-2017-07-01-2017-10-31
0,0.008277022393457189,0.05145284256098776
1,0.00827702239345724,0.05145284256098776
2,0.008277022393457662,0.051452842560988164
3,0.008277022393457206,0.051452842560988164
4,0.008277022393457024,0.051452842560986534
5,0.008277022393457739,0.051452842560988164
6,0.04152827022929187,0.2004593515748719
7,0.060441415088634425,0.2736794544040559
8,0.06044141508863434,0.2736794544040559
9,0.04152827022929117,0.2004593515748725
10,0.04152827022929117,0.2004593515748725
11,0.04152827022929158,0.2004593515748725
12,0.017247377463813687,0.04341512420979869
13,0.06044141508863474,0.2736794544040551
14,0.041528270229291654,0.2004593515748723
15,0.008277022393457024,0.051452842560986534
16,0.01724737746381389,0.0434151242098
17,0.07858799347360314,0.3434953474514769
18,0.04152827022929128,0.200459351574872
19,0.04152827022929191,0.200459351574872
20,0.017247377463813867,0.043415124209798636
21,0.01724737746381353,0.043415124209798636
22,0.06044141508863491,0.2736794544040544
23,0.07858799347360346,0.3434953474514764
24,0.04152827022929172,0.2004593515748719
25,0.008277022393457739,0.051452842560988164
26,0.04152827022929187,0.2004593515748719
27,0.060441415088634425,0.2736794544040559
28,0.06044141508863434,0.2736794544040559
29,0.060441415088634945,0.2736794544040559
30,0.04152827022929117,0.2004593515748725
31,0.06044141508863434,0.2736794544040559
32,0.078587993473603,0.34349534745147625
33,0.07858799347360328,0.34349534745147586
34,0.06044141508863494,0.2736794544040555
35,0.04152827022929172,0.2004593515748719
36,0.04152827022929096,0.20045935157487282
37,0.07858799347360314,0.3434953474514769
38,0.07858799347360304,0.34349534745147586
39,0.04152827022929191,0.200459351574872
40,0.04152827022929191,0.200459351574872
41,0.04152827022929128,0.200459351574872
42,0.07858799347360314,0.3434953474514769
43,0.07858799347360346,0.3434953474514764
44,0.07858799347360321,0.34349534745147586
45,0.008277022393457739,0.051452842560988164
46,0.06044141508863474,0.2736794544040551
47,0.078587993473603,0.34349534745147625
48,0.06044141508863434,0.2736794544040559
49,0.060441415088634945,0.2736794544040559
50,0.04152827022929117,0.2004593515748725
51,0.04152827022929158,0.2004593515748725
52,0.060441415088634425,0.2736794544040559
53,0.07858799347360328,0.34349534745147586
54,0.07858799347360351,0.3434953474514769
55,0.04152827022929172,0.2004593515748719
56,0.04152827022929096,0.20045935157487282
57,0.07858799347360314,0.3434953474514769
58,0.07858799347360304,0.34349534745147586
59,0.017247377463813867,0.043415124209798636
60,0.017247377463813867,0.043415124209798636
61,0.01724737746381353,0.043415124209798636
62,0.07858799347360314,0.3434953474514769
63,0.07858799347360346,0.3434953474514764
64,0.01724737746381367,0.043415124209798914
65,0.008277022393457739,0.051452842560988164
66,0.04152827022929187,0.2004593515748719
67,0.078587993473603,0.34349534745147625
68,0.06044141508863434,0.2736794544040559
69,0.07858799347360311,0.34349534745147625
70,0.04152827022929117,0.2004593515748725
71,0.017247377463813773,0.04341512420979869
72,0.060441415088634425,0.2736794544040559
73,0.07858799347360328,0.34349534745147586
74,0.041528270229291654,0.2004593515748723
75,0.008277022393457024,0.051452842560986534
76,0.01724737746381389,0.0434151242098
77,0.07858799347360314,0.3434953474514769
78,0.0604414150886347,0.2736794544040557
79,0.017247377463813867,0.043415124209798636
80,0.017247377463813867,0.043415124209798636
81,0.01724737746381353,0.043415124209798636
82,0.06044141508863491,0.2736794544040544
83,0.06044141508863475,0.2736794544040555
84,0.04152827022929172,0.2004593515748719
85,0.06044141508863494,0.2736794544040555
86,0.04152827022929187,0.2004593515748719
87,0.060441415088634425,0.2736794544040559
88,0.06044141508863434,0.2736794544040559
89,0.060441415088634945,0.2736794544040559
90,0.04152827022929117,0.2004593515748725
91,0.04152827022929158,0.2004593515748725
92,0.060441415088634425,0.2736794544040559
93,0.07858799347360328,0.34349534745147586
94,0.06044141508863494,0.2736794544040555
95,0.008277022393457024,0.051452842560986534
96,0.04152827022929096,0.20045935157487282
97,0.06044141508863491,0.2736794544040544
98,0.0604414150886347,0.2736794544040557
99,0.04152827022929191,0.200459351574872
