,std_total-2017-07-01-2017-10-31,year_rate-2017-07-01-2017-10-31
0,0.0005715229170420701,0.029966301176729514
1,0.0005715229170418449,0.029966301176729514
2,0.0005715229170417785,0.029966301176727744
3,0.0005715229170420068,0.029966301176727744
4,0.0005715229170414486,0.02996630117672919
5,0.0005715229170418656,0.029966301176727744
6,0.09059495374933077,0.11088648338384575
7,0.06648529725305728,0.11025609949485131
8,0.0005715229170421615,0.029966301176731446
9,0.06648529725305667,0.11025609949485131
10,0.06648529725305667,0.11025609949485131
11,0.06648529725305732,0.11025609949485131
12,0.06648529725305728,0.11025609949485131
13,0.09059495374933077,0.11088648338384575
14,0.06648529725305696,0.1102560994948512
15,0.0005715229170414486,0.02996630117672919
16,0.0747320040647747,0.09899117937147395
17,0.19681528010325608,0.05382208651473405
18,0.09059495374932999,0.11088648338384592
19,0.0005715229170420701,0.029966301176729514
20,0.0005715229170420701,0.029966301176729514
21,0.07473200406477437,0.09899117937147475
22,0.09059495374933073,0.11088648338384538
23,0.09059495374933095,0.11088648338384538
24,0.0005715229170414486,0.02996630117672919
25,0.0005715229170418656,0.029966301176727744
26,0.06648529725305746,0.11025609949485136
27,0.09059495374933042,0.11088648338384605
28,0.09059495374933009,0.11088648338384605
29,0.06648529725305667,0.11025609949485131
30,0.06648529725305667,0.11025609949485131
31,0.06648529725305732,0.11025609949485131
32,0.19681528010325583,0.05382208651473275
33,0.19681528010325613,0.05382208651473296
34,0.06648529725305696,0.1102560994948512
35,0.09059495374933052,0.11088648338384575
36,0.06648529725305699,0.1102560994948512
37,0.19681528010325608,0.05382208651473405
38,0.19681528010325608,0.053822086514733775
39,0.0005715229170420701,0.029966301176729514
40,0.0005715229170420701,0.029966301176729514
41,0.07473200406477437,0.09899117937147475
42,0.09059495374933073,0.11088648338384538
43,0.19681528010325597,0.05382208651473405
44,0.1968152801032561,0.05382208651473296
45,0.0005715229170418656,0.029966301176727744
46,0.09059495374933077,0.11088648338384575
47,0.09059495374933042,0.11088648338384605
48,0.0005715229170421615,0.029966301176731446
49,0.09059495374933024,0.11088648338384605
50,0.09059495374933024,0.11088648338384605
51,0.06648529725305732,0.11025609949485131
52,0.09059495374933042,0.11088648338384605
53,0.19681528010325613,0.05382208651473296
54,0.09059495374933092,0.11088648338384538
55,0.09059495374933052,0.11088648338384575
56,0.06648529725305699,0.1102560994948512
57,0.19681528010325608,0.05382208651473405
58,0.19681528010325608,0.053822086514733775
59,0.0005715229170420701,0.029966301176729514
60,0.0005715229170420701,0.029966301176729514
61,0.07473200406477437,0.09899117937147475
62,0.19681528010325608,0.05382208651473405
63,0.09059495374933095,0.11088648338384538
64,0.0005715229170414486,0.02996630117672919
65,0.0005715229170418656,0.029966301176727744
66,0.06648529725305746,0.11025609949485136
67,0.19681528010325583,0.05382208651473275
68,0.09059495374933009,0.11088648338384605
69,0.1968152801032562,0.053822086514733615
70,0.06648529725305667,0.11025609949485131
71,0.06648529725305732,0.11025609949485131
72,0.06648529725305728,0.11025609949485131
73,0.19681528010325613,0.05382208651473296
74,0.06648529725305696,0.1102560994948512
75,0.0005715229170414486,0.02996630117672919
76,0.06648529725305699,0.1102560994948512
77,0.09059495374933073,0.11088648338384538
78,0.19681528010325608,0.053822086514733775
79,0.0005715229170420701,0.029966301176729514
80,0.0005715229170420701,0.029966301176729514
81,0.0005715229170418449,0.029966301176729514
82,0.09059495374933073,0.11088648338384538
83,0.09059495374933095,0.11088648338384538
84,0.06648529725305724,0.11025609949485136
85,0.06648529725305696,0.1102560994948512
86,0.0005715229170413255,0.029966301176729555
87,0.06648529725305728,0.11025609949485131
88,0.0005715229170421615,0.029966301176731446
89,0.06648529725305667,0.11025609949485131
90,0.06648529725305667,0.11025609949485131
91,0.06648529725305732,0.11025609949485131
92,0.09059495374933042,0.11088648338384605
93,0.06648529725305746,0.11025609949485136
94,0.09059495374933092,0.11088648338384538
95,0.0005715229170414486,0.02996630117672919
96,0.06648529725305699,0.1102560994948512
97,0.09059495374933073,0.11088648338384538
98,0.09059495374932999,0.11088648338384592
99,0.0005715229170420701,0.029966301176729514
