,0,1,2,3,4,5,6,7,8
0,-0.09187031633083229,-0.09187031633083229,-0.09187031633083229,-0.09187031633083229,-0.09187031633083229,-0.09187031633083229,-0.2182224599103092,-0.3843986616487889,-0.3843986616487889
