,2017-07-01-2017-07-31-std,2017-07-01-2017-07-31-year_rate,2017-08-01-2017-08-31-std,2017-08-01-2017-08-31-year_rate,2017-09-01-2017-09-30-std,2017-09-01-2017-09-30-year_rate,2017-10-01-2017-10-31-std,2017-10-01-2017-10-31-year_rate,2017-07-01-2017-10-31-std,2017-07-01-2017-10-31-year_rate
0,0.0059710461968525705,0.050938193640461336,0.014226522597515327,0.06220646218588823,0.00875163938804339,0.038974194711372,0.028348437977990748,0.20622309832427455,0.017441588646040833,0.10880384564945351
1,0.005971046196851884,0.050938193640461336,0.014226522597515138,0.06220646218588823,0.008751639388043245,0.038974194711372,0.02834843797799128,0.20622309832427455,0.017441588646040885,0.10880384564945351
2,0.005971046196853485,0.05093819364045497,0.014226522597515273,0.06220646218588712,0.008751639388043669,0.03897419471137229,0.028348437977991456,0.2062230983242723,0.017441588646041235,0.10880384564945365
3,0.005971046196853129,0.05093819364045497,0.014226522597515683,0.06220646218588712,0.00875163938804325,0.03897419471137229,0.028348437977991418,0.2062230983242723,0.01744158864604126,0.10880384564945365
4,0.0059710461968534275,0.050938193640457916,0.014226522597514375,0.06220646218588716,0.008751639388042739,0.03897419471137458,0.028348437977989374,0.20622309832427177,0.01744158864603999,0.10880384564945075
5,0.005971046196853159,0.05093819364045497,0.01422652259751595,0.06220646218588712,0.008751639388043268,0.03897419471137455,0.028348437977991532,0.2062230983242723,0.01744158864604122,0.10880384564945365
6,0.04806975246061856,0.06599043342610265,0.0923169806405677,0.29866550869726877,0.049605018618295686,0.1568482091412106,0.1997666292373166,0.8155353178120363,0.10844165350562619,0.3828080724489981
7,0.07620717728772357,0.03819173899124874,0.0921768044818246,0.21647199880716364,0.047831388018704284,0.21852721661871544,0.2647873941976663,1.1955689575570405,0.13941997123473054,0.479391087418469
8,0.07620717728772337,0.03819173899124874,0.09217680448182458,0.21647199880716364,0.047831388018704867,0.21852721661871544,0.26478739419766667,1.1955689575570423,0.13941997123473077,0.4793910874184694
9,0.0480697524606179,0.06599043342610472,0.09231698064056677,0.2986655086972709,0.049605018618295846,0.15684820914121061,0.1997666292373169,0.8155353178120344,0.108441653505626,0.3828080724489973
10,0.0480697524606179,0.06599043342610472,0.09231698064056677,0.2986655086972709,0.049605018618295846,0.15684820914121061,0.1997666292373169,0.8155353178120344,0.108441653505626,0.3828080724489973
11,0.0480697524606187,0.06599043342610472,0.09231698064056693,0.2986655086972709,0.04960501861829679,0.15684820914121061,0.1997666292373166,0.8155353178120344,0.10844165350562614,0.3828080724489973
12,0.02736457398856129,0.026135298087180927,0.02776745639028404,0.10753218182363428,0.02053373667908883,0.05033098464019167,0.0493413704081621,0.18710330447247264,0.03145505904452571,0.11125423267592055
13,0.07620717728772425,0.03819173899124667,0.09217680448182414,0.21647199880716542,0.047831388018704186,0.21852721661870886,0.26478739419767,1.1955689575570332,0.1394199712347322,0.4793910874184678
14,0.048069752460619015,0.06599043342610561,0.09231698064056736,0.2986655086972672,0.04960501861829637,0.15684820914120617,0.1997666292373184,0.8155353178120378,0.10844165350562693,0.3828080724489981
15,0.0059710461968534275,0.050938193640457916,0.014226522597514375,0.06220646218588716,0.008751639388042739,0.03897419471137458,0.028348437977989374,0.20622309832427177,0.01744158864603999,0.10880384564945075
