,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
64,14970.092779712093,14932.924185787035,14905.665834845728,14948.939673268518,14912.250066641376
65,20179.101860903065,20181.15952391982,20183.23212900293,20185.32714849792,20187.409063140014
66,30478.076568770186,30386.58292067547,30304.76619317466,30412.113704792373,30371.470345820533
67,53280.45914201638,53069.02070050823,52794.817044106596,53126.68147773005,53014.47436592957
68,103369.65958685693,103019.97154166052,102638.17719248965,103115.35603231883,102932.70506511934
69,213121.8365680655,212276.0828020329,211179.26817642638,212506.7259109202,212057.89746371828
70,203187.1771251345,202577.21947116978,202031.77462116437,202747.42469861577,202476.46897213685
71,99800.54102959504,99552.69389100105,99370.92207576556,99659.47081273691,99414.76021546307
72,51684.829793428464,51510.00447321568,51319.1294395482,51557.70015707735,51466.4298515737
73,31968.275485209826,31841.41242030494,31676.890226463962,31876.00888663804,31808.68461955775
