,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-男-mw-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-新客户-女-mw-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-mw-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-mw-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-mw-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-mw-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-男-mw-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-女-mw-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-mw-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-mw-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-mw-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-mw-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-男-mw-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-女-mw-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-mw-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-mw-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-mw-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-mw-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-男-mw-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-女-mw-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-mw-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-mw-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-mw-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-mw-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-男-mw-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-女-mw-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-mw-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-mw-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-mw-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-mw-combination_profit
2017-02-02,1.0310428571428571,0.6433285714285715,1.1215,0.8965497690802349,0.9167258028523948,0.6833442060433706,0.8945683432485323,0.9144824837413974,0.684018156892486,0.988573177553816,0.9530675724505526,0.672426202287701,0.987191148923679,0.9519459128950539,0.6727631777122588,0.7741284061252447,0.9530675724505526,0.672426202287701,0.7738319774951077,0.9519459128950539,0.6727631777122588,0.8926512502739726,0.9122391646304,0.6846921077416015,0.8905667201565557,0.9099958455194026,0.6853660585907169,0.9876895369471624,0.9523945767172534,0.6726283875424356,0.9864839911741683,0.9512729171617548,0.6729653629669933,0.7739038798043053,0.9523945767172534,0.6726283875424356,0.7738227054598827,0.9512729171617548,0.6729653629669933,0.8885852943248533,0.9077525264084052,0.6860400094398322,0.8866038684931508,0.9055092072974078,0.6867139602889475,0.9869180463405087,0.9517215809839543,0.6728305727971702,0.9856003505675146,0.9505999214284554,0.6731675482217281,0.773791503483366,0.9517215809839543,0.6728305727971702,0.7735981791389432,0.9505999214284554,0.6731675482217281,0.8846867755185911,0.9032658881864104,0.687387911138063,0.8826022454011742,0.901022569075413,0.6880618619871784,0.986146555733855,0.951048585250655,0.6730327580519049,0.984828859960861,0.9499269256951564,0.6733697334764627,0.7736791271624265,0.951048585250655,0.6730327580519049,0.7734858028180038,0.9499269256951564,0.6733697334764627,0.8806208195694716,0.8987792499644156,0.6887358128362938,0.8786393937377691,0.8965359308534181,0.6894097636854092,0.9854393979843444,0.9503755895173558,0.6732349433066396,0.9840573693542074,0.949253929961857,0.6735719187311973,0.7736698551272015,0.9503755895173558,0.6732349433066396,0.7733734264970646,0.949253929961857,0.6735719187311973
2017-01-26,0.9984,0.6869,1.1222,0.9016830547945207,0.9193013148970743,0.7140282361969397,0.8996355575342465,0.9170258018855183,0.7143186366691353,0.9719510004109588,0.9561646256842796,0.7093237485473677,0.9706520917808219,0.9550268691785017,0.7094689487834656,0.799660350410959,0.9561646256842796,0.7093237485473677,0.7992336417808219,0.9550268691785017,0.7094689487834656,0.8976567502739727,0.9147502888739625,0.7146090371413312,0.8955094130136987,0.9124747758624066,0.7148994376135269,0.9711180612328767,0.9554819717808128,0.7094108686890266,0.9700000626027397,0.954344215275035,0.7095560689251244,0.7993569612328768,0.9554819717808128,0.7094108686890266,0.7991423126027397,0.954344215275035,0.7095560689251244,0.8934619157534247,0.9101992628508506,0.7151898380857228,0.8914144184931507,0.9079237498392947,0.7154802385579185,0.9703973420547944,0.9547993178773462,0.7094979888306852,0.9691671234246575,0.9536615613715682,0.7096431890667831,0.7991657920547945,0.9547993178773462,0.7094979888306852,0.7988389234246575,0.9536615613715682,0.7096431890667831,0.8894356112328767,0.9056482368277388,0.7157706390301144,0.8872882739726027,0.9033727238161828,0.7160610395023101,0.9696766228767122,0.9541166639738794,0.709585108972344,0.9684464042465754,0.9529789074681014,0.7097303092084418,0.7989746228767122,0.9541166639738794,0.709585108972344,0.7986477542465753,0.9529789074681014,0.7097303092084418,0.8852407767123288,0.9010972108046271,0.716351439974506,0.8831932794520548,0.8988216977930712,0.7166418404467018,0.9690245936986301,0.9534340100704125,0.7096722291140026,0.9677256850684932,0.9522962535646345,0.7098174293501006,0.7988832936986301,0.9534340100704125,0.7096722291140026,0.7984565850684933,0.9522962535646345,0.7098174293501006
2017-01-25,0.9754,0.9044,1.1212,0.954874493150685,0.9621291948821514,0.8744760983479986,0.9521321178082192,0.9592943607680422,0.8727369279405663,0.9823867736986303,1.0080535075307184,0.9026506589483997,0.9810074260273972,1.006636090473664,0.9017810737446836,0.9431166736986302,1.0080535075307184,0.9026506589483997,0.9419361260273972,1.006636090473664,0.9017810737446836,0.9494801824657534,0.9564595266539333,0.8709977575331342,0.9466402671232876,0.9536246925398241,0.869258587125702,0.9815099810958906,1.0072030572964856,0.9021289078261702,0.9803331934246576,1.0057856402394312,0.901259322622454,0.9423605810958905,1.0072030572964856,0.9021289078261702,0.9413896934246576,1.0057856402394312,0.901259322622454,0.9438978917808218,0.950789858425715,0.8675194167182698,0.9411555164383562,0.9479550243116059,0.8657802463108377,0.9807453084931508,1.006352607062253,0.9016071567039405,0.9794564008219179,1.0049351900051984,0.9007375715002245,0.9417166084931506,1.006352607062253,0.9016071567039405,0.9406336008219178,1.0049351900051984,0.9007375715002245,0.9385035810958905,0.9451201901974968,0.8640410759034055,0.9356636657534246,0.9422853560833878,0.8623019054959732,0.9799806358904107,1.0055021568280205,0.9010854055817107,0.9786917282191782,1.0040847397709658,0.9002158203779947,0.9410726358904108,1.0055021568280205,0.9010854055817107,0.9399896282191781,1.0040847397709658,0.9002158203779947,0.9329212904109588,0.9394505219692787,0.8605627350885412,0.930178915068493,0.9366156878551695,0.8588235646811089,0.9793064032876712,1.0046517065937874,0.9005636544594811,0.9779270556164386,1.003234289536733,0.899694069255765,0.9405262032876712,1.0046517065937874,0.9005636544594811,0.9393456556164383,1.003234289536733,0.899694069255765
2017-01-24,1.073,0.9444,1.1222,0.9852850136986302,0.9925059491197392,0.9084245062382358,0.9820886043835617,0.9892160631119068,0.9061856382664222,1.0528619726027397,1.0458021024466233,0.9446941673816154,1.0510819879452054,1.0441571594427073,0.9435747333957086,0.9817333126027397,1.0458021024466233,0.9446941673816154,0.9803134079452054,1.0441571594427073,0.9435747333957086,0.978986635068493,0.9859261771040745,0.9039467702946086,0.9756829257534247,0.9826362910962421,0.9017079023227951,1.0517455378082192,1.0448151366442735,0.9440225069900714,1.050172213150685,1.0431701936403572,0.9429030730041646,0.9808354978082192,1.0448151366442735,0.9440225069900714,0.9796351131506851,1.0431701936403572,0.9429030730041646,0.9724865164383562,0.9793464050884096,0.8994690343509816,0.9692901071232878,0.9760565190805772,0.8972301663791679,1.0507413230136986,1.043828170841924,0.9433508465985272,1.0490557783561643,1.0421832278380077,0.9422314126126204,0.9800499030136987,1.043828170841924,0.9433508465985272,0.9787372983561643,1.0421832278380077,0.9422314126126204,0.9661881378082193,0.9727666330727449,0.8949912984073544,0.9628844284931508,0.9694767470649126,0.8927524304355409,1.049737108219178,1.0428412050395741,0.9426791862069832,1.0480515635616439,1.0411962620356578,0.9415597522210764,0.979264308219178,1.0428412050395741,0.9426791862069832,0.9779517035616438,1.0411962620356578,0.9415597522210764,0.9596880191780822,0.9661868610570803,0.8905135624637274,0.9564916098630137,0.9628969750492479,0.8882746944919137,1.0488273334246574,1.0418542392372243,0.9420075258154391,1.0470473487671235,1.040209296233308,0.9408880918295324,0.9785860134246577,1.0418542392372243,0.9420075258154391,0.9771661087671233,1.040209296233308,0.9408880918295324
2017-01-23,1.0563,0.9839,1.1163,0.9891851506849316,0.9941402183898872,0.9355774125486646,0.9858529682191781,0.9907442875778217,0.9329135168096144,1.045114208630137,1.049154297545346,0.9787325235212759,1.0433360873972604,1.0474563321393133,0.9774005756517509,1.005069768630137,1.049154297545346,0.9787325235212759,1.0034943673972603,1.0474563321393133,0.9774005756517509,0.9826191757534246,0.9873483567657564,0.9302496210705644,0.9791813632876712,0.9839524259536909,0.9275857253315143,1.044000035890411,1.0481355183017262,0.9779333547995609,1.0424319346575344,1.0464375528956937,0.9766014069300357,1.004078675890411,1.0481355183017262,0.9779333547995609,1.0027205346575343,1.0464375528956937,0.9766014069300357,0.9758491808219178,0.9805564951416257,0.9249218295924642,0.9725169983561645,0.9771605643295602,0.9222579338534141,1.042997493150685,1.0471167390581069,0.9771341860778457,1.0413177619178082,1.0454187736520741,0.9758022382083208,1.003199213150685,1.0471167390581069,0.9771341860778457,1.0017294419178082,1.0454187736520741,0.9758022382083208,0.9692832058904111,0.9737646335174949,0.919594038114364,0.9658453934246576,0.9703687027054295,0.9169301423753138,1.041994950410959,1.0460979598144873,0.9763350173561308,1.0403152191780822,1.0443999944084545,0.9750030694866058,1.0023197504109589,1.0460979598144873,0.9763350173561308,1.000849979178082,1.0443999944084545,0.9750030694866058,0.9625132109589042,0.9669727718933641,0.9142662466362639,0.9591810284931507,0.9635768410812987,0.9116023508972136,1.041090797671233,1.0450791805708675,0.9755358486344157,1.0393126764383562,1.043381215164835,0.9742039007648907,1.001545917671233,1.0450791805708675,0.9755358486344157,0.9999705164383562,1.043381215164835,0.9742039007648907
2017-01-22,1.0604,0.9522,1.1168,0.9800033150684931,0.986492109396786,0.9105338057382353,0.9766840608219178,0.9830890402211069,0.908080215358288,1.0438335098630138,1.0416218300427857,0.9502819698933784,1.042021682739726,1.0399202954549462,0.9490551747034051,0.9839880898630137,1.0416218300427857,0.9502819698933784,0.982479222739726,1.0399202954549462,0.9490551747034051,0.9734600265753425,0.979685971045428,0.905626624978341,0.970034732328767,0.976282901869749,0.9031730345983938,1.042698449589041,1.0406009092900819,0.9495458927793943,1.0410935224657536,1.0388993747022426,0.9483190975894208,0.9830369695890413,1.0406009092900819,0.9495458927793943,0.9817458224657536,1.0388993747022426,0.9483190975894208,0.9667154780821917,0.97287983269407,0.9007194442184467,0.9633962238356164,0.969476763518391,0.8982658538384996,1.0416750693150685,1.0395799885373784,0.9488098156654102,1.0399584621917808,1.037878453949539,0.9475830204754367,0.9821975293150687,1.0395799885373784,0.9488098156654102,0.9807947021917809,1.037878453949539,0.9475830204754367,0.9601721895890412,0.966073694342712,0.8958122634585526,0.9567468953424657,0.962670625167033,0.8933586730786054,1.0406516890410957,1.0385590677846748,0.9480737385514261,1.0389350819178083,1.036857533196835,0.9468469433614526,0.9813580890410959,1.0385590677846748,0.9480737385514261,0.9799552619178082,1.036857533196835,0.9468469433614526,0.9534276410958904,0.9592675559913539,0.8909050826986582,0.950108386849315,0.9558644868156748,0.8884514923187109,1.0397235287671234,1.037538147031971,0.9473376614374418,1.0379117016438357,1.0358366124441316,0.9461108662474684,0.9806246887671233,1.037538147031971,0.9473376614374418,0.9791158216438357,1.0358366124441316,0.9461108662474684
2017-01-20,0.9295,0.9567,1.1171,0.9530581917808219,0.9569852817321581,0.9059528566317541,0.9500244213698629,0.9539031026968073,0.9035085829101583,0.9561315664383561,1.0069165821048378,0.9455500909216019,0.9547552912328767,1.0053754925871625,0.9443279540608043,0.9711758864383562,1.0069165821048378,0.9455500909216019,0.9697234512328767,1.0053754925871625,0.9443279540608043,0.947086320958904,0.9508209236614569,0.9010643091885631,0.9439596005479451,0.9477387446261062,0.8986200354669674,0.9552579093150685,1.0059919283942325,0.9448168088051233,0.954089014109589,1.0044508388765572,0.9435946719443254,0.9702559893150685,1.0059919283942325,0.9448168088051233,0.9690082141095891,1.0044508388765572,0.9435946719443254,0.9409258301369863,0.9446565655907556,0.8961757617453718,0.9378920597260274,0.941574386555405,0.8937314880237762,0.954495962191781,1.0050672746836276,0.9440835266886447,0.9532153569863013,1.003526185165952,0.942861389827847,0.9694478021917807,1.0050672746836276,0.9440835266886447,0.9680883169863013,1.003526185165952,0.942861389827847,0.9349539593150684,0.9384922075200544,0.8912872143021807,0.9318272389041096,0.9354100284847038,0.8888429405805851,0.9537340150684931,1.0041426209730222,0.943350244572166,0.9524534098630136,1.002601531455347,0.9421281077113682,0.968639615068493,1.0041426209730222,0.943350244572166,0.9672801298630137,1.002601531455347,0.9421281077113682,0.9287934684931507,0.9323278494493532,0.8863986668589895,0.9257596980821918,0.9292456704140024,0.8839543931373939,0.9530677379452054,1.0032179672624169,0.9426169624556872,0.9516914627397262,1.0016768777447418,0.9413948255948895,0.9679243779452054,1.0032179672624169,0.9426169624556872,0.966471942739726,1.0016768777447418,0.9413948255948895
2017-01-19,0.9556,1.0675,1.0204,0.9544974931506849,0.9511785725620518,0.9869414094608286,0.9512552578082192,0.9479806212269439,0.983296422664486,0.9701796636986301,1.0029853841907985,1.0459901955615778,0.9686461660273972,1.001386408523245,1.0441677021634064,1.03207155369863,1.0029853841907985,1.0459901955615778,1.030224736027397,1.001386408523245,1.0441677021634064,0.9481197724657534,0.9447826698918361,0.9796514358681434,0.9447819771232876,0.9415847185567281,0.9760064490718008,0.9692196910958903,1.0020259987902662,1.044896699522675,0.9678949834246576,1.0004270231227124,1.0430742061245035,1.0309213510958903,1.0020259987902662,1.044896699522675,1.0292721334246575,1.0004270231227124,1.0430742061245035,0.9415397417808219,0.9383867672216204,0.9723614622754584,0.9382975064383561,0.9351888158865125,0.9687164754791159,0.9683617584931508,1.001066613389734,1.043803203483772,0.9669350108219177,0.9994676377221801,1.041980710085601,1.0298731884931507,1.001066613389734,1.043803203483772,1.0281219308219176,0.9994676377221801,1.041980710085601,0.9351620210958904,0.9319908645514047,0.9650714886827733,0.9318242257534246,0.9287929132162969,0.9614265018864306,0.967503825890411,1.0001072279892016,1.0427097074448695,0.9660770782191781,0.9985082523216476,1.040887214046698,1.0288250258904108,1.0001072279892016,1.0427097074448695,1.027073768219178,0.9985082523216476,1.040887214046698,0.9285819904109589,0.9255949618811891,0.9577815150900881,0.9253397550684931,0.9223970105460811,0.9541365282937454,0.9667526432876713,0.9991478425886691,1.0416162114059666,0.9652191456164385,0.9975488669211154,1.0397937180077952,1.0278724232876713,0.9991478425886691,1.0416162114059666,1.0260256056164383,0.9975488669211154,1.0397937180077952
2017-01-18,0.8908,1.0437,1.021,0.9328034383561643,0.9294159850768297,0.9638044001216797,0.9297156002739726,0.9263743126606294,0.9603328725174188,0.9234293532876713,0.978691078219271,1.0200431473107032,0.9220924742465753,0.9771702420111711,1.0183073835085727,1.0079983432876714,0.978691078219271,1.0200431473107032,1.0062333442465754,0.9771702420111711,1.0183073835085727,0.9267321321917807,0.9233326402444294,0.9568613449131582,0.9235552141095891,0.9202909678282293,0.9533898173088974,0.9225868398630138,0.977778576494411,1.019001689029425,0.9214564308219179,0.9762577402863111,1.0172659252272946,1.0068958998630138,0.977778576494411,1.019001689029425,1.0053220808219179,0.9762577402863111,1.0172659252272946,0.9204673760273971,0.9172492954120293,0.9499182897046368,0.9173795379452057,0.9142076229958291,0.9464467621003758,0.9218464264383561,0.976866074769551,1.0179602307481468,0.9206139173972603,0.975345238561451,1.0162244669460163,1.0058955564383563,0.976866074769551,1.0179602307481468,1.0042196373972603,0.975345238561451,1.0162244669460163,0.9143960698630138,0.911165950579629,0.9429752344961152,0.9112191517808219,0.9081242781634289,0.9395037068918545,0.9211060130136985,0.9759535730446911,1.0169187724668685,0.9198735039726027,0.974432736836591,1.0151830086647382,1.0048952130136986,0.9759535730446911,1.0169187724668685,1.0032192939726028,0.974432736836591,1.0151830086647382,0.9081313136986302,0.9050826057472288,0.9360321792875939,0.9050434756164383,0.9020409333310286,0.932560651683333,0.9204699695890411,0.975041071319831,1.0158773141855901,0.9191330905479453,0.9735202351117309,1.0141415503834599,1.003983949589041,0.975041071319831,1.0158773141855901,1.0022189505479453,0.9735202351117309,1.0141415503834599
2017-01-17,1.0549,1.0588,1.0219,0.9695691643835616,0.9684822445787775,0.9819826197776137,0.9658967126027397,0.9648234767955153,0.978155097304366,1.0355109312328767,1.0277542826676236,1.0439884838442242,1.0335368153424658,1.0259248987759926,1.0420747226076004,1.0376680212328766,1.0277542826676236,1.0439884838442242,1.0356829853424658,1.0259248987759926,1.0420747226076004,0.9623301408219178,0.9611647090122533,0.9743275748311184,0.9585521990410959,0.957505941228991,0.9705000523578708,1.0342863236986302,1.026656652332645,1.0428402271022499,1.0325202778082192,1.024827268441014,1.040926465865626,1.0364367836986301,1.026656652332645,1.0428402271022499,1.0346594278082193,1.024827268441014,1.040926465865626,0.9548797472602739,0.953847173445729,0.9666725298846234,0.951207295479452,0.9501884056624669,0.9628450074113757,1.0331639061643836,1.0255590219976665,1.0416919703602754,1.0312956702739726,1.0237296381060352,1.0397782091236518,1.0353077361643837,1.0255590219976665,1.0416919703602754,1.0334281902739724,1.0237296381060352,1.0397782091236518,0.9476407236986302,0.9465296378792047,0.9590174849381281,0.9438627819178083,0.9428708700959426,0.9551899624648806,1.0320414886301368,1.0244613916626877,1.0405437136183013,1.030173252739726,1.0226320077710567,1.0386299523816775,1.0341786886301367,1.0244613916626877,1.0405437136183013,1.032299142739726,1.0226320077710567,1.0386299523816775,0.9401903301369863,0.9392121023126805,0.9513624399916331,0.9365178783561643,0.9355533345294182,0.9475349175183854,1.0310249510958904,1.0233637613277091,1.039395456876327,1.0290508352054797,1.021534377436078,1.0374816956397033,1.0331551310958904,1.0233637613277091,1.039395456876327,1.0311700952054794,1.021534377436078,1.0374816956397033
2017-01-16,1.0204,1.0671,1.0225,0.9624174383561643,0.9603452259097626,0.9839393800993396,0.9586870802739726,0.9566419379831506,0.9799411652453581,1.0129336132876712,1.0203384903208728,1.0487104607338393,1.0110154042465753,1.018486846357567,1.0467113533068488,1.038763383287671,1.0203384903208728,1.0487104607338393,1.0367144142465752,1.018486846357567,1.0467113533068488,0.9550634321917808,0.9529386500565389,0.9759429503913767,0.9512310341095889,0.9492353621299271,0.9719447355373951,1.0117426798630136,1.019227503942889,1.047510996277645,1.0100334308219177,1.0173758599795835,1.0455118888506543,1.0374930598630137,1.019227503942889,1.047510996277645,1.035648380821918,1.0173758599795835,1.0455118888506543,0.9475006760273973,0.9455320742033154,0.9679465206834138,0.9437703179452054,0.9418287862767036,0.9639483058294323,1.010653996438356,1.0181165175649058,1.0463115318214504,1.0088424973972603,1.0162648736015998,1.04431242439446,1.0363249864383561,1.0181165175649058,1.0463115318214504,1.0343780573972603,1.0162648736015998,1.04431242439446,0.9401466698630138,0.938125498350092,0.9599500909754509,0.9363142717808219,0.9344222104234801,0.9559518761214693,1.0095653130136986,1.0170055311869222,1.045112067365256,1.0077538139726028,1.0151538872236163,1.0431129599382654,1.0351569130136984,1.0170055311869222,1.045112067365256,1.0332099839726028,1.0151538872236163,1.0431129599382654,0.9325839136986303,0.9307189224968684,0.9519536612674879,0.9288535556164383,0.9270156345702565,0.9479554464135064,1.0085833395890411,1.0158945448089387,1.0439126029090615,1.0066651305479453,1.0140429008456329,1.0419134954820708,1.0340908795890411,1.0158945448089387,1.0439126029090615,1.0320419105479453,1.0140429008456329,1.0419134954820708
2017-01-15,0.9634,1.0669,1.0226,0.9490062602739726,0.9459162164017588,0.9792501185205015,0.9453534232876712,0.94230459246386,0.9752218208061184,0.9742729494520548,1.0044245241957177,1.0445085414935056,0.972518810958904,1.0026187122267682,1.0424943926363142,1.0315187994520547,1.0044245241957177,1.0445085414935056,1.029474860958904,1.0026187122267682,1.0424943926363142,0.9418072763013698,0.9386929685259613,0.9711935230917355,0.9380580993150684,0.9350813445880626,0.9671652253773525,0.9731804483561646,1.0033410370143478,1.0433000521791909,0.9716352598630137,1.0015352250453986,1.0412859033219994,1.0302503483561645,1.0033410370143478,1.0433000521791909,1.0284050098630138,1.0015352250453986,1.0412859033219994,0.9344052623287671,0.931469720650164,0.9631369276629695,0.9307524253424657,0.9278580967122653,0.9591086299485866,0.9721902072602739,1.0022575498329784,1.0420915628648757,0.9705427587671233,1.000451737864029,1.0400774140076845,1.029084157260274,1.0022575498329784,1.0420915628648757,1.0271365587671233,1.000451737864029,1.0400774140076845,0.9272062783561644,0.9242464727743666,0.9550803322342036,0.9234571013698629,0.920634848836468,0.9510520345198206,0.9711999661643835,1.0011740626516088,1.040883073550561,0.9695525176712328,0.9993682506826593,1.0388689246933696,1.0279179661643836,1.0011740626516088,1.040883073550561,1.0259703676712326,0.9993682506826593,1.0388689246933696,0.9198042643835617,0.9170232248985691,0.9470237368054376,0.9161514273972603,0.9134116009606704,0.9429954390910545,0.9703164150684933,1.000090575470239,1.039674584236246,0.9685622765753426,0.9982847635012897,1.0376604353790544,1.0268481150684932,1.000090575470239,1.039674584236246,1.0248041765753426,0.9982847635012897,1.0376604353790544
2017-01-13,0.9789,1.0734,1.50342,1.1078786602739725,1.1180170606817608,0.9849429152460515,1.1022401432876712,1.112254176190362,0.9808434575725989,1.0664626874520549,1.2113757894424197,1.0513541295559794,1.064217010958904,1.2084943471967207,1.0493044007192533,1.1187306374520547,1.2113757894424197,1.0513541295559794,1.1162203609589039,1.2084943471967207,1.0493044007192533,1.0967089663013698,1.1064912916989633,0.9767439998991466,1.0909725593150683,1.1007284072075645,0.9726445422256943,1.0650465443561645,1.2096469240950003,1.0501242922539435,1.0630585498630136,1.2067654818493008,1.0480745634172175,1.1171538443561644,1.2096469240950003,1.0501242922539435,1.1148917998630137,1.2067654818493008,1.0480745634172175,1.0853340423287672,1.0949655227161659,0.9685450845522419,1.0796955253424658,1.0892026382247673,0.9644456268787895,1.0637807432602742,1.2079180587475808,1.048894454951908,1.0616424067671233,1.2050366165018813,1.0468447261151819,1.115727393260274,1.2079180587475808,1.048894454951908,1.1133150067671231,1.2050366165018813,1.0468447261151819,1.0741643483561645,1.0834397537333684,0.9603461692053372,1.068427941369863,1.0776768692419698,0.9562467115318847,1.0625149421643834,1.2061891934001612,1.047664617649872,1.060376605671233,1.2033077511544619,1.045614888813146,1.1143009421643835,1.2061891934001612,1.047664617649872,1.1118885556712328,1.2033077511544619,1.045614888813146,1.0627894243835616,1.071913984750571,0.9521472538584325,1.05715090739726,1.0661511002591721,0.94804779618498,1.0613564810684932,1.2044603280527415,1.0464347803478364,1.0591108045753426,1.201578885807042,1.0443850515111104,1.1129723810684933,1.2044603280527415,1.0464347803478364,1.1104621045753424,1.201578885807042,1.0443850515111104
2017-01-12,1.1125,1.0795,1.50342,1.1373624821917807,1.1496361439945404,0.9965849985133205,1.1313449063013699,1.1434643223315948,0.9923263161688903,1.1571211136164385,1.2496196549342562,1.0655756524930897,1.154398087671233,1.2465337441027837,1.0634463113208747,1.1388688136164382,1.2496196549342562,1.0655756524930897,1.1362381876712326,1.2465337441027837,1.0634463113208747,1.1254352804109589,1.1372925006686492,0.9880676338244601,1.119306454520548,1.1311206790057038,0.9838089514800299,1.1554186828493151,1.247768108435373,1.0642980477897608,1.1529539489041096,1.2446821976039,1.0621687066175456,1.1372224828493152,1.247768108435373,1.0642980477897608,1.1348534489041096,1.2446821976039,1.0621687066175456,1.113288878630137,1.1249488573427584,0.9795502691355997,1.107271302739726,1.118777035679813,0.9752915867911695,1.1538665940821917,1.2459165619364891,1.0630204430864314,1.1512515181369862,1.2428306511050162,1.0608911019142166,1.1357264940821916,1.2459165619364891,1.0630204430864314,1.1332071181369863,1.2428306511050162,1.0608911019142166,1.101361676849315,1.1126052140168674,0.9710329044467393,1.095232850958904,1.1064333923539222,0.9667742221023089,1.1523145053150683,1.2440650154376056,1.0617428383831025,1.149699429369863,1.240979104606133,1.0596134972108875,1.1342305053150683,1.2440650154376056,1.0617428383831025,1.131711129369863,1.240979104606133,1.0596134972108875,1.0892152750684931,1.1002615706909764,0.962515539757879,1.0831976991780823,1.094089749028031,0.9582568574134486,1.1508703665479454,1.2422134689387219,1.0604652336797733,1.1481473406027398,1.2391275581072492,1.0583358925075583,1.1328457665479452,1.2422134689387219,1.0604652336797733,1.1302151406027396,1.2391275581072492,1.0583358925075583
