,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-男-mw-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-新客户-女-mw-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-mw-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-mw-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-mw-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-mw-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-男-mw-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-女-mw-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-mw-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-mw-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-mw-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-mw-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-男-mw-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-女-mw-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-mw-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-mw-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-mw-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-mw-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-男-mw-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-女-mw-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-mw-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-mw-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-mw-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-mw-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-男-mw-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-女-mw-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-mw-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-mw-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-mw-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-mw-combination_profit
2017-07-04,1.0783,1.2524,1.2626,1.1165682054794521,1.1081897825193217,1.1531504723710266,1.1118533257534247,1.103583985580296,1.1479826668088546,1.1175223690410958,1.182803692931539,1.2368689224782141,1.1154339291780822,1.1805007944620263,1.2342850196971282,1.2138170790410958,1.182803692931539,1.2368689224782141,1.211241159178082,1.1805007944620263,1.2342850196971282,1.1072636860273972,1.0989781886412704,1.1428148612466824,1.1024409763013698,1.0943723917022443,1.1376470556845104,1.1162185971232876,1.1814219538498314,1.2353185808095626,1.114381657260274,1.1791190553803186,1.2327346780284765,1.2122173371232876,1.1814219538498314,1.2353185808095626,1.209875507260274,1.1791190553803186,1.2327346780284765,1.0977260965753424,1.0897665947632187,1.1324792501223382,1.093011216849315,1.085160797824193,1.1273114445601662,1.1150410852054793,1.1800402147681237,1.233768239140911,1.1130778853424659,1.177737316298611,1.231184336359825,1.2107438552054794,1.1800402147681237,1.233768239140911,1.2082757653424656,1.177737316298611,1.231184336359825,1.0884215771232877,1.0805550008851672,1.1221436389979942,1.08359886739726,1.0759492039461414,1.116975833435822,1.113863573287671,1.178658475686416,1.2322178974722593,1.1119003734246575,1.1763555772169032,1.2296339946911732,1.209270373287671,1.178658475686416,1.2322178974722593,1.2068022834246575,1.1763555772169032,1.2296339946911732,1.0788839876712328,1.0713434070071157,1.11180802787365,1.0741691079452056,1.0667376100680896,1.1066402223114777,1.112811301369863,1.1772767366047083,1.2306675558036075,1.1107228615068494,1.1749738381351955,1.2280836530225216,1.2079047213698628,1.1772767366047083,1.2306675558036075,1.2053288015068493,1.1749738381351955,1.2280836530225216
2017-07-03,1.189,1.919,1.2632,1.3254686575342467,1.3149908353949809,1.4774013154948342,1.318471090410959,1.308142491048434,1.4685228401470392,1.2734018649315069,1.4259340138090397,1.6212326161291135,1.270595801369863,1.4225098416357662,1.616793378455216,1.6771648649315067,1.4259340138090397,1.6212326161291135,1.672314801369863,1.4225098416357662,1.616793378455216,1.3116654232876712,1.3012941467018873,1.459644364799244,1.3045489561643835,1.2944458023553405,1.450765889451449,1.2716808147945207,1.4238795105050757,1.618569073524775,1.2691929712328767,1.4204553383318024,1.6141298358508773,1.6742028147945205,1.4238795105050757,1.618569073524775,1.6695979712328768,1.4204553383318024,1.6141298358508773,1.297551389041096,1.2875974580087934,1.441887414103654,1.2905538219178083,1.2807491136622466,1.4330089387558589,1.2700860846575344,1.4218250072011118,1.6159055309204367,1.2674719210958905,1.4184008350278383,1.611466293246539,1.6713670846575344,1.4218250072011118,1.6159055309204367,1.6666359210958903,1.4184008350278383,1.611466293246539,1.2837481547945206,1.2739007693156998,1.4241304634080643,1.276631687671233,1.267052424969153,1.4152519880602692,1.2684913545205478,1.4197705038971478,1.6132419883160978,1.2658771909589042,1.4163463317238745,1.6088027506422002,1.668531354520548,1.4197705038971478,1.6132419883160978,1.6638001909589042,1.4163463317238745,1.6088027506422002,1.2696341205479453,1.260204080622606,1.4063735127124743,1.2626365534246577,1.2533557362760592,1.397495037364679,1.267088524383562,1.4177160005931837,1.6105784457117593,1.264282460821918,1.4142918284199104,1.6061392080378618,1.6658145243835618,1.4177160005931837,1.6105784457117593,1.6609644608219178,1.4142918284199104,1.6061392080378618
2017-07-02,1.14755,1.1895,1.2629,1.1197031575342467,1.1151807580226474,1.1286656963644006,1.115294860410959,1.1108300396432549,1.1241464162557362,1.1576800649315069,1.1856623957688088,1.201878034124767,1.1555299963698629,1.1834870365791124,1.1996183940704348,1.1808826099315068,1.1856623957688088,1.201878034124767,1.178615081369863,1.1834870365791124,1.1996183940704348,1.111005513287671,1.1064793212638622,1.1196271361470713,1.1064824611643835,1.1021286028844692,1.115107856038407,1.1563380397945207,1.184357180254991,1.2005222500921677,1.1544332112328768,1.1821818210652948,1.1982626100378353,1.1794692697945206,1.184357180254991,1.2005222500921677,1.177442786232877,1.1821818210652948,1.1982626100378353,1.1020741640410958,1.0977778845050767,1.1105885759297422,1.0976658669178083,1.093427166125684,1.1060692958210776,1.1551223046575343,1.183051964741173,1.1991664660595684,1.1530911860958906,1.180876605551477,1.196906826005236,1.1781822196575342,1.183051964741173,1.1991664660595684,1.1760294460958902,1.180876605551477,1.196906826005236,1.0933765197945207,1.0890764477462913,1.1015500157124132,1.088853467671233,1.0847257293668986,1.0970307356037483,1.1539065695205477,1.1817467492273555,1.197810682026969,1.151875450958904,1.179571390037659,1.1955510419726365,1.1768951695205478,1.1817467492273555,1.197810682026969,1.174742395958904,1.179571390037659,1.1955510419726365,1.0844451705479452,1.0803750109875059,1.0925114554950839,1.0800368734246575,1.0760242926081132,1.0879921753864192,1.1528097843835616,1.1804415337135377,1.1964548979943694,1.1506597158219178,1.1782661745238414,1.1941952579400372,1.1757228743835617,1.1804415337135377,1.1964548979943694,1.173455345821918,1.1782661745238414,1.1941952579400372
2017-06-30,1.1415,1.186,1.2629,1.1174876575342465,1.1127242968083844,1.1269929938560246,1.1131069904109587,1.1084042841941701,1.122494622528715,1.1531849449315068,1.1827085011586576,1.199866609358445,1.1510585013698629,1.1805484948515503,1.1976174236947899,1.1777978949315067,1.1827085011586576,1.199866609358445,1.1755468513698628,1.1805484948515503,1.1976174236947899,1.1088449232876711,1.1040842715799557,1.1179962512014048,1.1043501061643834,1.099764258965741,1.1134978798740949,1.1518570247945206,1.1814124973743934,1.198517097960252,1.1499754712328767,1.1792524910672861,1.1962679122965971,1.1763943247945206,1.1814124973743934,1.198517097960252,1.1743837212328767,1.1792524910672861,1.1962679122965971,1.0999694390410957,1.0954442463515268,1.108999508546785,1.0955887719178081,1.0911242337373124,1.1045011372194753,1.1506553946575342,1.180116493590129,1.197167586562059,1.1486475510958902,1.1779564872830217,1.1949184008984042,1.1751170446575343,1.180116493590129,1.197167586562059,1.1729801510958904,1.1779564872830217,1.1949184008984042,1.0913267047945205,1.086804221123098,1.1000027658921654,1.0868318876712328,1.0824842085088837,1.0955043945648555,1.1494537645205476,1.1788204898058647,1.1958180751638658,1.147445920958904,1.1766604834987575,1.193568889500211,1.1738397645205478,1.1788204898058647,1.1958180751638658,1.171702870958904,1.1766604834987575,1.193568889500211,1.082451220547945,1.078164195894669,1.0910060232375456,1.0780705534246575,1.0738441832804548,1.0865076519102355,1.1483707343835616,1.1775244860216003,1.1944685637656731,1.146244290821918,1.175364479714493,1.192219378102018,1.1726766343835615,1.1775244860216003,1.1944685637656731,1.1704255908219179,1.175364479714493,1.192219378102018
2017-06-29,1.1668,1.1653,1.2532,1.1152035479452054,1.1121705966502848,1.1150718192678868,1.1109210753424656,1.1079259984387315,1.1107909557736138,1.166306494109589,1.180933087677447,1.1844218078751134,1.164142117808219,1.1788107885716705,1.182281376127977,1.165476844109589,1.180933087677447,1.1844218078751134,1.1633166678082192,1.1788107885716705,1.182281376127977,1.106755132739726,1.1036814002271784,1.1065100922793405,1.1023559801369864,1.0994368020156253,1.1022292287850672,1.1649559823287672,1.179659708213981,1.1831375488268314,1.1630334560273974,1.1775374091082045,1.180997117079695,1.1641288823287672,1.179659708213981,1.1831375488268314,1.1622107060273974,1.1775374091082045,1.180997117079695,1.0980735075342465,1.095192203804072,1.097948365290794,1.093791034931507,1.0909476055925187,1.0936675017965207,1.1637307905479453,1.178386328750515,1.1818532897785496,1.1616829442465753,1.1762640296447386,1.179712858031413,1.1629062405479453,1.178386328750515,1.1818532897785496,1.1608627442465753,1.1762640296447386,1.179712858031413,1.0896250923287671,1.0867030073809656,1.0893866383022475,1.0852259397260273,1.0824584091694125,1.0851057748079742,1.1625055987671233,1.1771129492870491,1.1805690307302676,1.1604577524657536,1.1749906501812726,1.178428598983131,1.1616835987671232,1.1771129492870491,1.1805690307302676,1.1596401024657534,1.1749906501812726,1.178428598983131,1.0809434671232876,1.0782138109578592,1.080824911313701,1.0766609945205479,1.0739692127463059,1.0765440478194277,1.1613969369863015,1.1758395698235833,1.1792847716819854,1.1592325606849316,1.1737172707178067,1.177144339934849,1.1605776369863015,1.1758395698235833,1.1792847716819854,1.1584174606849316,1.1737172707178067,1.177144339934849
2017-06-28,1.2314,1.1640000000000001,1.2531,1.1218112054794522,1.1217710376455061,1.1078429788329218,1.1170368257534247,1.1169954750174031,1.1032415169399763,1.2083855890410957,1.1991351522207758,1.1823866614986431,1.2058317291780822,1.1967473709067242,1.1800859305521703,1.171106649041096,1.1991351522207758,1.1823866614986431,1.1687415091780822,1.1967473709067242,1.1800859305521703,1.1123788460273973,1.1122199123893002,1.0986400550470303,1.1074813263013699,1.1074443497611968,1.0940385931540846,1.2068013671232878,1.197702483432345,1.1810062229307596,1.2044892172602741,1.1953147021182935,1.1787054919842865,1.1696370071232878,1.197702483432345,1.1810062229307596,1.1675203172602742,1.1953147021182935,1.1787054919842865,1.1027069465753425,1.1026687871330938,1.0894371312611388,1.0979325668493152,1.0978932245049908,1.0848356693681929,1.2053424552054794,1.196269814643914,1.179625784362876,1.2029049953424658,1.1938820333298625,1.177325053416403,1.1682926752054796,1.196269814643914,1.179625784362876,1.1660506753424658,1.1938820333298625,1.177325053416403,1.0932745871232878,1.0931176618768876,1.0802342074752471,1.0883770673972604,1.0883420992487847,1.0756327455823014,1.2038835432876713,1.194837145855483,1.178245345794992,1.2014460834246576,1.1924493645414316,1.175944614848519,1.1669483432876713,1.194837145855483,1.178245345794992,1.1647063434246576,1.1924493645414316,1.175944614848519,1.083602687671233,1.0835665366206815,1.0710312836893556,1.0788283079452055,1.0787909739925783,1.0664298217964099,1.2025410313698632,1.1934044770670522,1.1768649072271082,1.1999871715068493,1.1910166957530006,1.1745641762806354,1.1657271513698633,1.1934044770670522,1.1768649072271082,1.1633620115068495,1.1910166957530006,1.1745641762806354
2017-06-27,1.1638,1.1792,1.2396,1.1073992054794521,1.10455838625079,1.1107591393493261,1.1028029057534248,1.099997981765121,1.1061212254499253,1.162418909041096,1.17843693891863,1.1858933445196191,1.1601031591780822,1.1761567366757952,1.183574387569919,1.170936649041096,1.17843693891863,1.1858933445196191,1.1685777791780823,1.1761567366757952,1.183574387569919,1.0983245260273973,1.095437577279452,1.1014833115505245,1.0936118463013698,1.0908771727937827,1.0968453976511237,1.1609786671232876,1.1770688175729291,1.1845019703497992,1.158904797260274,1.1747886153300946,1.1821830134000988,1.1694702271232877,1.1770688175729291,1.1845019703497992,1.167351697260274,1.1747886153300946,1.1821830134000988,1.0890155465753424,1.0863167683081136,1.0922074837517228,1.084419246849315,1.0817563638224446,1.087569569852322,1.1596623852054795,1.1757006962272283,1.1831105961799788,1.1574645553424656,1.173420493984394,1.1807916392302786,1.1681277652054796,1.1757006962272283,1.1831105961799788,1.1658852753424658,1.173420493984394,1.1807916392302786,1.0799408671232877,1.0771959593367753,1.0829316559529212,1.0752281873972602,1.0726355548511064,1.0782937420535204,1.158346103287671,1.1743325748815279,1.1817192220101587,1.1561482734246575,1.172052372638693,1.1794002650604583,1.1667853032876712,1.1743325748815279,1.1817192220101587,1.1645428134246576,1.172052372638693,1.1794002650604583,1.070631887671233,1.068075150365437,1.0736558281541195,1.0660355879452053,1.0635147458797678,1.0690179142547187,1.1571477413698632,1.172964453535827,1.1803278478403385,1.1548319915068492,1.1706842512929925,1.1780088908906379,1.1655592213698631,1.172964453535827,1.1803278478403385,1.1632003515068494,1.1706842512929925,1.1780088908906379
2017-06-26,1.5329,1.1635,1.239,1.1804792054794522,1.194828091646377,1.103062623012708,1.1749790257534245,1.189139315843263,1.0985209155675149,1.4089810990410956,1.286986259656823,1.1766382836248361,1.405385029178082,1.2841418717552657,1.1743674299022393,1.2046659590410957,1.286986259656823,1.1766382836248361,1.2021042091780823,1.2841418717552657,1.1743674299022393,1.1695951960273971,1.183450540040149,1.0939792081223216,1.1639417263013698,1.177761764237035,1.0894375006771286,1.4067723871232876,1.2852796269158888,1.175275771391278,1.403416567260274,1.2824352390143319,1.1730049176686816,1.2030852271232877,1.2852796269158888,1.175275771391278,1.200800667260274,1.2824352390143319,1.1730049176686816,1.1584415465753424,1.172072988433921,1.0848957932319356,1.1529413668493151,1.166384212630807,1.0803540857867424,1.4046875752054795,1.2835729941749545,1.1739132591577204,1.4012078553424656,1.2807286062733976,1.1716424054351238,1.2016283952054796,1.2835729941749545,1.1739132591577204,1.1992199353424657,1.2807286062733976,1.1716424054351238,1.1475575371232876,1.160695436827693,1.0758123783415494,1.1419040673972602,1.1550066610245793,1.0712706708963564,1.402602763287671,1.2818663614340204,1.1725507469241623,1.3991230434246573,1.2790219735324633,1.1702798932015654,1.200171563287671,1.2818663614340204,1.1725507469241623,1.1977631034246574,1.2790219735324633,1.1702798932015654,1.1364038876712328,1.1493178852214652,1.0667289634511632,1.1309037079452056,1.143629109418351,1.06218725600597,1.400634301369863,1.2801597286930861,1.1711882346906042,1.3970382315068495,1.2773153407915294,1.1689173809680078,1.198868021369863,1.2801597286930861,1.1711882346906042,1.1963062715068495,1.2773153407915294,1.1689173809680078
2017-06-25,1.14925,1.1494,1.2391,1.101069212328767,1.0978967446638093,1.1012877366469702,1.0968606379452055,1.0937278298760598,1.097076434459431,1.1498887853424657,1.1654331642253541,1.1695108320851049,1.147768558150685,1.1633487068314792,1.1674051809913353,1.1499717503424658,1.1654331642253541,1.1695108320851049,1.147851103150685,1.1633487068314792,1.1674051809913353,1.092767003561644,1.08955891508831,1.0928651322718919,1.0884435041780822,1.0853900003005603,1.0886538300843527,1.1485652910273974,1.1641824897890292,1.1682474414288433,1.1466839138356166,1.1620980323951544,1.1661417903350735,1.1486480010273974,1.1641824897890292,1.1682474414288433,1.1467661888356164,1.1620980323951544,1.1661417903350735,1.0842349297945206,1.0812210855128108,1.0844425278968135,1.080026355410959,1.0770521707250613,1.0802312257092743,1.1473657067123288,1.1629318153527044,1.1669840507725815,1.145360419520548,1.1608473579588297,1.164878399678812,1.1474481617123287,1.1629318153527044,1.1669840507725815,1.145442439520548,1.1608473579588297,1.164878399678812,1.0759327210273975,1.0728832559373114,1.0760199235217351,1.0716092216438355,1.0687143411495619,1.071808621334196,1.1461661223972603,1.1616811409163794,1.1657206601163197,1.1441608352054793,1.1595966835225047,1.1636150090225499,1.1462483223972602,1.1616811409163794,1.1657206601163197,1.1442426002054793,1.1595966835225047,1.1636150090225499,1.067400647260274,1.0645454263618122,1.0675973191466568,1.0631920728767124,1.0603765115740624,1.0633860169591174,1.1450814780821919,1.1604304664800544,1.164457269460058,1.142961250890411,1.1583460090861797,1.1623516183662885,1.1451634080821917,1.1604304664800544,1.164457269460058,1.143042760890411,1.1583460090861797,1.1623516183662885
2017-06-23,1.0858,1.1491,1.2391,1.0876637123287671,1.0815721811700048,1.1011443621145296,1.0836211279452055,1.0776073234259276,1.096934852108646,1.1071254653424658,1.145802876624054,1.1693384242098448,1.1052275231506852,1.1438204477520155,1.1672336692069027,1.1421366953424656,1.145802876624054,1.1693384242098448,1.1400615131506848,1.1438204477520155,1.1672336692069027,1.0796934535616438,1.0736424656818506,1.092725342102762,1.0755422891780821,1.0696776079377734,1.0885158320968784,1.1059353360273974,1.1446134193008308,1.1680755712080797,1.1042762138356166,1.1426309904287923,1.1659708162051379,1.1408389560273973,1.1446134193008308,1.1680755712080797,1.1389962638356166,1.1426309904287923,1.1659708162051379,1.0714997047945205,1.0657127501936963,1.0843063220909948,1.067457120410959,1.061747892449619,1.080096812085111,1.1048691167123288,1.1434239619776077,1.1668127182063148,1.103086084520548,1.1414415331055692,1.1647079632033728,1.1396651267123288,1.1434239619776077,1.1668127182063148,1.137698524520548,1.1414415331055692,1.1647079632033728,1.0635294460273974,1.0577830347055421,1.0758873020792274,1.0593782816438355,1.053818176961465,1.0716777920733438,1.1038028973972602,1.1422345046543845,1.1655498652045495,1.1020198652054793,1.140252075782346,1.1634451102016077,1.1384912973972603,1.1422345046543845,1.1655498652045495,1.1365246952054795,1.140252075782346,1.1634451102016077,1.0553356972602739,1.0498533192173878,1.0674682820674601,1.0512931128767122,1.0458884614733106,1.0632587720615763,1.1028515880821919,1.1410450473311615,1.1642870122027844,1.1009536458904112,1.1390626184591228,1.1621822571998426,1.1374260480821918,1.1410450473311615,1.1642870122027844,1.135350865890411,1.1390626184591228,1.1621822571998426
2017-06-22,1.0859999999999999,1.1422,1.2417,1.0921541643835617,1.0860543754254048,1.1041636216536572,1.0883980926027397,1.0823759560065598,1.100258836656959,1.1079090112328767,1.1456447700106929,1.1674211386001665,1.1061498453424656,1.1438055603012707,1.1654687461018174,1.1389932312328768,1.1456447700106929,1.1674211386001665,1.1370767053424657,1.1438055603012707,1.1654687461018174,1.0847562408219178,1.078697536587715,1.096354051660261,1.0808915690410958,1.0750191171688699,1.092449266663563,1.1068018536986302,1.1445412441850396,1.166249703101157,1.1052810778082192,1.1427020344756171,1.164297310602808,1.1377905336986303,1.1445412441850396,1.166249703101157,1.1361067778082192,1.1427020344756171,1.164297310602808,1.077135497260274,1.071340697750025,1.0885444816668646,1.0733794254794522,1.0676622783311802,1.0846396966701666,1.1058188661643835,1.143437718359386,1.1650782676021476,1.1041739202739724,1.1415985086499636,1.1631258751037987,1.1367120061643838,1.143437718359386,1.1650782676021476,1.1349040802739727,1.1415985086499636,1.1631258751037987,1.0697375736986303,1.063983858912335,1.0807349116734684,1.0658729019178081,1.06030543949349,1.0768301266767704,1.1048358786301369,1.1423341925337327,1.163906832103138,1.103190932739726,1.1404949828243103,1.1619544396047892,1.135633478630137,1.1423341925337327,1.163906832103138,1.133825552739726,1.1404949828243103,1.1619544396047892,1.0621168301369863,1.056627020074645,1.0729253416800724,1.0583607583561643,1.0529486006558,1.069020556683374,1.1039671110958904,1.1412306667080792,1.1627353966041287,1.1022079452054794,1.1393914569986567,1.1607830041057796,1.1346635510958905,1.1412306667080792,1.1627353966041287,1.1327470252054797,1.1393914569986567,1.1607830041057796
2017-06-21,1.1358,1.1455,1.2415,1.094124095890411,1.0902894571428143,1.0963612556910372,1.0897623706849315,1.08597590742168,1.0919718084880499,1.140037778219178,1.1601689626251932,1.167470300379431,1.1378693056164382,1.1580121877646259,1.1652755767779372,1.145402848219178,1.1601689626251932,1.167470300379431,1.1432072156164383,1.1580121877646259,1.1652755767779372,1.0855151954794522,1.0816623577005455,1.0875823612850626,1.0810398902739726,1.077348807979411,1.0831929140820753,1.1386851146575343,1.1588748977088528,1.1661534662185347,1.1367553420547947,1.1567181228482857,1.163958742617041,1.1440336946575342,1.1588748977088528,1.1661534662185347,1.1420757920547944,1.1567181228482857,1.163958742617041,1.0766781650684931,1.0730352582582765,1.078803466879088,1.0723164398630136,1.0687217085371419,1.0744140196761005,1.1374566010958904,1.1575808327925126,1.1648366320576387,1.1354026784931506,1.1554240579319452,1.162641908456145,1.1427886910958904,1.1575808327925126,1.1648366320576387,1.1407066384931506,1.1554240579319452,1.162641908456145,1.0680692646575345,1.0644081588160073,1.0700245724731134,1.0635939594520547,1.060094609094873,1.0656351252701262,1.1362280875342465,1.1562867678761721,1.1635197978967422,1.134174164931507,1.154129993015605,1.1613250742952486,1.1415436875342464,1.1562867678761721,1.1635197978967422,1.1394616349315068,1.154129993015605,1.1613250742952486,1.0592322342465754,1.0557810593737385,1.0612456780671389,1.0548705090410957,1.0514675096526038,1.0568562308641516,1.1351141239726028,1.1549927029598317,1.1622029637358462,1.132945651369863,1.1528359280992646,1.1600082401343523,1.1404122639726026,1.1549927029598317,1.1622029637358462,1.1382166313698632,1.1528359280992646,1.1600082401343523
2017-06-20,1.1428,1.0968,1.2354,1.0958355616438356,1.0930629013969237,1.086464542386237,1.0924127397260275,1.089673587732202,1.0831577082091486,1.1407807967123287,1.1479697827654172,1.1400352560550662,1.1390109657534246,1.1462751259330561,1.1383818389665221,1.1153381967123288,1.1479697827654172,1.1400352560550662,1.1136971657534247,1.1462751259330561,1.1383818389665221,1.089099597808219,1.08628427406748,1.0798508740320605,1.0855624958904109,1.0828949604027582,1.0765440398549724,1.1396667101369864,1.1469529886660006,1.13904320580194,1.1381300991780823,1.1452583318336398,1.1373897887133957,1.1143023101369862,1.1469529886660006,1.13904320580194,1.1128990991780823,1.1452583318336398,1.1373897887133957,1.0821396739726026,1.0795056467380364,1.073237205677884,1.0787168520547945,1.0761163330733146,1.0699303715007957,1.1386761635616438,1.145936194566584,1.1380511555488133,1.1370160126027395,1.1442415377342232,1.1363977384602693,1.1133899635616438,1.145936194566584,1.1380511555488133,1.1118632126027397,1.1442415377342232,1.1363977384602693,1.0754037101369862,1.0727270194085927,1.0666235373237076,1.0718666082191781,1.0693377057438709,1.0633167031466193,1.1376856169863014,1.1449194004671674,1.1370591052956869,1.1360254660273972,1.1432247436348066,1.1354056882071426,1.1124776169863013,1.1449194004671674,1.1370591052956869,1.1109508660273972,1.1432247436348066,1.1354056882071426,1.0684437863013698,1.065948392079149,1.060009868969531,1.0650209643835615,1.0625590784144272,1.0567030347924427,1.1368047504109589,1.1439026063677509,1.1360670550425604,1.135034919452055,1.14220794953539,1.1344136379540162,1.111679550410959,1.1439026063677509,1.1360670550425604,1.110038519452055,1.14220794953539,1.1344136379540162
2017-06-19,1.0024,1.0982,1.2353,1.0513550958904112,1.0421045409337775,1.0717589490643715,1.0475258306849313,1.0383933026652559,1.0676770306942178,1.043471948219178,1.1022266008838262,1.1378860266608657,1.0418090656164383,1.1003709817495655,1.1358450674757887,1.0964589282191781,1.1022266008838262,1.1378860266608657,1.0945278056164385,1.1003709817495655,1.1358450674757887,1.043806385479452,1.0346820643967345,1.0635951123240637,1.0398768802739726,1.030970826128213,1.0595131939539097,1.0424220646575342,1.1011132294032697,1.1366614511498194,1.0409925320547946,1.0992576102690093,1.1346204919647425,1.0952461846575343,1.1011132294032697,1.1366614511498194,1.0935388320547945,1.0992576102690093,1.1346204919647425,1.0360476150684932,1.0272595878596913,1.0554312755837558,1.0322183498630138,1.02354834959117,1.051349357213602,1.0414957110958905,1.0999998579227135,1.1354368756387734,1.0399426484931507,1.0981442387884526,1.1333959164536964,1.0941569710958905,1.0999998579227135,1.1354368756387734,1.0923260884931507,1.0981442387884526,1.1333959164536964,1.0284989046575344,1.0198371113226483,1.047267438843448,1.0245693994520548,1.0161258730541267,1.043185520473294,1.0405693575342465,1.098886486442157,1.1342123001277271,1.0390162949315067,1.0970308673078961,1.1321713409426502,1.0930677575342465,1.098886486442157,1.1342123001277271,1.091236874931507,1.0970308673078961,1.1321713409426502,1.0207401342465754,1.0124146347856051,1.03910360210314,1.016910869041096,1.0087033965170837,1.035021683732986,1.0397528239726028,1.0977731149616006,1.1329877246166808,1.0380899413698632,1.0959174958273397,1.1309467654316039,1.0920787839726027,1.0977731149616006,1.1329877246166808,1.0901476613698633,1.0959174958273397,1.1309467654316039
