,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
64,15246.599790268696,15226.20353064514,15188.70953509122,15220.294166855278,15208.34976534345
65,20407.77495483573,20403.85905874707,20378.911312820575,20414.93556479535,20406.729257626364
66,32206.13017951908,32007.974279516857,31928.05316768205,32122.170529386087,31915.402492597772
67,55889.9688342567,55048.57115298434,55041.984261173406,55796.253040818294,55057.456649442836
68,109271.21393593863,107910.59923537928,107906.40248153888,109072.38896669634,107779.73060667494
69,223559.87533702663,220194.28461193718,220167.93704469345,223185.01216327297,220229.82659777117
70,214707.5345301271,213386.49519677888,212853.68778454684,214147.80352924045,212769.34995065164
71,101643.9986017913,101508.02353763426,101258.0635672748,101468.62777903519,101388.99843562301
72,54635.60696796932,53955.29961768964,53953.20124076944,54536.19448334817,53889.86530333747
73,33533.98130055401,33029.14269179059,33025.19055670404,33477.75182449096,33034.4739896657
