,2017-07-01,2017-07-02,2017-07-03,2017-07-04,2017-07-05,2017-07-06,2017-07-07,2017-07-08,2017-07-09,2017-07-10,2017-07-11,2017-07-12,2017-07-13,2017-07-14,2017-07-15,2017-07-16,2017-07-17,2017-07-18,2017-07-19,2017-07-20,2017-07-21,2017-07-22,2017-07-23,2017-07-24,2017-07-25,2017-07-26,2017-07-27,2017-07-28,2017-07-29,2017-07-30,2017-07-31,2017-08-01,2017-08-02,2017-08-03,2017-08-04,2017-08-05,2017-08-06,2017-08-07,2017-08-08,2017-08-09,2017-08-10,2017-08-11,2017-08-12,2017-08-13,2017-08-14,2017-08-15,2017-08-16,2017-08-17,2017-08-18,2017-08-19,2017-08-20,2017-08-21,2017-08-22,2017-08-23,2017-08-24,2017-08-25,2017-08-26,2017-08-27,2017-08-28,2017-08-29,2017-08-30,2017-08-31,2017-09-01,2017-09-02,2017-09-03,2017-09-04,2017-09-05,2017-09-06,2017-09-07,2017-09-08,2017-09-09,2017-09-10,2017-09-11,2017-09-12,2017-09-13,2017-09-14,2017-09-15,2017-09-16,2017-09-17,2017-09-18,2017-09-19,2017-09-20,2017-09-21,2017-09-22,2017-09-23,2017-09-24,2017-09-25,2017-09-26,2017-09-27,2017-09-28,2017-09-29,2017-09-30,2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28
0,1000.0,1000.0,1000.0,1000.1332962853456,1000.8811681002599,1001.2401512031055,1001.3675619686372,1001.5478294607447,1001.728132238411,1001.4202631545759,1001.5243108894408,1001.5712796590861,1002.0212844744987,1002.1414266540453,1002.3098806999487,1002.4783655257754,1001.7266730918908,1002.0082892141447,1002.8691567158875,1003.0451336305848,1003.0778929214272,1003.2785538108062,1003.4792583359023,1003.7784854890949,1003.5944505957685,1003.5829726401699,1003.9072684553414,1004.1867008471611,1004.3873150268555,1004.5879727779436,1004.9602070594408,1005.2889984831181,1004.9170033710507,1004.8412274046276,1004.8201823618043,1004.9947425250944,1005.1693356453433,1005.4352256771921,1005.6715100571529,1005.7879226717184,1005.6412524469614,1004.9816183112632,1005.1624361703315,1005.3432893575931,1005.9915983764142,1006.7437269615,1006.9429210379568,1007.8461867763697,1007.8506875776645,1008.0220720158259,1008.1934933873337,1008.8163817485992,1008.6262803148287,1008.6854004721963,1007.8376935530933,1009.8095559706902,1009.9901353321554,1010.170755656243,1011.4627671919637,1010.6366657391825,1010.428900297093,1010.5069866123788,1011.1394942464791,1011.3199772906165,1011.5005012123586,1012.0531896654719,1012.1494799776996,1012.2525626741739,1011.6704893106449,1011.6452897143698,1011.8180952723991,1011.9909382670245,1012.5179110952026,1012.9224012454553,1013.2154827048129,1013.0930477519572,1012.9543539791032,1013.1271530877552,1013.2999895935903,1013.9777520699939,1013.5288619163678,1014.1579343472702,1013.9896366072387,1013.9958935473239,1014.1741456879397,1014.3524375841304,1013.3683070876496,1013.4685727163743,1013.8498629776867,1014.1793824865891,1014.2705684337244,1016.6397294683504,1017.4569293605806,1018.2749631317528,1019.0938316327654,1019.9135357153851,1020.7340762322478,1021.5554540368594,1022.3776699835965,1023.2007249277079,1023.2944739354109,1023.8942557492296,1030.219152895015,1030.4520591917026,1031.4947708470713,1031.6621587830036,1031.8295831843977,1030.7543622756698,1031.1292895995996,1031.7814409185567,1031.1375196529386,1031.7800275066286,1031.9517342099682,1032.1234792451123,1032.9591721963338,1033.8362071729837,1035.1657802505067,1035.7248792425637,1036.3673127924199,1036.536933286016
1,2000.0,2000.0,2000.0,2000.2665925706913,2001.7623362005197,2002.480302406211,2002.7351239372745,2003.0956589214893,2003.456264476822,2002.8405263091518,2003.0486217788816,2003.1425593181723,2004.0425689489973,2004.2828533080906,2004.6197613998975,2004.9567310515508,2003.4533461837816,2004.0165784282894,2005.738313431775,2006.0902672611696,2006.1557858428544,2006.5571076216124,2006.9585166718045,2007.5569709781898,2007.188901191537,2007.1659452803399,2007.8145369106828,2008.3734016943222,2008.774630053711,2009.1759455558872,2009.9204141188816,2010.5779969662362,2009.8340067421013,2009.6824548092552,2009.6403647236086,2009.9894850501887,2010.3386712906865,2010.8704513543842,2011.3430201143058,2011.5758453434369,2011.2825048939228,2009.9632366225264,2010.324872340663,2010.6865787151862,2011.9831967528285,2013.487453923,2013.8858420759136,2015.6923735527394,2015.701375155329,2016.0441440316517,2016.3869867746673,2017.6327634971983,2017.2525606296574,2017.3708009443926,2015.6753871061867,2019.6191119413804,2019.9802706643109,2020.341511312486,2022.9255343839275,2021.273331478365,2020.857800594186,2021.0139732247576,2022.2789884929582,2022.639954581233,2023.0010024247172,2024.1063793309438,2024.2989599553991,2024.5051253483477,2023.3409786212899,2023.2905794287396,2023.6361905447982,2023.981876534049,2025.0358221904053,2025.8448024909105,2026.4309654096257,2026.1860955039144,2025.9087079582064,2026.2543061755105,2026.5999791871807,2027.9555041399879,2027.0577238327355,2028.3158686945403,2027.9792732144774,2027.9917870946479,2028.3482913758794,2028.7048751682607,2026.736614175299,2026.9371454327486,2027.6997259553734,2028.3587649731783,2028.5411368674488,2033.2794589367008,2034.9138587211612,2036.5499262635055,2038.1876632655308,2039.8270714307703,2041.4681524644957,2043.1109080737187,2044.755339967193,2046.4014498554159,2046.5889478708218,2047.7885114984592,2060.43830579003,2060.904118383405,2062.9895416941426,2063.3243175660073,2063.6591663687955,2061.5087245513396,2062.258579199199,2063.5628818371133,2062.2750393058773,2063.560055013257,2063.9034684199364,2064.2469584902246,2065.9183443926677,2067.6724143459674,2070.3315605010134,2071.4497584851274,2072.7346255848397,2073.073866572032
2,5000.0,5000.0,5000.0,5000.666481426727,5004.405840501298,5006.200756015526,5006.837809843184,5007.739147303721,5008.640661192053,5007.101315772878,5007.6215544472025,5007.85639829543,5010.1064223724925,5010.707133270225,5011.549403499742,5012.391827628875,5008.633365459452,5010.041446070722,5014.345783579436,5015.2256681529225,5015.389464607135,5016.39276905403,5017.396291679511,5018.892427445473,5017.972252978841,5017.914863200849,5019.536342276706,5020.933504235804,5021.936575134277,5022.939863889717,5024.801035297203,5026.444992415591,5024.585016855253,5024.206137023137,5024.1009118090205,5024.97371262547,5025.846678226715,5027.17612838596,5028.357550285763,5028.9396133585915,5028.206262234806,5024.908091556315,5025.812180851657,5026.716446787965,5029.957991882071,5033.718634807499,5034.7146051897835,5039.230933881848,5039.253437888322,5040.110360079129,5040.967466936668,5044.081908742996,5043.131401574144,5043.4270023609815,5039.188467765467,5049.047779853451,5049.950676660777,5050.853778281215,5057.313835959819,5053.183328695913,5052.144501485465,5052.534933061894,5055.697471232395,5056.599886453083,5057.502506061794,5060.26594832736,5060.747399888499,5061.26281337087,5058.3524465532255,5058.22644857185,5059.0904763619965,5059.954691335124,5062.5895554760145,5064.612006227278,5066.0774135240645,5065.465238759786,5064.771769895517,5065.635765438777,5066.499947967953,5069.888760349971,5067.644309581839,5070.789671736351,5069.948183036195,5069.97946773662,5070.870728439699,5071.762187920652,5066.841535438248,5067.342863581872,5069.249314888434,5070.896912432946,5071.352842168622,5083.198647341753,5087.284646802904,5091.374815658765,5095.469158163828,5099.567678576927,5103.670381161241,5107.777270184299,5111.888349917984,5116.003624638541,5116.472369677055,5119.471278746148,5151.095764475076,5152.260295958514,5157.473854235357,5158.310793915018,5159.147915921989,5153.77181137835,5155.6464479979995,5158.907204592783,5155.687598264694,5158.900137533144,5159.758671049843,5160.6173962255625,5164.795860981671,5169.18103586492,5175.828901252535,5178.62439621282,5181.8365639621,5182.68466643008
3,10000.0,10000.0,10000.0,10001.332962853454,10008.811681002597,10012.401512031052,10013.675619686368,10015.478294607443,10017.281322384106,10014.202631545755,10015.243108894405,10015.71279659086,10020.212844744985,10021.41426654045,10023.098806999484,10024.78365525775,10017.266730918904,10020.082892141443,10028.691567158872,10030.451336305845,10030.77892921427,10032.78553810806,10034.792583359022,10037.784854890946,10035.944505957683,10035.829726401698,10039.072684553412,10041.867008471609,10043.873150268553,10045.879727779435,10049.602070594407,10052.889984831181,10049.170033710507,10048.412274046274,10048.201823618041,10049.94742525094,10051.69335645343,10054.35225677192,10056.715100571526,10057.879226717183,10056.412524469612,10049.81618311263,10051.624361703314,10053.43289357593,10059.915983764142,10067.437269614999,10069.429210379567,10078.461867763695,10078.506875776644,10080.220720158259,10081.934933873335,10088.163817485993,10086.262803148287,10086.854004721963,10078.376935530934,10098.095559706902,10099.901353321555,10101.70755656243,10114.627671919638,10106.366657391825,10104.28900297093,10105.069866123788,10111.39494246479,10113.199772906166,10115.005012123587,10120.53189665472,10121.494799776998,10122.52562674174,10116.704893106451,10116.4528971437,10118.180952723993,10119.909382670248,10125.179110952029,10129.224012454555,10132.154827048129,10130.930477519572,10129.543539791033,10131.271530877553,10132.999895935905,10139.777520699941,10135.288619163677,10141.579343472702,10139.89636607239,10139.95893547324,10141.741456879397,10143.524375841303,10133.683070876496,10134.685727163744,10138.498629776868,10141.793824865892,10142.705684337245,10166.397294683506,10174.569293605808,10182.74963131753,10190.938316327656,10199.135357153855,10207.340762322481,10215.554540368597,10223.776699835968,10232.007249277081,10232.94473935411,10238.942557492295,10302.191528950152,10304.520591917028,10314.947708470714,10316.621587830035,10318.295831843978,10307.5436227567,10311.292895995999,10317.814409185567,10311.375196529389,10317.800275066287,10319.517342099685,10321.234792451125,10329.591721963341,10338.36207172984,10351.65780250507,10357.24879242564,10363.6731279242,10365.36933286016
4,15000.0,15000.0,15000.0,15001.999444280184,15013.217521503897,15018.602268046581,15020.513429529557,15023.217441911169,15025.921983576163,15021.303947318636,15022.864663341612,15023.569194886293,15030.31926711748,15032.12139981068,15034.64821049923,15037.17548288663,15025.90009637836,15030.124338212168,15043.037350738308,15045.67700445877,15046.168393821405,15049.17830716209,15052.188875038531,15056.677282336423,15053.916758936526,15053.744589602547,15058.60902683012,15062.800512707414,15065.809725402829,15068.81959166915,15074.403105891606,15079.334977246766,15073.755050565755,15072.618411069407,15072.302735427058,15074.921137876408,15077.540034680142,15081.528385157875,15085.072650857286,15086.818840075772,15084.618786704415,15074.724274668943,15077.436542554966,15080.149340363889,15089.873975646207,15101.155904422492,15104.143815569345,15117.692801645537,15117.760313664961,15120.331080237382,15122.902400809999,15132.24572622898,15129.39420472242,15130.281007082935,15117.565403296392,15147.143339560345,15149.852029982323,15152.561334843636,15171.941507879445,15159.549986087726,15156.433504456387,15157.604799185672,15167.092413697177,15169.799659359238,15172.50751818537,15180.797844982068,15182.242199665487,15183.788440112598,15175.057339659665,15174.679345715538,15177.271429085979,15179.86407400536,15187.768666428034,15193.836018681823,15198.232240572186,15196.395716279352,15194.31530968654,15196.907296316322,15199.499843903848,15209.666281049902,15202.93292874551,15212.369015209046,15209.844549108575,15209.938403209853,15212.612185319089,15215.286563761947,15200.524606314735,15202.028590745604,15207.747944665292,15212.690737298828,15214.058526505856,15249.595942025246,15261.853940408697,15274.12444697628,15286.40747449147,15298.703035730769,15311.011143483707,15323.33181055288,15335.665049753936,15348.010873915608,15349.417109031152,15358.413836238433,15453.28729342521,15456.780887875528,15472.421562706058,15474.932381745042,15477.443747765954,15461.315434135038,15466.939343993987,15476.72161377834,15467.062794794072,15476.700412599419,15479.276013149514,15481.852188676676,15494.387582944999,15507.543107594745,15527.486703757591,15535.873188638447,15545.509691886286,15548.053999290229
5,20000.0,20000.0,20000.0,20002.665925706908,20017.623362005193,20024.803024062105,20027.351239372736,20030.956589214886,20034.56264476821,20028.40526309151,20030.48621778881,20031.42559318172,20040.42568948997,20042.8285330809,20046.197613998967,20049.5673105155,20034.533461837807,20040.165784282886,20057.383134317744,20060.90267261169,20061.55785842854,20065.57107621612,20069.585166718043,20075.569709781892,20071.889011915366,20071.659452803397,20078.145369106824,20083.734016943217,20087.746300537106,20091.75945555887,20099.204141188813,20105.779969662362,20098.340067421013,20096.824548092547,20096.403647236082,20099.89485050188,20103.38671290686,20108.70451354384,20113.43020114305,20115.758453434366,20112.825048939223,20099.63236622526,20103.24872340663,20106.86578715186,20119.831967528284,20134.874539229997,20138.858420759134,20156.92373552739,20157.013751553288,20160.441440316517,20163.86986774667,20176.327634971985,20172.525606296575,20173.708009443926,20156.75387106187,20196.191119413805,20199.80270664311,20203.41511312486,20229.255343839275,20212.73331478365,20208.57800594186,20210.139732247575,20222.78988492958,20226.39954581233,20230.010024247174,20241.06379330944,20242.989599553996,20245.05125348348,20233.409786212902,20232.9057942874,20236.361905447986,20239.818765340497,20250.358221904058,20258.44802490911,20264.309654096258,20261.860955039145,20259.087079582067,20262.543061755106,20265.99979187181,20279.555041399883,20270.577238327354,20283.158686945404,20279.79273214478,20279.91787094648,20283.482913758795,20287.048751682607,20267.36614175299,20269.371454327487,20276.997259553737,20283.587649731784,20285.41136867449,20332.79458936701,20349.138587211615,20365.49926263506,20381.876632655312,20398.27071430771,20414.681524644962,20431.109080737195,20447.553399671935,20464.014498554163,20465.88947870822,20477.88511498459,20604.383057900304,20609.041183834055,20629.89541694143,20633.24317566007,20636.591663687956,20615.0872455134,20622.585791991998,20635.628818371133,20622.750393058777,20635.600550132574,20639.03468419937,20642.46958490225,20659.183443926682,20676.72414345968,20703.31560501014,20714.49758485128,20727.3462558484,20730.73866572032
6,30000.0,30000.0,30000.0,29916.005510723433,30034.74273499538,30032.245851473657,30029.61905118945,30029.912965578755,30030.20693749886,29981.072095873853,29947.953702114108,29931.087505540272,29971.073523977277,29978.589698982207,29978.86435231792,29979.13905583829,29792.129680786376,29832.48104946456,29978.647966475975,30053.49038314988,30076.810795075915,30077.137959569467,30077.465195208213,30124.948337252044,30063.909784910004,30050.231649723864,30088.75735659183,30162.71613721505,30163.043225551508,30163.370384928283,30217.543518726,30277.732229068675,30225.412771131258,30178.392185141078,30093.969494317957,30094.25410327984,30094.5387659759,30158.752464304376,30181.745622142626,30227.820775871427,30212.16742102895,30115.56826219597,30115.863073922716,30116.157943249775,30281.749771467345,30825.84051926629,30715.94660050213,30713.472996864002,30727.212559131956,30727.53907245797,30727.86565614761,30810.092650263374,30863.71491120127,30819.679060630355,30715.90858871038,30940.256679704034,30940.600710752326,30940.944819840624,31076.209642173868,31039.354981203207,31020.9854590737,30980.919285315715,31123.025771664703,31123.36961921389,31123.713544641105,31175.560147214223,31284.910682322836,31294.95615902418,31202.72881560021,31234.074030565513,31234.403251340227,31234.732543437334,31339.085825664893,31287.636385214646,31373.372484736123,31320.0474563511,31268.847470691042,31269.176679178716,31269.505958913694,31452.009593128016,31390.595546544217,31463.392114427545,31363.47377393471,31326.24361007066,31326.58320741058,31326.922880490885,31320.691500777408,31306.21208322666,31348.564044476625,31510.704472740246,31510.878195787715,31708.171531281165,31709.728420913,31711.286899210587,31712.846967795012,31714.40862828902,31715.97188231701,31717.536731505053,31719.10317748085,31720.67122187378,31720.84982794003,31837.011852254174,33218.14713719686,33283.78862704651,33350.50650739926,33350.853491909314,33351.20055200995,33247.24503915556,33291.016094717255,33450.05586460722,33443.89470875959,33449.733035128746,33450.08897216805,33450.44498866674,33666.76281603738,33739.59091833283,33881.29914959849,33828.498828494834,33838.568616885845,33838.92022934547
7,50000.0,50000.0,50000.0,49682.961263630714,49987.836658921304,49999.0813294188,50003.70701710079,50004.196874416295,50004.686827616475,49821.30707241909,49800.65444714951,49714.765232693804,49794.411637332654,49885.35024285234,49885.80799841187,49886.26583761248,49465.64551035202,49489.97778230407,49899.863659626775,50011.515106143415,50099.47980814031,50100.02508229623,50100.570475027474,50093.24707748692,49995.93990642355,49917.0688132262,49874.916992458835,50156.95235201883,50157.49749924626,50158.04276487422,50397.82171716694,50451.10720728709,50312.145514916585,50224.32981039205,50107.66206369661,50108.13641196642,50108.610849793185,50410.50843103143,50461.596050583015,50751.82938196575,50660.984558203636,50365.75838528505,50366.24973816295,50366.74118704139,50708.11250178107,51385.92928569541,51230.017058769576,51279.74533495013,51459.06100527813,51459.60776610252,51460.15464475386,51677.3703970935,51631.28787508642,51408.72268013297,51166.62853390204,51418.26943704217,51418.845532057574,51419.42175775436,51581.662908209066,51378.43491265188,51348.74435954976,51234.75979117748,51438.38661370272,51438.96240144086,51439.53831958916,51670.96621565547,51771.370967937255,51771.23621628553,51722.426847665556,51846.23923498619,51846.79052955167,51847.3419435496,51753.33208100936,51629.217086727906,51761.238865689884,51724.531953202226,51744.39667678966,51744.947950779955,51745.499344076976,51971.329037085176,51896.26098575513,51999.91205623673,51881.97978109986,51882.11434081438,51882.68301139146,51883.25180879915,52075.884146521916,51979.75432557809,52006.58950195096,52331.19142239989,52331.482329229955,52813.38580136113,52815.99288104444,52818.602621017926,52821.21502399616,52823.830092696546,52826.44782983916,52829.06823814694,52831.69132034556,52834.31707916349,52834.61616282177,53204.72974039691,56200.579231882686,56361.17554807692,56424.27368632237,56424.85355283645,56425.43354567446,56264.88672240082,56355.18427993231,56780.803298013845,56999.992181154936,56929.736877918986,56930.33170553877,56930.92666594787,57620.26506356338,57745.7869681422,58294.54697161739,57884.28632001254,58011.741460966194,58012.3290615229
8,100000.0,100000.0,100000.0,99365.92252726143,99975.67331784261,99998.1626588376,100007.41403420157,100008.39374883259,100009.37365523295,99642.61414483818,99601.30889429901,99429.53046538761,99588.82327466531,99770.70048570468,99771.61599682373,99772.53167522496,98931.29102070404,98979.95556460814,99799.72731925355,100023.03021228683,100198.95961628063,100200.05016459247,100201.14095005495,100186.49415497384,99991.8798128471,99834.1376264524,99749.83398491767,100313.90470403766,100314.99499849252,100316.08552974844,100795.64343433388,100902.21441457418,100624.29102983317,100448.6596207841,100215.32412739322,100216.27282393284,100217.22169958637,100821.01686206285,100923.19210116603,101503.6587639315,101321.96911640727,100731.5167705701,100732.4994763259,100733.48237408279,101416.22500356214,102771.85857139083,102460.03411753915,102559.49066990026,102918.12201055625,102919.21553220504,102920.30928950771,103354.740794187,103262.57575017284,102817.44536026593,102333.25706780408,102836.53887408433,102837.69106411515,102838.84351550872,103163.32581641813,102756.86982530376,102697.48871909952,102469.51958235496,102876.77322740544,102877.92480288172,102879.07663917833,103341.93243131094,103542.74193587451,103542.47243257106,103444.85369533111,103692.47846997238,103693.58105910334,103694.6838870992,103506.66416201871,103258.43417345581,103522.47773137977,103449.06390640445,103488.79335357933,103489.89590155991,103490.99868815395,103942.65807417035,103792.52197151026,103999.82411247346,103763.95956219971,103764.22868162877,103765.36602278292,103766.5036175983,104151.76829304383,103959.50865115618,104013.17900390193,104662.38284479978,104662.96465845991,105626.77160272226,105631.98576208888,105637.20524203585,105642.43004799233,105647.66018539309,105652.89565967832,105658.13647629388,105663.38264069112,105668.63415832698,105669.23232564353,106409.45948079383,112401.15846376537,112722.35109615384,112848.54737264474,112849.7071056729,112850.86709134892,112529.77344480164,112710.36855986463,113561.60659602769,113999.98436230987,113859.47375583797,113860.66341107753,113861.85333189573,115240.53012712677,115491.5739362844,116589.09394323478,115768.57264002509,116023.48292193239,116024.6581230458
9,200000.0,200000.0,200000.0,199440.03673815622,200231.6182333025,200214.97234315771,200197.46034126298,200199.419770525,200201.37958332576,199873.81397249232,199653.02468076072,199540.58337026846,199807.15682651516,199857.2646598814,199859.09568211946,199860.92703892192,198614.19787190916,198883.2069964304,199857.65310983983,200356.6025543325,200512.0719671728,200514.25306379644,200516.43463472143,200832.98891501362,200426.06523273335,200334.87766482576,200591.7157106122,201084.77424810035,201086.95483701007,201089.13589952188,201450.29012484,201851.54819379115,201502.75180754173,201189.28123427386,200626.46329545308,200628.3606885323,200630.25843983935,201058.34976202922,201211.63748095083,201518.8051724762,201414.4494735263,200770.45508130646,200772.4204928181,200774.38628833182,201878.33180978228,205505.60346177526,204772.97733668084,204756.48664576001,204848.08372754633,204850.2604830531,204852.4377076507,205400.61766842246,205758.09940800845,205464.52707086905,204772.72392473585,206268.37786469355,206270.6714050155,206272.96546560415,207174.73094782577,206929.03320802137,206806.569727158,206539.46190210475,207486.83847776463,207489.13079475926,207491.42363094073,207837.0676480948,208566.07121548557,208633.04106016117,208018.19210400133,208227.16020377,208229.3550089348,208231.55028958217,208927.23883776594,208584.2425680976,209155.81656490744,208800.31637567398,208458.9831379403,208461.17786119145,208463.37305942463,209680.0639541867,209270.63697696137,209755.94742951696,209089.82515956473,208841.62406713775,208843.88804940385,208846.15253660586,208804.61000518268,208708.0805548444,208990.42696317745,210071.36315160166,210072.5213052514,211387.81020854105,211398.18947275332,211408.57932807057,211418.97978530003,211429.39085526014,211439.81254878006,211450.24487670034,211460.68784987228,211471.14147915854,211472.33218626684,212246.74568169448,221454.31424797905,221891.92418031002,222336.7100493284,222339.02327939542,222341.33701339964,221648.30026103705,221940.107298115,223000.37243071475,222959.2980583972,222998.2202341916,223000.593147787,223002.9665911116,224445.0854402492,224930.60612221886,225875.32766398988,225523.32552329887,225590.4574459056,225592.80152896984
