,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
67,53857.39625558755,53521.67890398881,53167.4470062785,53429.04731818593,53540.305194179426
68,106379.26844981188,106007.48083771678,105365.91323395367,106096.66568469064,106431.033574214
69,215429.58508281672,214086.71567604487,212669.7880848059,213716.1893327293,214161.22083682826
70,208609.79568674247,207929.04087388565,207104.00263404078,208328.27432018882,208854.5054067987
71,102338.80663215104,102278.18114108917,102132.97407458074,102299.10599447796,102396.35968884578
72,53189.634224905945,53003.7404188584,52682.95661697684,53048.332842345335,53215.51678710701
73,32312.796667185736,32109.914868551976,31898.280960447693,32055.89212551991,32123.296898216075
74,20864.76354227597,20795.889450218845,20712.82756240301,20836.47958307114,20889.33532844919
75,15140.632544221335,15142.087407602508,15143.459583563385,15144.836578343318,15146.374990842947
76,10234.607365149755,10228.495537109737,10213.923272188065,10230.590922894098,10240.398094268356
77,5385.466111533518,5351.652478425783,5316.380160406204,5342.648687919877,5353.8828167032725
78,2127.5853689962382,2120.1496167543364,2107.3182646790738,2121.933313693814,2128.6206714842806
79,1023.4607365149752,1022.8495537109733,1021.3923272188063,1023.0590922894095,1024.0398094268353
80,1023.543304636886,1022.9301153151611,1021.4709252887404,1023.135972371713,1024.1297868074698
81,2047.0866102758528,2045.860231631803,2042.9418515775333,2046.271945745109,2048.2595746175944
82,5318.963422490595,5300.374041885841,5268.2956616976835,5304.8332842345335,5321.551678710701
83,10637.92684498119,10600.748083771681,10536.591323395367,10609.666568469067,10643.103357421402
84,15490.127389230143,15440.358749656321,15379.920686348454,15469.42450359051,15508.254143459095
85,21275.85368996238,21201.496167543362,21073.182646790734,21219.333136938134,21286.206714842803
86,31282.159078183584,31181.651802734348,31059.59773156586,31240.34980536851,31318.765879090555
87,53189.634224905945,53003.7404188584,52682.95661697684,53048.332842345335,53215.51678710701
88,106379.26844981188,106007.48083771678,105365.91323395367,106096.66568469064,106431.033574214
89,212758.53689962372,212014.9616754336,210731.82646790732,212193.33136938128,212862.067148428
90,208620.23328194246,207943.3607455345,207115.73810359987,208338.17376907537,208863.26488739587
91,104310.11669130428,103971.680422937,103557.86910177002,104169.0869348027,104431.63249408963
92,53189.634224905945,53003.7404188584,52682.95661697684,53048.332842345335,53215.51678710701
93,32314.437757383617,32113.007346399245,31900.46820774654,32057.42839491058,32124.18312051501
94,21275.85368996238,21201.496167543362,21073.182646790734,21219.333136938134,21286.206714842803
95,15140.632544221335,15142.087407602508,15143.459583563385,15144.836578343318,15146.374990842947
96,10432.811543196292,10398.568002846463,10356.891884780358,10418.63557787762,10445.01352967153
97,5318.963422490595,5300.374041885841,5268.2956616976835,5304.8332842345335,5321.551678710701
98,2127.5853689962382,2120.1496167543364,2107.3182646790738,2121.933313693814,2128.6206714842806
99,1043.2811543196292,1039.8568002846464,1035.689188478036,1041.863557787762,1044.501352967153
