,客户风险能力类型,新老客户种类,性别,存款比例,基金1比例,基金2比例,基金3比例
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.66150000 ,0.11810000 ,0.16540000 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.06467933 ,0.88032066 ,0.00000000 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.42799243 ,0.17659465 ,0.34041292 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.22861981 ,0.00000000 ,0.71638019 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.00778742 ,0.05658989 ,0.88062269 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.00000017 ,0.25812075 ,0.68687908 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.00000000 ,0.56453710 ,0.38046290 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.04314318 ,0.00437977 ,0.89747705 
0.00000000 ,C1保守型(0-25),增1老客户,女,0.05500000 ,0.00000000 ,0.00000000 ,0.94500000 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.11880000 ,0.66500000 ,0.16630000 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.06502155 ,0.88497844 ,0.00000000 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.43025694 ,0.17752901 ,0.34221405 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.22982944 ,0.00000000 ,0.72017056 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.00782862 ,0.05688931 ,0.88528207 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.00000017 ,0.25948647 ,0.69051336 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.00000000 ,0.56752406 ,0.38247594 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.04337145 ,0.00440294 ,0.90222561 
0.00000000 ,C1保守型(0-25),增2老客户,男,0.05000000 ,0.00000000 ,0.00000000 ,0.95000000 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.11810000 ,0.66150000 ,0.16540000 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.06467933 ,0.88032066 ,0.00000000 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.42799243 ,0.17659465 ,0.34041292 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.22861981 ,0.00000000 ,0.71638019 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.00778742 ,0.05658989 ,0.88062269 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.00000017 ,0.25812075 ,0.68687908 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.00000000 ,0.56453710 ,0.38046290 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.04314318 ,0.00437977 ,0.89747705 
0.00000000 ,C1保守型(0-25),增2老客户,女,0.05500000 ,0.00000000 ,0.00000000 ,0.94500000 
