,zsmk_std_total,zsmk_year_rate,zsmk_maxdown,nofee_zsmk_std_total,nofee_zsmk_year_rate,nofee_zsmk_maxdown
50,0.10252229252353626,0.06458574096610563,0.05206634951887544,0.10101784713821857,0.09229667169557362,0.051926742320237244
51,0.08621700947694659,0.05962663173452702,0.043508126554551524,0.08497781882541201,0.08299376806687513,0.04340962124461763
52,0.127985316383216,0.07179375160917013,0.06530190732327132,0.1260463357357696,0.10623813042542564,0.06508471578796045
53,0.14808037381511976,0.07702490968361503,0.07563587801862068,0.14578072677236362,0.11673972910717093,0.07534629176540056
54,0.1499111768140947,0.07748160636592676,0.07657249490800952,0.14757788416453183,0.11767467853878566,0.07627583555556416
55,0.0844083012724075,0.05905990033159755,0.04255479972824,0.0831979160526785,0.08194366099646018,0.04246043170246715
56,0.09164669441119955,0.061307962760851355,0.04636520683237489,0.09032029064673898,0.08612434788049807,0.046253772422894655
57,0.14991117681409494,0.07748160636592621,0.07657249490800952,0.14757788416453188,0.11767467853878566,0.07627583555556432
58,0.14991117681409413,0.07748160636592513,0.07657249490800905,0.1475778841645313,0.11767467853878497,0.07627583555556408
59,0.06094791671187691,0.051406302615942465,0.03011737421096761,0.06010008566115212,0.06799286002235524,0.03006887063393673
60,0.06995966856834986,0.05441287096076143,0.03491073081176375,0.06897499308228323,0.07342435700168892,0.03484633658467005
61,0.06995966856834987,0.05441287096076212,0.03491073081176375,0.06897499308228326,0.07342435700168892,0.03484633658466994
62,0.15724114798697753,0.07927695494187609,0.08031425647129187,0.15477182463584402,0.12138157442412549,0.07998849245993984
63,0.1462502419685658,0.07656506905218846,0.07469878981938202,0.14398409640939655,0.11580148935643216,0.0744161951650785
64,0.07176372404153586,0.05500475313344755,0.03586793982398454,0.07075129201767139,0.07450078579437096,0.035800104007305635
65,0.0001918886115774173,0.02887726767315309,0.0,0.0001918886115774173,0.02887726767315309,0.0
66,0.08983620374995574,0.06075066289658731,0.04541332973890268,0.08853900415507925,0.08508411145593743,0.0453062910920058
67,0.14991117681409433,0.07748160636592535,0.07657249490800958,0.1475778841645318,0.11767467853878684,0.07627583555556426
68,0.12251852704534513,0.07030105135476807,0.06247359163642864,0.12067494424550977,0.10330496352766205,0.06227440838535913
69,0.14625024196856468,0.07656506905218825,0.07469878981938148,0.14398409640939666,0.11580148935643236,0.07441619516507851
70,0.08621700947694666,0.05962663173452702,0.04350812655455166,0.08497781882541211,0.08299376806687513,0.04340962124461763
71,0.07176372404153625,0.05500475313344472,0.03586793982398449,0.07075129201767191,0.07450078579437024,0.035800104007305204
72,0.1206975433784345,0.06979719687625552,0.061529867572712456,0.11888548085156651,0.1023206607629426,0.06133652037901287
73,0.14625024196856568,0.07656506905218846,0.07469878981938165,0.1439840964093962,0.11580148935643288,0.07441619516507803
74,0.08621700947694598,0.05962663173452724,0.043508126554551704,0.08497781882541186,0.08299376806687643,0.043409621244617815
75,0.00019188861157767463,0.0288772676731549,0.0,0.00019188861157767463,0.0288772676731549,0.0
76,0.06815618446755309,0.053817844941838215,0.03395303485948864,0.06719913587134055,0.07234463799370229,0.03389199459928198
77,0.14625024196856526,0.07656506905218846,0.07469878981938202,0.1439840964093966,0.11580148935643216,0.0744161951650785
78,0.12980886674927736,0.07228503059916876,0.06624372825134048,0.12783780666902647,0.10720927222448613,0.06602036771799405
79,0.06094791671187691,0.051406302615942465,0.03011737421096761,0.06010008566115212,0.06799286002235524,0.03006887063393673
80,0.06815618446755277,0.05381784494183529,0.03395303485948887,0.06719913587134074,0.07234463799370229,0.033891994599281494
81,0.07176372404153612,0.05500475313344639,0.0358679398239844,0.07075129201767177,0.07450078579437214,0.0358001040073051
82,0.118877195536637,0.06929019855149789,0.060585666823757496,0.11709651434657407,0.10133306778291659,0.060398072101110416
83,0.12434014886870273,0.07080176188323349,0.06341683937580066,0.12246490651863415,0.10428597597239511,0.06321173662173758
84,0.08260018264576285,0.05849002518775512,0.04160098892159329,0.08141847060297443,0.08089026381683366,0.04151067172988338
85,0.11341994362399888,0.06775034060396724,0.05775020085103735,0.11173257622549773,0.09835054765605086,0.057579360613172474
86,0.08079265129705665,0.05791700609240318,0.04064669376595993,0.07963948050349007,0.07983357631586757,0.0405603408124982
87,0.10978491205347757,0.06670804944272411,0.05585750014352422,0.1081590653862648,0.09634574986353878,0.05569740904060659
88,0.11523839799488712,0.06826677046738881,0.05869583382472742,0.1135200640300512,0.09934801128193398,0.05851949272128015
89,0.12069754337843501,0.06979719687625466,0.06152986757271233,0.11888548085156696,0.10232066076294305,0.061336520379012736
90,0.08440830127240799,0.059059900331597914,0.042554799728240195,0.08319791605267876,0.0819436609964612,0.04246043170246707
91,0.08260018264576284,0.058490025187753016,0.041600988921593106,0.08141847060297423,0.08089026381683453,0.041510671729883375
92,0.11887719553663754,0.06929019855149986,0.06058566682375773,0.11709651434657489,0.10133306778291944,0.06039807210111042
93,0.14625024196856568,0.07656506905218846,0.07469878981938165,0.1439840964093962,0.11580148935643288,0.07441619516507803
94,0.1279853163832159,0.07179375160917002,0.06530190732327139,0.1260463357357694,0.10623813042542661,0.06508471578796017
95,0.00019188861157767463,0.0288772676731549,0.0,0.00019188861157767463,0.0288772676731549,0.0
96,0.09526947425354716,0.062413130845779846,0.048267513857701845,0.09388426110325732,0.08819494997802764,0.048147030458579466
97,0.12251852704534442,0.07030105135476752,0.06247359163642874,0.1206749442455092,0.10330496352766129,0.06227440838535889
98,0.1206975433784346,0.06979719687625466,0.0615298675727124,0.11888548085156599,0.10232066076294297,0.06133652037901285
99,0.09164669441119995,0.061307962760850265,0.04636520683237504,0.090320290646739,0.08612434788049549,0.046253772422894565
