,2017/11/24,2017/11/27,2017/11/28,2017/11/29,2017/11/30,2017/12/1,2017/12/4,2017/12/5,2017/12/6,2017/12/7,2017/12/8
43,9955.768,9869.159921,9919.754989,9935.267575,9881.171973,9888.414241,9908.158769,9888.298231,9814.665519,9805.690351,9837.488118
44,14933.652,14803.73988,14879.63248,14902.90136,14821.75796,14832.62136,14862.23815,14832.44735,14721.99828,14708.53553,14756.23218
45,20000,20002.048,20004.10141,20006.20044,20008.30529,20010.41877,20012.51046,20014.57655,20016.62504,20018.6243,20020.67881
46,29869.8528,29664.08798,29786.59864,29815.52937,29701.54428,29706.5198,29756.24323,29715.49868,29544.39167,29519.67213,29600.60259
47,49777.136,49341.19324,49592.54717,49668.00352,49395.78474,49430.12592,49529.38814,49432.98139,49062.4588,49014.91088,49176.63059
48,99562.432,98862.88018,99273.7451,99368.76815,98983.0193,98999.63089,99167.31895,99036.89395,98460.38556,98371.14018,98649.79209
49,199124.864,197725.7604,198547.4902,198737.5363,197966.0386,197999.2618,198334.6379,198073.7879,196920.7711,196742.2804,197299.5842
50,199171.52,198593.8958,198989.3101,199008.7398,198810.7317,198625.2946,198854.9581,198728.3343,198229.2223,198123.9488,198380.627
51,99585.76,99296.94789,99494.65504,99504.36988,99405.36584,99312.64732,99427.47904,99364.16714,99114.61114,99061.97438,99190.3135
52,49781.216,49426.94247,49635.31209,49684.47746,49489.71593,49499.91092,49584.44534,49519.14572,49229.91873,49183.81416,49325.22128
53,29865.576,29602.67787,29752.83889,29797.29392,29633.10099,29652.94138,29712.77887,29656.15538,29432.81996,29403.0453,29501.28605
54,19910.384,19735.11858,19835.22593,19864.86261,19755.40066,19768.62759,19808.51925,19770.77025,19621.87997,19602.0302,19667.52404
55,14938.0152,14893.9883,14922.16547,14924.01493,14907.21878,14893.78475,14911.50895,14902.35238,14864.96536,14856.0212,14875.44162
56,9958.6768,9929.32553,9948.11031,9949.343288,9938.145851,9929.189835,9941.005969,9934.901588,9909.976904,9904.014131,9916.961082
57,4977.596,4933.779645,4958.806481,4966.215653,4938.850165,4942.156896,4952.129812,4942.692563,4905.469994,4900.50755,4916.881009
58,1991.0384,1973.511858,1983.522593,1986.486261,1975.540066,1976.862759,1980.851925,1977.077025,1962.187997,1960.20302,1966.752404
59,996.63664,995.8943866,995.6820727,995.564965,995.942949,995.7481072,996.4031049,996.4942914,997.0104249,997.0533917,997.2738645
60,996.60688,995.8574123,995.637975,995.5197539,995.8969002,995.7010331,996.3615916,996.4526929,996.9739378,997.0159147,997.2362132
61,1993.21376,1991.714825,1991.27595,1991.039508,1991.7938,1991.402066,1992.723183,1992.905386,1993.947876,1994.031829,1994.472426
62,4977.9416,4934.707557,4960.060282,4967.891875,4940.874953,4944.556586,4954.42057,4944.402692,4907.65207,4903.224917,4919.050994
63,9955.8832,9869.415114,9920.120564,9935.783749,9881.749905,9889.113172,9908.841139,9888.805385,9815.304139,9806.449834,9838.101988
64,14949.1032,14937.86119,14934.56962,14932.79631,14938.4535,14935.5155,14945.42387,14946.79039,14954.60907,14955.23872,14958.5432
65,20000,20002.048,20004.10141,20006.20044,20008.30529,20010.41877,20012.51046,20014.57655,20016.62504,20018.6243,20020.67881
66,29876.0304,29791.68717,29854.60709,29857.67168,29832.27662,29804.2754,29837.63065,29816.84298,29742.75112,29729.85276,29767.06964
67,49777.712,49342.4692,49594.37505,49670.58439,49398.67439,49433.62058,49532.79999,49435.51716,49065.6519,49018.7083,49179.69994
68,99566.128,98871.04398,99285.43289,99385.25678,99001.47699,99021.94597,99189.10165,99053.09215,98480.76975,98395.37737,98669.38834
69,199110.848,197369.8768,198377.5002,198682.3376,197594.6976,197734.4823,198131.2,197742.0686,196262.6076,196074.8332,196718.7998
70,199173.536,198598.7495,198996.3816,199018.9537,198822.2279,198639.3135,198868.7023,198738.3993,198242.1122,198139.359,198392.9779
71,99662.272,99587.74353,99566.20429,99554.48623,99592.26336,99572.76704,99638.52843,99647.58936,99699.48809,99703.7743,99725.76864
72,49781.216,49426.94247,49635.31209,49684.47746,49489.71593,49499.91092,49584.44534,49519.14572,49229.91873,49183.81416,49325.22128
73,29865.576,29602.67787,29752.83889,29797.29392,29633.10099,29652.94138,29712.77887,29656.15538,29432.81996,29403.0453,29501.28605
74,19917.3536,19858.65106,19896.22062,19898.68658,19876.2917,19858.37967,19882.01194,19869.80318,19819.95381,19808.02826,19833.92216
75,15000,15001.536,15003.07606,15004.65033,15006.22897,15007.81408,15009.38284,15010.93241,15012.46878,15013.96823,15015.50911
76,9966.3664,9958.943866,9956.820727,9955.64965,9959.42949,9957.481072,9964.031049,9964.942914,9970.104249,9970.533917,9972.738645
77,4977.596,4933.779645,4958.806481,4966.215653,4938.850165,4942.156896,4952.129812,4942.692563,4905.469994,4900.50755,4916.881009
78,1991.24864,1977.077699,1985.412483,1987.379098,1979.588637,1979.996437,1983.377813,1980.765829,1969.196749,1967.352566,1973.008851
79,996.63664,995.8943866,995.6820727,995.564965,995.942949,995.7481072,996.4031049,996.4942914,997.0104249,997.0533917,997.2738645
80,996.60688,995.8574123,995.637975,995.5197539,995.8969002,995.7010331,996.3615916,996.4526929,996.9739378,997.0159147,997.2362132
81,1993.21376,1991.714825,1991.27595,1991.039508,1991.7938,1991.402066,1992.723183,1992.905386,1993.947876,1994.031829,1994.472426
82,4978.4912,4944.41995,4965.014091,4970.075923,4951.176861,4952.198983,4960.460104,4953.390121,4925.082087,4921.154814,4934.411178
83,9956.9824,9888.839901,9930.028182,9940.151846,9902.353722,9904.397966,9920.920208,9906.780241,9850.164174,9842.309628,9868.822356
84,14938.0152,14895.84358,14927.30355,14928.83584,14916.13831,14902.1377,14918.81533,14908.42149,14871.37556,14864.92638,14883.53482
85,19913.9648,19777.6798,19860.05636,19880.30369,19804.70744,19808.79593,19841.84042,19813.56048,19700.32835,19684.61926,19737.64471
86,29876.0304,29791.68717,29854.60709,29857.67168,29832.27662,29804.2754,29837.63065,29816.84298,29742.75112,29729.85276,29767.06964
87,49783.064,49435.52199,49642.71644,49692.62839,49500.73849,49510.97299,49594.55082,49526.54607,49240.38488,49197.68869,49334.69417
88,99566.128,98871.04398,99285.43289,99385.25678,99001.47699,99021.94597,99189.10165,99053.09215,98480.76975,98395.37737,98669.38834
89,199132.256,197742.088,198570.8658,198770.5136,198002.954,198043.8919,198378.2033,198106.1843,196961.5395,196790.7547,197338.7767
90,199175.36,198603.3357,199003.1192,199028.7874,198833.3254,198652.8965,198882.0493,198748.1226,198254.6528,198154.3829,198404.9887
91,99587.68,99301.66785,99501.55961,99514.39371,99416.66268,99326.44825,99441.02463,99374.06132,99127.32638,99077.19144,99202.49437
92,49783.088,49431.11821,49641.22924,49692.78154,49499.05514,49511.18728,49595.42884,49527.32045,49240.21513,49196.10251,49335.14261
93,29865.9216,29603.44344,29753.93562,29798.84244,29634.83479,29655.03817,29714.82598,29657.67684,29434.73582,29405.32375,29503.12766
94,19913.2352,19772.44728,19856.4917,19877.11262,19799.62206,19804.47491,19838.17154,19810.92818,19696.08605,19678.441,19734.05704
95,15000,15001.536,15003.07606,15004.65033,15006.22897,15007.81408,15009.38284,15010.93241,15012.46878,15013.96823,15015.50911
96,9958.7728,9929.560642,9948.453998,9949.841781,9938.707532,9929.875796,9941.679123,9935.39356,9910.608733,9904.770125,9917.566424
97,4978.3088,4943.111821,4964.122924,4969.278154,4949.905514,4951.118728,4959.542884,4952.732045,4924.021513,4919.610251,4933.514261
98,1991.32352,1977.244728,1985.64917,1987.711262,1979.962206,1980.447491,1983.817154,1981.092818,1969.608605,1967.8441,1973.405704
99,995.87728,992.9560642,994.8453998,994.9841781,993.8707532,992.9875796,994.1679123,993.539356,991.0608733,990.4770125,991.7566424
