,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
38,2190.54857169167,2183.300153174404,2173.45363327526,2187.3204951171315,2183.6412753695968
39,1071.9646557996111,1069.7224260485182,1063.6039637800136,1069.6681764143568,1063.3030818558968
40,1071.9646557996111,1069.7224260485182,1063.6039637800136,1069.6681764143568,1063.3030818558968
41,2143.9293115992223,2139.4448520970363,2127.207927560027,2139.3363528287136,2126.6061637117937
42,5476.371429229176,5458.250382936009,5433.634083188151,5468.301237792829,5459.103188423992
43,10952.742858458343,10916.500765872013,10867.268166376292,10936.602475585649,10918.206376847978
44,16429.114287687527,16374.751148808033,16300.902249564453,16404.903713378488,16377.309565271977
45,20767.907082524544,20767.41723882285,20726.85889201429,20763.65484839727,20741.735544811658
46,32714.80728560947,32613.617512173965,32473.07346669172,32644.275179986704,32529.994388103725
47,54763.71429229173,54582.50382936008,54336.34083188148,54683.012377928266,54591.03188423991
48,109049.35761869821,108712.0583739132,108243.57822230572,108814.25059995566,108433.31462701238
49,218098.71523739642,217424.1167478264,216487.15644461144,217628.50119991132,216866.62925402477
50,214392.93115992215,213944.4852097036,212720.79275600263,213933.6352828713,212660.6163711793
51,107196.46557996108,106972.2426048518,106360.39637800131,106966.81764143566,106330.30818558965
52,54524.67880934912,54356.029186956606,54121.789111152866,54407.12529997783,54216.657313506206
53,32858.228575375055,32749.502297616065,32601.804499128906,32809.807426756975,32754.619130543953
54,21905.485716916704,21833.001531744037,21734.536332752603,21873.204951171316,21836.412753695968
55,16079.469836994158,16045.836390727767,15954.059456700194,16045.022646215344,15949.546227838444
56,10719.646557996108,10697.224260485178,10636.039637800131,10696.681764143565,10633.030818558964
57,5476.371429229176,5458.250382936009,5433.634083188151,5468.301237792829,5459.103188423992
58,2190.54857169167,2183.300153174404,2173.45363327526,2187.3204951171315,2183.6412753695968
59,1052.8323427323216,1051.5998175167633,1048.8626414184243,1051.6770774098602,1048.5431057493533
60,1052.8323427323216,1051.5998175167633,1048.8626414184243,1051.6770774098602,1048.5431057493533
61,2105.6646854646438,2103.199635033527,2097.7252828368487,2103.35415481972,2097.0862114987067
62,5476.371429229176,5458.250382936009,5433.634083188151,5468.301237792829,5459.103188423992
63,10952.742858458343,10916.500765872013,10867.268166376292,10936.602475585649,10918.206376847978
64,15792.485140984816,15773.997262751436,15732.939621276353,15775.15616114789,15728.146586240287
65,20767.907082524544,20767.41723882285,20726.85889201429,20763.65484839727,20741.735544811658
66,32158.93967398833,32091.672781455545,31908.118913400394,32090.045292430703,31899.0924556769
67,54763.71429229173,54582.50382936008,54336.34083188148,54683.012377928266,54591.03188423991
68,109049.35761869821,108712.0583739132,108243.57822230572,108814.25059995566,108433.31462701238
69,219054.85716916688,218330.0153174402,217345.36332752585,218732.04951171303,218364.12753695954
70,214392.93115992215,213944.4852097036,212720.79275600263,213933.6352828713,212660.6163711793
71,105283.23427323217,105159.98175167631,104886.26414184242,105167.70774098598,104854.31057493531
72,54524.67880934912,54356.029186956606,54121.789111152866,54407.12529997783,54216.657313506206
73,32858.228575375055,32749.502297616065,32601.804499128906,32809.807426756975,32754.619130543953
74,21439.29311599221,21394.44852097035,21272.07927560026,21393.363528287126,21266.06163711792
75,15575.930311893404,15575.562929117134,15545.144169010713,15572.741136297947,15556.301658608736
76,10528.323427323212,10515.998175167624,10488.626414184233,10516.770774098593,10485.431057493526
77,5476.371429229176,5458.250382936009,5433.634083188151,5468.301237792829,5459.103188423992
78,2180.9871523739644,2174.2411674782643,2164.8715644461145,2176.2850119991144,2168.666292540248
79,1052.8323427323216,1051.5998175167633,1048.8626414184243,1051.6770774098602,1048.5431057493533
80,1052.8323427323216,1051.5998175167633,1048.8626414184243,1051.6770774098602,1048.5431057493533
81,2105.6646854646438,2103.199635033527,2097.7252828368487,2103.35415481972,2097.0862114987067
82,5452.467880934911,5435.60291869566,5412.178911115287,5440.712529997783,5421.66573135062
83,10904.935761869821,10871.20583739132,10824.357822230573,10881.425059995567,10843.33146270124
84,16079.469836994158,16045.836390727767,15954.059456700194,16045.022646215344,15949.546227838444
85,21809.871523739643,21742.41167478264,21648.715644461146,21762.850119991133,21686.66292540248
86,32158.93967398833,32091.672781455545,31908.118913400394,32090.045292430703,31899.0924556769
