,2017/7/3,2017/7/4,2017/7/5,2017/7/6,2017/7/7,2017/7/10,2017/7/11,2017/7/12,2017/7/13,2017/7/14,2017/7/17,2017/7/18,2017/7/19,2017/7/20,2017/7/21,2017/7/24,2017/7/25,2017/7/26,2017/7/27,2017/7/28,2017/7/31,2017/8/1,2017/8/2,2017/8/3,2017/8/4,2017/8/7,2017/8/8,2017/8/9,2017/8/10,2017/8/11,2017/8/14,2017/8/15,2017/8/16,2017/8/17,2017/8/18,2017/8/21,2017/8/22,2017/8/23,2017/8/24,2017/8/25,2017/8/28,2017/8/29,2017/8/30,2017/8/31,2017/9/1,2017/9/4,2017/9/5,2017/9/6,2017/9/7,2017/9/8,2017/9/11,2017/9/12,2017/9/13,2017/9/14,2017/9/15,2017/9/18,2017/9/19,2017/9/20,2017/9/21,2017/9/22,2017/9/25,2017/9/26,2017/9/27,2017/9/28,2017/9/29,2017/9/30,2017/10/3,2017/10/4,2017/10/6,2017/10/9,2017/10/10,2017/10/11,2017/10/12,2017/10/13,2017/10/16,2017/10/17,2017/10/18,2017/10/19,2017/10/20,2017/10/23,2017/10/24,2017/10/25,2017/10/26,2017/10/27
20,1000.073064,999.4751155,999.9928338,999.395889,999.2098058,1000.180487,1001.562674,1002.991339,1003.77669,1004.795249,1004.580806,1004.818344,1005.626297,1005.886635,1005.508436,1005.936254,1006.23156,1007.015373,1007.130783,1006.600205,1007.35689,1008.11089,1008.357386,1008.033246,1008.03467,1009.372134,1009.937362,1009.225173,1006.713235,1005.114194,1006.977001,1007.192589,1008.377645,1007.346854,1006.672542,1007.144402,1008.417818,1008.943484,1009.374323,1010.725627,1010.051122,1009.926266,1010.467479,1010.573213,1010.567555,1009.823567,1008.730916,1009.104264,1009.131366,1008.821444,1010.539296,1011.604988,1011.609217,1011.710379,1012.370971,1013.462944,1013.395372,1014.290218,1014.649116,1014.411981,1013.193885,1013.671849,1013.746631,1013.723702,1014.931167,1014.999804,1015.068428,1015.137058,1015.205297,1018.928451,1019.211784,1018.41921,1018.469646,1019.16739,1019.787057,1019.642215,1020.136658,1018.785235,1020.2447,1019.605831,1019.724813,1020.44207,1019.493256,1021.418558
21,2000.146128,1998.950231,1999.985668,1998.791778,1998.419612,2000.360973,2003.125349,2005.982678,2007.55338,2009.590498,2009.161612,2009.636688,2011.252594,2011.773271,2011.016872,2011.872509,2012.46312,2014.030747,2014.261566,2013.20041,2014.713781,2016.22178,2016.714773,2016.066493,2016.06934,2018.744268,2019.874724,2018.450346,2013.426469,2010.228388,2013.954002,2014.385177,2016.755289,2014.693707,2013.345084,2014.288804,2016.835636,2017.886969,2018.748646,2021.451255,2020.102243,2019.852531,2020.934958,2021.146426,2021.135109,2019.647134,2017.461831,2018.208528,2018.262732,2017.642888,2021.078592,2023.209976,2023.218434,2023.420758,2024.741942,2026.925889,2026.790744,2028.580436,2029.298233,2028.823962,2026.38777,2027.343697,2027.493263,2027.447403,2029.862335,2029.999608,2030.136855,2030.274117,2030.410595,2037.856902,2038.423567,2036.83842,2036.939293,2038.334779,2039.574114,2039.28443,2040.273315,2037.570471,2040.489401,2039.211662,2039.449627,2040.88414,2038.986513,2042.837117
22,5000.206659,4985.184313,4992.688497,4990.730007,4984.050682,4997.097548,5019.577294,5035.507762,5048.815314,5062.531776,5058.84392,5062.332084,5076.171486,5076.538838,5069.93176,5077.57507,5077.522776,5085.148288,5087.185861,5077.312159,5093.985801,5100.515677,5107.366318,5101.573317,5106.564417,5127.843364,5135.287728,5124.40988,5089.498134,5057.371796,5082.438082,5083.464716,5100.445809,5096.724202,5086.521716,5094.722953,5109.677819,5115.125289,5119.934106,5138.832917,5126.795909,5122.101211,5130.188037,5133.29833,5134.001928,5117.785315,5112.267788,5113.2198,5113.208118,5111.391997,5125.164967,5140.809544,5142.452109,5142.324607,5146.036756,5162.061196,5158.542586,5173.835075,5179.49082,5170.921071,5142.877623,5144.882406,5145.093927,5142.551843,5158.159409,5158.353544,5158.547643,5158.741763,5158.934774,5212.739861,5218.005195,5203.929556,5207.85704,5215.055578,5224.127341,5220.766144,5236.167083,5211.355868,5229.989484,5227.891715,5234.242125,5255.786269,5245.588843,5269.532505
23,10000.41376,9951.218098,9977.393054,9978.235636,9958.405185,9994.232205,10060.81303,10101.36715,10143.16221,10183.28486,10167.95278,10178.51389,10227.39314,10228.46504,10207.16724,10230.01734,10224.7199,10242.08152,10246.86985,10220.29815,10273.16093,10292.37529,10312.95925,10292.28762,10307.74489,10369.49026,10390.13447,10360.04889,10260.77732,10156.42432,10229.2406,10232.20822,10279.01926,10279.06376,10250.94744,10277.6175,10318.72523,10330.91114,10340.84507,10402.28209,10373.99195,10359.16238,10382.91769,10391.98464,10395.20277,10346.07284,10339.71331,10339.46195,10336.7992,10335.24964,10366.5903,10412.28943,10419.50619,10417.06467,10420.665,10467.48153,10454.83337,10501.37063,10516.30557,10489.04429,10402.1105,10405.74942,10407.31708,10399.37015,10443.83637,10444.22506,10444.61367,10445.00232,10445.38876,10598.48443,10614.3384,10574.7378,10589.89731,10608.4254,10632.50341,10630.15122,10647.20334,10582.51344,10644.41307,10641.05296,10627.51404,10679.12713,10647.50998,10688.36405
24,15000.82276,14985.30258,14995.16532,14983.44528,14975.48749,14997.36064,15030.36787,15061.88372,15079.77603,15101.70222,15097.06663,15101.37315,15118.88659,15124.34509,15114.73794,15124.65874,15129.16238,15147.02102,15150.84268,15137.22185,15155.58879,15172.96442,15177.43727,15169.48139,15168.40581,15198.61684,15212.88487,15195.50548,15141.65272,15102.11049,15142.49885,15146.47637,15173.24095,15154.39349,15137.65337,15148.11884,15174.82438,15187.89934,15199.21876,15230.21867,15214.22431,15210.32418,15221.93065,15221.82178,15220.63373,15201.40074,15180.78143,15188.10164,15188.21045,15182.00876,15218.43432,15240.19201,15238.41644,15239.68652,15254.20386,15279.42932,15275.7045,15295.40258,15303.22621,15296.12435,15265.84379,15275.59732,15276.43943,15271.13713,15297.48794,15298.26084,15299.0336,15299.80643,15300.57486,15384.64298,15391.22291,15373.2608,15374.46214,15389.56148,15384.25167,15376.60983,15429.2531,15388.20719,15408.02777,15405.47975,15441.55018,15486.10402,15475.43878,15540.40873
25,20002.2144,20004.37604,20006.53031,20008.65841,20010.7253,20012.82763,20014.90956,20016.93907,20018.93876,20020.92965,20022.92714,20025.04596,20027.02223,20029.02213,20031.04867,20033.03395,20035.15124,20037.19923,20039.21618,20041.18623,20043.16109,20045.15959,20047.17032,20049.17123,20051.16312,20053.12633,20055.09755,20057.1183,20059.14206,20061.07897,20063.01447,20064.94252,20066.8519,20068.8323,20070.76734,20072.71822,20074.65503,20076.46757,20078.30738,20080.31401,20082.2873,20084.20375,20086.16879,20088.14627,20090.1133,20092.16651,20094.1259,20096.13451,20098.09469,20100.04541,20102.33923,20104.34524,20106.2831,20108.58989,20110.55671,20112.49195,20114.48711,20116.48387,20118.57317,20120.64518,20122.82143,20125.10296,20127.36945,20129.63619,20131.70612,20133.78633,20135.86615,20137.94619,20140.01435,20142.08938,20144.16603,20146.26203,20148.49907,20150.64287,20152.75224,20154.87291,20156.98958,20159.16815,20161.22277,20163.23224,20165.27578,20167.48267,20169.46251,20171.4484
26,30001.64552,29970.60515,29990.33063,29966.89056,29950.97499,29994.72127,30060.73573,30123.76743,30159.55207,30203.40443,30194.13326,30202.7463,30237.77318,30248.69018,30229.47587,30249.31749,30258.32477,30294.04205,30301.68535,30274.44369,30311.17758,30345.92884,30354.87455,30338.96277,30336.81162,30397.23368,30425.76974,30391.01096,30283.30544,30204.22098,30284.9977,30292.95273,30346.4819,30308.78697,30275.30674,30296.23767,30349.64876,30375.79867,30398.43752,30460.43734,30428.44863,30420.64837,30443.8613,30443.64357,30441.26745,30402.80147,30361.56285,30376.20328,30376.4209,30364.01752,30436.86863,30480.38402,30476.83288,30479.37305,30508.40771,30558.85863,30551.409,30590.80517,30606.45241,30592.2487,30531.68759,30551.19464,30552.87886,30542.27425,30594.97588,30596.52168,30598.06719,30599.61287,30601.14972,30769.28596,30782.44583,30746.52159,30748.92429,30779.12296,30768.50334,30753.21966,30858.50619,30776.41439,30816.05553,30810.9595,30883.10037,30972.20804,30950.87755,31080.81746
27,50002.74198,49950.97002,49983.85063,49944.7726,49918.21402,49991.16144,50101.25996,50206.37118,50266.04921,50339.1681,50323.71031,50338.07019,50396.47995,50414.68515,50382.63939,50415.72431,50430.73592,50490.30168,50503.05608,50457.62069,50518.88082,50576.83656,50591.75092,50565.21474,50561.62363,50662.38012,50709.97719,50652.00792,50472.41255,50340.51362,50475.20526,50488.46851,50577.73685,50514.90076,50459.06242,50493.96824,50583.02906,50626.63855,50664.40163,50767.79839,50714.45126,50701.43965,50740.14879,50739.7747,50735.80866,50671.64465,50602.89707,50627.30799,50627.6702,50606.99205,50728.46353,50801.02081,50795.09104,50799.32408,50847.73611,50931.87402,50919.4414,50985.13867,51011.23294,50987.53281,50886.52748,50919.05472,50921.8612,50904.15415,50992.03786,50994.61368,50997.18902,50999.76462,51002.32553,51282.70196,51304.65061,51244.74425,51248.75353,51299.10552,51345.13401,51312.09862,51463.46615,51219.61009,51402.74986,51382.13201,51444.54678,51656.29256,51556.06756,51791.39691
28,100005.484,99901.94005,99967.70127,99889.5452,99836.42804,99982.32289,100202.5199,100412.7424,100532.0984,100678.3362,100647.4206,100676.1404,100792.9599,100829.3703,100765.2788,100831.4486,100861.4718,100980.6034,101006.1122,100915.2414,101037.7616,101153.6731,101183.5018,101130.4295,101123.2473,101324.7602,101419.9544,101304.0158,100944.8251,100681.0272,100950.4105,100976.937,101155.4737,101029.8015,100918.1248,100987.9365,101166.0581,101253.2771,101328.8033,101535.5968,101428.9025,101402.8793,101480.2976,101479.5494,101471.6173,101343.2893,101205.7941,101254.616,101255.3404,101213.9841,101456.9271,101602.0416,101590.1821,101598.6482,101695.4722,101863.748,101838.8828,101970.2773,102022.4659,101975.0656,101773.055,101838.1094,101843.7224,101808.3083,101984.0757,101989.2274,101994.378,101999.5292,102004.6511,102565.4039,102609.3012,102489.4885,102497.5071,102598.211,102690.268,102624.1972,102926.9323,102439.2202,102805.4997,102764.264,102889.0936,103312.5851,103112.1351,103582.7938
29,200010.9679,199803.8801,199935.4025,199779.0904,199672.8561,199964.6458,200405.0399,200825.4847,201064.1968,201356.6724,201294.8412,201352.2808,201585.9198,201658.7406,201530.5576,201662.8972,201722.9437,201961.2067,202012.2243,201830.4828,202075.5233,202307.3462,202367.0037,202260.8589,202246.4945,202649.5205,202839.9087,202608.0317,201889.6502,201362.0545,201900.821,201953.8741,202310.9474,202059.603,201836.2497,201975.8729,202332.1163,202506.5542,202657.6065,203071.1936,202857.8051,202805.7586,202960.5952,202959.0988,202943.2346,202686.5786,202411.5883,202509.232,202510.6808,202427.9682,202913.8541,203204.0832,203180.3642,203197.2963,203390.9444,203727.4961,203677.7656,203940.5547,204044.9318,203950.1312,203546.1099,203676.2189,203687.4448,203616.6166,203968.1514,203978.4547,203988.7561,203999.0585,204009.3021,205130.8078,205218.6025,204978.977,204995.0141,205196.4221,205380.5361,205248.3945,205853.8646,204878.4403,205610.9995,205528.5281,205778.1871,206625.1703,206224.2702,207165.5877
30,200010.9679,199803.8801,199935.4025,199779.0904,199672.8561,199964.6458,200405.0399,200825.4847,201064.1968,201356.6724,201294.8412,201352.2808,201585.9198,201658.7406,201530.5576,201662.8972,201722.9437,201961.2067,202012.2243,201830.4828,202075.5233,202307.3462,202367.0037,202260.8589,202246.4945,202649.5205,202839.9087,202608.0317,201889.6502,201362.0545,201900.821,201953.8741,202310.9474,202059.603,201836.2497,201975.8729,202332.1163,202506.5542,202657.6065,203071.1936,202857.8051,202805.7586,202960.5952,202959.0988,202943.2346,202686.5786,202411.5883,202509.232,202510.6808,202427.9682,202913.8541,203204.0832,203180.3642,203197.2963,203390.9444,203727.4961,203677.7656,203940.5547,204044.9318,203950.1312,203546.1099,203676.2189,203687.4448,203616.6166,203968.1514,203978.4547,203988.7561,203999.0585,204009.3021,205130.8078,205218.6025,204978.977,204995.0141,205196.4221,205121.0562,205017.9663,205732.9995,205182.2687,205443.7494,205414.5379,205906.8753,206510.6412,206372.5982,207247.2682
31,100005.484,99901.94005,99967.70127,99889.5452,99836.42804,99982.32289,100202.5199,100412.7424,100532.0984,100678.3362,100647.4206,100676.1404,100792.9599,100829.3703,100765.2788,100831.4486,100861.4718,100980.6034,101006.1122,100915.2414,101037.7616,101153.6731,101183.5018,101130.4295,101123.2473,101324.7602,101419.9544,101304.0158,100944.8251,100681.0272,100950.4105,100976.937,101155.4737,101029.8015,100918.1248,100987.9365,101166.0581,101253.2771,101328.8033,101535.5968,101428.9025,101402.8793,101480.2976,101479.5494,101471.6173,101343.2893,101205.7941,101254.616,101255.3404,101213.9841,101456.9271,101602.0416,101590.1821,101598.6482,101695.4722,101863.748,101838.8828,101970.2773,102022.4659,101975.0656,101773.055,101838.1094,101843.7224,101808.3083,101984.0757,101989.2274,101994.378,101999.5292,102004.6511,102565.4039,102609.3012,102489.4885,102497.5071,102598.211,102690.268,102624.1972,102926.9323,102439.2202,102805.4997,102764.264,102889.0936,103312.5851,103112.1351,103582.7938
32,50002.0688,49756.09049,49886.96527,49891.17818,49792.02593,49971.16102,50304.06517,50506.83573,50715.81105,50916.42431,50839.76388,50892.56947,51136.96571,51142.32521,51035.83621,51150.08672,51123.5995,51210.40761,51234.34924,51101.49075,51365.80464,51461.87646,51564.79623,51461.43812,51538.72443,51847.4513,51950.67233,51800.24446,51303.8866,50782.1216,51146.20299,51161.04111,51395.09632,51395.3188,51254.7372,51388.08749,51593.62617,51654.55572,51704.22533,52011.41045,51869.95973,51795.8119,51914.58845,51959.92321,51976.01386,51730.36418,51698.56653,51697.30973,51683.99601,51676.24822,51832.95149,52061.44716,52097.53095,52085.32337,52103.32502,52337.40766,52274.16685,52506.85315,52581.52784,52445.22143,52010.5525,52028.7471,52036.58539,51996.85076,52219.18184,52221.12528,52223.06835,52225.01162,52226.94381,52992.42216,53071.69202,52873.68899,52949.48656,53042.12698,53162.51703,53150.75608,53236.0167,52912.56722,53222.06533,53205.26482,53137.5702,53395.63567,53237.54991,53445.48947
33,30001.24128,29853.65429,29932.17916,29934.70691,29875.21556,29982.69661,30182.4391,30304.10144,30429.48663,30549.85458,30503.85833,30535.54168,30682.17943,30685.39513,30621.50173,30690.05203,30674.1597,30726.24457,30740.60955,30660.89445,30819.48279,30877.12588,30938.87774,30876.86287,30923.23466,31108.47078,31170.4034,31080.14667,30782.33196,30469.27296,30687.72179,30696.62467,30837.05779,30837.19128,30752.84232,30832.8525,30956.1757,30992.73343,31022.5352,31206.84627,31121.97584,31077.48714,31148.75307,31175.95392,31185.60832,31038.21851,31019.13992,31018.38584,31010.3976,31005.74893,31099.77089,31236.86829,31258.51857,31251.19402,31261.99501,31402.4446,31364.50011,31504.11189,31548.9167,31467.13286,31206.3315,31217.24826,31221.95124,31198.11046,31331.50911,31332.67517,31333.84101,31335.00697,31336.16629,31795.4533,31843.01521,31724.21339,31769.69194,31825.27619,31897.51022,31890.45365,31941.61002,31747.54033,31933.2392,31923.15889,31882.54212,32037.3814,31942.52995,32067.29368
34,20000.82664,19940.73725,19970.75399,19962.92003,19936.20273,19988.39019,20078.30918,20142.03105,20195.26125,20250.1271,20235.37568,20249.32834,20304.68594,20306.15535,20279.72704,20310.30028,20310.0911,20340.59315,20348.74344,20309.24864,20375.9432,20402.06271,20429.46527,20406.29327,20426.25767,20511.37346,20541.15091,20497.63952,20357.99254,20229.48719,20329.75233,20333.85886,20401.78324,20386.89681,20346.08687,20378.89181,20438.71127,20460.50115,20479.73642,20555.33167,20507.18364,20488.40485,20520.75215,20533.19332,20536.00771,20471.14126,20449.07115,20452.8792,20452.83247,20445.56799,20500.65987,20563.23817,20569.80844,20569.29843,20584.14702,20648.24479,20634.17034,20695.3403,20717.96328,20683.68428,20571.51049,20579.52963,20580.37571,20570.20737,20632.63763,20633.41418,20634.19057,20634.96705,20635.7391,20850.95945,20872.02078,20815.71823,20831.42816,20860.22231,20896.50936,20883.06457,20944.66833,20845.42347,20919.95794,20911.56686,20936.9685,21023.14508,20982.35537,21078.13002
35,15000.82259,14985.29101,14995.15519,14983.43178,14975.46421,14997.34843,15030.37799,15061.91135,15079.81476,15101.75043,15097.11309,15101.42106,15118.94399,15124.40555,15114.79182,15124.71729,15129.22078,15147.0905,15150.91682,15137.28621,15155.66424,15173.05097,15177.52528,15169.56442,15168.48709,15198.71403,15212.99316,15195.60238,15141.72377,15102.15409,15142.56158,15146.54055,15173.32106,15154.47023,15137.71873,15148.19047,15174.90872,15187.99157,15199.32049,15230.33952,15214.33538,15210.43189,15222.04464,15221.93241,15220.7426,15201.49339,15180.86912,15188.1924,15188.30106,15182.09761,15218.53906,15240.30624,15238.52731,15239.79722,15254.32083,15279.56221,15275.83242,15295.5416,15303.36988,15296.25984,15265.95824,15275.71641,15276.55836,15271.24625,15297.61136,15298.3841,15299.1567,15299.92939,15300.69766,15384.81059,15391.39518,15373.42327,15374.62606,15389.73166,15383.74768,15375.9357,15430.24134,15388.73044,15407.96069,15406.03639,15443.49271,15489.36766,15479.19476,15544.95471
36,10000.5484,9990.194005,9996.770127,9988.95452,9983.642804,9998.232289,10020.25199,10041.27424,10053.20984,10067.83362,10064.74206,10067.61404,10079.29599,10082.93703,10076.52788,10083.14486,10086.14718,10098.06034,10100.61122,10091.52414,10103.77616,10115.36731,10118.35018,10113.04295,10112.32473,10132.47602,10141.99544,10130.40158,10094.48251,10068.10272,10095.04105,10097.6937,10115.54737,10102.98015,10091.81248,10098.79365,10116.60581,10125.32771,10132.88033,10153.55968,10142.89025,10140.28793,10148.02976,10147.95494,10147.16173,10134.32893,10120.57941,10125.4616,10125.53404,10121.39841,10145.69271,10160.20416,10159.01821,10159.86482,10169.54722,10186.3748,10183.88828,10197.02773,10202.24659,10197.50656,10177.3055,10183.81094,10184.37224,10180.83083,10198.40757,10198.92274,10199.4378,10199.95292,10200.46511,10256.54039,10260.93012,10248.94885,10249.75071,10259.8211,10255.83179,10250.6238,10286.82756,10259.15362,10271.97379,10270.69093,10295.66181,10326.24511,10319.46318,10363.30314
37,5000.20688,4975.609049,4988.696527,4989.117818,4979.202593,4997.116102,5030.406517,5050.683573,5071.581105,5091.642431,5083.976388,5089.256947,5113.696571,5114.232521,5103.583621,5115.008672,5112.35995,5121.040761,5123.434924,5110.149075,5136.580464,5146.187646,5156.479623,5146.143812,5153.872443,5184.74513,5195.067233,5180.024446,5130.38866,5078.21216,5114.620299,5116.104111,5139.509632,5139.53188,5125.47372,5138.808749,5159.362617,5165.455572,5170.422533,5201.141045,5186.995973,5179.58119,5191.458845,5195.992321,5197.601386,5173.036418,5169.856653,5169.730973,5168.399601,5167.624822,5183.295149,5206.144716,5209.753095,5208.532337,5210.332502,5233.740766,5227.416685,5250.685315,5258.152784,5244.522143,5201.05525,5202.87471,5203.658539,5199.685076,5221.918184,5222.112528,5222.306835,5222.501162,5222.694381,5299.242216,5307.169202,5287.368899,5294.948656,5304.212698,5316.251703,5315.075608,5323.60167,5291.256722,5322.206533,5320.526482,5313.75702,5339.563567,5323.754991,5344.548947
38,2000.082752,1990.24362,1995.478611,1995.647127,1991.681037,1998.846441,2012.162607,2020.273429,2028.632442,2036.656972,2033.590555,2035.702779,2045.478629,2045.693008,2041.433449,2046.003469,2044.94398,2048.416305,2049.37397,2044.05963,2054.632186,2058.475058,2062.591849,2058.457525,2061.548977,2073.898052,2078.026893,2072.009778,2052.155464,2031.284864,2045.848119,2046.441644,2055.803853,2055.812752,2050.189488,2055.5235,2063.745047,2066.182229,2068.169013,2080.456418,2074.798389,2071.832476,2076.583538,2078.396928,2079.040555,2069.214567,2067.942661,2067.892389,2067.35984,2067.049929,2073.318059,2082.457886,2083.901238,2083.412935,2084.133001,2093.496307,2090.966674,2100.274126,2103.261114,2097.808857,2080.4221,2081.149884,2081.463416,2079.87403,2088.767274,2088.845011,2088.922734,2089.000465,2089.077752,2119.696886,2122.867681,2114.94756,2117.979462,2121.685079,2126.500681,2126.030243,2129.440668,2116.502689,2128.882613,2128.210593,2125.502808,2135.825427,2129.501997,2137.819579
39,1000.05484,999.0194005,999.6770127,998.895452,998.3642804,999.8232289,1002.025199,1004.127424,1005.320984,1006.783362,1006.474206,1006.761404,1007.929599,1008.293703,1007.652788,1008.314486,1008.614718,1009.806034,1010.061122,1009.152414,1010.377616,1011.536731,1011.835018,1011.304295,1011.232473,1013.247602,1014.199544,1013.040158,1009.448251,1006.810272,1009.504105,1009.76937,1011.554737,1010.298015,1009.181248,1009.879365,1011.660581,1012.532771,1013.288033,1015.355968,1014.289025,1014.028793,1014.802976,1014.795494,1014.716173,1013.432893,1012.057941,1012.54616,1012.553404,1012.139841,1014.569271,1016.020416,1015.901821,1015.986482,1016.954722,1018.63748,1018.388828,1019.702773,1020.224659,1019.750656,1017.73055,1018.381094,1018.437224,1018.083083,1019.840757,1019.892274,1019.94378,1019.995292,1020.046511,1025.654039,1026.093012,1024.894885,1024.975071,1025.98211,1025.583179,1025.06238,1028.682756,1025.915362,1027.197379,1027.069093,1029.566181,1032.624511,1031.946318,1036.330314
40,1000.054851,999.0201718,999.6776877,998.8963519,998.3658329,999.8240425,1002.024524,1004.125581,1005.318402,1006.780148,1006.471109,1006.75821,1007.925773,1008.289673,1007.649196,1008.310583,1008.610826,1009.801402,1010.056178,1009.148123,1010.372586,1011.530961,1011.829152,1011.298759,1011.227054,1013.241123,1014.192325,1013.033699,1009.443515,1006.807366,1009.499923,1009.765091,1011.549397,1010.292899,1009.176891,1009.874589,1011.654959,1012.526622,1013.281251,1015.347911,1014.281621,1014.021612,1014.795377,1014.788119,1014.708915,1013.426716,1012.052095,1012.540109,1012.547363,1012.133917,1014.562288,1016.012801,1015.894429,1015.979102,1016.946924,1018.628621,1018.3803,1019.693506,1020.21508,1019.741623,1017.72292,1018.373155,1018.429295,1018.075808,1019.832529,1019.884056,1019.935573,1019.987096,1020.038324,1025.642865,1026.081528,1024.884053,1024.964143,1025.970765,1025.616778,1025.107322,1028.616873,1025.88048,1027.201851,1027.031983,1029.436679,1032.406935,1031.695918,1036.027249
41,2000.109701,1998.040344,1999.355375,1997.792704,1996.731666,1999.648085,2004.049049,2008.251162,2010.636805,2013.560295,2012.942218,2013.51642,2015.851545,2016.579345,2015.298391,2016.621166,2017.221651,2019.602803,2020.112357,2018.296246,2020.745172,2023.061923,2023.658303,2022.597518,2022.454108,2026.482246,2028.384649,2026.067398,2018.887029,2013.614732,2018.999847,2019.530182,2023.098794,2020.585798,2018.353783,2019.749178,2023.309918,2025.053245,2026.562501,2030.695822,2028.563242,2028.043225,2029.590754,2029.576238,2029.41783,2026.853431,2024.10419,2025.080219,2025.094727,2024.267834,2029.124575,2032.025602,2031.788859,2031.958203,2033.893848,2037.257242,2036.7606,2039.387011,2040.430161,2039.483247,2035.445839,2036.746309,2036.858591,2036.151617,2039.665058,2039.768112,2039.871146,2039.974191,2040.076648,2051.285731,2052.163055,2049.768106,2049.928286,2051.94153,2051.233556,2050.214644,2057.233746,2051.760959,2054.403702,2054.063967,2058.873358,2064.813869,2063.391837,2072.054497
42,5000.20688,4975.609049,4988.696527,4989.117818,4979.202593,4997.116102,5030.406517,5050.683573,5071.581105,5091.642431,5083.976388,5089.256947,5113.696571,5114.232521,5103.583621,5115.008672,5112.35995,5121.040761,5123.434924,5110.149075,5136.580464,5146.187646,5156.479623,5146.143812,5153.872443,5184.74513,5195.067233,5180.024446,5130.38866,5078.21216,5114.620299,5116.104111,5139.509632,5139.53188,5125.47372,5138.808749,5159.362617,5165.455572,5170.422533,5201.141045,5186.995973,5179.58119,5191.458845,5195.992321,5197.601386,5173.036418,5169.856653,5169.730973,5168.399601,5167.624822,5183.295149,5206.144716,5209.753095,5208.532337,5210.332502,5233.740766,5227.416685,5250.685315,5258.152784,5244.522143,5201.05525,5202.87471,5203.658539,5199.685076,5221.918184,5222.112528,5222.306835,5222.501162,5222.694381,5299.242216,5307.169202,5287.368899,5294.948656,5304.212698,5316.251703,5315.075608,5323.60167,5291.256722,5322.206533,5320.526482,5313.75702,5339.563567,5323.754991,5323.754991
43,10000.41376,9951.218098,9977.393054,9978.235636,9958.405185,9994.232205,10060.81303,10101.36715,10143.16221,10183.28486,10167.95278,10178.51389,10227.39314,10228.46504,10207.16724,10230.01734,10224.7199,10242.08152,10246.86985,10220.29815,10273.16093,10292.37529,10312.95925,10292.28762,10307.74489,10369.49026,10390.13447,10360.04889,10260.77732,10156.42432,10229.2406,10232.20822,10279.01926,10279.06376,10250.94744,10277.6175,10318.72523,10330.91114,10340.84507,10402.28209,10373.99195,10359.16238,10382.91769,10391.98464,10395.20277,10346.07284,10339.71331,10339.46195,10336.7992,10335.24964,10366.5903,10412.28943,10419.50619,10417.06467,10420.665,10467.48153,10454.83337,10501.37063,10516.30557,10489.04429,10402.1105,10405.74942,10407.31708,10399.37015,10443.83637,10444.22506,10444.61367,10445.00232,10445.38876,10598.48443,10614.3384,10574.7378,10589.89731,10608.4254,10632.50341,10630.15122,10647.20334,10582.51344,10644.41307,10641.05296,10627.51404,10679.12713,10647.50998,10688.36405
44,15000.62064,14926.82715,14966.08958,14967.35345,14937.60778,14991.34831,15091.21955,15152.05072,15214.74331,15274.92729,15251.92916,15267.77084,15341.08971,15342.69756,15310.75086,15345.02602,15337.07985,15363.12228,15370.30477,15330.44723,15409.74139,15438.56294,15469.43887,15438.43144,15461.61733,15554.23539,15585.2017,15540.07334,15391.16598,15234.63648,15343.8609,15348.31233,15418.5289,15418.59564,15376.42116,15416.42625,15478.08785,15496.36671,15511.2676,15603.42313,15560.98792,15538.74357,15574.37653,15587.97696,15592.80416,15519.10925,15509.56996,15509.19292,15505.1988,15502.87447,15549.88545,15618.43415,15629.25928,15625.59701,15630.99751,15701.2223,15682.25005,15752.05594,15774.45835,15733.56643,15603.16575,15608.62413,15610.97562,15599.05523,15665.75455,15666.33758,15666.92051,15667.50349,15668.08314,15897.72665,15921.50761,15862.1067,15884.84597,15912.63809,15948.75511,15945.22683,15970.80501,15873.77016,15966.6196,15961.57945,15941.27106,16018.6907,15971.26497,16032.54608
45,20002.2144,20004.37604,20006.53031,20008.65841,20010.7253,20012.82763,20014.90956,20016.93907,20018.93876,20020.92965,20022.92714,20025.04596,20027.02223,20029.02213,20031.04867,20033.03395,20035.15124,20037.19923,20039.21618,20041.18623,20043.16109,20045.15959,20047.17032,20049.17123,20051.16312,20053.12633,20055.09755,20057.1183,20059.14206,20061.07897,20063.01447,20064.94252,20066.8519,20068.8323,20070.76734,20072.71822,20074.65503,20076.46757,20078.30738,20080.31401,20082.2873,20084.20375,20086.16879,20088.14627,20090.1133,20092.16651,20094.1259,20096.13451,20098.09469,20100.04541,20102.33923,20104.34524,20106.2831,20108.58989,20110.55671,20112.49195,20114.48711,20116.48387,20118.57317,20120.64518,20122.82143,20125.10296,20127.36945,20129.63619,20131.70612,20133.78633,20135.86615,20137.94619,20140.01435,20142.08938,20144.16603,20146.26203,20148.49907,20150.64287,20152.75224,20154.87291,20156.98958,20159.16815,20161.22277,20163.23224,20165.27578,20167.48267,20169.46251,20171.4484
