,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
64,15164.04983045894,15165.770343552704,15167.453592403135,15169.146280224048,15170.841735703789
65,20218.733107278586,20221.02712473694,20223.271456537514,20225.528373632063,20227.788980938385
66,31560.805972182472,31432.909421968012,31282.929964482595,31388.0293411138,31323.0095332498
67,51871.35667543756,51273.08548947345,50932.27081283559,51323.998790638274,50669.43501260234
68,105319.92392788618,104742.8001218543,104141.98637004795,104636.76459484157,104189.55712088161
69,207485.42670175023,205092.3419578938,203729.08325134235,205295.9951625531,202677.74005040937
70,210405.37314788307,209552.72947978665,208552.8664298839,209253.5289407586,208820.06355499857
71,105202.68657394158,104776.36473989337,104276.433214942,104626.76447037932,104410.03177749933
72,52601.34328697079,52388.182369946684,52138.216607471,52313.38223518966,52205.015888749665
73,31122.81400526254,30763.851293684074,30559.362487701357,30794.399274382966,30401.661007561404
74,21040.537314788315,20955.272947978672,20855.286642988398,20925.352894075866,20882.006355499863
75,15164.04983045894,15165.770343552704,15167.453592403135,15169.146280224048,15170.841735703789
76,10520.268657394157,10477.636473989336,10427.643321494199,10462.676447037933,10441.003177749932
77,5265.996196394306,5237.140006092712,5207.099318502394,5231.838229742076,5209.477856044077
78,2074.8542670175025,2050.923419578938,2037.2908325134238,2052.959951625531,2026.7774005040937
79,1010.9366553639296,1011.0513562368473,1011.163572826876,1011.2764186816034,1011.3894490469195
80,1010.9366553639296,1011.0513562368473,1011.163572826876,1011.2764186816034,1011.3894490469195
81,2021.8733107278588,2022.102712473694,2022.3271456537516,2022.5528373632064,2022.7788980938385
82,5265.996196394306,5237.140006092712,5207.099318502394,5231.838229742076,5209.477856044077
83,10531.992392788612,10474.280012185423,10414.198637004789,10463.676459484152,10418.955712088155
84,15780.402986091232,15716.454710984,15641.464982241294,15694.014670556895,15661.504766624896
85,21040.537314788315,20955.272947978672,20855.286642988398,20925.352894075866,20882.006355499863
86,30328.099660917887,30331.540687105415,30334.907184806278,30338.292560448102,30341.683471407585
87,52601.34328697079,52388.182369946684,52138.216607471,52313.38223518966,52205.015888749665
88,101093.66553639305,101105.13562368481,101116.35728268768,101127.64186816043,101138.94490469203
89,210405.37314788307,209552.72947978665,208552.8664298839,209253.5289407586,208820.06355499857
90,210401.8151941389,209549.1859442424,208549.33980201854,209249.99046469387,208816.53240883126
91,,,,,
92,52659.961963943075,52371.40006092714,52070.99318502395,52318.38229742077,52094.77856044079
93,31560.805972182472,31432.909421968012,31282.929964482595,31388.0293411138,31323.0095332498
94,21063.984785577224,20948.560024370847,20828.397274009578,20927.352918968303,20837.91142417631
95,15164.04983045894,15165.770343552704,15167.453592403135,15169.146280224048,15170.841735703789
96,10520.090759706949,10477.459297212125,10427.46699010093,10462.499523234697,10440.826620441565
97,5265.996196394306,5237.140006092712,5207.099318502394,5231.838229742076,5209.477856044077
98,2106.398478557723,2094.8560024370854,2082.839727400958,2092.735291896831,2083.7911424176314
99,1010.9366553639296,1011.0513562368473,1011.163572826876,1011.2764186816034,1011.3894490469195
