,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit
2017-01-08,1.15255,1.05995,0.7941,0.8015120821917808,0.8015120821917808,0.7926941263013698,0.7926941263013698,1.0410094306164384,1.0410094306164384,1.0359983026712327,1.0359983026712327,0.9897923706164383,0.9897923706164383,0.9850405226712328,0.9850405226712328,0.7839821654109589,0.7839821654109589,0.7750489545205479,0.7750489545205479,1.037976306849315,1.037976306849315,1.0331505839041097,1.0331505839041097,0.986916666849315,0.986916666849315,0.9823594839041097,0.9823594839041097,0.766230998630137,0.766230998630137,0.7574130427397261,0.7574130427397261,1.0350225930821917,1.0350225930821917,1.0301174601369862,1.0301174601369862,0.9841203730821917,0.9841203730821917,0.9794837801369861,0.9794837801369861,0.7487010818493152,0.7487010818493152,0.7397678709589042,0.7397678709589042,1.0320688793150683,1.0320688793150683,1.027163746369863,1.027163746369863,0.9813240793150684,0.9813240793150684,0.9766874863698629,0.9766874863698629,0.7309499150684932,0.7309499150684932,0.7221319591780822,0.7221319591780822,1.0292211605479453,1.0292211605479453,1.0242100326027397,1.0242100326027397,0.9786430405479452,0.9786430405479452,0.9738911926027398,0.9738911926027398
2017-01-06,1.1535,1.0623,0.823,0.8115940821917809,0.8115940821917809,0.8026500663013698,0.8026500663013698,1.0467986256164383,1.0467986256164383,1.0417565176712327,1.0417565176712327,0.9963559056164383,0.9963559056164383,0.9915691576712329,0.9915691576712329,0.793812280410959,0.793812280410959,0.7847529145205479,0.7847529145205479,1.0437452268493153,1.0437452268493153,1.0388916489041096,1.0388916489041096,0.993457546849315,0.993457546849315,0.9888684489041095,0.9888684489041095,0.775808898630137,0.775808898630137,0.7668648827397261,0.7668648827397261,1.0407741280821918,1.0407741280821918,1.0358382501369863,1.0358382501369863,0.9906414880821919,0.9906414880821919,0.9859700901369863,0.9859700901369863,0.758027096849315,0.758027096849315,0.748967730958904,0.748967730958904,1.0378030293150684,1.0378030293150684,1.032867151369863,1.032867151369863,0.9878254293150684,0.9878254293150684,0.983154031369863,0.983154031369863,0.7400237150684931,0.7400237150684931,0.7310796991780821,0.7310796991780821,1.034938160547945,1.034938160547945,1.0298960526027399,1.0298960526027399,0.9851247205479452,0.9851247205479452,0.9803379726027399,0.9803379726027399
2017-01-05,1.0638,1.0931,0.8393,0.8062890821917809,0.8062890821917809,0.7974083663013698,0.7974083663013698,0.9928448056164384,0.9928448056164384,0.9880804176712329,0.9880804176712329,1.0090506356164384,1.0090506356164384,1.004204207671233,1.004204207671233,0.7886369604109589,0.7886369604109589,0.7796498645205479,0.7796498645205479,0.9899576768493152,0.9899576768493152,0.9853865289041097,0.9853865289041097,1.0061136968493152,1.0061136968493152,1.0014575789041098,1.0014575789041098,0.770769148630137,0.770769148630137,0.761888432739726,0.761888432739726,0.9871544780821917,0.9871544780821917,0.9824994001369863,0.9824994001369863,1.003260688082192,1.003260688082192,0.9985206401369863,0.9985206401369863,0.753117026849315,0.753117026849315,0.7441299309589041,0.7441299309589041,0.9843512793150686,0.9843512793150686,0.9796962013698629,0.9796962013698629,1.0004076793150685,1.0004076793150685,0.9956676313698629,0.9956676313698629,0.7352492150684933,0.7352492150684933,0.7263684991780822,0.7263684991780822,0.9816573905479453,0.9816573905479453,0.9768930026027398,0.9768930026027398,0.9976610505479453,0.9976610505479453,0.9928146226027397,0.9928146226027397
2017-01-04,0.9606,1.0929,0.8332,0.7826110821917809,0.7826110821917809,0.7740237663013698,0.7740237663013698,0.9222986256164384,0.9222986256164384,0.9179010676712328,0.9179010676712328,0.9954737556164384,0.9954737556164384,0.9907057576712329,0.9907057576712329,0.765545740410959,0.765545740410959,0.7568623645205479,0.7568623645205479,0.9196319568493152,0.9196319568493152,0.9154270089041097,0.9154270089041097,0.9925821768493152,0.9925821768493152,0.9879935589041098,0.9879935589041098,0.748275048630137,0.748275048630137,0.739687732739726,0.739687732739726,0.9170486080821918,0.9170486080821918,0.9127603401369864,0.9127603401369864,0.9897739180821918,0.9897739180821918,0.9851019801369862,0.9851019801369862,0.7312097068493151,0.7312097068493151,0.7225263309589041,0.7225263309589041,0.9144652593150684,0.9144652593150684,0.910176991369863,0.910176991369863,0.9869656593150684,0.9869656593150684,0.9822937213698629,0.9822937213698629,0.7139390150684932,0.7139390150684932,0.7053516991780822,0.7053516991780822,0.9119912005479451,0.9119912005479451,0.9075936426027398,0.9075936426027398,0.9842534605479452,0.9842534605479452,0.9794854626027397,0.9794854626027397
2017-01-03,0.7006,1.0932,0.9123,0.7534040821917809,0.7534040821917809,0.74517534630137,0.74517534630137,0.7605711556164384,0.7605711556164384,0.7570121976712328,0.7570121976712328,0.9777182156164383,0.9777182156164383,0.9730599776712329,0.9730599776712329,0.7370559304109588,0.7370559304109588,0.7287571345205479,0.7287571345205479,0.7584029068493151,0.7584029068493151,0.7550444989041096,0.7550444989041096,0.9748825468493151,0.9748825468493151,0.9703855989041097,0.9703855989041097,0.720528398630137,0.720528398630137,0.712299662739726,0.712299662739726,0.7563258880821918,0.7563258880821918,0.7528762501369863,0.7528762501369863,0.9721381080821918,0.9721381080821918,0.9675499301369863,0.9675499301369863,0.704180246849315,0.704180246849315,0.6958814509589042,0.6958814509589042,0.7542488693150684,0.7542488693150684,0.7507992313698629,0.7507992313698629,0.9693936693150684,0.9693936693150684,0.9648054913698629,0.9648054913698629,0.6876527150684931,0.6876527150684931,0.6794239791780822,0.6794239791780822,0.7522811705479453,0.7522811705479453,0.7487222126027397,0.7487222126027397,0.9667192905479451,0.9667192905479451,0.9620610526027398,0.9620610526027398
2017-01-02,1.225,1.0499,0.8796,0.8413730821917809,0.8413730821917809,0.8320589263013698,0.8320589263013698,1.1029864456164384,1.1029864456164384,1.0976518276712328,1.0976518276712328,1.0061386356164383,1.0061386356164383,1.001294297671233,1.001294297671233,0.8228497604109589,0.8228497604109589,0.8134131045205479,0.8134131045205479,1.0997538968493152,1.0997538968493152,1.0946122289041098,1.0946122289041098,1.003203756849315,1.003203756849315,0.9985698789041098,0.9985698789041098,0.8040989486301371,0.8040989486301371,0.7947847927397261,0.7947847927397261,1.096609308082192,1.096609308082192,1.0913796801369864,1.0913796801369864,1.000356838082192,1.000356838082192,0.9956350001369862,0.9956350001369862,0.785575626849315,0.785575626849315,0.7761389709589042,0.7761389709589042,1.0934647193150684,1.0934647193150684,1.088235091369863,1.088235091369863,0.9975099193150685,0.9975099193150685,0.9927880813698631,0.9927880813698631,0.7668248150684932,0.7668248150684932,0.7575106591780822,0.7575106591780822,1.0904251205479454,1.0904251205479454,1.08509050260274,1.08509050260274,0.9947855005479453,0.9947855005479453,0.9899411626027399,0.9899411626027399
2017-01-01,1.225,1.0499,0.8797,0.8414050821917809,0.8414050821917809,0.8320905263013698,0.8320905263013698,1.1030032856164385,1.1030032856164385,1.0976685776712327,1.0976685776712327,1.0061554756164384,1.0061554756164384,1.001311047671233,1.001311047671233,0.8228809604109589,0.8228809604109589,0.8134439045205479,0.8134439045205479,1.0997706768493152,1.0997706768493152,1.0946289289041098,1.0946289289041098,1.0032205368493152,1.0032205368493152,0.9985865789041097,0.9985865789041097,0.8041293486301371,0.8041293486301371,0.7948147927397261,0.7948147927397261,1.096626038082192,1.096626038082192,1.0913963201369863,1.0913963201369863,1.000373568082192,1.000373568082192,0.9956516401369863,0.9956516401369863,0.7856052268493151,0.7856052268493151,0.7761681709589041,0.7761681709589041,1.0934813993150685,1.0934813993150685,1.088251681369863,1.088251681369863,0.9975265993150684,0.9975265993150684,0.9928046713698631,0.9928046713698631,0.7668536150684933,0.7668536150684933,0.7575390591780823,0.7575390591780823,1.0904417505479453,1.0904417505479453,1.0851070426027398,1.0851070426027398,0.9948021305479453,0.9948021305479453,0.98995770260274,0.98995770260274
2017-01-07,1.15255,1.05995,0.8071,0.8056720821917809,0.8056720821917809,0.7968021263013698,0.7968021263013698,1.0431986306164385,1.0431986306164385,1.0381758026712327,1.0381758026712327,0.9919815706164383,0.9919815706164383,0.9872180226712328,0.9872180226712328,0.788038165410959,0.788038165410959,0.7790529545205479,0.7790529545205479,1.040157706849315,1.040157706849315,1.0353215839041097,1.0353215839041097,0.989098066849315,0.989098066849315,0.9845304839041097,0.9845304839041097,0.770182998630137,0.770182998630137,0.7613130427397261,0.7613130427397261,1.0371974930821917,1.0371974930821917,1.0322806601369863,1.0322806601369863,0.9862952730821917,0.9862952730821917,0.9816469801369861,0.9816469801369861,0.7525490818493151,0.7525490818493151,0.7435638709589042,0.7435638709589042,1.0342372793150683,1.0342372793150683,1.029320446369863,1.029320446369863,0.9834924793150684,0.9834924793150684,0.9788441863698629,0.9788441863698629,0.7346939150684931,0.7346939150684931,0.7258239591780822,0.7258239591780822,1.0313830605479453,1.0313830605479453,1.0263602326027397,1.0263602326027397,0.9808049405479452,0.9808049405479452,0.9760413926027398,0.9760413926027398
2017-01-14,0.9634,1.0669,0.8014,0.7660030821917808,0.783093554645871,0.7576240863013698,0.7745035153497839,0.9157012256164383,0.9222521912424818,0.9113406876712329,0.9179571715944382,0.9729470756164383,0.9222521912424818,0.9682967376712328,0.9179571715944382,0.7493517804109588,0.7659134760536969,0.7408764445205479,0.7573234367576098,0.913058156849315,0.9196751794536557,0.9088844489041096,0.915380159805612,0.9701280568493151,0.9196751794536557,0.9656541989041095,0.915380159805612,0.732497448630137,0.7487333974615227,0.724118452739726,0.7401433581654355,0.9104952280821917,0.9170981676648297,0.9062413801369863,0.912803148016786,0.9673891780821918,0.9170981676648297,0.9628351801369862,0.912803148016786,0.7158461468493151,0.7315533188693484,0.7073708109589041,0.7229632795732615,0.9079322993150685,0.9145211558760035,0.903678451369863,0.9102261362279599,0.9646502993150684,0.9145211558760035,0.9600963013698629,0.9102261362279599,0.6989918150684932,0.7143732402771743,0.6906128191780821,0.7057832009810873,0.9054760605479453,0.9119441440871773,0.9011155226027399,0.9076491244391337,0.9620077605479451,0.9119441440871773,0.9573574226027398,0.9076491244391337
2017-01-21,1.0604,0.9522,0.778,0.747916082191781,0.7732438463171751,0.7397684663013699,0.7647769283751966,0.9632820556164383,0.9104079169772249,0.9586833676712327,0.9061744580062358,0.9034366356164384,0.9104079169772249,0.8991409076712329,0.9061744580062358,0.7317160704109589,0.7563100104332183,0.7234624145205479,0.7478430924912398,0.9604952068493151,0.9078678415946315,0.9560695389041097,0.9036343826236422,0.9008337268493152,0.9078678415946315,0.8967218389041097,0.9036343826236422,0.7153147986301369,0.7393761745492614,0.7071671827397261,0.7309092566072831,0.9577861580821917,0.905327766212038,0.9532826901369863,0.9010943072410487,0.8983086180821919,0.905327766212038,0.8941189301369863,0.9010943072410487,0.6991147868493152,0.7224423386653047,0.6908611309589041,0.7139754207233264,0.9550771093150685,0.9027876908294444,0.950573641369863,0.8985542318584551,0.8957835093150686,0.9027876908294444,0.8915938213698631,0.8985542318584551,0.6827135150684931,0.7055085027813479,0.6745658991780822,0.6970415848393696,0.9524632805479452,0.9002476154468508,0.9478645926027398,0.8960141564758617,0.8933644405479453,0.9002476154468508,0.8890687126027399,0.8960141564758617
2017-01-27,1.0310428571428571,0.6433285714285715,0.7776,0.6582277964774952,0.6764632160815973,0.6512082720156556,0.6692060560175636,0.9062883627592955,0.7940292091189425,0.9020089948140899,0.7904006290869258,0.6918435913307242,0.7940292091189425,0.6886498233855186,0.7904006290869258,0.644253080410959,0.66194889595353,0.6371304516634051,0.6546917358894963,0.9036869525636008,0.7918520610997324,0.8995496774755382,0.7882234810677157,0.6899012954207437,0.7918520610997324,0.6868883917612525,0.7882234810677157,0.6301109272015656,0.6474345758254625,0.6230914027397261,0.6401774157614288,0.901163302367906,0.7896749130805225,0.8969482672798433,0.7860463330485056,0.6880367595107632,0.7896749130805225,0.684946095851272,0.7860463330485056,0.6161362111350295,0.6329202556973952,0.6090135823874755,0.6256630956333615,0.8986396521722112,0.7874977650613122,0.8944246170841487,0.7838691850292955,0.6861722236007828,0.7874977650613122,0.6830815599412916,0.7838691850292955,0.601994057925636,0.6184059355693279,0.5949745334637965,0.6111487755052942,0.8961803348336596,0.7853206170421021,0.8919009668884542,0.7816920370100854,0.6844107919765167,0.7853206170421021,0.6812170240313112,0.7816920370100854
2017-01-28,1.0310428571428571,0.6433285714285715,0.7775,0.6581957964774952,0.6764407774987741,0.6511766720156555,0.6691838979170257,0.9062715227592955,0.7940022267230976,0.9019922448140899,0.7903737869322235,0.6918267513307241,0.7940022267230976,0.6886330733855186,0.7903737869322235,0.644221880410959,0.6619270183352773,0.6370996516634051,0.6546701387535289,0.9036701725636007,0.7918251628485731,0.8995329774755382,0.788196723057699,0.6898845154207437,0.7918251628485731,0.6868716917612525,0.788196723057699,0.6300805272015656,0.6474132591717805,0.623061402739726,0.6401563795900321,0.901146572367906,0.7896480989740486,0.8969316272798433,0.7860196591831745,0.6880200295107632,0.7896480989740486,0.684929455851272,0.7860196591831745,0.6161066111350294,0.6328995000082838,0.6089843823874755,0.6256426204265354,0.8986229721722112,0.7874710350995241,0.8944080270841487,0.78384259530865,0.6861555436007828,0.7874710350995241,0.6830649699412916,0.78384259530865,0.601965257925636,0.6183857408447869,0.5949461334637964,0.6111288612630386,0.8961637048336595,0.7852939712249996,0.8918844268884542,0.7816655314341254,0.6843941619765166,0.7852939712249996,0.6812004840313112,0.7816655314341254
2017-01-29,1.0310428571428571,0.6433285714285715,0.7775,0.6581957964774952,0.6764407774987741,0.6511766720156555,0.6691838979170257,0.9062715227592955,0.7940022267230976,0.9019922448140899,0.7903737869322235,0.6918267513307241,0.7940022267230976,0.6886330733855186,0.7903737869322235,0.644221880410959,0.6619270183352773,0.6370996516634051,0.6546701387535289,0.9036701725636007,0.7918251628485731,0.8995329774755382,0.788196723057699,0.6898845154207437,0.7918251628485731,0.6868716917612525,0.788196723057699,0.6300805272015656,0.6474132591717805,0.623061402739726,0.6401563795900321,0.901146572367906,0.7896480989740486,0.8969316272798433,0.7860196591831745,0.6880200295107632,0.7896480989740486,0.684929455851272,0.7860196591831745,0.6161066111350294,0.6328995000082838,0.6089843823874755,0.6256426204265354,0.8986229721722112,0.7874710350995241,0.8944080270841487,0.78384259530865,0.6861555436007828,0.7874710350995241,0.6830649699412916,0.78384259530865,0.601965257925636,0.6183857408447869,0.5949461334637964,0.6111288612630386,0.8961637048336595,0.7852939712249996,0.8918844268884542,0.7816655314341254,0.6843941619765166,0.7852939712249996,0.6812004840313112,0.7816655314341254
2017-01-30,1.0310428571428571,0.6433285714285715,0.7774,0.6581637964774951,0.6764183389159508,0.6511450720156555,0.6691617398164877,0.9062546827592954,0.7939752443272527,0.9019754948140899,0.7903469447775212,0.6918099113307241,0.7939752443272527,0.6886163233855186,0.7903469447775212,0.644190680410959,0.6619051407170247,0.6370688516634051,0.6546485416175616,0.9036533925636008,0.7917982645974138,0.8995162774755382,0.7881699650476823,0.6898677354207436,0.7917982645974138,0.6868549917612525,0.7881699650476823,0.6300501272015656,0.6473919425180984,0.623031402739726,0.6401353434186354,0.901129842367906,0.789621284867575,0.8969149872798434,0.7859929853178433,0.6880032995107632,0.789621284867575,0.6849128158512721,0.7859929853178433,0.6160770111350294,0.6328787443191723,0.6089551823874755,0.6256221452197092,0.8986062921722112,0.7874443051377359,0.8943914370841487,0.7838160055880043,0.6861388636007828,0.7874443051377359,0.6830483799412916,0.7838160055880043,0.601936457925636,0.6183655461202461,0.5949177334637965,0.611108947020783,0.8961470748336595,0.785267325407897,0.8918678868884542,0.7816390258581655,0.6843775319765166,0.785267325407897,0.6811839440313112,0.7816390258581655
2017-01-31,1.0310428571428571,0.6433285714285715,0.7774,0.6581637964774951,0.6764183389159508,0.6511450720156555,0.6691617398164877,0.9062546827592954,0.7939752443272527,0.9019754948140899,0.7903469447775212,0.6918099113307241,0.7939752443272527,0.6886163233855186,0.7903469447775212,0.644190680410959,0.6619051407170247,0.6370688516634051,0.6546485416175616,0.9036533925636008,0.7917982645974138,0.8995162774755382,0.7881699650476823,0.6898677354207436,0.7917982645974138,0.6868549917612525,0.7881699650476823,0.6300501272015656,0.6473919425180984,0.623031402739726,0.6401353434186354,0.901129842367906,0.789621284867575,0.8969149872798434,0.7859929853178433,0.6880032995107632,0.789621284867575,0.6849128158512721,0.7859929853178433,0.6160770111350294,0.6328787443191723,0.6089551823874755,0.6256221452197092,0.8986062921722112,0.7874443051377359,0.8943914370841487,0.7838160055880043,0.6861388636007828,0.7874443051377359,0.6830483799412916,0.7838160055880043,0.601936457925636,0.6183655461202461,0.5949177334637965,0.611108947020783,0.8961470748336595,0.785267325407897,0.8918678868884542,0.7816390258581655,0.6843775319765166,0.785267325407897,0.6811839440313112,0.7816390258581655
2017-02-01,1.0310428571428571,0.6433285714285715,0.7612,0.6529797964774952,0.6727832884985886,0.6460258720156555,0.6655721275293425,0.9035266027592954,0.7896040962003745,0.8992619948140899,0.7859985157157516,0.6890818313307241,0.7896040962003745,0.6859028233855186,0.7859985157157516,0.6391362804109589,0.6583609665600965,0.6320792516634051,0.6511498055908503,0.9009350325636007,0.7874407479096007,0.8968108774755382,0.7838351674249777,0.6871493754207437,0.7874407479096007,0.6841495917612526,0.7838351674249777,0.6251253272015656,0.6439386446216042,0.618171402739726,0.6367274836523582,0.898419582367906,0.785277399618827,0.8942193072798434,0.7816718191342039,0.6852930395107633,0.785277399618827,0.6822171358512721,0.7816718191342039,0.6112818111350294,0.6295163226831122,0.6042247823874756,0.6223051617138661,0.8959041321722112,0.7831140513280531,0.8917038570841487,0.7795084708434301,0.6834367036007828,0.7831140513280531,0.6803607999412916,0.7795084708434301,0.5972708579256361,0.61509400074462,0.5903169334637964,0.6078828397753739,0.8934530148336595,0.7809507030372793,0.8891884068884541,0.7773451225526563,0.6816834719765166,0.7809507030372793,0.6785044640313111,0.7773451225526563
2017-02-04,1.0537,0.89515,0.7884,0.7344335821917809,0.7573475113885905,0.7264557563013698,0.7490792976332192,0.9536585206164383,0.8912925742256018,0.9491138576712328,0.8871584673479163,0.8659645156164383,0.8912925742256018,0.8618637926712328,0.8871584673479163,0.718567445410959,0.7408110838778482,0.7104842495205479,0.7325428701224771,0.9509023218493151,0.8888121100989905,0.9465260139041097,0.884678003221305,0.8634778518493151,0.8888121100989905,0.8595613389041097,0.884678003221305,0.702506423630137,0.7242746563671061,0.6945285977397261,0.716006442611735,0.9482249630821918,0.8863316459723792,0.9437698151369862,0.8821975390946936,0.8610700280821918,0.8863316459723792,0.8570746751369862,0.8821975390946936,0.6866402868493151,0.7077382288563638,0.6785570909589042,0.6994700151009928,0.9455476043150686,0.8838511818457678,0.941092456369863,0.8797170749680823,0.8586622043150686,0.8838511818457678,0.854666851369863,0.8797170749680823,0.6705792650684932,0.6912018013456217,0.6626014391780821,0.6829335875902507,0.9429597605479453,0.8813707177191565,0.9384150976027399,0.877236610841471,0.8563597505479453,0.8813707177191565,0.8522590276027399,0.877236610841471
2017-02-11,1.0259,0.82455,0.8440000000000001,0.7273255821917808,0.7416032430895736,0.7194376763013699,0.7335318326879401,0.9358078606164384,0.8723600915960341,0.9313598776712328,0.8683243863952174,0.8244411756164385,0.8723600915960341,0.8205569726712328,0.8683243863952174,0.7116322254109589,0.7254604222863068,0.7036417295205479,0.7173890118846733,0.9331049218493153,0.869938668475544,0.9288237939041096,0.8659029632747274,0.8220805318493152,0.869938668475544,0.8183833189041096,0.8659029632747274,0.695753823630137,0.70931760148304,0.6878659177397262,0.7012461910814066,0.9304863830821918,0.8675172453550541,0.9261208551369864,0.8634815401542374,0.8198042880821919,0.8675172453550541,0.8160226751369863,0.8634815401542374,0.6800604668493151,0.6931747806797732,0.6720699709589041,0.6851033702781401,0.9278678443150684,0.8650958222345642,0.923502316369863,0.8610601170337473,0.8175280443150684,0.8650958222345642,0.813746431369863,0.8610601170337473,0.6641820650684932,0.6770319598765064,0.6562941591780822,0.6689605494748732,0.9253317605479452,0.862674399114074,0.9208837776027399,0.8586386939132573,0.8153543905479452,0.862674399114074,0.8114701876027398,0.8586386939132573
2017-02-18,1.0022,0.7637,0.8621,0.7117110821917808,0.726521091888696,0.7040192863013699,0.7186382083770736,0.9155760656164383,0.8542238047769787,0.9112373376712327,0.8502823630211676,0.7836617156164384,0.8542238047769787,0.7799907876712329,0.8502823630211676,0.6964038604109588,0.7107553248654511,0.688611844520548,0.7028724413538288,0.9129363768493152,0.851858939723492,0.9087602289041096,0.8479174979676808,0.7814274768493151,0.851858939723492,0.7779429789041097,0.8479174979676808,0.680920048630137,0.6949895578422063,0.673228252739726,0.6871066743305839,0.9103828980821917,0.8494940746700054,0.9061205401369863,0.845552632914194,0.7792794480821919,0.8494940746700054,0.7757087401369864,0.845552632914194,0.6656128268493151,0.6792237908189616,0.6578208109589041,0.6713409073073391,0.9078294193150684,0.8471292096165186,0.903567061369863,0.8431877678607074,0.7771314193150685,0.8471292096165186,0.773560711369863,0.8431877678607074,0.6501290150684931,0.6634580237957167,0.6424372191780822,0.6555751402840944,0.9053523105479453,0.8447643445630318,0.9010135826027398,0.8408229028072206,0.7750836105479453,0.8447643445630318,0.7714126826027399,0.8408229028072206
2017-02-25,1.0779,0.95835,0.9,0.7922915821917809,0.8086867141467312,0.7835895563013698,0.7997767603568833,0.9963512006164384,0.953027965542266,0.9915771576712329,0.9485729886473421,0.9302280956164385,0.953027965542266,0.9257887926712328,0.9485729886473421,0.7749833654109589,0.7908668065670355,0.766173549520548,0.7819568527771876,0.9934519418493152,0.9503549794053117,0.9888637339041098,0.9459000025103876,0.9275320718493152,0.9503549794053117,0.9232905589041096,0.9459000025103876,0.757471523630137,0.7730468989873397,0.7487694977397261,0.7641369451974919,0.9906426830821918,0.9476819932683573,0.9859644751369864,0.9432270163734334,0.9249260480821918,0.9476819932683573,0.9205945351369863,0.9432270163734334,0.7401633068493152,0.755226991407644,0.7313534909589041,0.7463170376177962,0.9878334243150685,0.945009007131403,0.9831552163698629,0.9405540302364791,0.9223200243150684,0.945009007131403,0.9179885113698629,0.9405540302364791,0.7226514650684932,0.7374070838279483,0.7139494391780823,0.7284971300381006,0.9851200005479451,0.9423360209944487,0.9803459576027399,0.9378810440995247,0.9198217905479452,0.9423360209944487,0.9153824876027399,0.9378810440995247
2017-03-04,0.9764,0.9834999999999999,0.9124,0.7817350821917808,0.7869742548120103,0.7731618463013699,0.7783357067638466,0.9331148056164383,0.9269187331922641,0.9286672476712329,0.9225994591681823,0.9370418156164383,0.9269187331922641,0.9325743776712327,0.9225994591681823,0.764686960410959,0.7696971587156827,0.7560160845205479,0.7610586106675188,0.9304111968493151,0.9243271687778152,0.9261532289041097,0.9200078947537331,0.9343261368493151,0.9243271687778152,0.9300475789041096,0.9200078947537331,0.747442848630137,0.7524200626193549,0.738869612739726,0.7437815145711912,0.9277988280821918,0.921735604363366,0.9234496201369863,0.917416330339284,0.9317016980821917,0.921735604363366,0.9273319001369862,0.917416330339284,0.7303947268493151,0.7351429665230272,0.7217238509589041,0.7265044184748635,0.9251864593150685,0.9191440399489168,0.920837251369863,0.914824765924835,0.9290772593150682,0.9191440399489168,0.9247074613698629,0.914824765924835,0.7131506150684932,0.7178658704266996,0.7045773791780822,0.7092273223785358,0.9226724405479453,0.9165524755344676,0.9182248826027399,0.9122332015103858,0.9265504605479452,0.9165524755344676,0.9220830226027397,0.9122332015103858
2017-03-11,1.03615,0.9362,0.9051,0.7791755821917807,0.7914093434489899,0.7706370163013698,0.7827153567928637,0.9664309456164382,0.932251927278232,0.9618139426712328,0.927904933950169,0.9111486006164382,0.932251927278232,0.9068114576712328,0.927904933950169,0.7621920704109588,0.7740213701367378,0.7535498895205479,0.7653273834806116,0.963625161849315,0.9296437312813943,0.9591922889041096,0.9252967379533311,0.9085127318493151,0.9296437312813943,0.9043697139041096,0.9252967379533311,0.745011323630137,0.7566333968244855,0.7364727577397261,0.7479394101683594,0.9609098880821918,0.9270355352845564,0.9563865051369862,0.9226885419564934,0.9059673730821919,0.9270355352845564,0.9017338451369862,0.9226885419564934,0.7280278118493151,0.7392454235122332,0.7193856309589041,0.7305514368561072,0.9581946143150684,0.9244273392877187,0.9536712313698629,0.9200803459596556,0.9034220143150685,0.9244273392877187,0.899188486369863,0.9200803459596556,0.7108470650684932,0.7218574501999812,0.7023084991780821,0.7131634635438552,0.9555729605479452,0.9218191432908809,0.9509559576027398,0.9174721499628178,0.9009802705479453,0.9218191432908809,0.8966431276027398,0.9174721499628178
